AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:24,wifi_rssi_20:23:00:00:01:26,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:36,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:42,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:46,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:02:15,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:03:22,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:43,wifi_rssi_20:23:00:00:03:44,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:24,wifi_freq_20:23:00:00:01:26,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:36,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:42,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:46,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:02:15,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:03:22,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:43,wifi_freq_20:23:00:00:03:44
40.6963,,,,-77.0,,,,,-89.0,,,-91.0,-90.0,,,,,-90.0,-84.0,,-81.0,-79.0,-87.0,-86.0,,,-83.0,,,,-90.0,,-75.0,-75.0,,,,-89.0,-89.0,-91.0,,,-89.0,-88.0,-87.0,-88.0,-86.0,-92.0,-87.0,-87.0,-88.0,-84.0,-85.0,-89.0,,-88.0,,-94.0,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,2417.0,,,,,2462.0,,,2427.0,2437.0,,,,,2462.0,2462.0,,2412.0,2412.0,2462.0,2457.0,,,2437.0,,,,2462.0,,5520.0,5520.0,,,,2437.0,2437.0,2412.0,,,2462.0,5680.0,5500.0,5500.0,5680.0,2462.0,5500.0,5500.0,5500.0,5320.0,5320.0,5320.0,,5500.0,,5180.0,,,,,,,,,2432.0,,,,,,,,,,,,,
44.698,-84.0,,,-75.0,,,-88.0,,-87.0,,,-89.0,-89.0,-90.0,,-91.0,-91.0,-88.0,-85.0,,-80.0,-80.0,-88.0,-83.0,-78.0,-76.0,,,-81.0,,-88.0,-88.0,-78.0,-78.0,-88.0,,,-91.0,,,,-87.0,-88.0,-84.0,-91.0,,-85.0,,-90.0,-90.0,-89.0,-90.0,-88.0,-91.0,,,,-92.0,,,-93.0,-93.0,,-89.0,,,-92.0,,,,,,,-88.0,,,,-90.0,-91.0,,2437.0,,,2417.0,,,2412.0,,2462.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,2462.0,,2412.0,2412.0,2462.0,2457.0,2437.0,2437.0,,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,,,,5240.0,2462.0,5680.0,5500.0,,5680.0,,5500.0,5500.0,5500.0,5320.0,5320.0,5320.0,,,,5180.0,,,5180.0,2437.0,,2432.0,,,2432.0,,,,,,,5260.0,,,,2437.0,2442.0,
48.85,,,,-75.0,-89.0,-94.0,,,-90.0,,,-89.0,-90.0,-88.0,-92.0,-92.0,,,-86.0,,-80.0,,,-84.0,-81.0,-85.0,-82.0,,,,-85.0,-89.0,-80.0,-80.0,-90.0,,,-90.0,-91.0,-88.0,-85.0,,,,-90.0,-91.0,-86.0,-91.0,,-88.0,-89.0,-86.0,-86.0,-90.0,,-90.0,,-93.0,,,,,,-91.0,,,-90.0,-94.0,,,,,-93.0,-89.0,,,,-92.0,,,,,,2417.0,2452.0,2462.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2462.0,,2412.0,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,2412.0,5240.0,,,,5500.0,5500.0,5680.0,2462.0,,5500.0,5500.0,5320.0,5320.0,5320.0,,5500.0,,5180.0,,,,,,2432.0,,,2432.0,2462.0,,,,,5240.0,5260.0,,,,2437.0,,
52.6115,-89.0,,,-76.0,-90.0,,,,-90.0,,,,-93.0,-88.0,,,,,-87.0,,-73.0,,,-84.0,-82.0,-85.0,-82.0,,,-91.0,,-89.0,-82.0,-82.0,-89.0,,,,-90.0,-92.0,-87.0,-87.0,,-87.0,-89.0,,-87.0,,,-90.0,,-86.0,-85.0,-88.0,,-89.0,,-95.0,,,,,,,,,,,-92.0,,,,,-88.0,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,,,,2437.0,2422.0,,,,,2462.0,,2412.0,,,2457.0,2437.0,2437.0,2437.0,,,2472.0,,5240.0,5520.0,5520.0,5240.0,,,,2437.0,2412.0,5240.0,5240.0,,5680.0,5500.0,,5680.0,,,5500.0,,5320.0,5320.0,5320.0,,5500.0,,5180.0,,,,,,,,,,,2412.0,,,,,5260.0,,,,,,
56.5701,-90.0,,,-76.0,-90.0,,-87.0,,-90.0,,,,-91.0,-89.0,-90.0,,,-91.0,-87.0,,-77.0,-81.0,-90.0,-84.0,-87.0,-87.0,-88.0,,-82.0,,-88.0,-91.0,-82.0,-81.0,-89.0,,,-92.0,-90.0,,-88.0,-88.0,-90.0,,-90.0,-90.0,,,-89.0,-89.0,-89.0,-85.0,-85.0,-90.0,-90.0,-90.0,,-92.0,,,,,-91.0,,,,,,,,,,,-89.0,,,,-92.0,,,2437.0,,,2417.0,2452.0,,2412.0,,2462.0,,,,2437.0,2422.0,2437.0,,,2462.0,2462.0,,2412.0,2412.0,2462.0,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,2462.0,,5500.0,5500.0,,,5500.0,5500.0,5500.0,5320.0,5320.0,5320.0,5320.0,5500.0,,5180.0,,,,,2412.0,,,,,,,,,,,5260.0,,,,2437.0,,
60.7179,-87.0,,,-83.0,-92.0,,,,,,,,-91.0,-88.0,-91.0,,-91.0,-90.0,-86.0,,-87.0,,-85.0,-84.0,-87.0,-87.0,-87.0,,,-88.0,-88.0,-91.0,-81.0,-80.0,-92.0,,,-87.0,-86.0,,-84.0,-83.0,-87.0,-87.0,,,-87.0,,,,,,-85.0,-90.0,,,,-92.0,,,,,,,,,,,,-92.0,,,,-90.0,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2412.0,,2462.0,2457.0,2437.0,2437.0,2437.0,,,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,5240.0,5240.0,2462.0,5680.0,,,5680.0,,,,,,5320.0,5320.0,,,,5180.0,,,,,,,,,,,,2432.0,,,,5260.0,,,,,,
64.5966,-91.0,,,-75.0,-86.0,-91.0,-87.0,,,,,,-89.0,-90.0,-91.0,-89.0,-91.0,,-88.0,,,-75.0,,,-85.0,-89.0,-87.0,,-76.0,-91.0,-79.0,-85.0,-84.0,-85.0,-85.0,,,-88.0,-88.0,-87.0,-89.0,-89.0,,-83.0,-86.0,-88.0,-84.0,-93.0,-87.0,-86.0,-88.0,-88.0,-89.0,-89.0,-89.0,,-91.0,-93.0,,,,,,,,-92.0,,-92.0,,,,,,,,,,-91.0,,,2437.0,,,2417.0,2452.0,2462.0,2412.0,,,,,,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,,2412.0,,,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,2412.0,5240.0,5240.0,,5680.0,5500.0,5500.0,5680.0,2462.0,5500.0,5500.0,5500.0,5320.0,5320.0,5320.0,5320.0,,2412.0,5180.0,,,,,,,,2462.0,,2462.0,,,,,,,,,,2437.0,,
68.5669,-89.0,,,-80.0,-93.0,,-87.0,,,,,,-84.0,-92.0,-90.0,-95.0,,-95.0,-91.0,,-84.0,,,-89.0,-89.0,-85.0,-85.0,,-84.0,,-84.0,,-85.0,-84.0,,,,,,-88.0,-89.0,-90.0,,,,-89.0,-91.0,-91.0,,,,-85.0,-84.0,-88.0,-88.0,-90.0,-92.0,,,,,,,,,-89.0,,-91.0,,,,,-93.0,,,,,,,,2437.0,,,2417.0,2452.0,,2412.0,,,,,,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,,2412.0,,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,5520.0,5520.0,,,,,,2412.0,5240.0,5240.0,,,,5500.0,5680.0,2462.0,,,,5320.0,5320.0,5320.0,5320.0,5500.0,2412.0,,,,,,,,,2462.0,,2462.0,,,,,5240.0,,,,,,,
72.4618,-89.0,,,-73.0,-88.0,,,,,,,,,-81.0,-91.0,,,-92.0,-88.0,,-90.0,,,-89.0,-91.0,-90.0,-87.0,,-89.0,,-87.0,,-86.0,-86.0,,,,,-89.0,,-84.0,-84.0,,,-88.0,-88.0,,,-89.0,-87.0,,-90.0,,,,-87.0,,,,,-93.0,,,,,,,,,,,,-92.0,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,,,2422.0,2437.0,,,2462.0,2462.0,,2412.0,,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,5520.0,5520.0,,,,,2437.0,,5240.0,5240.0,,,5500.0,5500.0,,,5500.0,5500.0,,5320.0,,,,5500.0,,,,,5180.0,,,,,,,,,,,,5240.0,,,,,,,
76.4705,-92.0,,,-79.0,-93.0,,-88.0,,,,,-89.0,-90.0,-86.0,-90.0,,,-95.0,-90.0,,-85.0,,,-92.0,-92.0,-90.0,-91.0,,,,-83.0,,-87.0,-87.0,,,,,-89.0,,-88.0,-88.0,,,,-88.0,-92.0,,,,,,,,,-88.0,,,,,,-95.0,-91.0,,,,,,,,,,-93.0,,,,,,,,2437.0,,,2417.0,2452.0,,2412.0,,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,,2412.0,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,5520.0,,,,,2437.0,,5240.0,5240.0,,,,5500.0,5680.0,,,,,,,,,5500.0,,,,,,2437.0,2412.0,,,,,,,,,,5240.0,,,,,,,
80.337,,,,-68.0,,,,,,,,-89.0,-91.0,-86.0,,,,-92.0,,-86.0,,,,-90.0,-88.0,-87.0,-89.0,,,,-93.0,,-88.0,-89.0,,,,,,,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,2427.0,2437.0,2422.0,,,,2462.0,,2437.0,,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,5520.0,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.1873,,,,-68.0,-91.0,,,,,,,,-87.0,-82.0,-85.0,,,-93.0,,-90.0,-91.0,-88.0,,,-93.0,-87.0,-89.0,,-91.0,,-90.0,,,,,,,,,,-93.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,2412.0,2412.0,,,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.1864,-92.0,,,-72.0,-85.0,,,,-90.0,,,-90.0,-87.0,-84.0,-84.0,-93.0,-89.0,,,-92.0,,-91.0,,-93.0,-88.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.2965,,,,-64.0,-91.0,,,,-89.0,,,-85.0,-84.0,,-77.0,-87.0,-84.0,-88.0,,-86.0,-94.0,,,,,,,-90.0,-90.0,,-91.0,,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,2412.0,,,,,,,2462.0,2412.0,,2462.0,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
90.1781,,,,-62.0,-86.0,,,,-83.0,-90.0,,-87.0,-83.0,-86.0,-79.0,-85.0,-89.0,,,-87.0,,,,,,,,,,-91.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
92.2924,-90.0,,,-60.0,,,,,-92.0,-91.0,,,-84.0,-79.0,-83.0,-92.0,-89.0,-90.0,,-83.0,,-91.0,,,-93.0,-92.0,-93.0,-89.0,-91.0,-90.0,-93.0,,,,,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,2437.0,,,2417.0,,,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2412.0,,,2437.0,2437.0,2437.0,2462.0,2412.0,2472.0,2462.0,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
94.3364,-92.0,,,-66.0,-92.0,,,,-88.0,-92.0,,-92.0,-88.0,-84.0,-78.0,-91.0,,,,,-93.0,,,-94.0,,-93.0,,-91.0,,,,,,,,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,2412.0,,,2457.0,,2437.0,,2462.0,,,,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
96.1548,,,,-68.0,-93.0,,-95.0,,,,,-94.0,-81.0,-92.0,-85.0,,-92.0,-90.0,,,-92.0,,,,-94.0,,-93.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2412.0,,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2412.0,,,,2437.0,,2437.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.2508,-93.0,,,-68.0,,,,,-91.0,,,-93.0,-80.0,-86.0,-85.0,-95.0,,,,,,,,,,,,-93.0,,,,,,,,-88.0,-88.0,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,,,,,,,,2462.0,,,,,,,,5260.0,5260.0,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.2886,-90.0,,,-69.0,-91.0,,,,,,,-89.0,-82.0,-85.0,-83.0,,-93.0,,,,,,,,,,-90.0,-88.0,,-92.0,-89.0,,,,,-87.0,-87.0,,,,-92.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,,,,,,,2437.0,2462.0,,2472.0,2462.0,,,,,5260.0,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
102.1802,-87.0,,,-64.0,-87.0,,,,-87.0,-92.0,,-87.0,-84.0,-83.0,-81.0,-89.0,,-89.0,,-91.0,,,,,,-89.0,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,2437.0,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.1563,-91.0,,,,-85.0,,,,,,,-88.0,-79.0,-77.0,-79.0,-91.0,-89.0,-86.0,,-83.0,,,,,,-94.0,,,,-91.0,-92.0,,,,,,,,,,-94.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2452.0,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,2437.0,,,,2472.0,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.3117,,,,-64.0,-91.0,,,,-88.0,-91.0,,-91.0,-81.0,-84.0,-79.0,-86.0,,-96.0,,-63.0,-93.0,,,,,,,,,-88.0,-86.0,,,,,,-90.0,,,,-92.0,,,,-88.0,-89.0,,,-89.0,-88.0,-90.0,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,2412.0,,,,,,,,,2472.0,2462.0,,,,,,5260.0,,,,5240.0,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,
108.1636,,,,-64.0,-87.0,,,,-87.0,,,,-75.0,-87.0,-82.0,-90.0,-87.0,-89.0,,-87.0,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
110.1483,-91.0,,,-54.0,-87.0,,,,-84.0,-91.0,,-83.0,-77.0,-79.0,-75.0,-88.0,,,,-89.0,,,,,,,,-93.0,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,2437.0,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.2867,-92.0,,,-54.0,-87.0,,,,-85.0,,,-89.0,-79.0,-77.0,-76.0,,-84.0,-83.0,,-93.0,,,,,,,,-92.0,,,-91.0,,,,,,-91.0,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,,,2462.0,,,2462.0,,,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.152,,,,-64.0,-79.0,,,,-87.0,,,-89.0,-80.0,-77.0,-78.0,-84.0,-84.0,-86.0,,-87.0,,,,,,,,,,,,,,,,,,,,,-91.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.1602,,,,,-83.0,,,,-87.0,,,-88.0,-86.0,-79.0,-77.0,-85.0,-86.0,-88.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.1717,,,,-65.0,-81.0,,,,,,,-88.0,-89.0,-79.0,-78.0,-87.0,-88.0,-87.0,,-85.0,,,,,-89.0,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2437.0,,,,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.1482,,,,-65.0,-86.0,,,,-88.0,,,-90.0,-84.0,-78.0,-82.0,-84.0,-84.0,-89.0,,-85.0,,,,,,,,,,,-92.0,,,,,,,,,,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,2462.0,,,,,,,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
122.1747,-89.0,,,-59.0,-86.0,,,,-88.0,,,-87.0,-81.0,-81.0,,-85.0,-85.0,-87.0,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.2958,-88.0,,,-57.0,-86.0,,,,-88.0,,,-88.0,-79.0,-84.0,-75.0,-87.0,-87.0,-88.0,,-91.0,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
