AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04
113.5669,-74.0,,
113.787,-75.0,,
113.8827,,,-95.0
113.9885,-81.0,,
115.6349,-75.0,,
116.0352,-76.0,,
117.6974,-82.0,,
117.7735,,,-95.0
117.8764,-91.0,,
118.0804,-75.0,,
119.1141,-73.0,,
119.5426,-82.0,,
119.599,,,-99.0
119.7433,-72.0,,
119.9328,-82.0,,
121.5896,-71.0,,
121.7888,-72.0,,
121.9736,-71.0,,
122.0685,,,-99.0
123.6188,-72.0,,
123.8373,-80.0,,
124.0357,-73.0,,
125.6845,-88.0,,
125.8698,-74.0,,
126.0895,-84.0,,
127.5184,-79.0,,
127.7261,-76.0,,
127.7956,,,-99.0
127.9316,-82.0,,
129.5453,-74.0,,
129.9576,-74.0,,
130.0456,,,-102.0
131.5939,-88.0,,
131.8047,-79.0,,
132.0104,-76.0,,
133.6623,-81.0,,
133.8721,-80.0,,
134.075,-94.0,,
135.4988,-86.0,,
135.7243,-79.0,,
135.9009,-80.0,,
136.1602,-80.0,,
137.5612,-73.0,,
137.9704,-78.0,,
139.6235,-76.0,,
139.8855,,,-94.0
140.0347,-72.0,,
140.2427,-73.0,,
141.4666,-80.0,,
141.5276,,,-100.0
141.875,-79.0,,
142.0856,-80.0,,
142.4874,-82.0,,
142.7037,-83.0,,
142.9061,-87.0,,
142.9649,,,-98.0
143.1212,-79.0,,
143.3267,-92.0,,
143.5382,-74.0,,
143.7489,-87.0,,
144.1551,-77.0,,
144.3604,-82.0,,
145.0267,,,-101.0
145.6031,-85.0,,
145.7806,-78.0,,
145.9858,-82.0,,
146.0301,,,-95.0
146.414,-91.0,,
146.454,,,-96.0
147.4652,-95.0,,
147.6492,-88.0,,
147.8594,-84.0,,
148.2689,-88.0,,
149.6864,-90.0,,
150.1066,-94.0,,
150.3327,-86.0,,
150.5158,-91.0,,
150.7103,-96.0,,
150.9224,-85.0,,
151.1219,-90.0,,
151.3041,-99.0,,
151.5205,-89.0,,
151.7444,-97.0,,
151.9393,-97.0,,
152.1444,-91.0,,
153.5778,-96.0,,
153.7746,-92.0,,
154.1794,-92.0,,
154.4602,-89.0,,
154.5917,-87.0,,
155.0073,-94.0,,
155.2068,-92.0,,
155.4189,-93.0,,
155.6157,-96.0,,
156.0426,-95.0,,
157.6675,-95.0,,
158.5015,-91.0,,
159.515,-97.0,,
159.9145,-91.0,,
160.1392,-97.0,,
161.5674,-93.0,,
161.9665,-100.0,,
162.1692,-98.0,,
163.3801,-96.0,,
163.7915,-95.0,,
165.8519,-101.0,,
165.8627,,-97.0,
166.4527,-93.0,,
166.6536,-93.0,,
167.4908,-93.0,,
167.6724,-96.0,,
167.8887,-91.0,,
168.1336,,-95.0,
168.1489,-92.0,,
168.3066,-94.0,,
169.9514,,-101.0,
169.9595,-90.0,,
170.1462,-95.0,,
170.7583,-98.0,,
170.9545,-92.0,,
171.1692,-97.0,,
172.0017,,-99.0,
172.0238,-100.0,,
173.6353,-99.0,,
174.0458,-96.0,,
174.2118,,-100.0,
174.4407,,-99.0,
174.4787,-99.0,,
175.7069,-101.0,,
175.8655,,-96.0,
175.8963,-97.0,,
176.2692,,-96.0,
176.3167,-97.0,,
177.5381,-99.0,,
177.7287,,-98.0,
177.7573,-96.0,,
177.9266,,-94.0,
177.9433,-98.0,,
178.1649,,-97.0,
178.1693,-93.0,,
178.3603,,-96.0,
178.3679,-100.0,,
179.5794,,-98.0,
179.7743,,-92.0,
179.7992,-96.0,,
180.1851,,-93.0,
180.2028,-93.0,,
181.6298,,-93.0,
181.6747,-94.0,,
182.034,,-98.0,
182.2412,,-94.0,
182.4668,,-99.0,
183.4933,,-100.0,
183.5084,-99.0,,
183.6888,,-95.0,
183.7191,-97.0,,
184.0982,,-94.0,
184.1291,-97.0,,
184.3065,,-96.0,
184.7454,-98.0,,
185.5642,-97.0,,
185.7218,,-95.0,
185.7555,-100.0,,
185.9751,-96.0,,
186.1365,,-96.0,
186.3652,-98.0,,
186.5522,,-93.0,
187.3987,-98.0,,
187.5848,,-95.0,
187.597,-103.0,,
187.7973,,-98.0,
187.8068,-93.0,,
188.0064,,-96.0,
188.0165,-98.0,,
188.2122,-92.0,,
189.442,-95.0,,
189.6491,-99.0,,
189.8274,,-96.0,
189.8515,-99.0,,
190.0385,,-96.0,
190.4298,,-97.0,
190.476,-100.0,,
191.4652,,-95.0,
191.4872,-99.0,,
191.6904,-100.0,,
191.8922,,-96.0,
191.8994,-99.0,,
192.0784,,-99.0,
192.1195,-98.0,,
192.2784,,-94.0,
192.3097,-98.0,,
193.7118,,-94.0,
193.7591,-98.0,,
194.1268,,-95.0,
194.1596,-99.0,,
195.5588,,-95.0,
195.9588,,-99.0,
196.0082,-97.0,,
196.1562,,-98.0,
196.3764,,-96.0,
197.6139,,-95.0,
197.8404,-96.0,,
198.0393,-95.0,,
198.248,-98.0,,
199.4841,-98.0,,
199.6867,-99.0,,
199.8582,,-99.0,
200.0811,,-97.0,
200.1229,-97.0,,
201.9404,-99.0,,
202.5158,,-100.0,
204.222,-96.0,,
205.4389,-97.0,,
206.0607,-89.0,,
206.2651,-100.0,,
207.4901,-99.0,,
209.7588,-92.0,,
209.976,-99.0,,
210.1593,-97.0,,
210.5658,-92.0,,
210.7672,-97.0,,
210.9789,-92.0,,
211.1793,-89.0,,
211.3891,-99.0,,
211.5866,-99.0,,
211.7948,-92.0,,
212.0044,-94.0,,
212.1975,-88.0,,
214.0568,-96.0,,
214.2582,-91.0,,
214.8692,-87.0,,
215.677,-90.0,,
215.8799,-82.0,,
216.0877,-87.0,,
217.5258,-90.0,,
217.7577,-89.0,,
217.9481,-85.0,,
218.1467,-81.0,,
219.5831,-83.0,,
219.8142,-82.0,,
219.9953,-76.0,,
220.181,-94.0,,
221.631,-83.0,,
223.482,-86.0,,
223.6718,-80.0,,
223.8644,-82.0,,
224.0809,-82.0,,
225.5047,-81.0,,
225.7267,-87.0,,
225.9131,-78.0,,
226.13,-82.0,,
227.7815,-82.0,,
227.9852,-85.0,,
228.174,-76.0,,
229.3979,-94.0,,
229.5987,-78.0,,
229.8054,-90.0,,
230.0481,-87.0,,
231.8558,-76.0,,
232.0507,-79.0,,
233.495,-75.0,,
233.6965,-71.0,,
233.9107,-83.0,,
234.1176,-76.0,,
235.7336,-79.0,,
235.9393,-68.0,,
236.1396,-71.0,,
237.5946,-77.0,,
237.7963,-72.0,,
237.9658,,,-100.0
238.0015,-76.0,,
238.1674,,,-98.0
238.2028,-72.0,,
239.6092,,,-99.0
239.6454,-83.0,,
239.8403,-75.0,,
240.0171,,,-94.0
240.0514,-76.0,,
240.6563,-76.0,,
241.5015,,,-98.0
241.5165,-68.0,,
241.6916,-75.0,,
241.8833,,,-96.0
241.9127,-77.0,,
242.1059,-75.0,,
243.5762,-82.0,,
243.7772,-77.0,,
243.9731,-74.0,,
245.6141,-89.0,,
245.7953,,,-96.0
245.802,-77.0,,
246.015,-85.0,,
247.6535,-89.0,,
247.8389,,,-97.0
248.0727,-98.0,,
249.5134,-93.0,,
249.7156,-72.0,,
249.9217,-75.0,,
250.1274,-72.0,,
251.5349,,,-99.0
251.5684,-76.0,,
251.7699,-83.0,,
251.9318,,,-100.0
251.9785,-94.0,,
253.6271,-77.0,,
253.8395,-93.0,,
254.0453,-78.0,,
254.6523,-79.0,,
255.4719,-76.0,,
255.6862,-84.0,,
255.8344,,,-99.0
255.8887,-74.0,,
256.086,-81.0,,
257.5205,-83.0,,
257.7437,-85.0,,
257.9721,-79.0,,
259.5931,-81.0,,
259.8283,-69.0,,
259.9405,,,-99.0
259.9906,-75.0,,
260.3921,-86.0,,
261.6314,-69.0,,
261.8573,-71.0,,
262.0636,-85.0,,
263.4905,-84.0,,
263.6894,-84.0,,
263.9085,-90.0,,
264.1061,-84.0,,
264.9328,-82.0,,
265.5521,-81.0,,
265.7483,-85.0,,
266.1612,-85.0,,
267.8092,-78.0,,
268.0093,-73.0,,
269.6599,-70.0,,
269.7604,,,-101.0
269.8522,-73.0,,
270.0861,-78.0,,
271.5195,-76.0,,
271.7403,-82.0,,
271.9188,-79.0,,
272.1359,-75.0,,
272.3327,-76.0,,
273.471,,,-100.0
273.5569,-86.0,,
273.7496,-84.0,,
273.9557,-84.0,,
274.1589,-86.0,,
274.9833,-74.0,,
275.6012,-78.0,,
275.8015,-93.0,,
276.2258,-78.0,,
277.4425,-87.0,,
277.5569,,,-99.0
277.6457,-79.0,,
277.9639,,,-97.0
278.077,-85.0,,
278.1731,,,-98.0
279.6949,-87.0,,
279.9164,-85.0,,
280.1253,-93.0,,
280.3197,-88.0,,
281.5529,-87.0,,
281.7527,-89.0,,
281.9596,-87.0,,
282.1544,-85.0,,
283.6061,-94.0,,
283.8005,-94.0,,
284.031,-94.0,,
284.2184,-90.0,,
285.8765,-94.0,,
286.0886,-88.0,,
286.2799,-93.0,,
287.5267,-95.0,,
288.1425,-94.0,,
289.7723,-98.0,,
290.4068,-97.0,,
290.5997,-94.0,,
291.4354,-92.0,,
291.8277,-97.0,,
292.0246,-93.0,,
293.6701,-94.0,,
294.2593,-92.0,,
295.502,-97.0,,
295.7079,-97.0,,
295.7513,,-98.0,
295.9154,-97.0,,
296.1234,-94.0,,
296.3231,-97.0,,
297.9882,,-97.0,
298.17,-95.0,,
298.3662,-95.0,,
298.3937,,-98.0,
299.5994,-93.0,,
300.0201,-91.0,,
300.2229,-92.0,,
301.6665,,-99.0,
