AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:03:11
166.1819,,-63.0,-81.0,,-83.0,,,,-77.0,-80.0,,,,-82.0,,-81.0,,,,,,,,,,-72.0,,,,,-82.0,-81.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,,2422.0,2437.0,,,,2462.0,,2462.0,,,,,,,,,,2462.0,,,,,5240.0,5240.0,,,,,,,,,,,,
170.1825,,-63.0,,,,,,,-82.0,,,,,-79.0,,-80.0,-79.0,,,-78.0,-78.0,-79.0,,,,-79.0,,,,,-82.0,,,,,,,,,,,,,,,2417.0,,,,,,,2422.0,,,,,2462.0,,2462.0,2412.0,,,2437.0,2437.0,2437.0,,,,2462.0,,,,,5240.0,,,,,,,,,,,,,
174.1855,,-71.0,,,,,,,,,,,,-78.0,,,-76.0,,-77.0,-76.0,-76.0,-75.0,,-79.0,,-79.0,,-80.0,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,5520.0,,,,,,,,,,,,,,,,
178.1636,,-67.0,,,,,,,,,,,,,,-71.0,-72.0,,-73.0,-75.0,-76.0,-69.0,,-71.0,,,-77.0,-77.0,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,,5520.0,5520.0,,,,,,,,,,,,,,,,
182.1453,,-73.0,-77.0,,,,,-77.0,,,,,,-75.0,,-70.0,,,,-75.0,-75.0,-73.0,,-77.0,,-75.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,2437.0,,,,,,2462.0,,2462.0,,,,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
186.1377,,-66.0,-78.0,,,,,,,,,,,-77.0,,-72.0,-77.0,,-76.0,-79.0,,,,-78.0,,,-79.0,-77.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,,,,2412.0,,,5520.0,5520.0,,,,,,,,,,,,,,,,
190.1683,,,-78.0,,,,,,,,,,,-77.0,,-70.0,-77.0,,-73.0,-72.0,-79.0,-74.0,,-76.0,,-74.0,,,,,,,,,,,,,,,,,,,,,2452.0,,,,,,,,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
194.1757,,-71.0,,,,,,,,,,,,-77.0,,,-78.0,,-77.0,-76.0,-78.0,-74.0,,-78.0,,-74.0,-78.0,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,5520.0,,,,,,,,,,,,,,,,,
198.1771,,-71.0,-78.0,,,,,-78.0,,,,,,-74.0,,,-74.0,,-77.0,-79.0,-79.0,,,-75.0,,-75.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,2437.0,,,,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
202.1457,,-68.0,,,,,,,-77.0,,,,,-74.0,,-72.0,-74.0,,-76.0,-78.0,-78.0,-76.0,,,,-77.0,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,2422.0,,,,,2462.0,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,,,,,,,,,,,,,,,,,
206.1616,,-68.0,,,,,,,-76.0,,,,,,,-74.0,-74.0,,-76.0,-77.0,-77.0,-76.0,,-75.0,,-77.0,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,2422.0,,,,,,,2462.0,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
210.1468,,-68.0,-78.0,,,,,,,,,,,-77.0,,-71.0,-76.0,,,-77.0,-77.0,-77.0,,-75.0,,-74.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,2462.0,2412.0,,,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
214.1827,,-71.0,-75.0,,,,,,,,,,,-76.0,,,-76.0,,-78.0,-77.0,-77.0,-77.0,,-76.0,,-74.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,,,,2462.0,,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
218.1634,,-67.0,-75.0,,,,,,-78.0,,,,,-73.0,,-75.0,-76.0,,-74.0,,,,,,,-73.0,-80.0,-81.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2422.0,,,,,2462.0,,2462.0,2412.0,,2457.0,,,,,,,2462.0,5520.0,5520.0,,,,,,,,,,,,,,,,
222.1932,,-68.0,-83.0,,,,,,-80.0,,,,,-81.0,,-74.0,-80.0,,,,,,,,,,,-83.0,,,-82.0,-83.0,,,,,,,-82.0,,,,,,,2417.0,2452.0,,,,,,2422.0,,,,,2462.0,,2462.0,2412.0,,,,,,,,,,,5520.0,,,5240.0,5240.0,,,,,,,2412.0,,,,,
226.1594,,-69.0,,,,,,-81.0,-76.0,,,,,-81.0,,-75.0,,,-80.0,,,-80.0,,,,-71.0,,,,,,-83.0,,,,,,,,-82.0,,,,,,2417.0,,,,,,2437.0,2422.0,,,,,2462.0,,2462.0,,,2457.0,,,2437.0,,,,2462.0,,,,,,5240.0,,,,,,,,2412.0,,,,
230.1476,,-69.0,,,-81.0,,,-81.0,,-84.0,,,,-84.0,,-81.0,-83.0,,-85.0,,,-80.0,,,,-74.0,,,,,,,,,,,,,,,,,,,,2417.0,,,2462.0,,,2437.0,,2437.0,,,,2462.0,,2462.0,2412.0,,2457.0,,,2437.0,,,,2462.0,,,,,,,,,,,,,,,,,,
234.1732,,,-83.0,,,,,-79.0,-76.0,-81.0,,,,,-81.0,,-79.0,,,-84.0,-82.0,,,-82.0,,-80.0,,,,,,,,,,,,,,,,,,,,,2452.0,,,,,2437.0,2422.0,2437.0,,,,,2437.0,,2412.0,,,2437.0,2437.0,,,2412.0,,2462.0,,,,,,,,,,,,,,,,,,
238.1658,,-68.0,-85.0,,-82.0,,,,-76.0,-80.0,,,,,-86.0,-81.0,,,,,-86.0,,-83.0,,,-83.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,,2422.0,2437.0,,,,,2437.0,2462.0,,,,,2437.0,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,
