AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
98.857,,-63.0,,,
99.723,,-68.0,,,
99.7675,,,,-94.0,
99.8967,,-74.0,,,
100.5136,,-66.0,,,
100.5715,-93.0,,,,
100.7472,,-69.0,,,
101.1285,,-69.0,,,
101.3345,,-77.0,,,
101.4122,,,,-94.0,
101.5511,,-77.0,,,
101.8186,,-65.0,,,
102.0477,,,,-95.0,
102.2048,,-72.0,,,
102.3694,,-79.0,,,
102.5937,,-66.0,,,
102.7859,,-63.0,,,
102.9889,,-66.0,,,
103.1062,,,,-89.0,
103.1874,,-70.0,,,
103.8071,,-63.0,,,
103.9949,,-77.0,,,
104.2195,,-63.0,,,
104.301,,,,-87.0,
104.4048,,-62.0,,,
104.6174,,-65.0,,,
104.6958,,,,-88.0,
104.9009,,,,-92.0,
105.0394,,-74.0,,,
105.2189,,-68.0,,,
105.3074,,,,-83.0,
105.5165,,,,-84.0,
105.6281,,-73.0,,,
105.8545,,-69.0,,,
106.0427,,-61.0,,,
106.2457,,-67.0,,,
106.4564,,-69.0,,,
106.5416,,,,-91.0,
106.6528,,-65.0,,,
107.892,,-55.0,,,
108.0085,,,,-97.0,
108.0918,,-60.0,,,
108.532,,-62.0,,,
108.5888,,,,-85.0,
108.7328,,-58.0,,,
108.8082,,,,-84.0,
108.9111,,-61.0,,,
109.137,,-63.0,,,
109.2124,,,,-90.0,
109.3227,,-66.0,,,
109.4204,,,,-90.0,
109.5376,,-80.0,,,
109.6246,,,,-92.0,
109.7593,,-81.0,,,
109.9409,,-59.0,,,
110.194,,-59.0,,,
110.2471,,,,-85.0,
110.3476,,-61.0,,,
110.8588,,,,-82.0,
111.157,,-71.0,,,
111.3597,,-65.0,,,
111.9717,,-64.0,,,
112.1789,,-75.0,,,
112.2733,,,,-90.0,
112.3911,,-62.0,,,
112.599,,-59.0,,,
112.8045,,-65.0,,,
112.8845,,,,-87.0,
113.0115,,-65.0,,,
113.2051,,-66.0,,,
113.4288,,-68.0,,,
113.5184,,,,-97.0,
113.627,,-66.0,,,
113.7181,,,,-94.0,
113.8539,,-72.0,,,
113.903,,,,-96.0,
114.2352,,-64.0,,,
115.8633,,-65.0,,,
116.3593,,,,-87.0,
116.4832,,-64.0,,,
116.7047,,-65.0,,,
116.7637,,,,-95.0,
116.902,,-66.0,,,
117.116,,-71.0,,,
117.3117,,-72.0,,,
117.5922,,,,-97.0,
117.7188,,-71.0,,,
117.8231,,,,-93.0,
117.9916,,,,-92.0,
118.737,,-69.0,,,
119.7698,,-77.0,,,
119.8263,,,,-89.0,
120.2561,,,,-98.0,
120.4061,,-70.0,,,
120.6064,,-66.0,,,
120.6537,,,,-92.0,
120.8321,,-67.0,,,
120.8616,,,,-91.0,
121.0253,,-76.0,,,
121.0761,,,,-89.0,
121.2183,,-78.0,,,
121.2769,,,,-91.0,
121.4791,,,,-94.0,
121.6419,,-70.0,,,
121.8531,,-67.0,,,
122.0905,,,,-89.0,
122.2498,,-79.0,,,
122.2828,,,,-88.0,
122.4938,,,,-95.0,
122.6477,,-72.0,,,
122.864,,-62.0,,,
123.071,,-61.0,,,
123.1072,,,,-91.0,
124.0782,,-64.0,,,
124.1187,,,,-92.0,
124.2909,,-64.0,,,
124.504,,-72.0,,,
124.5452,,,,-88.0,
124.7004,,-69.0,,,
124.8943,,-69.0,,,
125.1278,,-66.0,,,
125.1509,,,,-91.0,
125.3797,,,,-91.0,
125.5164,,-79.0,,,
125.5489,,,,-89.0,
125.7213,,-81.0,,,
125.7715,,,,-90.0,
125.9239,,-70.0,,,
126.3123,,-66.0,,,
126.3887,,,,-92.0,
126.521,,-65.0,,,
126.5847,,,,-88.0,
127.3483,,-74.0,,,
127.399,,,,-86.0,
127.7505,,-70.0,,,
127.9645,,-69.0,,,
128.1554,,-66.0,,,
128.2301,,,,-92.0,
128.3645,,-65.0,,,
128.4269,,,,-88.0,
128.5741,,-76.0,,,
128.6381,,,,-88.0,
128.7824,,-75.0,,,
128.8489,,,,-95.0,
129.0747,,,,-97.0,
129.2938,,,,-87.0,
129.661,,,,-87.0,
130.0021,,-69.0,,,
130.0892,,,,-97.0,
130.2032,,-68.0,,,
130.4051,,-66.0,,,
130.4871,,,,-88.0,
130.6243,,-68.0,,,
131.8697,,-74.0,,,
132.1301,,,,-93.0,
132.2428,,-68.0,,,
132.3657,,,,-91.0,
132.4435,,-73.0,,,
132.5382,,,,-89.0,
132.6775,,-64.0,,,
132.8533,,-63.0,,,
133.0742,,-64.0,,,
133.271,,-62.0,,,
133.3953,,,,-91.0,
133.4863,,-62.0,,,
133.5932,,,,-89.0,
133.6764,,-57.0,,,
133.8006,,,,-96.0,
133.9839,,,,-89.0,
134.0803,,-68.0,,,
134.53,,-62.0,,,
134.9038,,-77.0,,,
135.1122,,-71.0,,,
135.9339,,-67.0,,,
136.1387,,-65.0,,,
136.3803,,-65.0,,,
136.5419,,-70.0,,,
136.7625,,-68.0,,,
136.8621,,,,-93.0,
136.9573,,-68.0,,,
137.2818,,,,-93.0,
137.3571,,-71.0,,,
137.5688,,-77.0,,,
137.707,,,,-91.0,
137.7901,,-67.0,,,
137.976,,-77.0,,,
138.0936,,,,-91.0,
138.3827,,-77.0,,,
138.5876,,-64.0,,,
139.4058,,-69.0,,,
139.8424,,-70.0,,,
140.0358,,-79.0,,,
140.2445,,-75.0,,,
140.4396,,-91.0,,,
140.649,,-75.0,,,
140.7503,,,,-96.0,
140.845,,-69.0,,,
141.0947,,-68.0,,,
141.4837,,-84.0,,,
141.6748,,-82.0,,,
141.8764,,-74.0,,,
142.2927,,-63.0,,,
142.3891,,,,-94.0,
142.5009,,-71.0,,,
142.9231,,-65.0,,,
143.7453,,-64.0,,,
143.8543,,,,-96.0,
143.9325,,-68.0,,,
144.0338,,,,-95.0,
144.1533,,-77.0,,,
144.3757,,-70.0,,,
144.4522,,,,-92.0,
144.7846,,-65.0,,,
144.9845,,-70.0,,,
145.06,,,,-88.0,
145.2471,,,,-94.0,
145.4072,,-78.0,,,
145.464,,,,-89.0,
145.6089,,-78.0,,,
145.8252,,-63.0,,,
145.9945,,-77.0,,,
146.0812,,,,-89.0,
146.2082,,-64.0,,,
146.4038,,-74.0,,,
146.4981,,,,-88.0,
146.6074,,-69.0,,,
147.7284,,,,-92.0,
147.8392,,-68.0,,,
148.0534,,,,,-98.0
148.2565,,-75.0,,,
148.4434,,-66.0,,,
148.6551,,-86.0,,,
148.7315,,,,-95.0,
148.8545,,-81.0,,,
148.9414,,,,-91.0,
149.1889,,,,-94.0,
149.6925,,-65.0,,,
149.7467,,,,-86.0,
149.8818,,-77.0,,,
150.2947,,-73.0,,,
150.3837,,,,-91.0,
150.4907,,-67.0,,,
151.1103,,-71.0,,,
151.7582,,-68.0,,,
151.835,,,,-93.0,
151.9392,,-69.0,,,
152.151,,-77.0,,,
152.3589,,-82.0,,,
152.4195,,,,-87.0,
152.7613,,-77.0,,,
153.2242,,,,-90.0,
153.3925,,-82.0,,,
153.5897,,-72.0,,,
153.9955,,-79.0,,,
154.4234,,-82.0,,,
154.6158,,-78.0,,,
154.8866,,,,-90.0,
155.2337,,-73.0,,,
155.8471,,-78.0,,,
156.0647,,-84.0,,,
156.0989,,,,-93.0,
156.1457,,,-99.0,,
156.2738,,-77.0,,,
156.4616,,-86.0,,,
156.5042,,,,-89.0,
156.6801,,-80.0,,,
156.7282,,,,-90.0,
156.8828,,-74.0,,,
157.0751,,-76.0,,,
157.4916,,-79.0,,,
157.6912,,-73.0,,,
158.1004,,-90.0,,,
158.3144,,-89.0,,,
158.3588,,,,-94.0,
158.5088,,-79.0,,,
158.7111,,-84.0,,,
159.1904,,,,-91.0,
159.7474,,-78.0,,,
159.9493,,-83.0,,,
160.0332,,,-93.0,,
160.1535,,-89.0,,,
160.3532,,-95.0,,,
160.4031,,,,-92.0,
160.5853,,-86.0,,,
160.7598,,-89.0,,,
160.8223,,,,-93.0,
160.9986,,-92.0,,,
161.1799,,-81.0,,,
161.2429,,,-92.0,,
161.654,,,-97.0,,
161.8015,,-82.0,,,
161.9872,,-83.0,,,
162.4866,,,-92.0,,
162.6363,,-81.0,,,
162.6836,,,-94.0,,
163.8273,,-88.0,,,
164.7566,,,-94.0,,
164.8384,,-87.0,,,
165.0653,,-88.0,,,
165.2466,,-81.0,,,
165.3686,,,-92.0,,
165.4702,,-83.0,,,
165.8577,,-84.0,,,
165.9613,,,-94.0,,
166.0589,,-81.0,,,
166.2744,,-84.0,,,
166.4871,,-84.0,,,
167.9134,,-90.0,,,
168.4555,,,-95.0,,
168.539,,-83.0,,,
168.7451,,-83.0,,,
168.8409,,,-96.0,,
169.5445,,-86.0,,,
171.085,,,-91.0,,
171.4382,,-87.0,,,
172.038,,-82.0,,,
172.2426,,-81.0,,,
172.2749,,,,-94.0,
172.4457,,-88.0,,,
172.4765,,,,-96.0,
172.532,,,-95.0,,
172.7885,,,-94.0,,
172.9403,,,-93.0,,
173.0519,,-83.0,,,
173.1609,,,-88.0,,
173.2539,,-84.0,,,
174.3669,,,-93.0,,
174.4794,,-83.0,,,
174.5872,,,-85.0,,
174.801,,,-91.0,,
174.9949,,,-87.0,,
175.7358,,-81.0,,,
175.8254,,,-95.0,,
175.9439,,-79.0,,,
176.1387,,-76.0,,,
176.2166,,,-89.0,,
176.5354,,-81.0,,,
176.6336,,,-89.0,,
176.7378,,-92.0,,,
176.9613,,-97.0,,,
177.0571,,,-89.0,,
177.1548,,-80.0,,,
177.2691,,,-83.0,,
177.3921,,-82.0,,,
177.465,,,-92.0,,
177.6977,,,-83.0,,
177.7607,,-83.0,,,
177.8597,,,-84.0,,
177.9847,,-87.0,,,
178.2314,,-90.0,,,
178.2419,,,,-92.0,
178.2711,,,-89.0,,
178.3907,,-91.0,,,
178.5027,,,-88.0,,
179.9212,,,-92.0,,
180.1124,,,-95.0,,
180.3453,,,-87.0,,
180.4601,,,,-98.0,
180.5265,,,-89.0,,
180.6322,,-85.0,,,
180.7485,,,-96.0,,
180.8401,,-84.0,,,
180.8724,,,,-95.0,
181.1025,,,,-97.0,
181.1542,,,-86.0,,
181.2687,,-88.0,,,
181.2807,,,,-97.0,
181.447,,-86.0,,,
181.5679,,,-88.0,,
181.6518,,-87.0,,,
181.7773,,,-94.0,,
181.8625,,-84.0,,,
182.2157,,,-86.0,,
182.379,,,-87.0,,
182.4699,,-86.0,,,
182.5822,,,-88.0,,
184.3512,,,,-94.0,
184.4242,,,-85.0,,
184.5341,,,,-93.0,
184.6418,,,-86.0,,
184.7298,,-87.0,,,
185.0315,,,-86.0,,
185.1725,,,,-97.0,
185.2539,,,-95.0,,
185.3872,,-84.0,,,
185.3997,,,,-96.0,
185.4391,,,-87.0,,
185.567,,-83.0,,,
185.6955,,,-88.0,,
185.7854,,,,-92.0,
185.97,,-87.0,,,
186.0769,,,-85.0,,
186.2735,,,-94.0,,
186.383,,-84.0,,,
186.4931,,,-92.0,,
186.6024,,-83.0,,,
186.6192,,,,-93.0,
186.7784,,-82.0,,,
187.6104,,-81.0,,,
187.8165,,-86.0,,,
188.0184,,-86.0,,,
188.2388,,-84.0,,,
188.5594,,,-88.0,,
188.6219,,-84.0,,,
188.6848,,,,-94.0,
188.7445,,,-88.0,,
188.8235,,-88.0,,,
188.9778,,,-87.0,,
189.0376,,-87.0,,,
189.1468,,,-85.0,,
189.2573,,-82.0,,,
189.343,,,-93.0,,
189.4671,,-83.0,,,
189.6436,,-83.0,,,
189.6683,,,,-93.0,
189.7431,,,-86.0,,
189.8541,,-84.0,,,
189.9724,,,-87.0,,
190.0621,,-84.0,,,
190.2677,,-83.0,,,
190.4716,,-83.0,,,
190.5111,,,,-98.0,
190.5703,,,-94.0,,
191.7373,,,,-92.0,
191.8203,,,-86.0,,
192.0128,,,-85.0,,
192.1277,,-91.0,,,
192.3546,,-87.0,,,
192.527,,-91.0,,,
192.6253,,,-86.0,,
192.7668,,-88.0,,,
192.786,,,,-96.0,
193.0376,,,-86.0,,
193.232,,,-85.0,,
193.3681,,-91.0,,,
193.4378,,,-87.0,,
193.6524,,,-88.0,,
193.8179,,,,-95.0,
193.9971,,-87.0,,,
194.0246,,,,-94.0,
194.2594,,,-89.0,,
194.5957,,,,-98.0,
194.6813,,,-86.0,,
194.7899,,-95.0,,,
195.2984,,,-84.0,,
195.4157,,-84.0,,,
196.1335,,,-93.0,,
196.2304,,-88.0,,,
196.3542,,,-88.0,,
196.5557,,,-89.0,,
196.6524,,-93.0,,,
196.7763,,,-88.0,,
196.8364,,,,-97.0,
196.8456,,-85.0,,,
196.9719,,,-86.0,,
197.3745,,,-95.0,,
197.4589,,,,-98.0,
197.4702,,-88.0,,,
197.5902,,,-88.0,,
197.6546,,,,-96.0,
197.7701,,,-89.0,,
197.8692,,,,-94.0,
197.8719,,-83.0,,,
197.9722,,,-86.0,,
198.0677,,,,-93.0,
198.0917,,-83.0,,,
198.2818,,-89.0,,,
199.4466,,,-86.0,,
200.1624,,-84.0,,,
200.2328,,,-87.0,,
200.3294,,-84.0,,,
200.537,,-89.0,,,
200.7423,,-89.0,,,
200.8493,,,-89.0,,
201.0497,,,-89.0,,
201.1374,,-94.0,,,
201.2593,,,-87.0,,
201.3466,,-84.0,,,
201.4473,,,-87.0,,
201.6542,,,-92.0,,
201.7617,,-87.0,,,
201.8823,,,-89.0,,
201.9768,,-84.0,,,
202.0855,,,-87.0,,
202.1911,,-86.0,,,
202.2702,,,-86.0,,
202.5729,,-87.0,,,
203.9092,,,-92.0,,
204.0296,,-83.0,,,
204.0364,,,,-99.0,
204.1451,,,-93.0,,
204.323,,,-88.0,,
204.4271,,-84.0,,,
204.5355,,,-88.0,,
204.7313,,,-89.0,,
204.8571,,-84.0,,,
205.0378,,-83.0,,,
205.1838,,,-93.0,,
205.2426,,-83.0,,,
205.3492,,,-88.0,,
205.4407,,-82.0,,,
205.4613,,,,-94.0,
205.5513,,,-88.0,,
205.6623,,-83.0,,,
205.7985,,,-89.0,,
205.8441,,-86.0,,,
205.9598,,,-90.0,,
206.1955,,,-93.0,,
206.2588,,-81.0,,,
206.3838,,,-95.0,,
206.479,,-82.0,,,
206.492,,,,-94.0,
208.3286,,-87.0,,,
208.4325,,,-87.0,,
208.6473,,,-86.0,,
209.1573,,,,-92.0,
209.2476,,,-88.0,,
209.3299,,-82.0,,,
209.3444,,,,-92.0,
209.4442,,,-86.0,,
209.5496,,-85.0,,,
209.6439,,,-86.0,,
209.7412,,-84.0,,,
209.8499,,,-94.0,,
209.9594,,-82.0,,,
210.0633,,,-96.0,,
210.1941,,-81.0,,,
210.2554,,,-89.0,,
210.3916,,-81.0,,,
210.4009,,,,-93.0,
210.4696,,,-89.0,,
210.6845,,,-85.0,,
210.8814,,,-85.0,,
210.977,,-83.0,,,
211.275,,,-85.0,,
212.5173,,,-88.0,,
212.7231,,,-90.0,,
212.8388,,-87.0,,,
213.4458,,-84.0,,,
213.5269,,,-85.0,,
213.726,,,-89.0,,
213.8491,,-91.0,,,
214.07,,-88.0,,,
214.087,,,,-93.0,
214.2633,,-92.0,,,
214.4734,,-83.0,,,
214.5769,,,-86.0,,
215.4793,,-90.0,,,
215.5517,,,-89.0,,
216.1242,,-83.0,,,
216.3001,,-91.0,,,
216.7098,,-90.0,,,
216.9753,,,-85.0,,
217.1081,,-91.0,,,
217.5188,,-84.0,,,
217.5983,,,-95.0,,
217.7545,,-90.0,,,
217.9701,,-89.0,,,
218.0189,,,-87.0,,
218.3332,,-86.0,,,
218.5572,,-95.0,,,
218.6366,,,-88.0,,
219.8344,,-91.0,,,
219.9714,,-91.0,,,
220.0982,,,-96.0,,
220.1905,,-92.0,,,
221.0851,,,-94.0,,
221.2456,,-87.0,,,
221.4969,,,-89.0,,
222.0519,,-85.0,,,
222.2384,,-91.0,,,
223.6654,,-91.0,,,
224.305,,,,-96.0,
224.366,,,-96.0,,
224.8987,,-86.0,,,
225.086,,-94.0,,,
225.308,,-89.0,,,
226.0176,,,-95.0,,
226.1209,,-83.0,,,
226.3138,,-89.0,,,
226.4451,,,-97.0,,
226.526,,-82.0,,,
226.7265,,-84.0,,,
226.8642,,,-95.0,,
227.5618,,-82.0,,,
227.7557,,-86.0,,,
227.9064,,,-90.0,,
228.1668,,-76.0,,,
228.295,,,-92.0,,
228.3692,,-82.0,,,
228.9745,,-88.0,,,
229.8048,,-87.0,,,
230.0112,,-79.0,,,
230.2001,,-73.0,,,
230.6088,,-81.0,,,
231.1656,,,-94.0,,
232.2642,,-81.0,,,
232.461,,-87.0,,,
232.6882,,-79.0,,,
232.7079,,,,-93.0,
232.8843,,-76.0,,,
