AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_2,Quat_3,Quat_4
1.0694,65094.6131,49.781391,-2.3315,-4.332951,0.41980293,-0.03434941,-0.04284135
1.0889,65094.6331,50.455875,-1.993349,-3.864611,0.425383,-0.03009576,-0.03790759
1.1059,65094.6532,50.852772,-1.753032,-3.127765,0.42876384,-0.02552686,-0.03121066
1.1259,65094.6751,50.948219,-1.460699,-2.223846,0.42976391,-0.01985094,-0.02299881
1.1464,65094.6951,50.840965,-1.096934,-1.246397,0.42911893,-0.01331379,-0.01393193
1.1665,65094.7151,50.727802,-1.052547,-0.019709,0.42834637,-0.00837335,-0.00408998
1.1866,65094.7351,50.609379,-1.195804,1.319485,0.42748889,-0.0045119,0.00594899
1.2066,65094.7551,50.439575,-1.406871,2.684467,0.42620292,-0.00112354,0.01596018
1.2348,65094.775,50.185005,-1.922568,4.324531,0.42429256,0.00081554,0.02705447
1.2563,65094.7962,49.931812,-2.566795,6.117229,0.42245531,0.00223959,0.03891953
1.2679,65094.8161,49.618332,-3.106582,7.945168,0.42013991,0.00451272,0.05151571
1.2941,65094.8361,49.219482,-3.744931,9.804434,0.41722918,0.0059695,0.06409447
1.3178,65094.8571,48.666275,-4.868628,11.961703,0.41346124,0.00440418,0.07744838
1.3309,65094.8772,48.10466,-6.360723,14.181683,0.41008452,-4.053e-05,0.09011234
1.3484,65094.8971,47.617435,-7.908679,16.226995,0.40759689,-0.00562305,0.10125624
1.3687,65094.9181,47.293537,-9.054038,18.082952,0.40623957,-0.00856812,0.11224046
1.3891,65094.9381,46.960407,-9.811328,19.611881,0.4045313,-0.00967957,0.12206294
1.413,65094.9581,46.289318,-10.75306,21.075571,0.40048185,-0.01313896,0.13121653
1.4332,65094.9781,45.311119,-11.733096,22.45648,0.39420551,-0.01790875,0.14013433
1.4516,65094.9981,44.37088,-12.657949,23.757439,0.38827854,-0.02263694,0.1487053
1.4712,65095.0191,43.632637,-13.607109,24.971601,0.38406557,-0.02759973,0.15631579
1.492,65095.0401,42.965668,-14.890896,26.06081,0.38097101,-0.03559961,0.16180135
1.5146,65095.0601,42.312347,-16.173662,26.790232,0.3779943,-0.04484424,0.16451283
1.532,65095.0802,41.678299,-17.172478,27.003,0.37461373,-0.05354975,0.16410808
1.5522,65095.1001,41.079544,-18.104136,26.94721,0.37127912,-0.06254452,0.16178632
1.5812,65095.1201,40.62326,-18.903667,26.859772,0.36881903,-0.0702684,0.1594106
1.5941,65095.1411,40.278286,-19.68223,26.624187,0.36706808,-0.07804433,0.15573065
1.6127,65095.1612,40.134071,-20.42758,26.080959,0.36655518,-0.08606702,0.14930922
1.6323,65095.1811,40.250904,-21.017647,25.113161,0.36744443,-0.0936058,0.13945125
1.6533,65095.2011,40.511742,-21.524618,23.867405,0.36899748,-0.10106979,0.12732649
1.6773,65095.2221,40.919922,-22.002272,22.498068,0.37141445,-0.10842006,0.1139861
1.6974,65095.2421,41.600018,-22.531528,21.339273,0.37605634,-0.11499046,0.10156976
1.7176,65095.2621,42.756886,-23.142189,20.366774,0.38451529,-0.12070151,0.08932216
1.7362,65095.2821,44.29866,-23.831301,19.409523,0.39585564,-0.12631248,0.07603696
1.7568,65095.3021,46.006813,-24.488432,18.33704,0.40812263,-0.13186985,0.06151346
1.7768,65095.3222,47.722187,-25.176432,17.195646,0.42015705,-0.13805363,0.046262
1.8011,65095.3421,49.439938,-25.973331,16.029526,0.43196893,-0.14532189,0.03035387
1.828,65095.3621,51.09343,-26.890896,14.907032,0.443097,-0.15360551,0.01440557
1.8491,65095.382,52.7635,-27.872625,13.878344,0.45417809,-0.16207567,-0.00118768
1.8622,65095.4021,54.543053,-28.129278,12.226218,0.46494693,-0.16744313,-0.01890184
1.8736,65095.4221,56.245911,-27.539379,9.758274,0.47401384,-0.1702186,-0.03893102
1.9207,65095.4422,57.642742,-26.185682,6.609082,0.48020804,-0.17107244,-0.05983404
1.9267,65095.4519,58.215176,-23.904676,2.800774,0.48018485,-0.1692584,-0.07982334
1.9294,65095.4619,58.215176,-23.904676,2.800774,0.48018485,-0.1692584,-0.07982334
1.9363,65095.4821,59.252987,-21.904057,-0.761893,0.48423132,-0.16837257,-0.09959104
1.9534,65095.5022,60.231541,-19.761734,-4.344378,0.48832488,-0.16706529,-0.11833834
1.9726,65095.5221,61.179008,-17.573553,-8.02831,0.49247211,-0.16638187,-0.13709889
1.9928,65095.5421,62.124069,-15.144858,-12.099335,0.49672079,-0.16615842,-0.15710613
2.0133,65095.5622,62.808502,-12.317468,-16.661501,0.49933201,-0.16566247,-0.17826183
2.0323,65095.5821,62.78598,-9.114463,-21.608961,0.49733904,-0.16396062,-0.20016578
2.0678,65095.6021,62.21373,-5.894396,-26.67033,0.49188745,-0.16183819,-0.22306685
2.0797,65095.6221,61.267456,-2.082661,-32.211342,0.48513025,-0.1563538,-0.24755248
2.1008,65095.6431,59.978024,2.569046,-38.255802,0.47848132,-0.14539935,-0.27315134
2.1136,65095.6631,58.399517,7.16436,-43.771042,0.47214204,-0.1308849,-0.2964651
2.1343,65095.6831,56.414734,11.443746,-48.809357,0.46458858,-0.11431235,-0.31938273
2.1556,65095.7031,54.278008,14.894595,-52.943329,0.45629641,-0.09836566,-0.34040764
2.1735,65095.7231,52.217018,17.90053,-56.055424,0.44937691,-0.0809534,-0.35637772
2.1949,65095.7431,49.965015,20.584061,-58.18042,0.44186434,-0.06051276,-0.36766684
2.2166,65095.7631,47.555782,22.674143,-59.185719,0.43259501,-0.03879684,-0.37417591
2.236,65095.7832,45.272804,24.393675,-59.33218,0.42339638,-0.01675855,-0.3758494
2.2542,65095.8031,43.061092,26.052607,-58.782112,0.41443217,0.00720836,-0.3727015
2.2763,65095.8231,40.85014,26.978807,-57.255146,0.40260383,0.02928697,-0.36515191
2.2979,65095.8441,39.048626,26.42082,-54.965481,0.38804287,0.04093198,-0.35567975
2.3277,65095.8642,37.863869,24.957684,-52.521534,0.3745189,0.04313343,-0.34576508
2.3428,65095.8841,37.340427,23.855925,-50.287968,0.36672649,0.04417092,-0.3339501
2.3665,65095.9041,37.21983,23.031097,-47.836201,0.36255234,0.04617078,-0.31826037
2.3807,65095.9241,37.530376,22.587696,-45.334995,0.36255577,0.04953442,-0.29969779
2.3964,65095.9451,38.158592,22.446562,-43.035732,0.36574674,0.05351849,-0.28082657
2.42,65095.9651,38.575508,22.376383,-41.040798,0.3676728,0.05793313,-0.26455295
2.4402,65095.9851,38.354504,21.636816,-38.852219,0.36324722,0.05987699,-0.25040448
2.4605,65096.0051,37.55101,20.650747,-36.073605,0.35363168,0.06331746,-0.23354952
2.4785,65096.025,36.364925,19.758236,-33.236519,0.3411946,0.06827536,-0.21638317
2.4987,65096.0451,35.306889,18.940733,-30.366516,0.3297483,0.07297291,-0.19801635
2.5208,65096.0661,34.74477,17.872646,-27.148779,0.32151279,0.07488111,-0.17619731
2.55,65096.0871,34.569744,16.645473,-23.641405,0.31607169,0.07505637,-0.1514425
2.5658,65096.1071,34.502827,16.236158,-19.946924,0.31251335,0.08197475,-0.12249696
2.5799,65096.1281,34.78051,15.631215,-16.292442,0.31150272,0.08650268,-0.09373379
2.6039,65096.1481,35.135151,14.455647,-13.285277,0.31129694,0.08450478,-0.07168522
2.6282,65096.168,35.362148,14.359899,-10.571012,0.31102511,0.09081686,-0.04927982
2.6413,65096.1881,35.068275,15.366156,-7.935167,0.30667451,0.10651761,-0.02520311
2.6603,65096.2081,34.357327,16.634953,-5.413123,0.29844579,0.12425032,-0.00196231
2.68,65096.2281,33.111629,18.546423,-3.369271,0.28564459,0.14612757,0.01808639
2.7027,65096.2481,30.742233,20.775356,-1.485339,0.26295722,0.1704638,0.03549695
2.7228,65096.2681,27.103861,22.68115,0.688517,0.22859873,0.19254261,0.05180433
2.7421,65096.2891,22.379736,23.405951,3.399805,0.18404046,0.20453155,0.06784128
2.7634,65096.3092,17.101221,22.454676,6.871001,0.13403761,0.20093149,0.08702161
2.7843,65096.3291,12.483332,20.802456,10.899367,0.08940782,0.18881464,0.11239725
2.8048,65096.3491,8.413538,20.3132,14.969309,0.0486831,0.18377134,0.14069925
2.8478,65096.3692,4.984005,20.87623,18.367645,0.0133239,0.18550652,0.16458921
2.8585,65096.3891,2.686413,21.745634,20.704529,-0.01124166,0.18964471,0.18077494
2.8868,65096.4091,2.354258,22.189341,21.725899,-0.01645977,0.19274186,0.18878148
2.896,65096.4292,4.232924,20.664167,21.031336,0.00301138,0.18285134,0.18593499
2.907,65096.4491,7.848932,17.471634,18.835066,0.04194227,0.16054937,0.17160508
2.9253,65096.4691,12.741914,13.391542,15.843664,0.09318615,0.12996067,0.14885135
2.9482,65096.4892,17.047323,10.222818,11.995129,0.13761422,0.10305144,0.11605402
2.9628,65096.5091,17.923414,3.50018,10.671683,0.15222161,0.04451578,0.09655215
2.9793,65096.5291,17.28274,0.56839,10.800322,0.14911903,0.019022,0.09378356
3.0002,65096.5491,15.795681,2.836965,11.210294,0.1343134,0.03781938,0.10010141
3.0198,65096.569,14.206999,4.330638,11.919777,0.11901286,0.05012123,0.1076087
3.0393,65096.5891,13.645517,2.131156,12.118653,0.11616509,0.03089988,0.10698945
3.0594,65096.6091,13.595213,-1.285933,11.683074,0.11887451,0.00096097,0.09973437
3.085,65096.6291,13.285281,-3.98758,10.625224,0.11830945,-0.02370521,0.0879053
3.1007,65096.6491,13.113976,-7.930978,9.728462,0.11933341,-0.05879613,0.07617002
3.1216,65096.6691,13.369508,-12.567392,9.330892,0.12416569,-0.09893588,0.06760049
3.1533,65096.6891,13.44205,-15.103125,9.0087,0.12591177,-0.1210005,0.06198556
3.1631,65096.7091,13.147156,-16.425083,8.671367,0.1237089,-0.13293453,0.05802653
3.211,65096.7291,12.665971,-17.982775,8.493599,0.12015468,-0.14683765,0.05550444
3.2167,65096.7491,12.822926,-19.865032,8.222102,0.12199929,-0.16308279,0.05096186
3.2212,65096.7691,14.097356,-21.74572,7.95642,0.13320698,-0.17839298,0.0445252
3.2438,65096.7891,16.010702,-23.555475,7.423037,0.14913191,-0.19287741,0.03438587
3.2628,65096.8092,18.257673,-26.890156,6.851854,0.16774957,-0.21993683,0.02056071
3.2856,65096.8311,21.430256,-31.691296,7.590297,0.19622643,-0.25585881,0.01190885
3.3084,65096.8512,25.728163,-37.016304,9.629047,0.23635298,-0.29066053,0.00716675
3.3298,65096.8711,30.887976,-41.620445,11.773139,0.28273198,-0.31511003,-0.00170221
3.358,65096.8921,33.271221,-43.264156,10.942589,0.29858664,-0.32623225,-0.02013425
3.3679,65096.9121,33.585651,-41.727234,9.187443,0.29640812,-0.31824017,-0.03091705
3.3869,65096.9321,33.617302,-39.084423,7.628423,0.2932156,-0.30137238,-0.03650448
3.4165,65096.9531,34.234016,-36.488312,6.206832,0.29531693,-0.28362784,-0.0428686
3.4359,65096.9731,35.495403,-34.271923,4.741231,0.30265227,-0.26832861,-0.05209123
3.447,65096.9931,37.483204,-32.392143,2.949299,0.31524441,-0.25610802,-0.06618626
3.4666,65097.0131,40.08662,-31.031372,0.376936,0.33106521,-0.25021297,-0.08870311
3.4858,65097.033,42.970509,-29.766142,-3.027497,0.34753728,-0.24826688,-0.11779701
3.5095,65097.0531,45.511189,-28.180479,-7.114531,0.36051124,-0.2473453,-0.14948034
3.5369,65097.0731,47.553761,-25.54743,-12.158729,0.3695581,-0.24283861,-0.18315959
3.5474,65097.0932,49.22942,-21.414524,-18.506811,0.37677595,-0.23252006,-0.2200215
3.5677,65097.1151,51.206348,-15.162634,-26.06201,0.39050022,-0.21250005,-0.25710565
3.5892,65097.1351,51.815571,-8.97352,-33.554821,0.39673203,-0.19310489,-0.29157352
3.6107,65097.1551,51.285244,-5.210468,-39.554905,0.3929435,-0.18483977,-0.32323712
3.6346,65097.1751,50.066998,-0.667827,-45.976036,0.38747561,-0.17011385,-0.35611576
3.6565,65097.1951,47.438732,5.256807,-52.465946,0.37900478,-0.13995928,-0.38771045
3.6764,65097.2151,43.92812,10.988901,-56.664001,0.36985132,-0.09852652,-0.40658933
3.6909,65097.2362,39.799,16.516212,-59.137856,0.35961902,-0.04875445,-0.41667309
3.7083,65097.2561,36.106689,20.605555,-59.946064,0.34908077,-0.00502528,-0.41932455
3.7288,65097.2761,32.703239,23.657274,-59.815304,0.33693001,0.03310863,-0.41825187
3.749,65097.2962,29.781868,25.976347,-59.235905,0.32503185,0.06506856,-0.41518801
3.7713,65097.3161,27.327284,27.013645,-57.978577,0.31090161,0.08719909,-0.40964556
3.789,65097.3361,25.720181,25.841011,-55.312347,0.2933341,0.09239072,-0.39698371
3.8098,65097.3562,24.610374,25.167089,-52.15398,0.28039378,0.09975767,-0.37745908
3.8384,65097.3761,24.228598,24.805582,-48.832005,0.27343971,0.10649525,-0.35367766
3.8495,65097.3961,24.680681,23.957302,-45.364944,0.27108058,0.10645003,-0.32758519
3.868,65097.4162,25.895697,22.495714,-42.098392,0.27337232,0.09847855,-0.30252579
3.8913,65097.4361,27.525864,21.274532,-39.410942,0.28057829,0.0899516,-0.28053275
3.9092,65097.4571,29.747152,20.489536,-36.762188,0.2939119,0.08347239,-0.25658789
3.9302,65097.4771,32.605179,20.054981,-34.259041,0.31338254,0.07829122,-0.23166275
3.9488,65097.4971,35.693569,20.01857,-32.109634,0.33579147,0.07552424,-0.20805232
3.967,65097.5171,38.374893,19.304428,-29.728807,0.35378706,0.06993555,-0.18559039
3.9883,65097.5371,40.464039,18.180824,-27.566927,0.36696538,0.06261718,-0.16768105
4.0078,65097.5571,42.149181,17.490425,-25.636696,0.378021,0.05948571,-0.15130562
4.0284,65097.5771,43.851456,17.03216,-23.463112,0.38950539,0.05942007,-0.1323988
4.0506,65097.5971,45.895061,16.447683,-20.779411,0.40330666,0.05997084,-0.10950734
4.0701,65097.6171,47.909546,14.384378,-17.080891,0.41534534,0.05332359,-0.08437952
4.0915,65097.6381,49.553181,10.859446,-12.43763,0.42405245,0.04021526,-0.05849088
4.1166,65097.6591,51.668991,6.44669,-6.531353,0.43726012,0.02574152,-0.02672847
4.1354,65097.6792,53.04422,1.822796,-0.014727,0.44648838,0.0141749,0.00698783
4.1569,65097.6991,53.485062,-2.531895,6.977344,0.45023912,0.00768181,0.04440604
4.176,65097.7201,53.456345,-6.186979,13.362406,0.45166063,0.00437898,0.07965554
4.1994,65097.7411,53.230873,-11.110694,19.887197,0.45414269,-0.00825215,0.11093726
4.2125,65097.7611,52.138268,-16.997084,26.575909,0.45350546,-0.0292977,0.14098886
4.2331,65097.7819,48.762527,-25.376825,35.625622,0.44461936,-0.0672726,0.18549676
4.2531,65097.8021,43.909172,-32.295513,43.131878,0.42879504,-0.10788622,0.23076536
4.2731,65097.8222,39.015781,-36.795395,47.926155,0.41038328,-0.14315614,0.26695615
4.2971,65097.8421,34.711079,-40.112453,51.233875,0.39418823,-0.1740043,0.29539847
4.3189,65097.8621,31.460743,-42.52729,52.940048,0.38176182,-0.19986778,0.31181428
4.3373,65097.8831,29.587433,-44.240559,53.074249,0.37428263,-0.22003017,0.31415379
4.3587,65097.9041,28.860977,-45.581818,52.660046,0.37230656,-0.23432519,0.30949098
4.38,65097.9251,28.210669,-45.858471,51.585415,0.366496,-0.24254245,0.30316705
4.4017,65097.9451,27.278738,-44.896687,48.997822,0.35219845,-0.24729808,0.29050809
4.4234,65097.9651,26.92803,-44.473183,45.857563,0.34187043,-0.25498995,0.26955146
4.4381,65097.9851,27.710659,-45.567879,43.264675,0.34384358,-0.2681154,0.2437894
4.4616,65098.0051,29.413586,-47.26664,41.038784,0.35373899,-0.28162178,0.21528921
4.4815,65098.0251,31.52177,-48.167912,38.098125,0.36257783,-0.29029191,0.18199077
4.4964,65098.0462,34.116486,-48.383331,34.411789,0.37149307,-0.29507777,0.14312823
4.5172,65098.0661,37.848385,-48.683098,30.721163,0.38821197,-0.29769629,0.09939978
4.5385,65098.0861,42.189499,-49.319118,27.261963,0.40961292,-0.30121765,0.05388811
4.5587,65098.1062,47.019924,-49.905293,23.434412,0.43269858,-0.30533975,0.00406057
4.5773,65098.1261,51.011589,-49.246964,18.852066,0.44774714,-0.30686092,-0.04261772
4.6082,65098.1461,54.302765,-46.852146,13.198953,0.45661029,-0.3032876,-0.08638982
4.6247,65098.1662,56.437233,-42.336094,6.096961,0.45723009,-0.29428777,-0.12680353
4.6397,65098.1861,57.486458,-36.296547,-1.854333,0.45248389,-0.2804566,-0.1632469
4.6577,65098.2061,57.889542,-29.412273,-10.362404,0.4461377,-0.26351634,-0.19879501
4.6794,65098.226,58.063145,-21.707033,-19.105551,0.44267854,-0.24145281,-0.23262101
4.6988,65098.2471,58.622841,-14.364246,-26.877237,0.44707993,-0.218914,-0.26058948
4.7288,65098.2681,58.483833,-8.026016,-32.72855,0.45035523,-0.19588454,-0.27803817
4.7428,65098.2881,57.476791,-2.300211,-37.344631,0.44977736,-0.17057621,-0.28980604
4.7622,65098.3081,56.15604,3.487173,-41.727787,0.44916835,-0.14246701,-0.30070567
4.7812,65098.3281,54.560074,9.83418,-46.887222,0.44926554,-0.11178557,-0.31625214
4.8072,65098.3482,52.663174,13.855408,-50.696259,0.44421393,-0.0908173,-0.33254477
4.8285,65098.3692,50.871254,15.897414,-53.412415,0.43611696,-0.07960802,-0.34889618
4.8413,65098.3891,49.194324,18.272642,-55.910328,0.43068305,-0.06511877,-0.36245456
4.8742,65098.4091,47.076744,20.463923,-57.334316,0.42296115,-0.04564494,-0.37056547
4.8829,65098.4292,44.54258,21.300709,-57.108646,0.40890875,-0.02780982,-0.37318975
4.9117,65098.4491,41.46682,21.51115,-55.832935,0.38904148,-0.00861126,-0.37179193
4.9487,65098.4691,38.083935,21.191494,-53.434319,0.36460444,0.01107801,-0.36415136
4.9521,65098.4892,35.629318,19.259552,-49.349968,0.34057289,0.01879751,-0.34534791
4.9682,65098.5091,34.239101,18.069225,-45.47094,0.32612553,0.0260582,-0.32213792
4.9817,65098.5291,35.19194,19.180187,-42.184769,0.33525631,0.04089367,-0.2912522
5.0023,65098.5491,37.589119,21.219687,-39.048267,0.35671234,0.05844903,-0.25506678
5.0196,65098.5691,39.972595,22.669525,-36.320137,0.37600321,0.0710535,-0.22335853
5.0392,65098.5891,41.96542,22.902334,-33.710957,0.38962972,0.07564078,-0.19730426
5.0627,65098.6091,43.573494,21.334303,-31.073284,0.39745063,0.06790392,-0.17823282
5.0926,65098.6291,45.220715,18.736162,-29.527679,0.40510362,0.04863643,-0.17159635
5.1018,65098.6491,47.876667,17.614079,-29.46957,0.42337504,0.03335079,-0.16964543
5.129,65098.6691,51.133396,18.665874,-29.665356,0.44910872,0.03240102,-0.16021921
5.1405,65098.6891,53.692947,19.371845,-27.922791,0.46823052,0.03827509,-0.13845944
5.1603,65098.7091,56.240742,18.816778,-24.334141,0.48492694,0.04293401,-0.10806689
5.1821,65098.7291,58.498302,16.294596,-19.552881,0.49764886,0.03972379,-0.07842027
5.2128,65098.7491,60.321674,13.111559,-14.656377,0.50765795,0.03424045,-0.05266918
5.227,65098.7691,61.44833,9.653364,-8.844242,0.51315522,0.03286299,-0.02318579
5.2572,65098.7891,62.017929,5.931915,-2.345698,0.51528198,0.03380786,0.00913086
5.2645,65098.8091,62.403534,0.375491,5.441361,0.51733357,0.02738992,0.04229622
5.288,65098.8291,62.683685,-5.79657,12.764435,0.52105856,0.01482817,0.0686814
5.2999,65098.8491,63.05447,-11.820252,19.342516,0.52747697,0.00085622,0.08935899
5.3207,65098.8691,63.098976,-17.38438,25.310095,0.532875,-0.01234516,0.10740037
5.3399,65098.8891,62.632435,-22.62048,30.679428,0.53583336,-0.02675167,0.12330725
5.3627,65098.9091,61.898441,-27.637968,35.035442,0.53789192,-0.0450303,0.13353209
5.3831,65098.9291,61.337334,-32.064674,37.793568,0.54074621,-0.06597855,0.13445203
5.4026,65098.9491,61.183914,-35.878456,39.702915,0.54544306,-0.08496328,0.13066927
5.4203,65098.9691,60.786247,-38.766045,40.520988,0.54685897,-0.1032923,0.12424983
5.4492,65098.9891,59.795616,-40.406544,39.434891,0.54136807,-0.12401437,0.1124372
5.4671,65099.0091,59.089348,-42.132549,37.533405,0.53628594,-0.14804848,0.09335607
5.4807,65099.0291,59.01894,-43.470234,34.767284,0.53293651,-0.17085579,0.06745079
5.5055,65099.0491,58.847054,-43.157597,30.193974,0.52449727,-0.19030201,0.03651797
5.5263,65099.0701,58.548347,-41.990185,24.674662,0.51276064,-0.20776908,0.00285289
5.5485,65099.0901,58.674229,-41.361572,19.858164,0.50459617,-0.22422026,-0.02980913
5.5622,65099.1101,59.464951,-41.838554,16.892746,0.50377619,-0.2386384,-0.05602058
5.5885,65099.1301,60.782913,-43.622501,15.491646,0.50859916,-0.25426674,-0.07831796
5.6044,65099.1501,62.214058,-46.63826,15.605255,0.51605731,-0.27138212,-0.09587486
5.6285,65099.1701,63.493931,-50.515064,16.895794,0.52400923,-0.28900018,-0.10908783
5.6454,65099.1901,64.615791,-54.675808,18.938356,0.53216273,-0.30474451,-0.11858555
5.6617,65099.2101,65.639473,-58.65284,21.7038,0.5415802,-0.31527936,-0.12277255
5.682,65099.2301,66.479385,-62.609806,25.148842,0.55171853,-0.32219389,-0.12240126
5.7063,65099.2499,67.410789,-65.20443,27.748661,0.56132787,-0.3230544,-0.12221874
5.7219,65099.2701,68.865135,-63.891705,27.080519,0.56864053,-0.31194749,-0.1270054
5.7463,65099.2911,69.877037,-60.9748,24.867493,0.57149065,-0.29989371,-0.13164119
5.776,65099.3111,70.566528,-58.301117,22.624691,0.57265675,-0.29094946,-0.13605209
5.7845,65099.3311,71.771729,-56.080524,21.901802,0.58029658,-0.27564371,-0.1346942
5.8028,65099.3511,72.871216,-53.08321,22.003086,0.59016651,-0.25149727,-0.12316265
5.8233,65099.3711,73.341667,-52.068077,24.326656,0.5987466,-0.23106867,-0.10438707
5.8461,65099.3911,73.778069,-54.496826,28.862295,0.60807723,-0.22163804,-0.08895592
5.8676,65099.4121,74.448975,-57.521183,32.891819,0.61708337,-0.21731508,-0.08153618
5.8891,65099.4331,75.09301,-59.096748,35.529728,0.62416661,-0.21060704,-0.07575534
5.9083,65099.4541,75.186943,-58.723351,36.363674,0.62636995,-0.20320766,-0.06870508
5.9291,65099.4741,75.145012,-57.597549,36.431759,0.6269232,-0.19564421,-0.0619079
5.9494,65099.4941,75.197914,-56.634335,36.38195,0.62760329,-0.18936522,-0.05720562
5.9693,65099.5141,75.484261,-56.422771,36.520699,0.62936419,-0.18598272,-0.05644451
5.9847,65099.5341,75.765602,-55.566433,34.973244,0.62870121,-0.18765786,-0.06317604
6.0052,65099.5541,75.822067,-53.997307,32.040051,0.62505734,-0.193169,-0.07409898
