AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Quat_1,Quat_2,Quat_3,Quat_4,q_w,q_x,q_y,q_z,quat_angle_error_deg
1.069,65094.6131,0.9884441902834564,6.283282470393868,15.729691315297485,0.6883642845933889,0.5160334943585106,0.5171257590533083,-4.1087275528419065,-10.854051026065456,-46.07678639133232,0.9059526680385926,0.41980293,-0.03434941,-0.04284135,1.0,0.0,0.0,0.0,50.09620276540736
1.0883,65094.6331,1.1864075597769623,6.0270631286082885,15.36854158401499,0.5514241880520849,0.6208249337250102,0.5091578324829288,-4.422041566421628,-10.711451588468996,-45.624165806690606,0.903718187911151,0.425383,-0.03009576,-0.03790759,1.0,0.0,0.0,0.0,50.69761186855689
1.1052,65094.6532,1.4591127505672468,5.81850939468338,15.16218812189118,0.39646147346800725,0.713860328447677,0.5268731681686276,-4.70233255219215,-10.581824752517747,-45.22380899498706,0.9025163952136044,0.42876384,-0.02552686,-0.03121066,1.0,0.0,0.0,0.0,51.018333534001925
1.1256,65094.6751,1.7652215326457599,5.661840059667347,15.110728624636284,0.25748311077238367,0.7849858046070176,0.5642237281648673,-4.925863571876991,-10.508439285648329,-44.918870592233404,0.9024300397156624,0.42976391,-0.01985094,-0.02299881,1.0,0.0,0.0,0.0,51.04130672942253
1.1461,65094.6951,2.0794335099850745,5.56053394772206,15.162089434086514,0.155145008934102,0.8278329725800223,0.6121223701760894,-5.094051396220905,-10.515776117851658,-44.75635110020803,0.9030424066664676,0.42911893,-0.01331379,-0.01393193,1.0,0.0,0.0,0.0,50.878189425244585
1.166,65094.7151,2.398368116329184,5.516917540986439,15.251160216509144,0.09031887307565199,0.845606092279298,0.6617064469989318,-5.2250028919584635,-10.595841598262403,-44.75802997670895,0.9035665699776636,0.42834637,-0.00837335,-0.00408998,1.0,0.0,0.0,0.0,50.738178366457625
1.186,65094.7351,2.7228691450710976,5.527025351287154,15.329729467671317,0.05050266824171662,0.8480641646006938,0.7076272513335468,-5.337467421440767,-10.710223900536882,-44.898266631923704,0.9039897683065544,0.42748889,-0.0045119,0.00594899,1.0,0.0,0.0,0.0,50.624872643225785
1.2058,65094.7551,3.0481029570717513,5.581015328520327,15.37350038559877,0.0206258416559828,0.8434589719687358,0.7487258701748641,-5.440638375205074,-10.811766495714707,-45.10596537577328,0.9044860868447396,0.42620292,-0.00112354,0.01596018,1.0,0.0,0.0,0.0,50.491687401049106
1.2329,65094.775,3.361726306323307,5.662861231179061,15.376103486728251,-0.010477960131913131,0.8317984793750356,0.7857667773608826,-5.5386396612206,-10.866912784236476,-45.29571449090674,0.9051205522338855,0.42429256,0.00081554,0.02705447,1.0,0.0,0.0,0.0,50.32095137210905
1.2558,65094.7962,3.6516919436081463,5.756785293359524,15.349776943834236,-0.047574345183825195,0.8042641641219839,0.8197913228401804,-5.643050577549749,-10.865888607297379,-45.408130798251854,0.9055450101866912,0.42245531,0.00223959,0.03891953,1.0,0.0,0.0,0.0,50.20642583460076
1.2674,65094.8161,3.927291669812725,5.858573395629008,15.329106664456074,-0.08741162529876538,0.7517077586725448,0.849566676165345,-5.77642587687135,-10.819790613388207,-45.431895036559276,0.9059846704037487,0.42013991,0.00451272,0.05151571,1.0,0.0,0.0,0.0,50.08754031949332
1.2935,65094.8361,4.217207791455513,5.96434317824116,15.349976313434208,-0.1208884570816967,0.6773437983596022,0.8676264492760624,-5.959828882294764,-10.74788377717497,-45.39947385301806,0.9065186569187073,0.41722918,0.0059695,0.06409447,1.0,0.0,0.0,0.0,49.94279269598587
1.3131,65094.8571,4.52822180748355,6.047392594015275,15.40571198635412,-0.142095089444561,0.6005235529741356,0.862047956585161,-6.192742377330442,-10.670143928643768,-45.366838350248806,0.9072111962776724,0.41346124,0.00440418,0.07744838,1.0,0.0,0.0,0.0,49.754479297778836
1.3305,65094.8772,4.817580234142173,6.067684222283072,15.433486368892595,-0.15801338027867698,0.5442937803055174,0.8263648212202577,-6.439948097546988,-10.606934816356635,-45.38845310878349,0.9075849552484953,0.41008452,-4.053e-05,0.09011234,1.0,0.0,0.0,0.0,49.65257000398561
1.348,65094.8971,5.0289756972974935,6.011768377745601,15.370358216087912,-0.18760884069498343,0.5161072209486036,0.7675582231887939,-6.645802643115947,-10.573727406033797,-45.49177449031594,0.9075132673587136,0.40759689,-0.00562305,0.10125624,1.0,0.0,0.0,0.0,49.672131633234166
1.3683,65094.9181,5.160065477097946,5.919024245327428,15.233518502476809,-0.2474123464454547,0.500868165905558,0.7021055777047361,-6.778216710328551,-10.57236520182861,-45.6657264824721,0.9068065274494164,0.40623957,-0.00856812,0.11224046,1.0,0.0,0.0,0.0,49.86459658199911
1.3885,65094.9381,5.2778076355987995,5.867068168000327,15.121093459537299,-0.3353350368624456,0.47443281226580053,0.6430150796548099,-6.863300093788774,-10.581546868365606,-45.875200768043996,0.9062898939762496,0.4045313,-0.00967957,0.12206294,1.0,0.0,0.0,0.0,50.00485142455627
1.4121,65094.9581,5.460169551560557,5.928141484832565,15.1154383041164,-0.4296377394007164,0.42047888808337536,0.5902507453344518,-6.97293348386185,-10.556299408281582,-46.08968983494364,0.906765613488654,0.40048185,-0.01313896,0.13121653,1.0,0.0,0.0,0.0,49.87571729829242
1.432,65094.9781,5.735656895837898,6.1302854572379815,15.21439299695626,-0.505998839225925,0.3324796509445664,0.5326528624862518,-7.173662754840998,-10.451488362302996,-46.30591088238938,0.9080989274933258,0.39420551,-0.01790875,0.14013433,1.0,0.0,0.0,0.0,49.51210929699519
1.451,65094.9981,6.075477152453955,6.44744929684199,15.377413526677948,-0.5551322876526683,0.20941908364287765,0.45727842623905574,-7.479670335122214,-10.248768849746888,-46.54796496023016,0.9091831928026468,0.38827854,-0.02263694,0.1487053,1.0,0.0,0.0,0.0,49.214564480315154
1.4708,65095.0191,6.413838725982662,6.822454247576961,15.60242643489196,-0.5830672583622211,0.05841934523416815,0.3573607879505562,-7.84919140109239,-9.961476762649,-46.8462576424517,0.909558830775216,0.38406557,-0.02759973,0.15631579,1.0,0.0,0.0,0.0,49.111087531566355
1.4914,65095.0401,6.667740974088577,7.208783618742594,15.925868379004443,-0.5978841424289891,-0.10375107470883918,0.23578308385360783,-8.223512381141548,-9.622248275204939,-47.21659865876546,0.9096230430489352,0.38097101,-0.03559961,0.16180135,1.0,0.0,0.0,0.0,49.09337851165318
1.5134,65095.0601,6.772790028391362,7.603844238855493,16.36962861836876,-0.6001833567220017,-0.25916512684714993,0.10381444362038943,-8.565521651273052,-9.264012015750971,-47.652495211676445,0.9099696874466332,0.3779943,-0.04484424,0.16451283,1.0,0.0,0.0,0.0,48.99767421007506
1.5315,65095.0802,6.7275979855419195,8.046694062821222,16.913796830313707,-0.5847084073236024,-0.3989663221000105,-0.02677624255314179,-8.865747333852472,-8.908792439722426,-48.12919166593178,0.9109695470481648,0.37461373,-0.05354975,0.16410808,1.0,0.0,0.0,0.0,48.72063706391456
1.5518,65095.1001,6.588811182324438,8.574665578146796,17.512865895891345,-0.5465514239862242,-0.5261655049703037,-0.15385788011261334,-9.126524495848958,-8.572731629481694,-48.612308090087275,0.9121760711238004,0.37127912,-0.06254452,0.16178632,1.0,0.0,0.0,0.0,48.38435574811312
1.5781,65095.1201,6.409665812147004,9.172214707707058,18.1269383938549,-0.48356088587017076,-0.6498356508593026,-0.28564690132627196,-9.345876657398632,-8.274404607947751,-49.064100041262506,0.9130296466593728,0.36881903,-0.0702684,0.1594106,1.0,0.0,0.0,0.0,48.14511517637519
1.5934,65095.1411,6.198465171034501,9.75911386997305,18.734495526592838,-0.39388116348840535,-0.7740724511581784,-0.42933334337490814,-9.514025734395796,-8.03557299551709,-49.449544152474274,0.9137385139363132,0.36706808,-0.07804433,0.15573065,1.0,0.0,0.0,0.0,47.94558044460819
1.612,65095.1612,5.943926715543585,10.229187229417178,19.316567004777337,-0.27342867696318973,-0.8920899940445592,-0.5801186599345101,-9.621202658743409,-7.878309605418952,-49.73911053065083,0.9142956441471648,0.36655518,-0.08606702,0.14930922,1.0,0.0,0.0,0.0,47.78820720344691
1.6319,65095.1811,5.66213407744231,10.506777002941789,19.834884573512728,-0.11604284390867779,-0.9919901719560643,-0.7226723274095628,-9.661921645347585,-7.820200491952907,-49.90291113979711,0.9147545539333338,0.36744443,-0.0936058,0.13945125,1.0,0.0,0.0,0.0,47.658211052876126
1.6529,65095.2011,5.400661519467484,10.57578346244021,20.217921158815813,0.08341228667728655,-1.0675070551220942,-0.8427288837013077,-9.633757277146293,-7.86680015402392,-49.90856185063968,0.9151031211001772,0.36899748,-0.10106979,0.12732649,1.0,0.0,0.0,0.0,47.559248287459404
1.6766,65095.2221,5.198913794536185,10.461131388122848,20.36440564620471,0.32195377414103643,-1.1242044903913795,-0.9365282079989335,-9.536990669482009,-8.007501414323592,-49.730863328261115,0.915042931193714,0.37141445,-0.10842006,0.1139861,1.0,0.0,0.0,0.0,47.5763508350964
1.6969,65095.2421,5.054153362367885,10.19030733371068,20.188757975272537,0.5815028342481354,-1.1769048114430778,-1.0098912187784013,-9.372938209526792,-8.217511390878869,-49.36493116277452,0.9138065479675308,0.37605634,-0.11499046,0.10156976,1.0,0.0,0.0,0.0,47.92638885874183
1.7155,65095.2621,4.928741836530696,9.782495820540154,19.691157629804437,0.831657466001397,-1.2404964320825698,-1.070436078011988,-9.141722033094455,-8.464984578987767,-48.83481844333511,0.9108241811529106,0.38451529,-0.12070151,0.08932216,1.0,0.0,0.0,0.0,48.761006257323665
1.7355,65095.2821,4.790021154918691,9.27047703298748,18.981512490045894,1.0433070078202726,-1.3208750925880017,-1.1227280272109526,-8.841430776556056,-8.71912022119239,-48.18715000184732,0.906400491168445,0.39585564,-0.12631248,0.07603696,1.0,0.0,0.0,0.0,49.9748576627357
1.7564,65095.3021,4.642912175329752,8.714185948775102,18.22182458272662,1.2006923755048708,-1.4109387185367033,-1.1710896442541063,-8.468061704382098,-8.952883111410884,-47.46410347104899,0.9012559879311144,0.40812263,-0.13186985,0.06151346,1.0,0.0,0.0,0.0,51.35268895661915
1.7756,65095.3222,4.521195163759451,8.180165918259053,17.535566946459426,1.301276765281401,-1.4919862978494016,-1.2250530124496477,-8.021215971993687,-9.144878692204763,-46.677674154331655,0.8956947448406296,0.42015705,-0.13805363,0.046262,1.0,0.0,0.0,0.0,52.80438504647157
1.7992,65095.3421,4.443152892404622,7.7052087655935475,16.957469351284175,1.3471736763029325,-1.540350277884353,-1.2993225458370234,-7.512443914183788,-9.281678308909356,-45.80915455366436,0.8895858780227495,0.43196893,-0.14532189,0.03035387,1.0,0.0,0.0,0.0,54.357490893189336
1.8258,65095.3621,4.370620525920832,7.276266971330327,16.452812255776006,1.339496221195533,-1.5386963206131423,-1.4045773844818932,-6.9649929439555835,-9.359533248592065,-44.83175890985527,0.8830984517264284,0.443097,-0.15360551,0.01440557,1.0,0.0,0.0,0.0,55.963166288701586
1.8453,65095.382,4.216403114147029,6.845170433772972,15.981248357812676,1.2810928051075912,-1.4858691760522422,-1.5343739755152894,-6.4069114215322545,-9.388356115970645,-43.742485596353404,0.8760435657969418,0.45417809,-0.16207567,-0.00118768,1.0,0.0,0.0,0.0,57.66255419104935
1.8617,65095.4021,3.9124186126212637,6.372949432628768,15.542810744869197,1.1836224389956316,-1.396707117541806,-1.6627119275645745,-5.864598449454446,-9.387036381209526,-42.58264528728526,0.8691546875809809,0.46494693,-0.16744313,-0.01890184,1.0,0.0,0.0,0.0,59.27888629961368
1.873,65095.4221,3.4763633842230304,5.867946958678479,15.159525357271658,1.0700126235323708,-1.2928464019313957,-1.7592636951552192,-5.3590353172670735,-9.371400418825871,-41.43254674722501,0.8630300593746744,0.47401384,-0.1702186,-0.03893102,1.0,0.0,0.0,0.0,60.682961334926866
1.9201,65095.4422,2.997443465932893,5.382121371611251,14.822270407639078,0.9657713824415348,-1.1941764558506167,-1.8084819106512209,-4.900375058316655,-9.350403195714591,-40.378814062922416,0.8582274443578947,0.48020804,-0.17107244,-0.05983404,1.0,0.0,0.0,0.0,61.76372154460192
