AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:03:25
76.9279,-55.0,,-57.0,,,-59.0,-62.0,-62.0,,,,-60.0,,,2437.0,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,,
80.9018,-49.0,-51.0,-59.0,,,-64.0,-62.0,,,,,-64.0,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,,,,,2462.0,,
84.9102,-49.0,-58.0,,,,-60.0,-56.0,-63.0,,,,-60.0,,,2437.0,5200.0,,,,2462.0,2412.0,2427.0,,,,2462.0,,
88.9172,-49.0,-54.0,,,,-60.0,-60.0,-59.0,,,,-62.0,,,2437.0,5200.0,,,,2462.0,2412.0,2427.0,,,,2462.0,,
92.8955,-48.0,-42.0,-61.0,,,-65.0,-60.0,-59.0,,,,,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,2427.0,,,,,,
96.9266,-64.0,-49.0,-62.0,,,-62.0,-60.0,,,,,-64.0,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,,,,,2462.0,,
100.9009,-48.0,-54.0,-56.0,,,,-57.0,-57.0,,,,-60.0,,,2437.0,5200.0,2452.0,,,,2412.0,2427.0,,,,2462.0,,
104.9286,-47.0,,-56.0,,,-51.0,-59.0,-53.0,,,,-52.0,,,2437.0,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,,
108.914,-55.0,,-48.0,,,-52.0,,-54.0,,-56.0,,-52.0,,,2437.0,,2452.0,,,2462.0,,2427.0,,5200.0,,2462.0,,
112.9407,,,-45.0,,,-52.0,-54.0,-46.0,,-56.0,,-47.0,,,,,2452.0,,,2462.0,2412.0,2427.0,,5200.0,,2462.0,,
116.9117,,,-46.0,,,-48.0,-51.0,-45.0,,-53.0,,-46.0,,,,,2452.0,,,2462.0,2412.0,2427.0,,5200.0,,2462.0,,
120.9197,,,-50.0,,,-56.0,,-53.0,-59.0,,,-57.0,-59.0,,,,2452.0,,,2462.0,,2427.0,2437.0,,,2462.0,2462.0,
124.9475,,,-56.0,,,,-61.0,-57.0,,,,-61.0,-55.0,-60.0,,,2452.0,,,,2412.0,2427.0,,,,2462.0,2462.0,2437.0
128.8928,,,-52.0,,,-57.0,-57.0,,,,,-55.0,-51.0,-56.0,,,2452.0,,,2462.0,2412.0,,,,,2462.0,2462.0,2437.0
132.9414,,,-50.0,,,-57.0,,-54.0,,,,-57.0,-52.0,-57.0,,,2452.0,,,2462.0,,2427.0,,,,2462.0,2462.0,2437.0
136.8794,,,-56.0,,,-56.0,-57.0,-54.0,,,,-57.0,-53.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
140.7466,,,-54.0,,,-56.0,-57.0,-52.0,,,,-57.0,-56.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
144.9097,,,-52.0,,,-55.0,-57.0,-55.0,,,,-54.0,-52.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
148.9125,,,-51.0,,,-57.0,,-53.0,,-58.0,,-58.0,-52.0,,,,2452.0,,,2462.0,,2427.0,,5200.0,,2462.0,2462.0,
152.8833,,,-50.0,,,-56.0,-57.0,-55.0,,,,-56.0,-50.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
156.9155,,,-51.0,,,-55.0,,-55.0,,,-59.0,-55.0,-50.0,,,,2452.0,,,2462.0,,2427.0,,,5200.0,2462.0,2462.0,
160.8955,,,-51.0,,,-57.0,-59.0,-53.0,,,,-55.0,-55.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
164.8863,,,-51.0,,,-53.0,-58.0,-53.0,,,,-53.0,-53.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
168.9196,,,-51.0,,,-53.0,-56.0,-53.0,,,-57.0,-55.0,,,,,2452.0,,,2462.0,2412.0,2427.0,,,5200.0,2462.0,,
172.8917,,,-41.0,,,-53.0,-54.0,-52.0,,,,-54.0,-54.0,,,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,2462.0,
176.9326,,,-43.0,,,-45.0,-46.0,-38.0,,-47.0,,-45.0,,,,,2452.0,,,2462.0,2412.0,2427.0,,5200.0,,2462.0,,
180.8828,-47.0,,,,,-49.0,,-47.0,,-50.0,-50.0,-47.0,,,2437.0,,,,,2462.0,,2427.0,,5200.0,5200.0,2462.0,,
184.8908,-46.0,,-61.0,,,-51.0,-56.0,-58.0,,,,-59.0,,,2437.0,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,,
188.8735,-46.0,-63.0,-57.0,,,-63.0,-64.0,-59.0,,,,,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,2427.0,,,,,,
192.9316,-52.0,,-53.0,,,-58.0,-64.0,-56.0,,,,-57.0,,,2437.0,,2452.0,,,2462.0,2412.0,2427.0,,,,2462.0,,
196.8973,-46.0,-54.0,-60.0,,,-58.0,-59.0,,,,,-58.0,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,,,,,2462.0,,
200.9216,-47.0,-56.0,-63.0,,,-59.0,,-57.0,,,,-59.0,,,2437.0,5200.0,2452.0,,,2462.0,,2427.0,,,,2462.0,,
204.9379,-49.0,-60.0,-55.0,,,,-58.0,-57.0,,,,-60.0,,,2437.0,5200.0,2452.0,,,,2412.0,2427.0,,,,2462.0,,
208.9079,-54.0,-60.0,-56.0,,,-55.0,-60.0,,,,,-56.0,,,2437.0,5200.0,2452.0,,,2462.0,2412.0,,,,,2462.0,,
212.9169,-58.0,-62.0,-60.0,,,,-61.0,-61.0,,,,-63.0,,,2437.0,5200.0,2452.0,,,,2412.0,2427.0,,,,2462.0,,
216.933,-53.0,-66.0,-58.0,,,-65.0,,,,-69.0,,-67.0,,,2437.0,5200.0,2452.0,,,2462.0,,,,5200.0,,2462.0,,
220.9326,-53.0,-66.0,-60.0,,,-65.0,,-63.0,,,,-67.0,,,2437.0,5200.0,2452.0,,,2462.0,,2427.0,,,,2462.0,,
224.9086,-59.0,,-64.0,,-70.0,-65.0,,-66.0,,,,-66.0,,,2437.0,,2452.0,,2457.0,2462.0,,2427.0,,,,2462.0,,
228.9325,-67.0,,-70.0,-66.0,,-69.0,-67.0,-70.0,,,,,,,2437.0,,2452.0,2412.0,,2462.0,2412.0,2427.0,,,,,,
