AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:18,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:35,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:56,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:71,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:84,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:02:34,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:31,wifi_rssi_20:23:00:00:03:32,wifi_rssi_20:23:00:00:03:33,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:18,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:35,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:56,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:71,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:84,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:02:34,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:31,wifi_freq_20:23:00:00:03:32,wifi_freq_20:23:00:00:03:33
41.0211,-54.0,-76.0,,-83.0,-85.0,,,,-68.0,-77.0,,,-62.0,,,,,,,,-81.0,,,,,,,,-78.0,-68.0,-64.0,-85.0,,,,,-62.0,,,-85.0,,,-72.0,-68.0,-68.0,-68.0,,-82.0,,,,,-86.0,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,,,,,,,,2457.0,2462.0,2412.0,2462.0,,,,,2427.0,,,2437.0,,,2437.0,5200.0,5200.0,2462.0,,2462.0,,,,,2437.0,,,
45.0396,-49.0,-74.0,,-86.0,-85.0,,,,-65.0,-77.0,,,-61.0,,,,,,,,,-76.0,,-83.0,-83.0,,,,-80.0,-64.0,-60.0,,,,,,-65.0,,,-86.0,-86.0,,-69.0,-69.0,-69.0,-64.0,,-82.0,,-90.0,,,,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,2417.0,,,2452.0,,,,,,,,,2412.0,,2412.0,2412.0,,,,2457.0,2462.0,2412.0,,,,,,2427.0,,,2437.0,2422.0,,2437.0,5200.0,5200.0,2462.0,,2462.0,,2437.0,,,,,,
49.0638,-51.0,,,-85.0,-83.0,,,,-65.0,,,,-63.0,,,,,,,,-87.0,-75.0,,,-87.0,,,,-76.0,-62.0,-64.0,,-91.0,,,,-63.0,,,,-84.0,,-77.0,-69.0,-69.0,-63.0,,-83.0,,,,,,,,,2437.0,,,5500.0,5500.0,,,,5200.0,,,,2452.0,,,,,,,,2462.0,2412.0,,,2412.0,,,,2457.0,2462.0,2412.0,,2462.0,,,,2427.0,,,,2422.0,,2437.0,5200.0,5200.0,2462.0,,2462.0,,,,,,,,
53.0115,-51.0,-84.0,,-85.0,-84.0,,,,-63.0,-75.0,,,-61.0,,,,-88.0,,,,,,-87.0,,-87.0,,,,-77.0,-62.0,-64.0,,,,,,-63.0,,,,-84.0,,-75.0,-68.0,-68.0,-64.0,,-84.0,,-89.0,,,-86.0,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,2417.0,,,2452.0,,,,5260.0,,,,,,2412.0,,2412.0,,,,2457.0,2462.0,2412.0,,,,,,2427.0,,,,2422.0,,2437.0,5200.0,5200.0,2462.0,,2462.0,,2437.0,,,2437.0,,,
57.0539,-55.0,-81.0,,-84.0,-84.0,,,,-66.0,,,,-61.0,,,,,,,,,-74.0,,-85.0,-87.0,,,,-77.0,-62.0,-61.0,,-86.0,,,-86.0,-66.0,,,-89.0,,,,-69.0,-68.0,-64.0,,-83.0,,-89.0,,,,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,,2452.0,,,,,,,,,2412.0,,2412.0,2412.0,,,,2457.0,2462.0,2412.0,,2462.0,,,2462.0,2427.0,,,2437.0,,,,5200.0,5200.0,2462.0,,2462.0,,2437.0,,,,,,
61.037,-51.0,-81.0,,-89.0,-86.0,,,,-66.0,-75.0,,,-60.0,,,,,,,,,,,-85.0,,,,,-78.0,-63.0,-61.0,,,,,,-66.0,,,-88.0,,,-74.0,-69.0,-68.0,-64.0,,,,-88.0,,,-86.0,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,2417.0,,,2452.0,,,,,,,,,,,2412.0,,,,,2457.0,2462.0,2412.0,,,,,,2427.0,,,2437.0,,,2437.0,5200.0,5200.0,2462.0,,,,2437.0,,,2437.0,,,
65.0282,-57.0,-79.0,,-86.0,-85.0,,,-93.0,-66.0,-79.0,,,-60.0,,,,-86.0,,,,,,,,,-89.0,,,,-66.0,-68.0,,,,,,-62.0,,,-85.0,,,-75.0,-77.0,-76.0,-62.0,,-89.0,,,,,,,,,2437.0,2437.0,,5500.0,5500.0,,,2437.0,5200.0,2417.0,,,2452.0,,,,5260.0,,,,,,,,,2412.0,,,,2462.0,2412.0,,,,,,2427.0,,,2437.0,,,2437.0,5200.0,5200.0,2462.0,,2462.0,,,,,,,,
69.0458,-61.0,,,,-85.0,,,,,-82.0,,,-68.0,,-85.0,,-87.0,-85.0,,,-75.0,-82.0,-84.0,-82.0,-83.0,,,,,-70.0,-72.0,,,,,,-69.0,,,,,-85.0,-79.0,-81.0,-80.0,-69.0,,,,,,,,,,,2437.0,,,,5500.0,,,,,2417.0,,,2452.0,,5500.0,,5260.0,5500.0,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,,2462.0,2412.0,,,,,,2427.0,,,,,2462.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,
73.0086,-59.0,,-89.0,,,-85.0,,,,,,,-70.0,,,,,,,,,,,,,,,,,-74.0,-72.0,,-91.0,,-90.0,,-76.0,,,,-83.0,,-84.0,-81.0,-80.0,-74.0,,,,,,,,,,,2437.0,,5200.0,,,2462.0,,,,,,,2452.0,,,,,,,,,,,,,,,,,2462.0,2412.0,,2462.0,,2462.0,,2427.0,,,,2422.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,
77.0453,-59.0,,,,,,-82.0,,-75.0,-61.0,,,-68.0,,,,,,,,,-73.0,,,,-74.0,,,,-73.0,-64.0,,,,,,-76.0,,,,-87.0,,,-84.0,-85.0,,,,,,,,,,,,2437.0,,,,,,2462.0,,5200.0,2417.0,,,2452.0,,,,,,,,,2412.0,,,,2412.0,,,,2462.0,2412.0,,,,,,2427.0,,,,2422.0,,,5200.0,5200.0,,,,,,,,,,,
81.0227,-58.0,-85.0,-80.0,,-84.0,-82.0,-84.0,,-77.0,-76.0,-84.0,-84.0,-70.0,-84.0,-89.0,,,-84.0,-84.0,-87.0,,,,-71.0,-71.0,-84.0,-87.0,,-89.0,-73.0,-76.0,-86.0,,,,,-72.0,,-90.0,,-84.0,,-83.0,-84.0,-85.0,,,,,,,,,,,,2437.0,2437.0,5200.0,,5500.0,2462.0,2462.0,,5200.0,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,,,5500.0,5500.0,5200.0,,,,2412.0,2412.0,2412.0,2432.0,,2457.0,2462.0,2412.0,2462.0,,,,,2427.0,,2412.0,,2422.0,,2437.0,5200.0,5200.0,,,,,,,,,,,
85.0384,-66.0,-85.0,-86.0,-86.0,,,,,,-77.0,,,-75.0,,,,,,,,-75.0,,,,,-84.0,,,,-73.0,-78.0,-88.0,-86.0,,-84.0,,,,-86.0,,,,-84.0,-83.0,-81.0,,,,,,,-85.0,,,,,2437.0,2437.0,5200.0,5500.0,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,,,,,2412.0,,,,2462.0,2412.0,2462.0,2462.0,,2462.0,,,,2412.0,,,,2437.0,5200.0,5200.0,,,,,,,2412.0,,,,
89.0272,-66.0,-85.0,-88.0,-89.0,,-84.0,-87.0,,-78.0,-85.0,,,-77.0,,,,,,,,,-75.0,,,,,,,,-76.0,-81.0,,,,-89.0,-91.0,-82.0,,,,-91.0,,-85.0,-84.0,-85.0,,,,,,,,,,,,2437.0,2437.0,5200.0,5500.0,,2462.0,2462.0,,5200.0,2417.0,,,2452.0,,,,,,,,,2412.0,,,,,,,,2462.0,2412.0,,,,2462.0,2462.0,2427.0,,,,2422.0,,2437.0,5200.0,5200.0,,,,,,,,,,,
93.0538,-66.0,,-84.0,,-93.0,,,-88.0,-82.0,,,,-80.0,,,,-91.0,,,,,-71.0,,,,-84.0,-83.0,,,-74.0,-80.0,,,,,,-77.0,,,-86.0,-83.0,,-85.0,-82.0,-82.0,-75.0,,,,-89.0,,,,,,,2437.0,,5200.0,,5500.0,,,2437.0,5200.0,,,,2452.0,,,,5260.0,,,,,2412.0,,,,2412.0,2432.0,,,2462.0,2412.0,,,,,,2427.0,,,2437.0,2422.0,,2437.0,5200.0,5200.0,2462.0,,,,2437.0,,,,,,
97.0439,-62.0,,-87.0,-81.0,-84.0,-81.0,,,-80.0,-77.0,,-85.0,-79.0,,-85.0,-88.0,,-84.0,-86.0,,,-71.0,-79.0,-79.0,-79.0,,,-89.0,,-75.0,-75.0,,,,,,-69.0,,-86.0,-88.0,-83.0,,,-81.0,-79.0,-75.0,,,,,,,,,,,2437.0,,5200.0,5500.0,5500.0,2462.0,,,5200.0,2417.0,,5500.0,2452.0,,5500.0,2412.0,,5500.0,5500.0,,,2412.0,2412.0,2412.0,2412.0,,,2412.0,,2462.0,2412.0,,,,,,2427.0,,2412.0,2437.0,2422.0,,,5200.0,5200.0,2462.0,,,,,,,,,,
101.0951,-67.0,-82.0,-83.0,-82.0,-88.0,-86.0,-85.0,-88.0,-83.0,-77.0,,,-81.0,,,,-87.0,,,,-73.0,-71.0,,-81.0,-82.0,,,,,-79.0,-84.0,,-88.0,-87.0,,,-77.0,,-87.0,-89.0,,,,-84.0,-83.0,,,,,,,,,,,,2437.0,2437.0,5200.0,5500.0,5500.0,2462.0,2462.0,2437.0,5200.0,2417.0,,,2452.0,,,,5260.0,,,,2462.0,2412.0,,2412.0,2412.0,,,,,2462.0,2412.0,,2462.0,2457.0,,,2427.0,,2412.0,2437.0,,,,5200.0,5200.0,,,,,,,,,,,
105.0273,-72.0,,,,,,,-91.0,-83.0,-74.0,,,-81.0,,,,,,,,-82.0,-77.0,,,,-86.0,,,,-80.0,,,,,,,-80.0,,-85.0,-88.0,-89.0,,-87.0,-86.0,-87.0,,,-88.0,,,-89.0,,,,,,2437.0,,,,,,,2437.0,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,,,2412.0,,,,2462.0,,,,,,,2427.0,,2412.0,2437.0,2422.0,,2437.0,5200.0,5200.0,,,2462.0,,,2437.0,,,,,
109.022,-65.0,,-86.0,,,,-86.0,-89.0,-78.0,-74.0,,,-77.0,,,,,,,,-77.0,-77.0,-84.0,,,,,,,-76.0,-81.0,,,,,,-77.0,,,-86.0,,,,-84.0,-84.0,-77.0,,-88.0,-91.0,,,,,,,,2437.0,,5200.0,,,,2462.0,2437.0,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,,,,,,,2462.0,2412.0,,,,,,2427.0,,,2437.0,,,,5200.0,5200.0,2462.0,,2462.0,2452.0,,,,,,,
113.0268,-73.0,-81.0,,,,-83.0,-83.0,-89.0,-77.0,-71.0,,,-76.0,,,,,,,,-77.0,,,-80.0,-80.0,,,,,,-81.0,,,,,,-78.0,,,,,,,-86.0,-87.0,-78.0,,-89.0,,,,,,,,,2437.0,2437.0,,,,2462.0,2462.0,2437.0,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,,,2412.0,2412.0,,,,,,2412.0,,,,,,2427.0,,,,,,,5200.0,5200.0,2462.0,,2462.0,,,,,,,,
117.056,-70.0,-80.0,,,,,-84.0,,-76.0,-71.0,,,-76.0,,,,,,,,-77.0,-80.0,-84.0,-82.0,,,,-91.0,,-79.0,,,,,,,-79.0,,,,-87.0,,,-86.0,-85.0,-78.0,,-89.0,,,,-90.0,,,,,2437.0,2437.0,,,,,2462.0,,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,,,,2412.0,,2462.0,,,,,,,2427.0,,,,2422.0,,,5200.0,5200.0,2462.0,,2462.0,,,,2412.0,,,,
121.0231,-68.0,-81.0,,,,-89.0,,,-80.0,-73.0,,,-75.0,,,,,,,,-81.0,-76.0,,-79.0,-82.0,-86.0,,-92.0,,-79.0,,-88.0,,,,,,,,,,,,-86.0,-85.0,-79.0,,,,,,,,,,,2437.0,2437.0,,,,2462.0,,,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,2412.0,2412.0,,2412.0,,2462.0,,2462.0,,,,,,,,,,,,5200.0,5200.0,2462.0,,,,,,,,,,
125.023,-66.0,-85.0,,,-86.0,,,,-79.0,-76.0,,,-75.0,,,,,,,,-80.0,-76.0,,-84.0,-85.0,,,,,,-90.0,,,,,,-79.0,,,-89.0,,,,-83.0,-85.0,,,-90.0,,,-95.0,,,,,,2437.0,2437.0,,,5500.0,,,,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,2412.0,,,,,,2412.0,,,,,,2427.0,,,2437.0,,,,5200.0,5200.0,,,2462.0,,,2437.0,,,,,
129.0385,-67.0,-89.0,,,,-90.0,,,-77.0,-71.0,,,-76.0,,,,,,,,,-77.0,-83.0,,-82.0,-90.0,,-88.0,,,-89.0,,,,,,-77.0,,,,,,,-85.0,-85.0,,,,,,-91.0,,,,,,2437.0,2437.0,,,,2462.0,,,5200.0,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,,2412.0,2412.0,,2412.0,,,2412.0,,,,,,2427.0,,,,,,,5200.0,5200.0,,,,,,2437.0,,,,,
133.0443,-65.0,-85.0,,,,,,-90.0,-75.0,-68.0,,,-76.0,,,,,,,,-80.0,-75.0,-79.0,-79.0,-79.0,-87.0,,,,-79.0,-88.0,-91.0,,,,-93.0,-83.0,,,,,,,,,-80.0,,,,,,,,,,,2437.0,2437.0,,,,,,2437.0,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,2462.0,,,,2462.0,2427.0,,,,,,,,,2462.0,,,,,,,,,,
137.0458,-64.0,-84.0,,,,,-89.0,,-75.0,-72.0,,,-76.0,,,,,,,,-78.0,-76.0,-85.0,-85.0,-85.0,-88.0,,,,-76.0,,,,,,,-79.0,,,,,,,-90.0,,,,,,,,,,,,,2437.0,2437.0,,,,,2462.0,,5200.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,,,,,,,2427.0,,,,,,,5200.0,,,,,,,,,,,,
