AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
37.8253,,,,-87.0
38.5835,,-94.0,,
38.8763,,,,-81.0
39.0598,,,,-86.0
39.4905,,,,-83.0
39.597,,-91.0,,
39.8985,,,,-88.0
40.0889,,,,-84.0
40.176,,,-90.0,
40.3093,,,,-82.0
40.419,,-94.0,,
40.5532,,,,-82.0
40.6076,-96.0,,,
40.626,,-95.0,,
40.7173,,,,-81.0
40.9408,,,,-84.0
41.5219,,,,-77.0
41.727,,,,-79.0
41.8498,-94.0,,,
41.8732,,-95.0,,
41.9354,,,,-86.0
43.5889,,,,-79.0
43.7733,,,,-93.0
43.9852,,,,-92.0
44.1124,-92.0,,,
44.1818,,,,-83.0
44.528,-90.0,,,
44.5817,,,,-80.0
44.8163,,,,-81.0
44.9963,,,,-87.0
45.1143,-95.0,,,
45.2129,,,,-88.0
45.5268,-88.0,,,
45.614,,,,-81.0
45.8141,,,,-84.0
46.4483,,,,-77.0
46.5638,-90.0,,,
46.6238,,,,-81.0
46.9746,-98.0,,,
47.0199,,-97.0,,
47.0445,,,,-83.0
47.245,,,,-86.0
47.4582,,,,-85.0
47.6429,,,,-87.0
48.01,-94.0,,,
48.0213,,-94.0,,
48.0704,,,,-83.0
48.174,-93.0,,,
48.1948,,-97.0,,
48.4746,,,,-79.0
48.581,-90.0,,,
48.6803,,,,-79.0
48.8766,,,,-88.0
49.3133,,,,-89.0
49.5303,,,,-79.0
49.6436,-94.0,,,
49.7091,,,,-82.0
50.6543,-95.0,,,
51.3418,,,,-85.0
51.5634,,,,-86.0
51.6563,-95.0,,,
51.7574,,,,-88.0
51.9148,,-96.0,,
51.9622,,,,-91.0
52.1089,,,-99.0,
52.1821,,,,-81.0
52.3042,,,-94.0,
52.6259,,,,-85.0
52.7782,,,,-91.0
52.909,-93.0,,,
52.9896,,,,-91.0
53.0963,-96.0,,,
53.4015,,,,-84.0
53.5875,,,,-85.0
53.8137,,,,-85.0
53.991,,,,-86.0
54.1097,-92.0,,,
54.9522,-89.0,,,
55.0312,,,,-81.0
55.167,,,-93.0,
55.2197,,,,-78.0
55.377,,,-92.0,
55.4299,,,,-85.0
55.5496,-96.0,,,
55.6225,,,,-86.0
55.8346,,,,-80.0
55.9703,-93.0,,,
56.0523,,,,-81.0
56.2595,,,,-79.0
56.4707,,,,-80.0
56.5786,,-95.0,,
56.8017,,-96.0,,
57.6372,,,-91.0,
58.3002,,,,-78.0
58.5102,,,,-77.0
59.6653,,-97.0,,
59.9349,,,,-80.0
60.041,-99.0,,,
60.1476,,,,-79.0
60.3256,,,-93.0,
60.5294,,,-95.0,
60.5531,,,,-79.0
60.6842,-96.0,,,
60.7531,,,,-83.0
61.8903,-91.0,,,
62.1849,,,,-80.0
62.8284,,,,-76.0
63.7747,-90.0,,,
63.9715,-95.0,,,
64.0591,,,,-90.0
64.2881,,,,-88.0
64.4687,,,,-79.0
64.6592,,,,-79.0
64.8829,,,,-86.0
65.0828,,,,-88.0
65.1965,-93.0,,,
65.2792,,,,-83.0
65.4857,,,,-95.0
65.7371,,,,-88.0
66.2981,,,,-86.0
66.8247,-96.0,,,
67.0696,-91.0,,,
67.4713,-93.0,,,
67.5303,,,,-84.0
67.6478,,-95.0,,
67.7264,,,,-89.0
67.8443,-92.0,,,
67.9411,,,,-87.0
68.5656,,,,-91.0
68.7624,,,,-93.0
69.7958,,,,-86.0
70.9292,-93.0,,,
71.0322,,,,-88.0
71.2103,,,,-95.0
71.3371,-95.0,,,
71.4275,,,,-89.0
71.7632,-90.0,,,
71.8323,,,,-89.0
72.4057,-92.0,,,
72.4618,,,,-100.0
72.86,,,,-90.0
73.47,,,,-90.0
73.6966,,,,-90.0
73.7869,-90.0,,,
74.2554,-93.0,,,
75.1309,,,,-94.0
75.7353,,,,-91.0
75.8387,-91.0,,,
75.9357,,,,-91.0
77.1676,,,,-91.0
77.2676,-97.0,,,
77.4186,,,,-93.0
77.4699,-95.0,,,
79.4394,,,,-97.0
79.5749,-96.0,,,
80.364,-92.0,,,
80.4714,,,,-91.0
81.6848,,,,-88.0
83.3363,,,,-95.0
83.6023,-96.0,,,
88.0507,,,,-93.0
89.8883,,,,-89.0
91.12,,,,-91.0
91.5386,,,,-97.0
91.7274,,,,-90.0
93.3824,,,,-96.0
93.587,,,,-87.0
93.7869,,,,-91.0
94.8061,,,,-88.0
95.4238,,,,-92.0
95.6422,,,,-92.0
96.2558,,,,-97.0
96.4875,,,,-86.0
96.6955,,,,-86.0
97.0747,,,,-88.0
97.2905,,,,-91.0
97.5107,,,,-97.0
101.599,,,,-92.0
103.4488,,,,-93.0
103.6399,,,,-94.0
104.4665,,,,-92.0
106.3085,,,,-90.0
107.5388,,,,-91.0
107.777,,,,-89.0
107.9466,,,,-93.0
108.1479,,,,-92.0
108.7694,,,,-89.0
108.9657,,,,-89.0
109.1798,,,,-92.0
109.5875,,,,-96.0
109.7919,,,,-88.0
110.0353,,,,-87.0
112.22,,,,-92.0
113.4578,,,,-88.0
113.8944,,,,-95.0
114.6808,,,,-88.0
114.8998,,,,-87.0
115.326,,,,-97.0
115.511,,,,-98.0
115.7321,,,,-98.0
115.9133,,,,-93.0
116.7526,,,,-92.0
116.9374,,,,-90.0
117.1438,,,,-87.0
117.3573,,,,-92.0
117.5895,,,,-92.0
117.7649,,,,-94.0
120.014,,,,-93.0
122.6925,,,,-87.0
122.8861,,,,-87.0
123.2932,,,,-93.0
123.507,,,,-93.0
123.9154,,,,-92.0
124.1252,,,,-88.0
124.3364,,,,-87.0
124.9542,,,,-94.0
125.3597,,,,-89.0
125.5862,,,,-95.0
125.7779,,,,-98.0
126.4034,,,,-89.0
127.0102,,,,-93.0
128.8676,,,,-91.0
129.0556,,,,-93.0
129.8852,,,,-93.0
131.3128,,,,-90.0
131.7206,,,,-91.0
132.1362,,,,-89.0
132.3541,,,,-96.0
132.5582,,,,-90.0
132.7622,,,,-101.0
133.1889,,,,-94.0
133.4116,,,,-91.0
133.8048,,,,-95.0
134.0016,,,,-89.0
135.6366,,,,-90.0
135.849,,,,-98.0
136.2513,,,,-95.0
136.6503,,,,-91.0
136.8824,,,,-94.0
137.0657,,,,-91.0
137.2853,,,,-88.0
137.6736,,,,-91.0
139.5153,,,,-85.0
139.7554,,,,-89.0
140.3341,,,,-91.0
140.3618,-93.0,,,
140.5473,,,,-97.0
140.7607,,,,-94.0
141.0043,-92.0,,,
141.1528,,,,-94.0
141.371,,,,-88.0
141.5917,,,,-97.0
141.9892,,,,-87.0
143.2378,-88.0,,,
143.4228,-97.0,,,
143.816,,,,-89.0
143.9366,,-92.0,,
144.0418,-89.0,,,
144.2437,-88.0,,,
144.4669,-88.0,,,
144.66,-91.0,,,
144.8658,-94.0,,,
145.0731,-86.0,,,
145.1673,,-92.0,,
145.2838,-88.0,,,
145.4331,,,-96.0,
145.4531,,,,-94.0
145.478,-94.0,,,
145.6873,-94.0,,,
145.9187,-92.0,,,
147.2853,,,,-91.0
147.5272,-89.0,,,
147.6934,,,,-91.0
147.7261,-88.0,,,
147.9089,,,,-87.0
147.9343,-92.0,,,
148.1478,-87.0,,,
148.2958,,,,-91.0
148.3537,-91.0,,,
148.5105,,,,-87.0
148.9745,-96.0,,,
149.3405,,,,-86.0
149.5994,-87.0,,,
149.9769,,,,-92.0
150.9951,,,,-87.0
151.5082,,-95.0,,
151.6147,,,,-85.0
151.6525,-90.0,,,
151.705,,-94.0,,
151.8244,,,,-88.0
151.844,-91.0,,,
152.0068,,,,-84.0
152.0425,-89.0,,,
152.2024,,,,-86.0
152.2408,-89.0,,,
152.4251,,,,-86.0
152.4567,-91.0,,,
152.6668,-98.0,,,
152.8536,,,,-82.0
152.8667,-88.0,,,
153.2377,,,,-86.0
153.4671,-92.0,,,
153.6551,,,,-88.0
153.8627,,,,-86.0
154.0989,,,,-81.0
155.4877,,,,-84.0
155.6095,,-91.0,,
155.7121,,,,-83.0
155.9349,,,,-87.0
155.9452,-93.0,,,
156.1388,,,,-86.0
156.142,-89.0,,,
156.4356,,-90.0,,
156.524,,,,-77.0
156.5442,-92.0,,,
156.6069,,-92.0,,
156.7445,,,,-76.0
156.7829,-92.0,,,
156.8196,,-95.0,,
156.944,,,,-83.0
156.9553,-92.0,,,
157.14,,,,-87.0
157.2343,,-95.0,,
157.3402,,,,-79.0
157.5618,,,,-83.0
157.7727,-89.0,,,
158.2031,-93.0,,,
158.9701,,,-98.0,
158.9822,,,,-82.0
159.0228,-93.0,,,
159.1573,,,-95.0,
159.1722,,,,-90.0
159.3778,,,,-77.0
159.5959,,,,-83.0
159.7022,,-90.0,,
159.7999,,,,-85.0
159.8931,,-96.0,,
160.0546,-88.0,,,
160.2529,-88.0,,,
160.4037,,,,-77.0
160.4546,-88.0,,,
160.6093,,,-97.0,
160.6234,,,,-77.0
160.6527,-87.0,,,
160.829,,,,-88.0
160.8541,-93.0,,,
161.0518,,,,-89.0
161.235,,,,-76.0
161.2641,-87.0,,,
161.3263,,-88.0,,
161.4291,,,,-76.0
161.4631,-86.0,,,
161.6539,,,,-82.0
161.6676,-88.0,,,
161.8694,,,,-79.0
161.8925,-89.0,,,
162.105,-91.0,,,
162.555,,-91.0,,
162.8627,,,-96.0,
163.1094,,,,-80.0
163.1243,-96.0,,,
163.1604,,-96.0,,
163.5037,,,,-83.0
163.5805,,-91.0,,
