AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:94,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:94
117.429,-74.0,,-85.0,,,,,,,-60.0,-76.0,,,,,-84.0,-86.0,2437.0,,2417.0,,,,,,,2437.0,2437.0,,,,,2412.0,5500.0
121.357,,,,,,,-77.0,,,-60.0,-76.0,-83.0,,-84.0,,,-84.0,,,,,,,2437.0,,,2437.0,2437.0,2462.0,,2462.0,,,5500.0
125.3749,-75.0,,,,,,-77.0,,,-60.0,-77.0,-85.0,,,-87.0,,,2437.0,,,,,,2437.0,,,2437.0,2437.0,2462.0,,,2462.0,,
129.3836,-77.0,,,,-90.0,,,-92.0,,-61.0,-77.0,,-85.0,,,,,2437.0,,,,2462.0,,,2462.0,,2437.0,2437.0,,5500.0,,,,
133.4188,-70.0,,,,,,-78.0,,,-57.0,-81.0,,,-76.0,-82.0,,,2437.0,,,,,,2437.0,,,2437.0,2437.0,,,2462.0,2462.0,,
137.3851,-68.0,,,,,,-74.0,,,-53.0,-81.0,-80.0,,-79.0,,,,2437.0,,,,,,2437.0,,,2437.0,2437.0,2462.0,,2462.0,,,
141.3985,-64.0,,-79.0,-77.0,-79.0,,-66.0,,,-52.0,,,,,,,,2437.0,,2417.0,2452.0,2462.0,,2437.0,,,2437.0,,,,,,,
145.3857,-59.0,,-74.0,,-73.0,-76.0,-61.0,,,-48.0,,,,,,,,2437.0,,2417.0,,2462.0,2427.0,2437.0,,,2437.0,,,,,,,
149.4028,-58.0,-73.0,-65.0,,,-70.0,-59.0,,,-48.0,,,,,,,,2437.0,5200.0,2417.0,,,2427.0,2437.0,,,2437.0,,,,,,,
153.3926,-54.0,,-61.0,,-74.0,-73.0,-57.0,,,-47.0,,,,,,,,2437.0,,2417.0,,2462.0,2427.0,2437.0,,,2437.0,,,,,,,
157.3879,-53.0,-67.0,,-71.0,-75.0,,-60.0,,,-49.0,,,,,,,,2437.0,5200.0,,2452.0,2462.0,,2437.0,,,2437.0,,,,,,,
161.3648,-58.0,-65.0,-63.0,,-70.0,,-55.0,,,-49.0,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,2437.0,,,2437.0,,,,,,,
