AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:56,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:74,wifi_rssi_20:23:00:00:02:88,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:56,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:74,wifi_freq_20:23:00:00:02:88
41.3856,-54.0,-68.0,,-78.0,,-68.0,-78.0,-91.0,-74.0,-76.0,,-58.0,-87.0,-87.0,-69.0,-88.0,,-50.0,,,-87.0,,-87.0,-90.0,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,2462.0,,2462.0,2462.0,,,,,,,,,,,,,
45.3925,-53.0,-68.0,-70.0,-80.0,-93.0,,-76.0,,-70.0,-76.0,,-60.0,-87.0,-85.0,-73.0,,-86.0,-51.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
49.3874,-52.0,-68.0,-73.0,-76.0,-90.0,-70.0,-80.0,,-73.0,,-88.0,-57.0,-85.0,-85.0,-70.0,,-87.0,-51.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
53.4087,-56.0,-66.0,-69.0,,-87.0,,-80.0,,-73.0,-76.0,,-64.0,-85.0,-85.0,-73.0,,-87.0,-51.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,2457.0,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
57.3968,-54.0,-66.0,-70.0,-81.0,,,-76.0,,-69.0,,,-60.0,-82.0,-82.0,-73.0,-88.0,-84.0,-47.0,,-88.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,2437.0,,,,,,,,,,,,,,,,,
61.3911,-52.0,-65.0,-66.0,-80.0,,-73.0,-80.0,-89.0,-72.0,-81.0,,-58.0,-82.0,-83.0,-73.0,,-87.0,-51.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
65.3973,-52.0,-69.0,-66.0,-76.0,-84.0,-70.0,,,-73.0,-79.0,-85.0,-55.0,-84.0,-83.0,-73.0,,,-47.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
69.3724,-51.0,-73.0,-71.0,,,-71.0,,,-73.0,-78.0,,-59.0,,,-76.0,,,-48.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
73.3649,-67.0,-73.0,,,,-73.0,,,,-78.0,,-63.0,-87.0,,-74.0,,,-44.0,,,,,,,,,,-91.0,,,,,,,,,,2437.0,5200.0,,,,2462.0,,,,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,2412.0,,,,,,,,,
77.3817,-59.0,-75.0,,,,-74.0,-82.0,,,,,-59.0,-87.0,,-76.0,,,-49.0,,,,,,,,,,,,,-88.0,,,,,,,2437.0,5200.0,,,,2462.0,2412.0,,,,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,2412.0,,,,,,
81.3886,-64.0,-78.0,-66.0,,,-79.0,-86.0,-93.0,-77.0,-79.0,,-65.0,,-89.0,,,-70.0,-47.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,5220.0,,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
85.3779,-64.0,-78.0,-71.0,,,-76.0,-86.0,,-76.0,,,-65.0,,,,,,-54.0,,,,,-90.0,,,-89.0,-90.0,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,,,2437.0,,,,,,2437.0,,,,,2462.0,,,2462.0,2462.0,,,,,,,,,,
89.3903,-72.0,,,,,,,,-84.0,,,-72.0,,,,,,-58.0,,,-78.0,-84.0,-81.0,-77.0,,,,,-88.0,,,-85.0,,,-85.0,,,2437.0,,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,2462.0,5500.0,2462.0,2462.0,,,,,5500.0,,,5500.0,,,5500.0,,
93.4078,,,,,,,,,-85.0,,,-84.0,,,,,,-59.0,,,-77.0,-87.0,-78.0,-76.0,,-85.0,,,-85.0,-89.0,,-85.0,,,-85.0,,,,,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,2462.0,5500.0,2462.0,2462.0,,2462.0,,,5500.0,2462.0,,5500.0,,,5500.0,,
97.3713,,,,,,,,,,,,-82.0,,,,,,,,,-83.0,-87.0,-83.0,-83.0,-91.0,,-89.0,,,-89.0,,-85.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,2462.0,5500.0,2462.0,2462.0,2412.0,,2462.0,,,2462.0,,5500.0,,,,,
101.4062,-75.0,,,,,,,,,,,-78.0,,,,,,-67.0,,,-79.0,,-79.0,-79.0,,,,,,-89.0,,-85.0,,,,,,2437.0,,,,,,,,,,,2437.0,,,,,,2437.0,,,2462.0,,2462.0,2462.0,,,,,,2462.0,,5500.0,,,,,
105.3773,-79.0,,,-90.0,,,,,-87.0,,,-78.0,,,-89.0,-90.0,,-62.0,,-83.0,-76.0,-86.0,-76.0,-76.0,,,,,,-89.0,,,,,,,,2437.0,,,2452.0,,,,,2427.0,,,2437.0,,,2462.0,2462.0,,2437.0,,2437.0,2462.0,5500.0,2462.0,2462.0,,,,,,2462.0,,,,,,,
109.4267,,,,,,,,,-87.0,-87.0,,-78.0,,,,,-91.0,-62.0,,-78.0,-80.0,-85.0,-80.0,,-86.0,,,,,-89.0,,-83.0,,,,,,,,,,,,,,2427.0,2437.0,,2437.0,,,,,2452.0,2437.0,,2437.0,2462.0,5500.0,2462.0,,2412.0,,,,,2462.0,,5500.0,,,,,
113.3752,,-89.0,,,,,,,,-86.0,,-75.0,,,,,,-60.0,,-74.0,-82.0,-86.0,-84.0,-84.0,,-92.0,,,,-93.0,,-91.0,,,,,,,5200.0,,,,,,,,2437.0,,2437.0,,,,,,2437.0,,2437.0,2462.0,5500.0,2462.0,2462.0,,2462.0,,,,2462.0,,5500.0,,,,,
117.429,-74.0,,-85.0,,,-89.0,,,-91.0,,,,,,-89.0,,,-60.0,,-76.0,,,,,-84.0,-91.0,,,,,,-86.0,,,,,,2437.0,,2417.0,,,2462.0,,,2427.0,,,,,,2462.0,,,2437.0,,2437.0,,,,,2412.0,2462.0,,,,,,5500.0,,,,,
121.357,,-90.0,,,,,,,,-85.0,,-77.0,,,,,,-60.0,-93.0,-76.0,-83.0,-88.0,-84.0,,,,,,,-90.0,,-84.0,,,,,,,5200.0,,,,,,,,2437.0,,2437.0,,,,,,2437.0,2412.0,2437.0,2462.0,5500.0,2462.0,,,,,,,2462.0,,5500.0,,,,,
125.3749,-75.0,,,,,,,,,,,-77.0,,,,,,-60.0,,-77.0,-85.0,-89.0,,-87.0,,,,,,-89.0,,,,,,,,2437.0,,,,,,,,,,,2437.0,,,,,,2437.0,,2437.0,2462.0,5500.0,,2462.0,,,,,,2462.0,,,,,,,
129.3836,-77.0,,,,,-90.0,,,,,,,,,-92.0,,,-61.0,,-77.0,,-85.0,,,,,,,,,,,,,,,,2437.0,,,,,2462.0,,,,,,,,,2462.0,,,2437.0,,2437.0,,5500.0,,,,,,,,,,,,,,,
133.4188,-70.0,,-89.0,,,,,,-87.0,,,-78.0,,,,,,-57.0,,-81.0,-85.0,-88.0,-76.0,-82.0,,-88.0,,,,,,,,,,,,2437.0,,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,2437.0,2462.0,5500.0,2462.0,2462.0,,2462.0,,,,,,,,,,,
137.3851,-68.0,-82.0,-86.0,,,-87.0,,,-85.0,,,-74.0,,,-88.0,,,-53.0,,-81.0,-80.0,-89.0,-79.0,-81.0,,,-88.0,,,,,,-91.0,-91.0,,-92.0,-92.0,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,,,2437.0,,,2462.0,,,2437.0,,2437.0,2462.0,5500.0,2462.0,2462.0,,,2462.0,,,,,,5180.0,5180.0,,5180.0,5180.0
141.3985,-64.0,-83.0,-79.0,-77.0,,-79.0,,,-83.0,,-90.0,-66.0,,-87.0,-84.0,,-87.0,-52.0,,-83.0,,,,-88.0,-88.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,,2422.0,2437.0,,5220.0,2462.0,,2452.0,2437.0,,2437.0,,,,2462.0,2412.0,,,,,,,,,,,,
145.3857,-59.0,-77.0,-74.0,-76.0,,-73.0,-83.0,-91.0,-76.0,,,-61.0,-87.0,-87.0,,-93.0,-84.0,-48.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
149.4028,-58.0,-73.0,-65.0,-78.0,,-74.0,-81.0,,-70.0,-78.0,-80.0,-59.0,,,-79.0,,-80.0,-48.0,,-91.0,,,,,,,,,,,-85.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2452.0,2437.0,,2437.0,,,,,,,,,,,2412.0,,,,,,
153.3926,-54.0,-75.0,-61.0,-76.0,,-74.0,-81.0,,-73.0,-76.0,,-57.0,-85.0,-85.0,-75.0,,,-47.0,,,,,,,,,,,,,-89.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,2412.0,,,,,,
157.3879,-53.0,-67.0,,-71.0,,-75.0,-80.0,,-78.0,-75.0,-85.0,-60.0,-83.0,-83.0,-77.0,-91.0,-84.0,-49.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
161.3648,-58.0,-65.0,-63.0,-73.0,,-70.0,-81.0,,-73.0,-73.0,-81.0,-55.0,-83.0,-83.0,-71.0,-87.0,,-49.0,,,-90.0,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,2462.0,,,,,,,,,,,,,,,,
