AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60
25.4736,-70.0,-80.0,-70.0,-70.0,,-80.0,-66.0,-66.0,,-62.0,-69.0,-71.0,-53.0,-75.0,-75.0,-63.0,-80.0,-86.0,-71.0,,,,,-88.0,,-90.0,,-90.0,-87.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,5500.0,,5500.0,,5500.0,5500.0,,,,,,,,,,,,,,,,,,
27.5299,-59.0,-81.0,,-63.0,,,-67.0,-65.0,,-60.0,-80.0,-76.0,-54.0,-73.0,-73.0,-66.0,-84.0,,-62.0,,,,,-90.0,,,,-89.0,-88.0,-96.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,5500.0,,,,5500.0,5500.0,2462.0,,,,,,,,,,,,,,,,,
29.4446,-56.0,,-79.0,-65.0,,,-62.0,-72.0,,-62.0,-72.0,-80.0,-51.0,-70.0,-70.0,-63.0,-86.0,,-59.0,,,,,-89.0,,-89.0,,,-91.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,5500.0,,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,
31.4509,-81.0,-78.0,-74.0,-62.0,,,-73.0,-68.0,,-62.0,-65.0,-76.0,-48.0,-72.0,-71.0,-77.0,-85.0,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.4241,-67.0,-78.0,-72.0,-65.0,,-89.0,-72.0,-67.0,,-61.0,-72.0,-72.0,-59.0,-71.0,-71.0,-73.0,-84.0,,-67.0,,,,-88.0,-90.0,,-88.0,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,,
35.3619,-92.0,-81.0,-75.0,-64.0,,-84.0,-65.0,-64.0,,-58.0,-67.0,-80.0,-49.0,-71.0,-71.0,-62.0,-84.0,,-74.0,,,,,-91.0,,,-90.0,,-89.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,5500.0,,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,
37.3592,-64.0,-80.0,-67.0,-68.0,,-94.0,-62.0,-66.0,,-60.0,-80.0,-77.0,-51.0,-75.0,-75.0,-62.0,-86.0,,-64.0,,,,-90.0,-89.0,,-90.0,-91.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
39.3809,-58.0,-84.0,-76.0,-61.0,,,-63.0,-66.0,,-61.0,-69.0,-79.0,-51.0,-76.0,-76.0,-64.0,-90.0,-82.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.393,-60.0,-78.0,,-63.0,,-96.0,-70.0,-74.0,,-63.0,-79.0,,-51.0,-77.0,-77.0,-71.0,-88.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3945,-79.0,-77.0,-71.0,-63.0,,,-70.0,-75.0,,-69.0,-72.0,-84.0,-58.0,-77.0,-77.0,-71.0,,-84.0,-59.0,,,,-89.0,,,,-89.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,5500.0,,,,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
45.407,-85.0,-82.0,-73.0,-66.0,,,-72.0,-77.0,,-64.0,-73.0,,-56.0,-74.0,-74.0,-73.0,-91.0,,-59.0,,,,,-89.0,,-89.0,-90.0,-89.0,-90.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
47.421,-62.0,-83.0,-71.0,-63.0,,,-72.0,-78.0,,-68.0,-71.0,-78.0,-58.0,-78.0,-78.0,-73.0,-87.0,,-60.0,,,,-89.0,,,-90.0,-91.0,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,,5500.0,5500.0,,,,,,,,,,,,,,,,,,,,
49.4261,-69.0,-79.0,-73.0,-60.0,,,-66.0,-78.0,,-70.0,-74.0,-79.0,-57.0,-74.0,-74.0,-70.0,-82.0,-83.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4244,-61.0,-73.0,-73.0,-61.0,,,-66.0,-75.0,,-63.0,-73.0,-77.0,-50.0,-75.0,-75.0,-67.0,-85.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.3531,-62.0,,-68.0,-63.0,,,-67.0,-76.0,,-64.0,-67.0,-81.0,-58.0,-74.0,-74.0,-69.0,,-83.0,-59.0,,,,,-90.0,,,,-92.0,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,5500.0,,,,5500.0,,,,,,,,,,,,,,,,,,,
55.4061,-72.0,-81.0,-69.0,-65.0,,,-68.0,-76.0,,-60.0,-71.0,-78.0,-53.0,-73.0,-73.0,-70.0,-85.0,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.3849,-69.0,,-70.0,-71.0,,,-69.0,-73.0,,-59.0,-73.0,,-60.0,-74.0,-74.0,-71.0,-90.0,,-62.0,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,
59.4307,-60.0,,-74.0,-71.0,,,-70.0,-71.0,,,-71.0,-83.0,-52.0,-74.0,-74.0,-64.0,-85.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.3769,-72.0,,,-64.0,,,-67.0,-74.0,,-67.0,-69.0,,-56.0,-74.0,-74.0,-68.0,-86.0,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.4164,-82.0,-76.0,-72.0,-67.0,,,-65.0,-78.0,,-69.0,-74.0,-79.0,-58.0,-75.0,-75.0,-66.0,-93.0,,-62.0,,,,-89.0,-90.0,,-88.0,-89.0,-90.0,-90.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
65.3522,-74.0,-78.0,-74.0,-66.0,,,-70.0,-72.0,,-64.0,-66.0,,-52.0,-74.0,-74.0,,-87.0,,-57.0,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,
67.3631,-82.0,-81.0,-71.0,-72.0,,,-69.0,-72.0,,-69.0,-67.0,-80.0,-56.0,-72.0,-71.0,-75.0,-82.0,,-62.0,,,,-87.0,-84.0,,-86.0,-89.0,-85.0,-87.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
69.4095,-64.0,-77.0,-77.0,-66.0,,,-70.0,-78.0,,-67.0,-81.0,-81.0,-51.0,-72.0,-72.0,,-86.0,-83.0,-61.0,,,,-89.0,-89.0,,-90.0,,-88.0,-90.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,2452.0,2437.0,,,,5500.0,5500.0,,5500.0,,5500.0,5500.0,,,,,,,,,,,,,,,,,,
71.3855,-60.0,-77.0,-75.0,-77.0,,,-78.0,-78.0,,-74.0,-68.0,-82.0,-58.0,-78.0,,-76.0,-90.0,,-59.0,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,,2437.0,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,
73.5574,-60.0,-78.0,-76.0,-77.0,,,-73.0,,,-76.0,-75.0,-84.0,-58.0,-77.0,-77.0,-73.0,,,-55.0,,,,,,,,,,,,,,,,,,,,,-92.0,-94.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,2462.0,2462.0,,,,,,
75.5142,-59.0,,-76.0,-80.0,,,-75.0,-78.0,,-72.0,-74.0,-90.0,-57.0,-88.0,-85.0,-77.0,,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.4572,-59.0,-70.0,-77.0,-82.0,,,-77.0,-85.0,,-77.0,-80.0,-92.0,-62.0,-87.0,-84.0,,,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.4432,-63.0,-68.0,-75.0,-81.0,,,-76.0,-85.0,-92.0,-73.0,-80.0,-88.0,-57.0,,-85.0,,,,-62.0,,,,,,,,,,,,,,,,,-92.0,,,,-92.0,-90.0,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,
81.3873,-61.0,-69.0,-74.0,-81.0,,,,-80.0,,-68.0,-73.0,,-52.0,-77.0,-77.0,,-91.0,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.4109,-52.0,-63.0,-76.0,-83.0,,-91.0,,-87.0,-92.0,-67.0,-79.0,,-57.0,-77.0,-77.0,-76.0,,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4206,-62.0,-67.0,,,,,-84.0,-84.0,,-79.0,-84.0,-90.0,-59.0,-85.0,-89.0,-84.0,,,-70.0,,,,,,,,,,,,,,,,,-92.0,,,,-94.0,-93.0,,,,,,,2437.0,5200.0,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,2462.0,,,,,,
87.4534,-55.0,-64.0,-85.0,,,-91.0,-87.0,-90.0,-90.0,-84.0,-88.0,,-70.0,,,-89.0,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.4295,-50.0,-65.0,-90.0,-91.0,,-90.0,,,,-83.0,,,-62.0,,,-85.0,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.3975,-52.0,-61.0,,-92.0,,-90.0,-87.0,-88.0,-84.0,-85.0,-86.0,,-68.0,,,-88.0,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.4393,-50.0,-62.0,-92.0,-87.0,,-90.0,-90.0,,-92.0,-84.0,,,-72.0,,,-89.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,2462.0,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
