AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:87,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:87
25.4736,-70.0,,-70.0,-70.0,,-66.0,-66.0,,-62.0,-69.0,,-53.0,,,-63.0,,-71.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
27.5299,-59.0,,,-63.0,,-67.0,-65.0,,-60.0,,,-54.0,-73.0,-73.0,-66.0,,-62.0,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
29.4446,-56.0,,,-65.0,,-62.0,-72.0,,-62.0,,,-51.0,-70.0,-70.0,-63.0,,-59.0,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
31.4509,,,-74.0,-62.0,,-73.0,-68.0,,-62.0,-65.0,,-48.0,-72.0,-71.0,,,-67.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
33.4241,-67.0,,-72.0,-65.0,,,-67.0,,-61.0,-72.0,,-59.0,-71.0,-71.0,,,-67.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
35.3619,,,,-64.0,,-65.0,-64.0,,-58.0,-67.0,,-49.0,-71.0,-71.0,-62.0,,-74.0,,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
37.3592,-64.0,,-67.0,-68.0,,-62.0,-66.0,,-60.0,,,-51.0,-75.0,,-62.0,,-64.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
39.3809,-58.0,,-76.0,-61.0,,-63.0,-66.0,,-61.0,-69.0,,-51.0,,,-64.0,,-63.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
41.393,-60.0,,,-63.0,,-70.0,-74.0,,-63.0,,,-51.0,-77.0,-77.0,-71.0,,-64.0,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
43.3945,,,-71.0,-63.0,,-70.0,-75.0,,-69.0,-72.0,,-58.0,-77.0,,-71.0,,-59.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
45.407,,,-73.0,-66.0,,-72.0,,,-64.0,-73.0,,-56.0,-74.0,-74.0,-73.0,,-59.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
47.421,-62.0,,-71.0,-63.0,,-72.0,-78.0,,-68.0,-71.0,,-58.0,,,-73.0,,-60.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
49.4261,-69.0,,-73.0,-60.0,,-66.0,,,-70.0,,,-57.0,-74.0,-74.0,-70.0,,-64.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
51.4244,-61.0,-73.0,-73.0,-61.0,,-66.0,,,-63.0,-73.0,,-50.0,,,-67.0,,-64.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
53.3531,-62.0,,-68.0,-63.0,,-67.0,,,-64.0,-67.0,,-58.0,-74.0,,-69.0,,-59.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
55.4061,-72.0,,-69.0,-65.0,,-68.0,,,-60.0,-71.0,,-53.0,-73.0,,-70.0,,-59.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
57.3849,-69.0,,-70.0,-71.0,,-69.0,-73.0,,-59.0,-73.0,,-60.0,,,-71.0,,-62.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
59.4307,-60.0,,-74.0,-71.0,,-70.0,-71.0,,,-71.0,,-52.0,-74.0,,-64.0,,-64.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
61.3769,-72.0,,,-64.0,,-67.0,-74.0,,-67.0,-69.0,,-56.0,-74.0,,-68.0,,-63.0,,,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
63.4164,,,-72.0,-67.0,,-65.0,,,-69.0,-74.0,,-58.0,-75.0,-75.0,-66.0,,-62.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
65.3522,,,-74.0,-66.0,,-70.0,-72.0,,-64.0,-66.0,,-52.0,-74.0,-74.0,,,-57.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
67.3631,,,-71.0,-72.0,,-69.0,-72.0,,-69.0,-67.0,,-56.0,-72.0,-71.0,,,-62.0,,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
69.4095,-64.0,-77.0,-77.0,-66.0,,-70.0,,,-67.0,,,-51.0,-72.0,-72.0,,,-61.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
71.3855,-60.0,-77.0,-75.0,-77.0,,,-78.0,,-74.0,-68.0,,-58.0,,,-76.0,,-59.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
73.5574,-60.0,,-76.0,,,-73.0,,,-76.0,-75.0,,-58.0,-77.0,-77.0,-73.0,,-55.0,,,,,,,,,,,,2437.0,,2417.0,,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
75.5142,-59.0,,-76.0,-80.0,,-75.0,-78.0,,-72.0,-74.0,,-57.0,,,-77.0,,-57.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
77.4572,-59.0,-70.0,-77.0,-82.0,,-77.0,,,-77.0,-80.0,,-62.0,,-84.0,,,-63.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,,5220.0,,,2437.0,,,,,,,,,,,
79.4432,-63.0,-68.0,-75.0,-81.0,,-76.0,-85.0,,-73.0,-80.0,,-57.0,,,,,-62.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,,,,,
81.3873,-61.0,-69.0,-74.0,,,,-80.0,,-68.0,-73.0,,-52.0,-77.0,-77.0,,,-62.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
83.4109,-52.0,-63.0,-76.0,,,,,,-67.0,-79.0,,-57.0,-77.0,-77.0,-76.0,,-69.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
85.4206,-62.0,-67.0,,,,-84.0,-84.0,,-79.0,-84.0,,-59.0,-85.0,,-84.0,,-70.0,,,,,,,,,,,,2437.0,5200.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
87.4534,-55.0,-64.0,-85.0,,,-87.0,-90.0,,-84.0,-88.0,,-70.0,,,-89.0,,-68.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
89.4295,-50.0,-65.0,-90.0,-91.0,-90.0,,,,-83.0,,,-62.0,,,-85.0,,-72.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,,,,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
91.3975,-52.0,-61.0,,,,-87.0,-88.0,-84.0,-85.0,-86.0,,-68.0,,,-88.0,,-79.0,,,,,,,,,,,,2437.0,5200.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
93.4393,-50.0,-62.0,-92.0,-87.0,-90.0,-90.0,,,-84.0,,,-72.0,,,-89.0,,-75.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,,,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
95.4519,-46.0,-60.0,-89.0,-86.0,,-85.0,,,-82.0,-84.0,-85.0,-63.0,,,,,-63.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,,
97.4151,-51.0,-58.0,-90.0,,,,-91.0,,-80.0,,-86.0,-65.0,-90.0,,-82.0,,-70.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2412.0,,2427.0,,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
99.4104,-55.0,-55.0,-85.0,-86.0,,-85.0,,,-78.0,-87.0,-82.0,-66.0,,,,,-70.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,,
101.4909,-52.0,-59.0,-84.0,-85.0,,,-89.0,,-86.0,-80.0,,-60.0,,,-81.0,,-59.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
103.4056,-54.0,-59.0,-84.0,,,-80.0,,,-79.0,-81.0,,-66.0,,,-82.0,-83.0,-61.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,2452.0,2437.0,,,,,,,,,,,
105.4098,-58.0,-67.0,-78.0,,,,-89.0,,-77.0,,-75.0,-62.0,-82.0,,,,-61.0,,,,,,,,,-88.0,,,2437.0,5200.0,2417.0,,,,2412.0,,2427.0,,2422.0,2437.0,5220.0,,,,2437.0,,,,,,,,,2462.0,,
107.468,-73.0,-72.0,,-82.0,,-78.0,,,-74.0,-79.0,-80.0,-62.0,,-82.0,,,-62.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,2437.0,,,,,,,,,,,
109.4096,-63.0,-72.0,-74.0,-75.0,,,-83.0,,-74.0,,-74.0,-58.0,,,-75.0,,-60.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
111.3766,-66.0,-75.0,-78.0,,,-76.0,-81.0,,-81.0,,-83.0,-58.0,,-83.0,,,-58.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,,2422.0,2437.0,,5220.0,,,2437.0,,,,,,,,,,,
113.3845,-65.0,-77.0,-72.0,-79.0,,-75.0,,,-66.0,,,-58.0,-79.0,,-78.0,,-62.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
115.3641,,-76.0,,,,,,,-82.0,,-78.0,-72.0,-82.0,,-80.0,,-71.0,,,,,,-82.0,-80.0,,-80.0,,,,5200.0,,,,,,,2427.0,,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,2462.0,5500.0,,2462.0,,
117.5348,-75.0,-81.0,,,,,,,,-84.0,-81.0,-66.0,,,,,-72.0,,,,,,-82.0,-83.0,,-79.0,-80.0,,2437.0,5200.0,,,,,,,,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,2462.0,5500.0,,2462.0,2462.0,
119.5176,-84.0,-76.0,-86.0,-84.0,,,,,-74.0,,-87.0,-66.0,,,,,-74.0,,,,,,,-82.0,,,-87.0,,2437.0,5200.0,2417.0,2452.0,,,,,2427.0,,2422.0,2437.0,,,,,2437.0,,,,,,,5500.0,,,2462.0,
121.4876,,-81.0,,,,,,,-87.0,-81.0,-85.0,-71.0,,,,,-74.0,,,,,,-86.0,-82.0,,-86.0,,-85.0,,5200.0,,,,,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,2462.0,5500.0,,2462.0,,5580.0
123.5138,-77.0,-83.0,-86.0,-85.0,,,,,-86.0,,,-67.0,,,-86.0,,-73.0,,,-86.0,,,,-84.0,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2427.0,,,2437.0,,,2462.0,,2437.0,,,5500.0,,,,5500.0,,,,
125.3807,-73.0,-81.0,,-87.0,,-87.0,,,-84.0,-75.0,-85.0,-66.0,,,,,-71.0,,,,,,,-87.0,,,,,2437.0,5200.0,,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,5500.0,,,,
127.4079,-76.0,-77.0,-87.0,-85.0,,,,,,-75.0,-84.0,,,,-90.0,,-69.0,,,,,-92.0,,-88.0,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,2437.0,2422.0,,,,2462.0,,2437.0,,,,,2412.0,,5500.0,,,,
129.4097,-73.0,-79.0,,-85.0,,,,,-76.0,-82.0,-83.0,-70.0,-89.0,-87.0,,,-70.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,
131.4497,-70.0,-80.0,-86.0,-82.0,,,,,-74.0,-80.0,-77.0,-74.0,,,,,-75.0,,,,,,,,-88.0,,,,2437.0,5200.0,2417.0,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,5180.0,,,
133.4291,-63.0,-75.0,,-80.0,,-79.0,,,-85.0,-69.0,-83.0,-64.0,,,-84.0,,-67.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
135.385,-72.0,-74.0,,-75.0,,,,,-73.0,-79.0,-82.0,-58.0,-83.0,,-78.0,,-64.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
137.4165,-65.0,-70.0,-75.0,-78.0,,-75.0,-82.0,,-68.0,,-77.0,-57.0,,,,,-66.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,,2422.0,2437.0,,,,,2437.0,,,,,,,,,,,
139.3729,-59.0,-68.0,-73.0,,,,,,-62.0,-73.0,,-51.0,-76.0,-75.0,-74.0,,-64.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
141.4025,-75.0,-67.0,,-80.0,,-74.0,-80.0,,-73.0,-75.0,,-59.0,,,-74.0,,-62.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
143.3601,-61.0,-69.0,-82.0,-79.0,,,,,-76.0,-83.0,-86.0,-57.0,,,-79.0,,-61.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
145.357,-65.0,,-79.0,-76.0,,-77.0,-78.0,,-71.0,-75.0,,-56.0,,,-78.0,,-65.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
147.3587,-68.0,-72.0,-75.0,-78.0,,-77.0,,,-78.0,-78.0,-71.0,-59.0,,,,,-62.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,,
149.363,-69.0,-71.0,,-77.0,,-71.0,,,-78.0,-80.0,,-59.0,-79.0,,-76.0,,-65.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
151.3575,-63.0,,-78.0,-77.0,,-77.0,-78.0,,-78.0,-76.0,,-55.0,,,-76.0,,-64.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
153.3591,,-73.0,-75.0,-77.0,,-74.0,-75.0,,-69.0,-77.0,,-57.0,,,-74.0,,-62.0,,,,,,,,,,,,,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
155.3808,-63.0,-72.0,-74.0,-76.0,,-71.0,,,-74.0,-75.0,,-55.0,,,-71.0,,-63.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
157.3741,-67.0,-74.0,-75.0,-75.0,,-71.0,-73.0,,-72.0,-75.0,,-53.0,,,,,-63.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,,,,,
159.3715,-69.0,-74.0,-74.0,-74.0,,-72.0,-77.0,,-73.0,,,-51.0,,,-71.0,,-65.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
161.3276,-64.0,-71.0,-76.0,-68.0,,-75.0,,,-76.0,-73.0,,-55.0,,,-75.0,,-63.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
163.4779,-63.0,-72.0,-77.0,,,,-77.0,,-56.0,-78.0,,-58.0,-79.0,,-80.0,,-64.0,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,
165.3543,-63.0,,-80.0,,,,,,-77.0,-81.0,-81.0,-59.0,-80.0,-80.0,-69.0,,-63.0,,,,,,,,,,,,2437.0,,2417.0,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,
167.3293,-64.0,-77.0,,-77.0,,-75.0,-78.0,,-74.0,-76.0,,-58.0,,,-75.0,,-63.0,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,
169.4849,-60.0,-72.0,-75.0,-67.0,,,-80.0,,-73.0,-77.0,-80.0,-59.0,,,,,-64.0,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,,
