AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
21.1715,-101.0,,,
22.7393,,-101.0,,
22.8033,,,-90.0,
22.9352,,-99.0,,
23.2666,,,-93.0,
23.276,-95.0,,,
23.292,,-97.0,,
23.3009,,,-88.0,
23.4657,,,-90.0,
24.5937,,,-91.0,
24.7995,,,-90.0,
24.8366,,,,-99.0
24.8752,-95.0,,,
24.9872,,-99.0,,
25.0114,,,-95.0,
25.2305,,,,-98.0
26.7245,-96.0,,,
27.0439,,-100.0,,
27.0664,,,-84.0,
27.0894,,,,-98.0
27.2544,,-95.0,,
28.9011,,,-93.0,
29.1071,,,-87.0,
29.1984,-93.0,,,
29.3166,,-99.0,,
30.7439,,,-89.0,
30.8361,-94.0,,,
30.9492,,-94.0,,
30.9566,,,-97.0,
31.0341,-99.0,,,
31.1879,,,-92.0,
31.2044,,,,-99.0
31.3654,,,-90.0,
32.8112,,,-87.0,
32.8883,-97.0,,,
33.0079,,,-94.0,
33.0366,,,,-97.0
34.8525,,,-94.0,
34.9313,-101.0,,,
35.0472,,,-87.0,
35.1126,,,,-97.0
35.2536,,,-85.0,
35.9565,-100.0,,,
36.6886,,-95.0,,
36.6948,,,-86.0,
37.1178,,-97.0,,
37.1385,,,-87.0,
37.299,,-101.0,,
37.3286,,,-93.0,
37.3448,,,,-96.0
38.7376,,,-89.0,
38.83,-95.0,,,
40.7728,,,-93.0,
40.7956,,-95.0,,
40.9776,,,-89.0,
41.0062,,-99.0,,
41.0134,,,,-97.0
41.097,-97.0,,,
41.1875,,,-90.0,
41.3027,-98.0,,,
42.7384,-96.0,,,
42.8474,,,-87.0,
43.1595,-99.0,,,
43.2465,,,-89.0,
43.2773,,,,-97.0
44.687,,,-89.0,
44.7049,,,,-97.0
44.8892,,-99.0,,
45.1167,,,-89.0,
45.1299,,,,-98.0
45.1877,-93.0,,,
45.2891,,-97.0,,
45.2958,,,-89.0,
46.3307,,,-87.0,
46.7122,,,-87.0,
46.8196,,-95.0,,
46.9554,,,-91.0,
46.9636,,,,-100.0
47.0205,-92.0,,,
47.1495,,,-92.0,
47.2113,,-96.0,,
47.3264,,,-90.0,
48.7668,,,-91.0,
48.9755,,,-91.0,
49.0151,,,,-94.0
49.078,-92.0,,,
49.2096,,,-87.0,
49.2449,,-96.0,,
50.811,,,-91.0,
50.8342,,-97.0,,
50.8564,,,,-98.0
51.0132,,,-88.0,
51.0409,,-99.0,,
51.2372,,,-91.0,
51.2584,,,,-96.0
52.6812,,,,-97.0
53.0622,,,-93.0,
53.083,,-99.0,,
53.1705,-100.0,,,
53.277,,,-91.0,
53.2964,,-95.0,,
53.3161,,,,-97.0
54.6875,,,-92.0,
54.7382,,-94.0,,
54.755,,,,-96.0
54.858,-97.0,,,
54.8967,,,-90.0,
54.932,,-96.0,,
54.9787,,,,-101.0
55.1084,,,-93.0,
55.2588,-96.0,,,
55.3621,,,,-101.0
56.6756,-92.0,,,
56.7443,,,-94.0,
56.9907,,-101.0,,
57.1696,,,-95.0,
57.2551,,-94.0,,
57.2667,,,,-94.0
58.8152,,,-91.0,
58.8408,,-95.0,,
58.934,-102.0,,,
59.0107,,,-90.0,
59.0434,,-90.0,,
59.0719,,,,-96.0
59.1271,-93.0,,,
59.2227,,,-90.0,
59.2497,,-97.0,,
60.9002,,-95.0,,
60.9138,,,,-100.0
60.9541,-96.0,,,
61.0554,,,-95.0,
61.2674,,,-102.0,
61.3167,,,,-99.0
62.7301,,-96.0,,
62.9552,,-92.0,,
62.974,,,,-95.0
63.1059,,,-96.0,
63.1631,,-99.0,,
63.298,,,-96.0,
64.7435,,,-86.0,
64.7772,,-91.0,,
64.792,,,,-100.0
64.8623,-96.0,,,
64.9471,,,-87.0,
65.1642,,,-99.0,
65.1985,,-99.0,,
65.2122,,,,-96.0
65.6155,,-96.0,,
66.6941,-94.0,,,
66.967,,,-93.0,
67.0336,,-96.0,,
67.0571,,,,-90.0
67.2403,,-97.0,,
68.9085,,,,-92.0
69.1257,,,,-92.0
69.2008,-99.0,,,
69.2338,,,-98.0,
69.293,,-95.0,,
70.7347,,,,-95.0
72.6627,-99.0,,,
73.0513,,,,-92.0
76.8809,,,,-94.0
77.2969,,,,-92.0
77.3043,,-98.0,,
78.8464,-93.0,,,
79.0489,-93.0,,,
79.1317,,,,-88.0
79.1462,,-95.0,,
79.3178,,,,-97.0
79.3649,,-97.0,,
80.6971,,,-100.0,
80.771,,-97.0,,
80.9499,,,,-95.0
81.1764,,,,-99.0
81.3045,-101.0,,,
82.7436,-95.0,,,
82.9751,-100.0,,,
84.8954,,,,-93.0
85.0756,,-102.0,,
85.0849,,,,-95.0
85.2926,,,,-88.0
86.7206,,,,-96.0
87.266,,,-96.0,
88.8787,,,-97.0,
89.2884,,,-95.0,
90.7535,,,-99.0,
90.9373,,,-92.0,
93.1695,,,,-98.0
93.3275,,,,-97.0
94.9507,,,,-90.0
95.1379,,,,-90.0
96.7847,,,,-96.0
96.983,,,,-97.0
97.1866,,,,-95.0
98.4344,,,,-100.0
98.8393,,,,-96.0
99.072,,,,-97.0
99.238,,,,-93.0
100.6755,,,,-95.0
100.8866,,,,-99.0
101.095,,,,-94.0
101.8971,,,,-93.0
102.7439,,,,-97.0
105.1734,,,,-88.0
106.8503,,,,-83.0
107.2192,,,,-83.0
108.8409,,,,-86.0
109.055,,,,-78.0
109.2685,,,,-88.0
109.3265,-96.0,,,
110.6988,,,,-82.0
110.748,-98.0,,,
111.1148,,,,-85.0
111.3331,,,,-80.0
112.1453,,,,-93.0
112.7688,,,,-76.0
112.9567,,,,-82.0
113.036,-98.0,,,
113.1749,,,,-80.0
113.228,-97.0,,,
114.6033,,,,-86.0
114.8099,,,,-83.0
115.2323,,,,-82.0
116.8772,,,,-87.0
117.1113,,,,-80.0
117.1332,-99.0,,,
117.3049,,,,-97.0
118.7059,,,,-78.0
118.9339,,,,-82.0
119.1175,,,,-87.0
119.3328,,,,-78.0
120.7539,,,,-82.0
120.9651,,,,-84.0
121.1653,,,,-80.0
121.3569,,,,-74.0
122.7849,,,,-76.0
122.9793,,,,-81.0
123.1837,,,,-72.0
123.413,,,,-73.0
125.0282,,,,-80.0
125.2413,,,,-77.0
126.9047,,,,-73.0
127.0932,,,,-73.0
127.3071,,,,-70.0
128.7343,,,,-77.0
129.1282,,,,-73.0
129.336,,,,-86.0
130.988,,,,-86.0
131.2113,,,,-84.0
132.6287,,,,-78.0
132.8062,,,,-80.0
133.0225,,,,-84.0
133.2342,,,,-83.0
134.6838,,-99.0,,
134.8864,,,,-86.0
135.0576,,,,-88.0
135.1293,,-103.0,,
135.1523,-95.0,,,
135.265,,,,-86.0
135.3742,-89.0,,,
136.979,-91.0,,,
137.1015,,,,-94.0
137.2013,-95.0,,,
137.319,,,,-87.0
138.3216,,,,-88.0
138.7494,,,,-99.0
138.8366,-97.0,,,
138.9485,,,,-91.0
139.1473,,,,-100.0
139.365,,,,-90.0
140.7163,,,-99.0,
140.9298,-94.0,,,
141.0751,,-97.0,,
141.2826,,,,-92.0
141.2973,,-98.0,,
141.3037,-95.0,,,
141.9268,-98.0,,,
142.8497,,,,-87.0
142.929,,-99.0,,
143.0583,,,,-82.0
143.2605,,,,-90.0
144.4588,,,,-88.0
144.8829,,,,-86.0
144.9862,,-98.0,,
145.0756,,,,-87.0
145.3187,,,,-84.0
146.7249,,,,-85.0
146.8566,,-99.0,,
146.9287,,,,-85.0
147.1316,,,,-90.0
147.3328,,,,-88.0
148.5786,,,,-90.0
148.7024,,-99.0,,
148.9809,,,,-90.0
149.1881,,,,-81.0
151.0054,-102.0,,,
151.0308,,,,-81.0
151.1441,,-101.0,,
151.2265,,,,-80.0
152.8709,,,,-89.0
153.0016,,-97.0,,
153.0699,,,,-86.0
153.2365,-99.0,,,
153.2993,,,,-91.0
154.7091,,,,-86.0
154.9321,-101.0,,,
154.9459,,,,-82.0
155.1133,-100.0,,,
155.134,,,,-82.0
156.9569,,,,-84.0
157.1726,,,,-87.0
159.0297,,,,-86.0
159.2225,,,,-84.0
160.6432,,,,-84.0
160.8558,,,,-83.0
161.0569,,,,-89.0
161.2631,,,,-82.0
162.6905,,,,-80.0
162.9026,,,,-85.0
163.1034,,,,-82.0
163.3112,,,,-85.0
165.1619,,,,-80.0
166.3802,,,,-86.0
166.7959,,,,-84.0
166.9974,-96.0,,,
167.0014,,,,-80.0
167.2334,,,,-84.0
167.6096,,,,-82.0
169.0452,,,,-80.0
169.2559,,,,-82.0
170.6803,,,,-82.0
170.77,,-99.0,,
170.8946,,,,-80.0
170.9094,-95.0,,,
171.0945,,,,-83.0
171.3014,,,,-82.0
171.3032,-100.0,,,
172.1199,,,,-83.0
172.733,,,,-82.0
172.9365,,,,-84.0
173.1352,,,,-82.0
173.229,,-100.0,,
174.0365,,-101.0,,
174.7765,-100.0,,,
174.7915,,,,-79.0
175.1797,-98.0,,,
175.193,,,,-79.0
175.6019,,,,-84.0
176.8311,,,,-85.0
177.0299,,,,-84.0
177.2401,-95.0,,,
177.2514,,,,-82.0
178.657,,,,-83.0
178.8592,,,,-82.0
178.8717,-102.0,,,
179.0724,,,,-86.0
180.7093,,,,-94.0
180.9178,,,,-86.0
181.13,,,,-93.0
181.3167,-100.0,,,
182.7598,,,,-78.0
182.9669,,,,-83.0
183.1696,,,,-88.0
184.1994,,,,-86.0
184.8262,,,,-77.0
185.0277,,,,-76.0
185.2285,,,,-75.0
186.8503,,,,-76.0
187.0524,,,,-80.0
187.2665,,,,-78.0
188.708,,,,-84.0
188.9048,,,,-79.0
189.1082,,,,-80.0
189.3071,,,,-75.0
190.7684,,,,-73.0
190.9742,,,,-80.0
191.165,,,,-76.0
192.8116,,,,-72.0
193.0443,,,,-72.0
193.2295,,,,-83.0
194.679,,,,-83.0
195.0893,,,,-77.0
195.2723,,,,-83.0
196.7543,,,,-78.0
197.1488,,,,-77.0
197.3747,,,,-83.0
197.9757,,,,-78.0
198.7852,,,,-77.0
198.9831,,,,-78.0
199.1901,,,,-83.0
199.2389,,-99.0,,
200.8309,,,,-76.0
201.036,,,,-82.0
202.826,-97.0,,,
202.8755,,,,-89.0
203.0901,,,,-81.0
203.2957,,,,-88.0
204.2396,-98.0,,,
204.7294,,,,-84.0
204.9577,-97.0,,,
205.0059,,,,-92.0
205.0739,-90.0,,,
205.1354,,,,-96.0
205.2655,-88.0,,,
205.68,,,,-86.0
206.9126,-98.0,,,
206.9556,,,-99.0,
207.0329,,,,-91.0
207.1307,-93.0,,,
207.2046,,,,-87.0
207.8607,,-97.0,,
208.0192,,,,-95.0
208.1261,-96.0,,,
208.2111,,,,-90.0
208.4306,,,,-85.0
208.6401,,,,-92.0
208.6592,,-99.0,,
209.0301,,,,-98.0
209.2444,,,,-87.0
209.3592,-94.0,,,
209.4413,,,,-92.0
210.878,,,,-97.0
211.092,,,,-85.0
211.1168,,-96.0,,
211.3063,,,,-92.0
212.756,,,,-90.0
213.1485,,,,-90.0
214.8052,,,,-96.0
216.4083,,,,-91.0
217.291,,,,-92.0
218.8409,,,-99.0,
218.8996,,,,-95.0
221.2474,,,,-94.0
221.4088,,,,-92.0
221.6927,,,-96.0,
222.7978,,,,-90.0
222.9387,,,-99.0,
224.81,,,-94.0,
225.0151,,,-96.0,
225.0597,,,,-101.0
226.8446,,,-96.0,
226.8889,,,,-97.0
227.0536,,,-98.0,
228.6782,,,-98.0,
229.1453,,,,-92.0
229.3524,,,,-95.0
230.7079,,,-102.0,
230.773,,,,-86.0
231.1936,,,,-86.0
232.8441,,,,-98.0
234.9164,,,,-91.0
235.1032,,,,-94.0
235.1241,,-98.0,,
235.3222,,,,-87.0
236.7425,,,,-83.0
236.9608,,,,-96.0
237.1783,,,,-87.0
237.2152,-103.0,,,
238.8006,,,,-92.0
238.84,-98.0,,,
238.9953,,-98.0,,
239.016,,,,-86.0
239.0495,-95.0,,,
239.2919,,,,-82.0
239.8727,-96.0,,,
240.8587,,,,-85.0
241.0565,,-94.0,,
241.0725,,,,-83.0
241.2685,,-91.0,,
241.3305,,,,-86.0
242.678,,-96.0,,
242.9028,,-94.0,,
243.1555,,-92.0,,
244.7586,,,,-95.0
244.9539,,-93.0,,
244.975,,,,-98.0
245.0283,-97.0,,,
245.2091,-100.0,,,
245.2575,,,-97.0,
246.2225,-97.0,,,
246.8037,,,,-99.0
246.8387,,-97.0,,
247.0079,,-94.0,,
247.0896,,,-100.0,
247.2416,,-92.0,,
247.3416,,,-99.0,
247.8347,,-99.0,,
248.7167,,,-98.0,
248.8608,,-94.0,,
248.8916,-90.0,,,
249.0727,,-96.0,,
249.1065,-90.0,,,
249.168,,,-93.0,
249.2853,,-98.0,,
249.3321,-98.0,,,
249.3616,,,-98.0,
250.7181,,-99.0,,
250.7369,-96.0,,,
250.9416,-92.0,,,
251.1796,,,-97.0,
251.3625,,-90.0,,
252.7784,,-92.0,,
252.8118,-88.0,,,
252.992,,-96.0,,
253.0083,-88.0,,,
253.0116,,,-98.0,
253.1821,,-97.0,,
253.2066,-94.0,,,
253.3395,,,,-99.0
