AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:03:11
23.8778,,,-72.0,-79.0,,-80.0,,,-56.0,-54.0,-74.0,,,,-83.0,-76.0,-85.0,,,-85.0,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,,,,2462.0,2437.0,5500.0,,,5500.0,,,
25.9202,,,-71.0,-81.0,,-82.0,,-85.0,-58.0,-52.0,-83.0,,,-82.0,-83.0,,,-86.0,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,,,5500.0,,,,,
28.0811,,,-75.0,-81.0,,,,,-55.0,-52.0,-69.0,,,,-82.0,-78.0,,,-82.0,-82.0,,-82.0,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,,5500.0,5500.0,,5500.0,
29.8981,,,-74.0,-75.0,,-82.0,,-84.0,-59.0,-45.0,-76.0,,,,-83.0,,,-84.0,,,,-85.0,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,,,5500.0,,,,5500.0,
32.0532,,,-77.0,,,-82.0,,-81.0,-58.0,-53.0,-66.0,,,,,-78.0,,-83.0,,-83.0,,-81.0,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,5500.0,,5500.0,,5500.0,
33.9234,-82.0,,-68.0,,,-77.0,,-81.0,-55.0,-56.0,-72.0,,,-78.0,,-77.0,,-85.0,,,,,,2437.0,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,5500.0,,,,,
36.0256,,,-66.0,-81.0,,-79.0,,-82.0,-63.0,-51.0,-72.0,,,-81.0,,,,-83.0,,,,-82.0,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,5500.0,,,,5500.0,
38.0949,,,,-81.0,,-79.0,,-82.0,-51.0,-52.0,-75.0,,,,-80.0,-75.0,-83.0,,-83.0,,,,,,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,2437.0,5500.0,,5500.0,,,,
41.917,-86.0,,-69.0,,,-78.0,,-77.0,-53.0,-52.0,-74.0,,,-84.0,,-80.0,,,,,,,-85.0,2437.0,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,2462.0
44.0547,,,-68.0,,,-81.0,,-77.0,-54.0,-58.0,-73.0,,,,,-81.0,,-82.0,,-81.0,,-81.0,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,5500.0,,5500.0,,5500.0,
45.8938,,,-71.0,,,-80.0,-84.0,-74.0,-58.0,-54.0,-75.0,-85.0,,-79.0,,-79.0,,,,,,,,,,2417.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,,2437.0,,,,,,,
48.0736,,,-70.0,,,-80.0,,-78.0,-59.0,-53.0,-78.0,,,,,-80.0,,-81.0,-81.0,-81.0,,,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,5500.0,5500.0,5500.0,,,
50.1086,,,-76.0,-84.0,,-81.0,-85.0,-80.0,-59.0,-55.0,-75.0,,,,,-75.0,,-85.0,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,5500.0,,,,,
52.131,,,-76.0,,,-82.0,,-80.0,-63.0,-50.0,-75.0,,,,,,-82.0,-82.0,,-82.0,-82.0,,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,,5500.0,5500.0,,5500.0,5500.0,,
55.9337,,,-73.0,-82.0,,,-84.0,-77.0,-57.0,-53.0,-75.0,,-86.0,,-81.0,-76.0,,,,,,,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,,,,,,,
57.8781,-82.0,,,-84.0,,-85.0,,-81.0,-56.0,-54.0,-70.0,,,-85.0,-83.0,-76.0,,,,,,,,2437.0,,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,
59.922,,,-68.0,-78.0,,,,,-55.0,-53.0,-70.0,,,-82.0,-83.0,,,-84.0,-84.0,-84.0,,,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,,2462.0,2462.0,,,5500.0,5500.0,5500.0,,,
62.0539,,,-70.0,,,,,-77.0,-57.0,-57.0,-68.0,,,,-80.0,,-81.0,-82.0,-81.0,,,-81.0,,,,2417.0,,,,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,,5500.0,5500.0,5500.0,,,5500.0,
63.9084,,,-70.0,-83.0,,-82.0,,,-60.0,-53.0,-71.0,,,-83.0,-81.0,,,-84.0,,,,-84.0,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,2462.0,,,5500.0,,,,5500.0,
66.0957,-76.0,,-65.0,,,-78.0,,-75.0,-60.0,-57.0,-69.0,,,-79.0,-80.0,-80.0,,,,,,,,2437.0,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,
68.1315,,,-71.0,-74.0,,-80.0,-72.0,-81.0,-58.0,-58.0,-64.0,,,,-84.0,-73.0,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,,,,,,
72.0194,,,-69.0,-82.0,,-77.0,,-77.0,-57.0,-65.0,-66.0,-82.0,-83.0,-79.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
73.942,,,-69.0,-70.0,,-73.0,,-81.0,-67.0,-64.0,-65.0,-78.0,-77.0,-78.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
75.9139,,,-60.0,-76.0,,-76.0,,-64.0,-72.0,-68.0,-64.0,-73.0,-73.0,-75.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
77.8997,,,-59.0,-72.0,,-71.0,,-68.0,-71.0,-74.0,-65.0,,-78.0,-73.0,,-78.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
79.8925,-72.0,,-66.0,-73.0,,-69.0,,-67.0,-75.0,,-59.0,,-75.0,-70.0,,-68.0,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
81.9282,,,-65.0,-66.0,,-67.0,,-62.0,,-67.0,-49.0,-70.0,-70.0,-69.0,,-68.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
83.8865,,,,-64.0,,-73.0,-71.0,-72.0,,-74.0,-57.0,-74.0,-74.0,-74.0,,-65.0,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
85.9002,,,-66.0,,,-62.0,,-64.0,-72.0,-63.0,-48.0,-72.0,-72.0,-67.0,,-71.0,,,,,,,,,,2417.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
87.8959,-69.0,,-66.0,-61.0,,-71.0,,-70.0,-68.0,,-54.0,-70.0,-70.0,,,-70.0,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,,,2437.0,,,,,,,
89.9056,,,-69.0,-64.0,,-66.0,-66.0,-60.0,-68.0,,-50.0,,-69.0,-67.0,,-66.0,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
91.9147,-65.0,,-71.0,-63.0,,,-71.0,-66.0,-71.0,,-56.0,-69.0,-69.0,,,-66.0,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,,,2437.0,,,,,,,
93.8815,-73.0,,,-64.0,,-66.0,-69.0,-65.0,,,-52.0,-73.0,-73.0,-71.0,,-74.0,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
95.8972,-72.0,,-67.0,-66.0,,-71.0,-67.0,-64.0,-71.0,,-56.0,,,-72.0,,-75.0,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,
97.8958,,,-68.0,-69.0,,-76.0,-77.0,-71.0,,-70.0,-63.0,-75.0,-74.0,-76.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
99.9057,-70.0,,-81.0,-77.0,,,-76.0,-74.0,-79.0,,-60.0,-78.0,-78.0,-81.0,,,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
101.8887,-71.0,-89.0,,-85.0,-89.0,-86.0,-87.0,-77.0,,,-72.0,-91.0,,-86.0,,,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,5200.0,,2462.0,,,,,,,,,
103.9162,-82.0,-84.0,,-84.0,-85.0,-87.0,-91.0,-88.0,-86.0,,-68.0,,,-89.0,,,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,,,,,,,,
105.8939,-77.0,,,-84.0,-78.0,-86.0,-87.0,-91.0,-86.0,,-70.0,,,-87.0,,-92.0,,,,,,,,2437.0,,,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,
107.9277,-65.0,-76.0,,,-79.0,-80.0,,,-92.0,,-76.0,-93.0,-93.0,-83.0,,-83.0,,,,,,,,2437.0,5200.0,,,2457.0,2462.0,,,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
109.9069,-58.0,,,-83.0,-80.0,-89.0,-81.0,-78.0,,,-79.0,,-87.0,-83.0,,-84.0,,,,,,,,2437.0,,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
111.9174,-63.0,-67.0,-89.0,-78.0,-80.0,,-89.0,-84.0,-89.0,,-83.0,,,,,-85.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,,2412.0,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,
113.8725,-61.0,,,-80.0,-82.0,-84.0,-84.0,-82.0,,,-67.0,,-88.0,-82.0,,-83.0,,,,,,,,2437.0,,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
115.9095,-65.0,-75.0,,-77.0,-82.0,-82.0,,-79.0,,,-79.0,-86.0,-85.0,-85.0,,,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
117.9074,-66.0,-75.0,,-87.0,-80.0,-83.0,-87.0,-83.0,-90.0,,-78.0,,,,,-85.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,
119.9099,-68.0,-76.0,,-84.0,-86.0,,,-80.0,,,-78.0,-86.0,-85.0,-80.0,,-90.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,
121.9094,-69.0,-75.0,-88.0,,-87.0,-81.0,-83.0,-76.0,-89.0,,-75.0,,,-81.0,,,,,,,,,,2437.0,5200.0,2417.0,,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,,,,,,,,
123.9355,-67.0,-72.0,-89.0,-82.0,-83.0,-85.0,-83.0,-77.0,,,-75.0,,,-81.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,,,,,,,,
125.9132,-64.0,-74.0,-88.0,-82.0,-86.0,-81.0,-85.0,-79.0,-87.0,,-73.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,,,,,,,,,,
127.9207,-68.0,-77.0,-89.0,-81.0,-86.0,-81.0,-84.0,-79.0,,,-75.0,,,-80.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,,,,,,,,
129.892,-64.0,-72.0,,-84.0,-86.0,-81.0,-83.0,-76.0,-89.0,,-73.0,,,,,-89.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,
131.9157,-66.0,-74.0,,-85.0,-82.0,-84.0,-80.0,-77.0,,,-74.0,,,-84.0,,-89.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,
133.9214,-70.0,-70.0,,-87.0,-79.0,,-85.0,-77.0,-85.0,,-74.0,,,-78.0,,-86.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,
135.9121,-66.0,,,-85.0,-82.0,-87.0,-83.0,-77.0,-89.0,,-73.0,,,-80.0,,-88.0,,,,,,,,2437.0,,,2452.0,2457.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,
137.9032,-64.0,-77.0,-87.0,-83.0,-77.0,-79.0,-82.0,-80.0,,,-74.0,,,-86.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,,,,,,,,
139.9018,-60.0,,-89.0,-87.0,-78.0,-86.0,-83.0,-81.0,,,-74.0,,,-86.0,,-87.0,,,,,,,,2437.0,,2417.0,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,
141.8944,-67.0,-76.0,,-86.0,-80.0,-80.0,-84.0,-81.0,,,-74.0,,,-86.0,,-86.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,
143.9083,-59.0,,-88.0,,-80.0,-84.0,-83.0,-79.0,,,-73.0,,-90.0,-81.0,,-86.0,,,,,,,,2437.0,,2417.0,,2457.0,2462.0,2412.0,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
145.892,-65.0,-70.0,,-74.0,-79.0,-78.0,-84.0,-78.0,,,-76.0,-86.0,,-75.0,,,,,,,,,,2437.0,5200.0,,2452.0,2457.0,2462.0,2412.0,2427.0,,,2437.0,5200.0,,2462.0,,,,,,,,,
147.9086,-67.0,-74.0,-91.0,,-80.0,,-86.0,-78.0,,,-71.0,-89.0,-88.0,-84.0,,,,,,,,,,2437.0,5200.0,2417.0,,2457.0,,2412.0,2427.0,,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
149.9002,-71.0,-82.0,,-83.0,-78.0,,-89.0,-80.0,,,,-89.0,-89.0,-87.0,,-91.0,,,,,,,,2437.0,5200.0,,2452.0,2457.0,,2412.0,2427.0,,,,5200.0,5200.0,2462.0,,2437.0,,,,,,,
151.9076,-74.0,,,-82.0,,-77.0,-84.0,-84.0,-76.0,,-71.0,-86.0,-85.0,-86.0,,,,,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
153.9333,-76.0,-84.0,,-83.0,,,-81.0,-77.0,-80.0,,-64.0,-88.0,,-80.0,,-84.0,,,,,,,,2437.0,5200.0,,2452.0,,,2412.0,2427.0,2437.0,,2437.0,5200.0,,2462.0,,2437.0,,,,,,,
155.8743,,,-83.0,-74.0,,-77.0,-84.0,-80.0,-77.0,-83.0,-61.0,-84.0,-83.0,,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,,,,,,,,
158.0489,-70.0,,-78.0,-71.0,,-75.0,,-71.0,-76.0,,-51.0,-83.0,,-77.0,,-78.0,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5200.0,,2462.0,,2437.0,,,,,,,
160.0554,,,-77.0,,,-79.0,-74.0,-68.0,-76.0,-73.0,-49.0,-72.0,-72.0,-80.0,,,,,,,,,,,,2417.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
161.897,-68.0,,-65.0,-62.0,,-69.0,,-65.0,-70.0,,-48.0,-74.0,-74.0,-70.0,,,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
164.0644,-71.0,,-70.0,-67.0,,,-68.0,-60.0,-61.0,-73.0,-54.0,,,-71.0,,-68.0,,,,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,
165.9539,,,-67.0,-67.0,,-65.0,,-60.0,-68.0,-71.0,-54.0,-71.0,-71.0,,,-72.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,2437.0,,,,,,,
167.8992,,,-59.0,-67.0,,-63.0,-57.0,-63.0,-70.0,,-53.0,-70.0,-70.0,-63.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
169.9045,,,-62.0,-64.0,,-71.0,-69.0,-64.0,-63.0,,-54.0,-71.0,-70.0,-67.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
171.9036,,,-59.0,-68.0,,-69.0,-72.0,-64.0,-71.0,-72.0,-55.0,,,-75.0,,-71.0,,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,
173.8987,,,-57.0,-71.0,,-73.0,,-66.0,-70.0,-65.0,-59.0,,-73.0,-74.0,,-70.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
175.9348,,,-61.0,-65.0,,-70.0,,-69.0,-64.0,-67.0,-58.0,,-79.0,-75.0,,-78.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
177.872,,,-63.0,-75.0,,-72.0,,-72.0,-72.0,-71.0,-65.0,,-79.0,-73.0,,-75.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,,2437.0,,,,,,,
180.0537,,,-63.0,-68.0,,-73.0,,-77.0,-64.0,-75.0,-61.0,-72.0,-72.0,,,-74.0,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,2437.0,,,,,,,
182.0648,,,-62.0,-75.0,,-73.0,,-70.0,-72.0,-66.0,-68.0,-75.0,-75.0,-73.0,,,,,,,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,
183.9166,,,-70.0,-82.0,,,-83.0,-74.0,-57.0,-60.0,-74.0,,,,-79.0,-79.0,,,,,,-83.0,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,,,,,5500.0,
185.8944,,,,-87.0,,-83.0,-85.0,-83.0,-56.0,-67.0,-76.0,,,-84.0,-79.0,,,,,,,-87.0,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,,,,,,,5500.0,
187.9399,,,-73.0,-84.0,,,,-80.0,-61.0,-59.0,-77.0,-85.0,,,-85.0,-79.0,,,,-85.0,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,,,2462.0,2437.0,,,,5500.0,,,
189.9027,,,-74.0,-81.0,,-85.0,,,-54.0,-59.0,-79.0,,,,,-82.0,-84.0,,-84.0,-85.0,,,,,,2417.0,2452.0,,2462.0,,,2437.0,2422.0,2437.0,,,,,2437.0,5500.0,,5500.0,5500.0,,,
