AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:37,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:37
23.8778,-91.0,,-72.0,-79.0,,,-80.0,-91.0,,,-56.0,-54.0,-74.0,-90.0,-88.0,-86.0,-83.0,-76.0,,,,-85.0,-86.0,,-86.0,-85.0,-86.0,-87.0,,-87.0,,,-92.0,,,,-92.0,,,-92.0,,,,-89.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,2462.0,,,,5240.0,,,5180.0,,,,2462.0,
25.9202,-89.0,,-71.0,-81.0,,,-82.0,-89.0,,-85.0,-58.0,-52.0,-83.0,-91.0,,-82.0,-83.0,,,-94.0,-93.0,-86.0,-86.0,,,-86.0,-88.0,-88.0,,,,,,,,,-93.0,,,,,,,-91.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,,,5240.0,5240.0,5500.0,5500.0,,,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,2462.0,
28.0811,-83.0,,-75.0,-81.0,,,-83.0,,,-87.0,-55.0,-52.0,-69.0,,-92.0,,-82.0,-78.0,-92.0,-90.0,-90.0,-82.0,-83.0,,-82.0,-82.0,-83.0,-82.0,,-91.0,,,,,,,-93.0,,,,,,,-87.0,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,,,,,,2462.0,
29.8981,,,-74.0,-75.0,,,-82.0,-87.0,,-84.0,-59.0,-45.0,-76.0,,-89.0,,-83.0,,,,,-87.0,-84.0,,-86.0,-87.0,-85.0,-85.0,,,,,,,,,-91.0,,,-93.0,,,,-89.0,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,5180.0,,,,2462.0,
32.0532,-88.0,,-77.0,,,,-82.0,-86.0,,-81.0,-58.0,-53.0,-66.0,,-87.0,,-87.0,-78.0,,,,-85.0,-83.0,,-85.0,-83.0,-83.0,-81.0,,,,,,,,,-89.0,-92.0,,-95.0,,,,-91.0,,2437.0,,2417.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,5500.0,,5180.0,,,,2462.0,
33.9234,-82.0,-92.0,-68.0,-86.0,,,-77.0,,,-81.0,-55.0,-56.0,-72.0,-87.0,-90.0,-78.0,-86.0,-77.0,-87.0,,,-86.0,-85.0,,-87.0,-86.0,-86.0,-85.0,,,,,,,,,-90.0,,,,,,,-89.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,2462.0,
36.0256,-89.0,,-66.0,-81.0,,,-79.0,-86.0,,-82.0,-63.0,-51.0,-72.0,,-90.0,-81.0,-85.0,-84.0,,-90.0,-89.0,-84.0,-83.0,,-85.0,-83.0,-84.0,-82.0,,-90.0,,,,,,,-90.0,,,,,,-90.0,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,,,,,5500.0,,
38.0949,-87.0,,,-81.0,,,-79.0,,,-82.0,-51.0,-52.0,-75.0,,-91.0,-84.0,-80.0,-75.0,-93.0,-92.0,-91.0,-83.0,-85.0,,-83.0,-84.0,-84.0,-85.0,,,,,,,,,-91.0,-90.0,,,,,-89.0,-91.0,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,5500.0,,,,,5500.0,2462.0,
41.917,-86.0,-93.0,-69.0,-89.0,,,-78.0,-88.0,,-77.0,-53.0,-52.0,-74.0,-91.0,-89.0,-84.0,-89.0,-80.0,,-91.0,-91.0,-87.0,,,-87.0,,,,,,,,,,,,-93.0,,,-92.0,,,,-85.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,,,5500.0,,,,,,,,,,,,5240.0,,,5180.0,,,,2462.0,
44.0547,-86.0,,-68.0,-83.0,,,-81.0,-87.0,,-77.0,-54.0,-58.0,-73.0,-85.0,-85.0,-83.0,-88.0,-81.0,,-92.0,-92.0,-82.0,-82.0,,-82.0,-81.0,-82.0,-81.0,,,,,-86.0,,,,-92.0,,,-92.0,,,-90.0,-88.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,5240.0,,,5180.0,,,5500.0,2462.0,
45.8938,-89.0,,-71.0,-87.0,,,-80.0,-84.0,,-74.0,-58.0,-54.0,-75.0,-85.0,-86.0,-79.0,-86.0,-79.0,,,,-87.0,-87.0,,-87.0,-87.0,-86.0,-86.0,,,,,,,,,-88.0,,,-94.0,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,5180.0,,,,,
48.0736,-87.0,-92.0,-70.0,-87.0,,,-80.0,,,-78.0,-59.0,-53.0,-78.0,-88.0,-88.0,,-88.0,-80.0,,-90.0,-90.0,-81.0,-81.0,,-81.0,-81.0,-81.0,-81.0,,,,,,,,,,,,-93.0,,,-91.0,-90.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5180.0,,,5500.0,2462.0,
50.1086,-88.0,-92.0,-76.0,-84.0,,,-81.0,-85.0,,-80.0,-59.0,-55.0,-75.0,,-88.0,,-89.0,-75.0,,-92.0,-92.0,-85.0,-85.0,,-85.0,-85.0,-85.0,-85.0,,-93.0,,,,,,,-90.0,,,-93.0,,,-91.0,-90.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,,5180.0,,,5500.0,2462.0,
52.131,-87.0,,-76.0,-84.0,,,-82.0,-84.0,,-80.0,-63.0,-50.0,-75.0,-90.0,-90.0,-85.0,-86.0,-84.0,,-92.0,-92.0,-82.0,-82.0,,-83.0,-82.0,-82.0,-83.0,,-93.0,,,,,,,-89.0,-91.0,,-94.0,,,-91.0,-90.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,5500.0,,5180.0,,,5500.0,2462.0,
55.9337,-88.0,,-73.0,-82.0,,,,-84.0,,-77.0,-57.0,-53.0,-75.0,-87.0,-86.0,,-81.0,-76.0,,,,-86.0,-88.0,,-87.0,-87.0,-86.0,-87.0,,-93.0,-91.0,-95.0,,,,,-91.0,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,2462.0,2462.0,,,,,5240.0,,,,,,,,
57.8781,-82.0,-92.0,,-84.0,,,-85.0,-85.0,,-81.0,-56.0,-54.0,-70.0,-85.0,-86.0,-85.0,-83.0,-76.0,,,,-85.0,-85.0,,-86.0,-85.0,-85.0,-85.0,,,,,,,,,-89.0,,,,,,,-86.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,2462.0,
59.922,,,-68.0,-78.0,,,,-87.0,,,-55.0,-53.0,-70.0,-88.0,,-82.0,-83.0,-89.0,-90.0,-93.0,-91.0,-84.0,-84.0,,-84.0,-84.0,-85.0,-86.0,,,,,,,,,-86.0,,,,,,-88.0,-87.0,,,,2417.0,2452.0,,,,2412.0,,,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,5500.0,2462.0,
62.0539,-86.0,,-70.0,-87.0,,,-85.0,-83.0,,-77.0,-57.0,-57.0,-68.0,,-88.0,-85.0,-80.0,-83.0,-90.0,-90.0,-90.0,-81.0,-82.0,,-81.0,-82.0,-82.0,-81.0,,,,,,,,,-89.0,,,,,,-89.0,-88.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,5500.0,2462.0,
63.9084,-85.0,,-70.0,-83.0,,,-82.0,-85.0,,-85.0,-60.0,-53.0,-71.0,-88.0,-87.0,-83.0,-81.0,-90.0,-89.0,-89.0,-89.0,-84.0,-84.0,,-86.0,-86.0,-86.0,-84.0,,,,,-92.0,,,,-88.0,,,-93.0,,,-90.0,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,,,,5240.0,,,5180.0,,,5500.0,,
66.0957,-76.0,-91.0,-65.0,-81.0,,,-78.0,-87.0,,-75.0,-60.0,-57.0,-69.0,-85.0,-89.0,-79.0,-80.0,-80.0,,,-93.0,-80.0,-82.0,,-81.0,-80.0,-81.0,-82.0,,,-93.0,,,,,,-91.0,-92.0,,-94.0,,-90.0,-91.0,-90.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,2462.0,,,,,,5240.0,5500.0,,5180.0,,2442.0,5500.0,2462.0,
68.1315,-86.0,-86.0,-71.0,-74.0,,,-80.0,-72.0,,-81.0,-58.0,-58.0,-64.0,-90.0,-87.0,,-84.0,-73.0,,-90.0,-92.0,-86.0,-85.0,,-85.0,-86.0,-85.0,-86.0,,,,,,,,,,,,,,,-90.0,-86.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,5500.0,2462.0,
72.0194,-85.0,-92.0,-69.0,-82.0,,,-77.0,-84.0,,-77.0,-57.0,-65.0,-66.0,-82.0,-83.0,-79.0,-84.0,-85.0,,,,,,,,,,,,-92.0,,,,,,,-92.0,,,,,,,-89.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,2437.0,,,,,,,5240.0,,,,,,,2462.0,
73.942,-81.0,-89.0,-69.0,-70.0,,-87.0,-73.0,-86.0,,-81.0,-67.0,-64.0,-65.0,-78.0,-77.0,-78.0,-92.0,-82.0,,,-95.0,,,,,,,,,,,,,-92.0,-92.0,-92.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,,,,,,,,,,,,,2412.0,2412.0,2412.0,,,,,,,,,
75.9139,-79.0,,-60.0,-76.0,,,-76.0,-84.0,,-64.0,-72.0,-68.0,-64.0,-73.0,-73.0,-75.0,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.8997,,-86.0,-59.0,-72.0,,,-71.0,-79.0,,-68.0,-71.0,-74.0,-65.0,-79.0,-78.0,-73.0,-90.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.8925,-72.0,-84.0,-66.0,-73.0,,,-69.0,-78.0,,-67.0,-75.0,-75.0,-59.0,-75.0,-75.0,-70.0,-90.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.9282,-82.0,-86.0,-65.0,-66.0,,,-67.0,-78.0,,-62.0,-74.0,-67.0,-49.0,-70.0,-70.0,-69.0,-84.0,-68.0,,-91.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,
83.8865,-75.0,-85.0,,-64.0,,,-73.0,-71.0,,-72.0,-75.0,-74.0,-57.0,-74.0,-74.0,-74.0,-85.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
