AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04
21.2659,-69.0,
21.4844,-75.0,
21.5735,,-87.0
21.6716,-65.0,
21.8637,-59.0,
22.0745,-63.0,
22.2962,-63.0,
22.4814,-61.0,
22.811,,-89.0
22.8897,-64.0,
23.0253,,-86.0
23.0952,-59.0,
24.5359,-63.0,
24.6699,,-92.0
24.7335,-63.0,
25.2818,,-90.0
25.3589,-63.0,
25.4858,,-88.0
25.557,-59.0,
25.6854,,-86.0
25.7635,-58.0,
25.971,-56.0,
26.0909,,-93.0
26.1705,-63.0,
26.2983,,-93.0
26.3748,-68.0,
26.6117,-62.0,
26.7973,-70.0,
26.9115,,-92.0
27.0182,-85.0,
27.2124,-69.0,
28.4357,-71.0,
28.569,,-87.0
28.7671,,-93.0
28.8505,-59.0,
29.2575,-70.0,
29.3786,,-90.0
29.4565,-69.0,
29.5741,,-91.0
29.6575,-60.0,
29.8771,-63.0,
29.988,,-95.0
30.1944,,-84.0
30.6971,-62.0,
30.9334,-63.0,
31.0882,-61.0,
31.2147,,-91.0
31.2998,-63.0,
31.4157,,-85.0
31.7116,-63.0,
32.322,-69.0,
32.4367,,-84.0
32.5287,-68.0,
32.7517,-65.0,
32.8553,,-92.0
32.9523,-66.0,
33.0549,,-92.0
33.1471,-72.0,
33.3065,,-90.0
33.5657,-67.0,
33.6952,,-88.0
33.9886,-68.0,
34.1794,-69.0,
34.3915,-68.0,
35.0029,-64.0,
35.1192,,-87.0
35.6489,-67.0,
36.8679,-68.0,
36.9503,,-86.0
37.0522,-68.0,
37.2829,-66.0,
37.474,-66.0,
37.8769,-65.0,
38.0044,,-86.0
38.1152,-72.0,
38.1767,,-85.0
38.2776,-66.0,
38.3915,,-93.0
38.4881,-66.0,
38.5865,,-93.0
38.69,-65.0,
39.1053,-69.0,
39.2106,,-91.0
39.3022,-67.0,
39.5081,-64.0,
40.3298,-68.0,
40.4392,,-88.0
40.7324,-63.0,
40.941,-64.0,
41.0481,,-87.0
41.1447,-62.0,
41.4063,-65.0,
41.4541,,-88.0
41.5578,-64.0,
41.7616,-63.0,
41.996,-63.0,
42.1848,-62.0,
42.267,,-87.0
42.3812,-62.0,
42.4699,,-90.0
42.5839,-64.0,
42.6829,,-89.0
42.8034,-63.0,
43.0131,-63.0,
43.0942,,-93.0
43.2105,-62.0,
43.3208,,-88.0
43.4098,-61.0,
44.3311,,-86.0
44.6325,-65.0,
44.9369,,-90.0
45.0718,-64.0,
45.2379,-64.0,
45.4444,-64.0,
45.5293,,-90.0
45.6608,-64.0,
45.7413,,-89.0
45.866,-63.0,
45.9396,,-93.0
46.0982,-63.0,
46.2668,-64.0,
46.3663,,-96.0
46.4717,-64.0,
46.8944,-63.0,
47.0823,-62.0,
47.1723,,-93.0
47.4106,,-93.0
47.6879,-59.0,
47.8912,-60.0,
47.9979,,-85.0
48.2184,,-84.0
48.5008,-62.0,
48.6017,,-96.0
48.7177,-63.0,
49.235,,-86.0
49.3251,-61.0,
49.4206,,-86.0
49.6564,,-93.0
49.7583,-64.0,
49.828,,-94.0
50.1288,-63.0,
50.2512,,-97.0
50.4558,,-86.0
50.5488,-61.0,
50.7611,-63.0,
50.8588,,-91.0
50.9716,-61.0,
51.1474,-64.0,
52.3992,-60.0,
52.5014,,-86.0
52.9827,-62.0,
53.2116,-61.0,
53.3941,-63.0,
53.7064,,-85.0
53.8208,-61.0,
53.9327,,-89.0
54.1293,,-88.0
54.2325,-64.0,
54.3476,,-86.0
54.5347,,-100.0
54.8565,-61.0,
54.9779,,-86.0
55.079,-61.0,
55.2677,-64.0,
55.3522,,-86.0
55.7966,,-85.0
56.7016,-61.0,
56.7993,,-85.0
56.9003,-61.0,
57.0053,,-86.0
57.1226,-65.0,
57.3018,-64.0,
57.4989,-64.0,
57.7193,-62.0,
57.8205,,-85.0
57.9069,-65.0,
58.029,,-89.0
58.1228,-71.0,
58.3203,-58.0,
58.4253,,-83.0
58.6267,,-92.0
58.7331,-68.0,
58.9596,-73.0,
59.0492,,-93.0
59.1395,-70.0,
59.3553,-60.0,
59.5395,-59.0,
60.5591,-68.0,
60.7965,-68.0,
60.9714,-67.0,
61.1289,,-89.0
61.1703,-63.0,
61.3741,-61.0,
61.5916,-66.0,
61.7234,,-86.0
61.81,-77.0,
61.9798,-63.0,
62.4035,-65.0,
62.6169,-60.0,
62.7563,,-91.0
62.7966,-62.0,
62.9828,,-89.0
63.0059,-69.0,
63.2122,-65.0,
63.5663,,-91.0
65.0018,,-92.0
65.0447,-72.0,
65.2423,-71.0,
65.4032,,-89.0
65.8611,-75.0,
66.0988,-70.0,
66.3118,-77.0,
66.4282,,-95.0
66.4748,-70.0,
66.6862,-65.0,
66.8353,,-89.0
66.8966,-78.0,
67.0476,,-95.0
67.0812,-72.0,
67.3182,-81.0,
68.5004,,-89.0
68.5211,-73.0,
68.7137,,-96.0
68.9242,-77.0,
69.1226,-84.0,
69.3659,-76.0,
69.5549,-70.0,
69.7408,-70.0,
69.9623,-74.0,
70.3576,-79.0,
70.736,,-93.0
70.7724,-81.0,
70.9873,-78.0,
71.3905,-77.0,
71.5765,-73.0,
72.2069,-71.0,
72.6064,-85.0,
72.8468,-92.0,
73.0259,-83.0,
73.6348,-84.0,
74.0747,-83.0,
74.4581,-87.0,
74.6711,-91.0,
74.8854,-95.0,
75.0724,-89.0,
76.7558,-90.0,
77.1349,-88.0,
77.544,-90.0,
77.7513,-88.0,
77.9463,-93.0,
78.158,-92.0,
78.3589,-88.0,
78.5565,-91.0,
79.1826,-92.0,
79.3991,-95.0,
81.8424,-92.0,
82.2572,-95.0,
82.6831,-96.0,
85.9356,-97.0,
87.3807,-91.0,
87.5807,-92.0,
90.8808,-96.0,
91.2859,-90.0,
91.4725,-92.0,
93.1617,-95.0,
93.7212,,-94.0
93.7493,-93.0,
94.3735,-93.0,
94.5785,-94.0,
94.7455,,-93.0
94.9835,-91.0,
95.1662,-90.0,
96.8191,-86.0,
97.6385,-89.0,
97.8561,-91.0,
98.6602,-89.0,
98.8743,-91.0,
100.9466,-94.0,
101.5613,-91.0,
101.9627,-93.0,
102.3695,-88.0,
102.5672,-86.0,
102.9769,-93.0,
103.1752,-92.0,
103.3859,-86.0,
105.2288,-92.0,
106.2602,-87.0,
107.6958,-83.0,
109.1412,-95.0,
109.9629,-94.0,
110.5816,-91.0,
110.8062,-93.0,
111.1795,-95.0,
112.6245,-90.0,
112.801,-92.0,
113.0181,-94.0,
113.2109,-94.0,
113.8432,-90.0,
114.8422,-89.0,
115.0411,-91.0,
115.918,-91.0,
116.5051,-88.0,
117.126,-95.0,
117.5175,-94.0,
117.7364,-94.0,
117.9325,-89.0,
118.9747,-88.0,
119.1496,-87.0,
120.7893,-89.0,
121.4031,-93.0,
121.6482,-88.0,
122.4062,-92.0,
124.8629,-89.0,
125.8729,-88.0,
126.2848,-93.0,
126.493,-91.0,
126.6955,-88.0,
129.1948,-88.0,
129.7862,-90.0,
130.4364,-92.0,
131.0365,-88.0,
133.0912,-77.0,
133.2839,-83.0,
133.4863,-87.0,
134.1148,-83.0,
134.3293,-95.0,
134.723,-88.0,
134.956,-88.0,
135.1352,-80.0,
135.3383,-88.0,
137.1533,-86.0,
137.3958,,-93.0
137.5981,-88.0,
137.6131,,-91.0
137.7682,-79.0,
137.9794,-78.0,
138.3973,-76.0,
138.596,-87.0,
138.8117,-79.0,
139.4368,-64.0,
140.434,-77.0,
140.6592,-68.0,
141.037,-65.0,
141.0717,,-92.0
141.2606,-64.0,
141.2749,,-90.0
141.4811,-71.0,
141.5083,,-94.0
141.6615,-75.0,
141.8623,-74.0,
141.8958,,-94.0
142.0777,-71.0,
142.112,,-89.0
142.2974,-76.0,
142.4757,-63.0,
142.6898,-66.0,
143.2985,-71.0,
143.3776,,-90.0
144.5358,-66.0,
144.7357,-70.0,
144.7666,,-91.0
145.3773,-65.0,
145.3974,,-93.0
145.5373,-71.0,
145.5839,,-88.0
145.7448,-68.0,
146.1697,-70.0,
146.3863,-74.0,
146.3988,,-93.0
146.5682,-68.0,
146.7831,-71.0,
146.9899,-72.0,
147.0126,,-92.0
147.1981,-68.0,
147.2087,,-93.0
148.4315,-64.0,
149.0588,-68.0,
149.1062,,-89.0
149.2704,-63.0,
149.4935,-65.0,
149.5185,,-92.0
149.6632,-73.0,
149.6961,,-90.0
149.8681,-76.0,
149.8951,,-89.0
150.139,,-92.0
150.2863,-78.0,
150.3148,,-92.0
150.4806,-63.0,
150.8881,-73.0,
151.1071,-74.0,
151.1316,,-90.0
