AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11
23.7683,-91.0,-93.0,-73.0,-81.0,,,-80.0,-91.0,,-75.0,-54.0,-51.0,-71.0,-89.0,-89.0,-82.0,-85.0,-82.0,-92.0,,,-84.0,-85.0,,-85.0,-86.0,-85.0,-84.0,-93.0,,,,,,,,-94.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2412.0,,,,,,,,5240.0,,,,,,,,
25.8069,-89.0,-94.0,-70.0,-81.0,,,,-90.0,,-87.0,-52.0,-55.0,-75.0,-88.0,,-80.0,-87.0,-80.0,,-92.0,-92.0,-84.0,-85.0,,-84.0,-87.0,-83.0,-86.0,,-90.0,,,-91.0,,,,-91.0,,,,,,,,-85.0,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,2412.0,,,,5240.0,,,,,,,,2462.0
27.7728,-89.0,-93.0,-77.0,-85.0,,,-83.0,,,-84.0,-50.0,-54.0,-71.0,-84.0,-83.0,,-84.0,-73.0,,,,-88.0,-87.0,,-89.0,-87.0,-88.0,-87.0,,-92.0,,-94.0,,,,,-91.0,,,,,,,,-86.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,2462.0,,,,,5240.0,,,,,,,,2462.0
29.81,,,-73.0,-81.0,,,,,,,-54.0,-46.0,-73.0,-86.0,,-81.0,-81.0,-80.0,,,-93.0,,,,,,,,,,,,,,,,-92.0,,,,,,-92.0,,,,,2417.0,2452.0,,,,,,,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,,5240.0,,,,,,,,,,,,,,,,5240.0,,,,,,2442.0,,
31.8093,,,-71.0,-85.0,,,-76.0,-87.0,,,-58.0,-59.0,-75.0,,-86.0,-80.0,-86.0,-77.0,,,,,-85.0,,,-86.0,,-86.0,,-94.0,,,,,,,-92.0,,,,,,,,-89.0,,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,,,,5500.0,,,5500.0,,5500.0,,2437.0,,,,,,,5240.0,,,,,,,,2462.0
33.8091,-86.0,-93.0,-73.0,,,,,-84.0,,-81.0,-53.0,-57.0,-80.0,-88.0,,,-83.0,-71.0,,-92.0,-90.0,-86.0,-85.0,,-85.0,-86.0,-85.0,-84.0,,,,,,,,,-90.0,,,,,,,,-90.0,2437.0,5200.0,2417.0,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,,,,,,,2462.0
35.7746,-90.0,,,-87.0,,,-79.0,-84.0,,-73.0,-54.0,-51.0,-79.0,,-86.0,-86.0,-86.0,-84.0,,-93.0,-90.0,,,,-87.0,,,,,-94.0,,,,,,,-93.0,,-91.0,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,,,,5500.0,,,,,2437.0,,,,,,,5240.0,,5180.0,,,,,,
37.8164,-87.0,-91.0,-70.0,-87.0,,,-82.0,-84.0,,-81.0,-51.0,-50.0,-75.0,-89.0,-90.0,-78.0,-86.0,-84.0,,-93.0,-94.0,-89.0,-90.0,,-87.0,,-90.0,-90.0,,-94.0,,,,,,,-89.0,,-93.0,,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,,5500.0,5500.0,,2437.0,,,,,,,5240.0,,5180.0,,,,,,2462.0
39.9395,-87.0,,-73.0,-83.0,,,-80.0,-84.0,,-74.0,-51.0,-51.0,-76.0,-89.0,-89.0,,-88.0,-81.0,,-94.0,-94.0,-81.0,-82.0,,-82.0,-82.0,-81.0,-85.0,,-90.0,,,,,,,-93.0,,-92.0,,,,,-89.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,5180.0,,,,,5500.0,
41.7834,-87.0,,-67.0,-80.0,,,-81.0,-85.0,,-81.0,-51.0,-50.0,-78.0,-87.0,-87.0,-81.0,-84.0,-79.0,-94.0,-91.0,-92.0,-85.0,-85.0,,-85.0,-85.0,-84.0,-83.0,,,,,,,,,-89.0,,-91.0,,,,,-90.0,-92.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,5180.0,,,,,5500.0,2462.0
43.9462,-83.0,,,-81.0,,,-79.0,-85.0,,-82.0,-52.0,-50.0,-81.0,-88.0,-88.0,-79.0,-82.0,-67.0,,-91.0,-92.0,-84.0,-85.0,,-85.0,-84.0,-85.0,-85.0,,-90.0,,,,,,,-89.0,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,,,,,,,
45.9825,-88.0,,-72.0,-84.0,,,-82.0,-84.0,,,-54.0,-52.0,-79.0,-89.0,-88.0,-82.0,-87.0,-79.0,,-92.0,-92.0,-84.0,-84.0,,-84.0,-84.0,-84.0,-84.0,,,,,,,,,-94.0,,-92.0,,,,,-90.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,5180.0,,,,,5500.0,
49.8604,-86.0,,-71.0,-84.0,,,,-86.0,,-81.0,-51.0,-51.0,-81.0,-92.0,-91.0,-82.0,-84.0,-76.0,,-91.0,-89.0,-86.0,-87.0,,-86.0,-86.0,-86.0,-86.0,,-90.0,,,,-92.0,,,,,-91.0,,,,,-90.0,-93.0,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,2462.0,,,,,5180.0,,,,,5500.0,2462.0
51.9501,-87.0,,-71.0,-83.0,,,-82.0,-85.0,,,-51.0,-51.0,-81.0,-91.0,-91.0,-81.0,-86.0,-74.0,,-92.0,-91.0,-82.0,-82.0,,-82.0,-82.0,-82.0,-82.0,,,,,,-91.0,,,,,-91.0,,,,,-89.0,-94.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,2462.0,,,,,5180.0,,,,,5500.0,2462.0
54.0037,-86.0,-92.0,-71.0,-84.0,,,-81.0,-84.0,,-79.0,-52.0,-52.0,-79.0,,-91.0,,-84.0,-77.0,,-91.0,-92.0,-84.0,-83.0,,-83.0,-83.0,-84.0,-85.0,,-92.0,,,,,,,-92.0,,-92.0,,,,,-88.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,5180.0,,,,,5500.0,
57.8837,-88.0,,-73.0,-86.0,,,,-84.0,,-76.0,-52.0,-51.0,-78.0,-92.0,,-80.0,-86.0,-78.0,,-92.0,-93.0,-89.0,,,,-88.0,,-89.0,,-88.0,,,,,,,-92.0,,,-96.0,-95.0,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,,,,5500.0,,5500.0,,2437.0,,,,,,,5240.0,,,2462.0,2462.0,,,,
59.8115,-89.0,,-73.0,-81.0,,,-83.0,-84.0,,-75.0,-51.0,-52.0,-81.0,-90.0,-90.0,-83.0,-83.0,-80.0,,-91.0,-93.0,-85.0,-84.0,,-84.0,-85.0,-84.0,-84.0,,,,,,,,,-92.0,,-91.0,,,,,-90.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5240.0,,5180.0,,,,,5500.0,
61.9574,-85.0,-92.0,-72.0,-81.0,,,-79.0,-84.0,,-80.0,-52.0,-51.0,-80.0,,-92.0,-81.0,-85.0,-79.0,,-90.0,-92.0,-85.0,-86.0,,-85.0,-86.0,-85.0,-87.0,,-89.0,,,,,,,-93.0,,-92.0,,,,,-91.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,5180.0,,,,,5500.0,
63.801,-87.0,,-66.0,-79.0,,,,-89.0,,-79.0,-54.0,-55.0,-75.0,-85.0,-87.0,-82.0,-86.0,-80.0,,,,-90.0,-89.0,,-88.0,-90.0,-88.0,-88.0,,-90.0,,,,,,,-89.0,,-93.0,,,,,,-89.0,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,,,,,,,5240.0,,5180.0,,,,,,2462.0
65.7792,-87.0,-89.0,-68.0,-80.0,,,-85.0,-84.0,,-81.0,-58.0,-62.0,-70.0,,-86.0,-88.0,-79.0,-81.0,,-90.0,-90.0,-86.0,-88.0,,-87.0,-87.0,,,,-92.0,,,,,-93.0,,-92.0,,,,,,,,-89.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,,,,2437.0,,,,,2412.0,,5240.0,,,,,,,,2462.0
67.8014,-89.0,,-70.0,-80.0,,,-80.0,-85.0,,-74.0,-58.0,-57.0,-69.0,-88.0,-86.0,-81.0,-76.0,-79.0,,,,,,,,,-90.0,,,,,,,,,,-91.0,,,,,,,,-88.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,5500.0,,,,,,,,,,5240.0,,,,,,,,2462.0
69.7781,-89.0,-91.0,-69.0,-77.0,,,,-84.0,,-79.0,-59.0,-70.0,-68.0,-84.0,-86.0,-83.0,-89.0,,,,,-88.0,,,-87.0,-88.0,,,,,,,,,,,-92.0,,-92.0,,,,,,-90.0,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,5500.0,,,5500.0,5500.0,,,,,,,,,,,5240.0,,5180.0,,,,,,2462.0
71.8028,-87.0,,,-72.0,,,-77.0,-87.0,,-84.0,-59.0,-62.0,-62.0,-81.0,-78.0,-77.0,-91.0,-79.0,-92.0,-90.0,-90.0,,,,,,,-89.0,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,
73.8126,-83.0,-88.0,-68.0,-76.0,,,-75.0,,,-67.0,-72.0,-65.0,-63.0,-77.0,-80.0,-78.0,-93.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.8431,-78.0,,-67.0,-72.0,,,-72.0,-82.0,,-77.0,-72.0,-74.0,-60.0,-75.0,-75.0,-74.0,-89.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7941,-78.0,-88.0,-65.0,-72.0,,,-65.0,-82.0,,-61.0,-77.0,-74.0,-60.0,-72.0,-72.0,-68.0,-88.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.8117,,,-66.0,-75.0,,-92.0,-69.0,-72.0,,-72.0,-68.0,-67.0,-53.0,-70.0,-70.0,-65.0,-89.0,-66.0,-92.0,-92.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,
81.8027,-71.0,-87.0,-65.0,-60.0,,,-70.0,,,-65.0,-72.0,-66.0,-55.0,-72.0,-73.0,-74.0,-88.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.7865,-71.0,-82.0,-65.0,-69.0,,,-68.0,-75.0,,-62.0,-71.0,-72.0,-54.0,-76.0,-76.0,,-83.0,-72.0,,,,-90.0,-90.0,,-90.0,-89.0,-89.0,,,-94.0,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,2437.0,,,,,,,,,,,,,,,
