AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:03:11
23.7683,,,-73.0,-81.0,,,-80.0,,,-75.0,-54.0,-51.0,-71.0,,,-82.0,,-82.0,,,,,,,-84.0,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,5500.0,,,
25.8069,,,-70.0,-81.0,,,,,,,-52.0,-55.0,-75.0,,,-80.0,,-80.0,,-84.0,,-84.0,,-83.0,,,,,,,2417.0,2452.0,,,,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,5500.0,,5500.0,,5500.0,,,,
27.7728,,,-77.0,,,,-83.0,,,-84.0,-50.0,-54.0,-71.0,-84.0,-83.0,,-84.0,-73.0,,,,,,,,,,,,,2417.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,2462.0,2437.0,,,,,,,,,,
29.81,,,-73.0,-81.0,,,,,,,-54.0,-46.0,-73.0,-86.0,,-81.0,-81.0,-80.0,,,,,,,,,-92.0,,,,2417.0,2452.0,,,,,,,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,,,,,,,,5240.0,
31.8093,,,-71.0,-85.0,,,-76.0,,,,-58.0,-59.0,-75.0,,-86.0,-80.0,,-77.0,,,-85.0,,,,,,,,,,2417.0,2452.0,,,2462.0,,,,2437.0,2422.0,2437.0,,5200.0,2462.0,,2437.0,,,5500.0,,,,,,,
33.8091,,,-73.0,,,,,-84.0,,-81.0,-53.0,-57.0,-80.0,,,,-83.0,-71.0,,,-85.0,,,,-84.0,,,,,,2417.0,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,,5500.0,,,,5500.0,,,
35.7746,,,,,,,-79.0,-84.0,,-73.0,-54.0,-51.0,-79.0,,-86.0,-86.0,-86.0,-84.0,,,,,,,,,,,,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,
37.8164,,,-70.0,,,,-82.0,-84.0,,-81.0,-51.0,-50.0,-75.0,,,-78.0,-86.0,-84.0,,,,,,,,,,,,,2417.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
39.9395,,,-73.0,,,,-80.0,,,-74.0,-51.0,-51.0,-76.0,,,,,-81.0,,-81.0,,,-82.0,-81.0,,,,,,,2417.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,5500.0,,,5500.0,5500.0,,,,
41.7834,,,-67.0,-80.0,,,-81.0,,,-81.0,-51.0,-50.0,-78.0,,,-81.0,,-79.0,,,,,,,-83.0,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,5500.0,,,
43.9462,-83.0,,,-81.0,,,-79.0,,,-82.0,-52.0,-50.0,-81.0,,,-79.0,-82.0,-67.0,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
45.9825,,,-72.0,-84.0,,,-82.0,-84.0,,,-54.0,-52.0,-79.0,,,-82.0,,-79.0,,,,,,,-84.0,,,,,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,5500.0,,,
49.8604,,,-71.0,-84.0,,,,-86.0,,-81.0,-51.0,-51.0,-81.0,,,-82.0,-84.0,-76.0,,,,,,,,,,,,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
51.9501,,,-71.0,,,,-82.0,,,,-51.0,-51.0,-81.0,,,-81.0,,-74.0,,,-82.0,,-82.0,,-82.0,,,,,,2417.0,,,,2462.0,,,,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,5500.0,,5500.0,,5500.0,,,
54.0037,,,-71.0,,,,-81.0,,,-79.0,-52.0,-52.0,-79.0,,,,,-77.0,,,-83.0,-83.0,-83.0,,,,,,,,2417.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,5500.0,5500.0,5500.0,,,,,
57.8837,,,-73.0,-86.0,,,,-84.0,,-76.0,-52.0,-51.0,-78.0,,,-80.0,-86.0,-78.0,,,,,,,,,,,,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
59.8115,,,-73.0,-81.0,,,-83.0,,,-75.0,-51.0,-52.0,-81.0,,,-83.0,-83.0,-80.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
61.9574,,,-72.0,-81.0,,,-79.0,-84.0,,-80.0,-52.0,-51.0,-80.0,,,-81.0,,-79.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,
63.801,,,-66.0,-79.0,,,,,,-79.0,-54.0,-55.0,-75.0,-85.0,,-82.0,-86.0,-80.0,,,,,,,,,,,,,2417.0,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,,,,,,,,,
65.7792,,,-68.0,-80.0,,,-85.0,-84.0,,-81.0,-58.0,-62.0,-70.0,,,,-79.0,-81.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,,,,,,,,,
67.8014,,,-70.0,-80.0,,,-80.0,,,-74.0,-58.0,-57.0,-69.0,,,-81.0,-76.0,-79.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2462.0,2437.0,,,,,,,,,,
69.7781,,,-69.0,-77.0,,,,-84.0,,-79.0,-59.0,-70.0,-68.0,-84.0,-86.0,-83.0,,,,,,,,,,,,,,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,,,
71.8028,,,,-72.0,,,-77.0,,,-84.0,-59.0,-62.0,-62.0,-81.0,-78.0,-77.0,,-79.0,,,,,,,,,,,,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
73.8126,,,-68.0,-76.0,,,-75.0,,,-67.0,-72.0,-65.0,-63.0,-77.0,,-78.0,,-73.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,,2437.0,,,,,,,,,,
75.8431,,,-67.0,-72.0,,,-72.0,,,,-72.0,-74.0,-60.0,-75.0,-75.0,-74.0,,-72.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
77.7941,,,-65.0,-72.0,,,-65.0,,,-61.0,,-74.0,-60.0,-72.0,-72.0,-68.0,,-71.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
79.8117,,,-66.0,,,,-69.0,,,-72.0,-68.0,-67.0,-53.0,-70.0,-70.0,-65.0,,-66.0,,,,,,,,,,,,,2417.0,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
81.8027,-71.0,,-65.0,-60.0,,,-70.0,,,-65.0,-72.0,-66.0,-55.0,-72.0,-73.0,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,,,,,,,,,,,
83.7865,-71.0,,-65.0,-69.0,,,-68.0,-75.0,,-62.0,-71.0,-72.0,-54.0,,,,,-72.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,,,2437.0,,,,,,,,,,
85.7983,-76.0,,-66.0,-67.0,,,-64.0,,,-60.0,,,-53.0,-70.0,-70.0,-65.0,,-70.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
87.7969,,,-64.0,-66.0,,,-70.0,-65.0,,-64.0,-67.0,,-47.0,,-71.0,-70.0,,-66.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
89.8198,-73.0,,-72.0,-63.0,,,-65.0,,,-68.0,,,-58.0,-68.0,-68.0,-68.0,,-65.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
91.7842,,,-68.0,-69.0,,,-72.0,-69.0,,-64.0,,,-57.0,-76.0,-76.0,-73.0,,-72.0,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
93.8121,,,,-77.0,,,-71.0,-73.0,,-67.0,-73.0,,-58.0,-72.0,-72.0,-74.0,,-76.0,,,,,,,,,,,,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
95.7822,-70.0,,-71.0,-70.0,,,-71.0,-71.0,,-63.0,-75.0,,-60.0,-74.0,-74.0,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,,,,,,,,,,,,,
97.7939,-82.0,,-81.0,-75.0,,,,-79.0,,-77.0,-82.0,,-59.0,-80.0,-80.0,-80.0,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,,,
99.7955,-78.0,-87.0,,-80.0,,-91.0,-86.0,-85.0,,-87.0,-86.0,,-70.0,,,-90.0,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,,,,,,,,,,
101.7923,-67.0,-85.0,-88.0,-87.0,,-78.0,-87.0,-88.0,,-83.0,,,-78.0,,,-86.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,,,,,,,,,,,
103.8111,-76.0,-85.0,,-88.0,,-81.0,-84.0,,,-87.0,-84.0,,-74.0,,,-85.0,,-91.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
105.786,-71.0,,,,,-87.0,-83.0,,,-85.0,-90.0,,-79.0,,-88.0,-83.0,,-87.0,,,,,,,,,,,2437.0,,,,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
107.8074,-60.0,-72.0,,-84.0,,-81.0,,,-95.0,-84.0,,,-76.0,,-87.0,,,-84.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,,2462.0,2427.0,,,2437.0,,5200.0,,,2437.0,,,,,,,,,,
109.7995,-67.0,,,-78.0,,-79.0,-86.0,-85.0,-88.0,-75.0,,,-77.0,,,-86.0,,-85.0,,,,,,,,,,,2437.0,,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
111.7996,-58.0,-72.0,,-84.0,,-62.0,-79.0,,,-87.0,,,-76.0,,-90.0,-81.0,,-83.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,,,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
113.8117,,,,-78.0,,-91.0,-80.0,-84.0,-90.0,-84.0,,,-74.0,-89.0,,-82.0,,-90.0,,,,,,,,,,,,,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,5200.0,,2462.0,,2437.0,,,,,,,,,,
115.7938,-60.0,-75.0,,-80.0,,,-89.0,,,-84.0,,,-81.0,-86.0,-86.0,-91.0,,-89.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
117.8025,-63.0,-75.0,,-76.0,-90.0,-84.0,-85.0,-87.0,,,-84.0,,-79.0,,-88.0,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,2412.0,2457.0,2462.0,2412.0,,,2437.0,,2437.0,,5200.0,,,,,,,,,,,,,
119.7944,-62.0,-71.0,,-82.0,,-78.0,,,,-84.0,,,-76.0,-86.0,-87.0,-77.0,,-88.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
121.7997,-68.0,-74.0,,-81.0,,-82.0,,-90.0,,-85.0,,,-71.0,-91.0,-91.0,,,-89.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,2412.0,,2427.0,,,2437.0,5200.0,5200.0,,,2437.0,,,,,,,,,,
123.7912,-62.0,-76.0,,-83.0,,,,,-92.0,-81.0,-87.0,,-80.0,-87.0,,-80.0,,-91.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,,,,2462.0,2427.0,2437.0,,2437.0,5200.0,,2462.0,,2437.0,,,,,,,,,,
125.8103,-67.0,-70.0,,-82.0,,,-80.0,-90.0,,-83.0,-89.0,,-81.0,,-88.0,,,-87.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5200.0,,,2437.0,,,,,,,,,,
127.8026,-66.0,-75.0,,-83.0,,-92.0,,-90.0,-91.0,-82.0,-88.0,,-78.0,,,,,-85.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,2412.0,2462.0,2427.0,2437.0,,2437.0,,,,,2437.0,,,,,,,,,,
129.7774,-68.0,-76.0,-91.0,-83.0,,-93.0,,,,-79.0,-90.0,,-79.0,,-93.0,,,-85.0,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,,,2427.0,2437.0,,2437.0,,5200.0,,,2437.0,,,,,,,,,,
131.7942,-67.0,-71.0,,-84.0,,-88.0,,-88.0,,-78.0,-89.0,,-77.0,,,-81.0,,-88.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
133.8064,-58.0,-70.0,,-81.0,,-89.0,-80.0,,,-77.0,-87.0,,-77.0,,,-80.0,,-86.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
135.7812,-58.0,,,-89.0,,-89.0,,-90.0,-89.0,-79.0,-88.0,,-77.0,,,-80.0,,-88.0,,,,,,,,,,,2437.0,,,2452.0,,2457.0,,2412.0,2462.0,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
137.8268,-59.0,-74.0,,-81.0,,-87.0,-81.0,,,-77.0,-88.0,,-77.0,,,-81.0,,-88.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
139.8169,-71.0,,,-86.0,,,-79.0,-88.0,,-76.0,-78.0,,-75.0,,-89.0,-81.0,,-87.0,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
141.7805,-69.0,-78.0,,-84.0,,-86.0,-84.0,-85.0,,-77.0,,,-76.0,,,-84.0,,-87.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
143.8051,-60.0,,,-76.0,,-88.0,-83.0,-84.0,,,,,-76.0,-87.0,-85.0,-82.0,,-86.0,,,,,,,,,,,2437.0,,,2452.0,,2457.0,2462.0,2412.0,,,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
145.8336,-64.0,-76.0,,-73.0,,,-82.0,-84.0,,-82.0,,,-76.0,,-87.0,-82.0,,-87.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
147.7946,-72.0,,,-86.0,,-81.0,-83.0,-85.0,,-74.0,-90.0,,-74.0,-89.0,,-87.0,,,,,,,,,,,,,2437.0,,,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,,2462.0,,,,,,,,,,,,
149.8451,-75.0,-76.0,,-85.0,,-85.0,,-85.0,,-83.0,-78.0,,-64.0,,,-77.0,,-85.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,,,,,,,,,,
151.7648,-70.0,-86.0,,-83.0,,,,-83.0,,,-76.0,,-61.0,-86.0,,,,-88.0,,-86.0,,,-87.0,,,,,,2437.0,5200.0,,2452.0,,,,2412.0,,,2437.0,,2437.0,5200.0,,,,2437.0,,5500.0,,,5500.0,,,,,
153.8133,-67.0,,-85.0,-81.0,,,,-86.0,,-77.0,-77.0,,-56.0,-83.0,,-76.0,,-84.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5200.0,,2462.0,,2437.0,,,,,,,,,,
155.7844,-70.0,,-77.0,-81.0,,,-70.0,-78.0,,-75.0,-78.0,,-59.0,-81.0,,,,-80.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,,,,2437.0,,,,,,,,,,
157.7845,-72.0,,-76.0,-66.0,,,,-73.0,,-64.0,-68.0,-75.0,-47.0,,,-66.0,,-74.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,2437.0,,,,,,,,,,
159.9567,-71.0,,,-68.0,,,-65.0,-71.0,,-69.0,-69.0,,-52.0,-72.0,-71.0,,,-71.0,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,,,2437.0,,,,,,,,,,
161.7992,-73.0,,,-65.0,,,-64.0,,,-66.0,-72.0,,-52.0,-69.0,-69.0,-68.0,,-69.0,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,
163.8266,-66.0,,-61.0,-61.0,,,-64.0,-69.0,,-58.0,,,-59.0,,-71.0,-65.0,,-71.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,,5200.0,2462.0,,2437.0,,,,,,,,,,
165.7854,,,-56.0,-61.0,,,,-61.0,,-63.0,-65.0,-69.0,-58.0,-69.0,-69.0,,,-70.0,,,,,,,,,,,,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,2437.0,,,,,,,,,,
167.7981,,,-64.0,-68.0,,,-67.0,-68.0,,-62.0,-68.0,-70.0,-60.0,,-72.0,-64.0,,,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,,,,,,,,,,,,
169.7949,-76.0,,-53.0,-73.0,,,,,,-68.0,-67.0,-64.0,-58.0,-71.0,-71.0,,,-77.0,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,,,2437.0,,,,,,,,,,
171.8367,-75.0,,-57.0,-76.0,,,,,,-67.0,-69.0,-72.0,-61.0,-70.0,-71.0,-73.0,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,,,,,,,,,,,
