AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
12.8036,-86.0,,,,
12.8094,,,,-83.0,
12.8981,,,,,-86.0
13.0184,,,,-79.0,
13.0486,,,-85.0,,
13.1157,,,,,-94.0
13.2222,,,-86.0,,
13.4269,,,,-86.0,
13.4318,-89.0,,,,
13.5142,,,,,-89.0
13.6042,,,,-80.0,
13.658,,,-90.0,,
13.7011,,,,,-93.0
13.8341,,,,-81.0,
13.8449,-86.0,,,,
13.9125,,,,,-93.0
14.0151,-84.0,,,,
14.2143,-87.0,,,,
14.2448,,,,-78.0,
14.4296,-86.0,,,,
14.5474,,,,,-86.0
14.6608,-90.0,,,,
14.7204,,,,,-95.0
14.8539,-89.0,,,,
14.9368,,,,,-88.0
15.0396,,,,-79.0,
15.2352,,,,-83.0,
15.5685,,,,,-90.0
16.0775,-85.0,,,,
16.0878,,,,-79.0,
16.2645,,,,-84.0,
16.2904,,,-87.0,,
16.393,,,,,-86.0
16.7411,,,-89.0,,
16.8033,,,,,-93.0
16.8697,-84.0,,,,
16.8913,,,,-89.0,
16.9108,,,-88.0,,
17.1014,,,,-90.0,
17.1898,,,,,-86.0
17.2906,,,,-79.0,
17.382,,,-83.0,,
17.6191,,,,,-84.0
17.6979,-86.0,,,,
17.9029,-88.0,,,,
17.9306,,,,-83.0,
17.9361,,,-91.0,,
18.0214,,,,,-90.0
18.1167,,,,-84.0,
18.2208,,,,,-88.0
18.3628,-88.0,,,,
18.4335,,,,,-87.0
18.5343,,,,-86.0,
18.5437,-82.0,,,,
18.7187,,,,-87.0,
18.7829,,,-85.0,,
18.8307,,,,,-94.0
19.0022,,,-88.0,,
19.0531,,,,,-86.0
20.6121,,,-87.0,,
20.6814,,,,,-94.0
20.788,-95.0,,,,
20.8098,,,,-87.0,
20.9811,,,,-81.0,
21.0209,,,-82.0,,
21.1032,,,,,-86.0
21.2507,,,-89.0,,
21.4001,,,,-77.0,
21.4305,,,-85.0,,
21.4831,,,,,-86.0
21.6088,-89.0,,,,
21.661,,-96.0,,,
21.7208,,,,,-85.0
21.8111,-89.0,,,,
21.8192,,,,-89.0,
21.8493,,,-83.0,,
22.045,,,-89.0,,
22.3054,,,,,-92.0
22.4147,,,,-96.0,
22.4544,,,-80.0,,
22.6561,,,-83.0,,
22.8742,,,,-82.0,
22.8872,-84.0,,,,
22.8967,,,-90.0,,
23.0367,,,,-89.0,
23.228,,,,-78.0,
23.3198,,,-89.0,,
23.4385,-87.0,,,,
23.4773,,,-86.0,,
24.6629,,,,-83.0,
24.6694,-84.0,,,,
24.8748,,,,-87.0,
24.8819,-86.0,,,,
25.0692,,,,-84.0,
25.2689,,,,-87.0,
25.2878,-91.0,,,,
25.4588,,,,-81.0,
25.4847,-84.0,,,,
25.5384,,,-85.0,,
25.5607,,-97.0,,,
25.8763,,,,-83.0,
25.9099,-90.0,,,,
25.9265,,,-86.0,,
26.1759,,,-87.0,,
26.2489,,,,,-88.0
26.2947,,,,-81.0,
26.4898,,,,-78.0,
26.5042,-89.0,,,,
26.5397,,,-85.0,,
26.7034,,,,-83.0,
26.7082,-83.0,,,,
26.7474,,,-89.0,,
26.8461,,,,,-87.0
26.9281,,,,-83.0,
26.9569,,,-86.0,,
27.1606,,,-85.0,,
27.3826,,,-82.0,,
28.3581,,,,-77.0,
28.4283,,,-87.0,,
28.4681,,,,,-91.0
28.5505,-99.0,,,,
28.5682,,,,-77.0,
28.623,,,-81.0,,
28.7744,-88.0,,,,
28.8098,,,,-78.0,
28.8465,,,-93.0,,
28.872,,,,,-93.0
28.9615,,,,-78.0,
29.0396,,,-86.0,,
29.2257,,,-91.0,,
29.3776,-92.0,,,,
29.5772,-97.0,,,,
29.5965,,,,-75.0,
29.6326,,,-94.0,,
29.7066,,,,,-89.0
29.7801,-83.0,,,,
29.8351,,,-85.0,,
30.0036,-91.0,,,,
30.0149,,,,-80.0,
30.0434,,,-83.0,,
30.1291,,,,,-89.0
30.1982,,,,-79.0,
30.4304,-91.0,,,,
30.4442,,,,-78.0,
30.6465,-88.0,,,,
30.6645,,,,-76.0,
30.6708,,-96.0,,,
30.6841,,,-94.0,,
30.7267,,,,,-87.0
30.7977,-83.0,,,,
30.828,,,,-78.0,
30.871,,,-83.0,,
31.0171,-86.0,,,,
31.0422,,,,-83.0,
31.0695,,,-93.0,,
31.1446,,,,,-86.0
31.2172,-86.0,,,,
32.8846,-88.0,,,,
32.9391,,,-90.0,,
33.0642,-86.0,,,,
33.2569,-97.0,,,,
33.287,,,,-81.0,
33.3513,,,-87.0,,
33.4041,,,,,-88.0
33.4928,,,,-81.0,
33.5243,,,-88.0,,
33.6929,-93.0,,,,
34.1097,,,,-81.0,
34.1477,,,-91.0,,
34.2176,,,,,-90.0
34.3424,,,-89.0,,
34.4069,,,,,-90.0
34.4998,-86.0,,,,
34.5178,,,,-85.0,
34.5527,,,-89.0,,
34.613,,,,,-90.0
34.7069,-88.0,,,,
34.7468,,,-88.0,,
34.8207,,,,,-90.0
34.919,-89.0,,,,
34.9369,,,,-77.0,
34.9694,,,-92.0,,
35.9183,-85.0,,,,
36.2837,,,,,-93.0
36.3355,-91.0,,,,
36.3788,,,,-82.0,
36.4042,,,-89.0,,
36.4739,,,,,-91.0
36.5398,-90.0,,,,
36.7446,-92.0,,,,
36.7849,,,,-83.0,
36.8173,,,-88.0,,
36.9026,,,,,-92.0
36.9643,-86.0,,,,
37.1709,-89.0,,,,
37.1886,,,,-77.0,
37.2291,,,-89.0,,
37.289,,,,,-94.0
37.3822,-91.0,,,,
37.418,,,,-82.0,
37.4254,,,-88.0,,
37.5192,,,,,-92.0
37.5617,-88.0,,,,
37.6513,,,-89.0,,
37.7927,,,,-89.0,
37.9072,,,,,-89.0
38.1089,,,,,-93.0
38.175,-85.0,,,,
38.2058,,,,-81.0,
38.3147,,,,,-92.0
38.3955,-84.0,,,,
38.4176,,,,-82.0,
38.5168,,,,,-93.0
38.6534,,,-92.0,,
38.7405,,,,,-90.0
38.8067,-87.0,,,,
39.0365,,,,-79.0,
39.0725,,,-84.0,,
39.2405,,,,-77.0,
39.4271,,,,-77.0,
40.0767,,,,-75.0,
40.2316,-83.0,,,,
40.2484,,,,-79.0,
40.3074,,,-86.0,,
40.4196,-85.0,,,,
40.4534,,,,-81.0,
40.4921,,,-96.0,,
40.6197,-86.0,,,,
40.6495,,,,-81.0,
40.8249,-84.0,,,,
41.051,-95.0,,,,
41.1994,,,,,-95.0
41.2549,-86.0,,,,
41.2842,,,,-86.0,
41.4385,-85.0,,,,
41.4757,,,,-87.0,
41.5372,,,-90.0,,
41.5653,,,,,-95.0
41.6453,-88.0,,,,
41.729,,,-92.0,,
41.7704,,,,,-94.0
41.8794,,,,-83.0,
41.9364,,,-87.0,,
41.9875,,,,,-83.0
42.057,-87.0,,,,
42.0906,,,,-82.0,
42.141,,,-85.0,,
42.2889,,,,-95.0,
42.3997,,,,,-90.0
42.4895,-95.0,,,,
42.5115,,,,-95.0,
42.58,,,,,-93.0
42.7496,,,-85.0,,
42.9247,,,,-83.0,
42.9659,,,-84.0,,
42.9959,,,,,-87.0
43.0681,-88.0,,,,
43.3093,,,,-83.0,
43.3801,,,-84.0,,
43.637,,,,,-87.0
44.1954,,,-86.0,,
44.2376,,,,,-91.0
44.5013,-92.0,,,,
44.5459,,,,-85.0,
44.6086,,,-92.0,,
44.6288,,,,,-94.0
44.7359,-91.0,,,,
44.7562,,,,-86.0,
44.8307,,,,,-92.0
44.9172,-95.0,,,,
45.0236,,,-86.0,,
45.1647,,,,-83.0,
45.2129,,,-86.0,,
45.2444,,,,,-91.0
45.3177,-93.0,,,,
45.5644,-93.0,,,,
45.5854,,,,-85.0,
45.6278,,,-91.0,,
45.6592,,,,,-93.0
45.717,-90.0,,,,
45.7686,,,,-87.0,
45.8654,,,-90.0,,
45.8821,,,,,-94.0
45.9623,,,,-82.0,
46.0509,,,-86.0,,
46.1857,,,,-82.0,
46.2412,,,-86.0,,
46.2626,,,,,-92.0
46.3484,-91.0,,,,
46.3971,,,,-83.0,
46.4412,,,-86.0,,
46.4801,,,,,-89.0
46.625,,,,-83.0,
46.6467,,,-85.0,,
46.6682,,,,,-88.0
46.7511,-89.0,,,,
46.861,,,-87.0,,
46.8911,,,,,-92.0
46.9961,,,,-90.0,
47.917,,,,,-89.0
48.1132,,,,,-91.0
48.168,-92.0,,,,
48.2374,,,,-85.0,
48.3325,,,,,-94.0
48.3862,-85.0,,,,
48.5041,,,-90.0,,
48.5705,-85.0,,,,
48.6366,,,,-78.0,
48.65,,-97.0,,,
48.8885,,,,-79.0,
48.899,,-97.0,,,
48.9841,-91.0,,,,
49.0956,,,,-85.0,
49.1766,,,,,-94.0
49.2146,-92.0,,,,
49.4498,,,,-84.0,
49.5582,,,,,-87.0
49.6781,,,,-83.0,
49.7242,,,-89.0,,
49.798,-86.0,,,,
49.8626,,,,-80.0,
49.922,,,-88.0,,
49.9784,,,,,-93.0
50.0019,-86.0,,,,
50.1316,,,-94.0,,
50.1748,,,,,-93.0
50.2426,-93.0,,,,
50.2888,,,,-85.0,
50.3365,,,-93.0,,
50.3793,,,,,-93.0
50.4008,-91.0,,,,
50.6057,,,,,-87.0
50.6217,-87.0,,,,
50.6828,,,,-83.0,
50.7847,,,,,-87.0
51.0085,,,,,-92.0
51.1701,,,-85.0,,
51.3278,,,,-84.0,
51.9239,,,,-81.0,
52.3621,,,,-85.0,
52.4102,,,,,-92.0
52.4717,-87.0,,,,
52.5395,,,,-86.0,
52.595,,,-91.0,,
52.6275,,,,,-92.0
52.7467,,,,-83.0,
52.8255,,,,,-86.0
52.8703,-88.0,,,,
53.1597,,,,-81.0,
53.1757,,-99.0,,,
53.2772,-86.0,,,,
53.3853,,,,-81.0,
53.42,,,-92.0,,
53.5744,,,,-85.0,
53.69,-86.0,,,,
53.8037,,,,-85.0,
53.8248,,,-90.0,,
53.9128,-85.0,,,,
54.2749,,,,,-92.0
54.3884,,,,-84.0,
54.4418,,,-89.0,,
54.4911,-86.0,,,,
54.5878,,,,-85.0,
54.6921,,,,,-89.0
54.7892,,,,-85.0,
54.8728,,,-90.0,,
54.8929,,,,,-90.0
55.0074,,,,-81.0,
55.0294,,-97.0,,,
55.0765,,,,,-95.0
55.5026,,,,,-90.0
55.8285,,,,-81.0,
55.8626,,,-83.0,,
56.5065,,,,,-93.0
56.5383,-91.0,,,,
56.6171,,,,-81.0,
56.6774,,,-86.0,,
56.9229,,,,,-87.0
57.1066,,,-86.0,,
57.1484,,,,,-86.0
57.1925,-92.0,,,,
57.2268,,,,-90.0,
57.3783,-92.0,,,,
57.4323,,,,-89.0,
57.5076,,,-93.0,,
57.7262,,,-91.0,,
57.7689,,,,,-92.0
57.9039,,,-92.0,,
58.1085,,,-92.0,,
58.1533,,,,,-84.0
58.2573,,,,-80.0,
58.3012,,,-91.0,,
58.3524,,,,,-97.0
58.4057,-89.0,,,,
58.4607,,,,-86.0,
58.6922,,,,-86.0,
58.7278,,,-92.0,,
58.7479,,,,,-94.0
58.9236,,,-92.0,,
58.9618,,,,,-93.0
58.9945,-91.0,,,,
59.1288,,,-91.0,,
59.4107,-88.0,,,,
60.5705,,,,,-85.0
60.6643,-94.0,,,,
60.7629,,,-93.0,,
60.7846,,,,,-84.0
60.8513,-92.0,,,,
60.9152,,,,-79.0,
60.9873,,,-93.0,,
61.0543,-88.0,,,,
61.1293,,,,-87.0,
61.2655,-86.0,,,,
61.3244,,,,-86.0,
61.5258,,,,-85.0,
61.7963,,,-87.0,,
61.8238,,,,,-91.0
61.883,-83.0,,,,
61.9821,,,,-87.0,
62.0301,,,-81.0,,
62.035,,,,,-86.0
62.0891,-89.0,,,,
62.1484,,,,-90.0,
62.1985,,,-89.0,,
62.2299,,,,,-91.0
62.282,-94.0,,,,
62.3828,,,,-86.0,
62.5819,,,,-87.0,
62.6352,,,,,-83.0
62.7622,,,,-92.0,
62.8331,,,-94.0,,
62.8608,,,,,-85.0
63.0302,,,-86.0,,
63.0353,,,,,-97.0
63.7863,,,,-78.0,
63.8473,,,,,-87.0
63.9311,-85.0,,,,
64.0,,,,-84.0,
64.0594,,,-89.0,,
64.2556,,,,,-87.0
64.3349,-85.0,,,,
64.4005,,,,-85.0,
64.5369,-85.0,,,,
64.7555,-87.0,,,,
64.8746,,,,,-84.0
64.882,,,-92.0,,
64.9608,-88.0,,,,
65.022,,,,-83.0,
65.0842,,,-87.0,,
65.1692,-92.0,,,,
65.2767,,,-84.0,,
65.3679,-86.0,,,,
65.5027,,,-85.0,,
65.6404,,,,-89.0,
65.6956,,,,,-89.0
65.7023,,,-91.0,,
65.9144,,,,,-94.0
65.9245,,,-86.0,,
66.0342,,,,-97.0,
66.1082,,,,,-84.0
66.1283,,,-89.0,,
66.2658,,,,-92.0,
66.3103,,,,,-82.0
66.5049,,,,,-90.0
66.5176,,,-92.0,,
66.6096,-90.0,,,,
66.6593,,,,-87.0,
66.7081,,,,,-80.0
66.7991,-88.0,,,,
66.8543,,,,-91.0,
67.0081,-93.0,,,,
67.1198,,,,,-91.0
67.1378,,,-85.0,,
67.258,,,,-89.0,
67.5394,,,-84.0,,
67.6817,,,,-86.0,
68.1788,,,,,-82.0
68.2449,-94.0,,,,
68.3878,,,-88.0,,
68.5518,,,,,-89.0
68.792,,,,,-87.0
68.8068,,,-91.0,,
68.8272,-94.0,,,,
69.0971,,,,-91.0,
69.3825,,,,,-85.0
69.3992,,,-94.0,,
69.4581,-91.0,,,,
69.4964,,,,-90.0,
70.01,,,,,-82.0
70.0791,-92.0,,,,
70.1383,,,,-91.0,
70.191,,,,,-75.0
70.212,,,-87.0,,
70.2642,-86.0,,,,
70.3247,,,,-93.0,
70.4262,,,,,-94.0
70.4308,,,-84.0,,
70.4767,-90.0,,,,
70.6155,,,,,-83.0
70.8461,,,,,-81.0
71.0082,,,,,-76.0
71.0257,,,-89.0,,
71.0956,-87.0,,,,
72.2521,,,,,-75.0
72.2867,,,-92.0,,
72.3382,-91.0,,,,
72.456,,,,,-82.0
72.6688,,,-98.0,,
72.7321,-90.0,,,,
72.81,,,,-92.0,
73.0572,,,,,-78.0
73.2707,,,,,-78.0
73.3431,-86.0,,,,
73.4851,,,,,-72.0
73.4931,,,-95.0,,
73.6332,,,,-97.0,
73.6762,,,,,-76.0
73.8363,,,,-91.0,
73.8952,,,,,-82.0
74.1134,,,,,-79.0
74.2979,,,,,-85.0
74.3038,,,-93.0,,
74.3752,-96.0,,,,
74.4986,,,-89.0,,
74.5942,-85.0,,,,
74.7443,,,,,-79.0
74.9253,,,,,-81.0
74.9644,,,-94.0,,
75.0309,-89.0,,,,
75.0789,,,,-94.0,
75.1319,,,,,-73.0
76.1169,,,,-95.0,
76.2537,-89.0,,,,
76.3298,,,,,-78.0
76.4397,-89.0,,,,
76.5333,,,,,-79.0
76.5517,,,-92.0,,
76.6341,-91.0,,,,
76.7514,,,,,-72.0
77.1553,,,,,-75.0
77.2584,-87.0,,,,
77.3616,,,,,-74.0
77.3877,,,-91.0,,
77.4687,-96.0,,,,
77.5924,,,,,-79.0
77.6894,-95.0,,,,
77.7532,,,,,-84.0
77.7977,,,-89.0,,
77.9859,,,,,-91.0
78.0975,-91.0,,,,
78.379,,,,-94.0,
78.3868,,,,,-87.0
78.4795,-84.0,,,,
78.5968,,,,,-83.0
78.6025,,,-89.0,,
78.9341,-91.0,,,,
79.2064,,,,,-79.0
79.4539,,,-91.0,,
80.2753,,,,,-78.0
80.2794,,,,-93.0,
80.2846,,,-93.0,,
80.3376,-89.0,,,,
80.434,,,,,-81.0
80.4434,,,,-90.0,
80.4558,,,-93.0,,
80.6777,,,-87.0,,
80.8637,,,,,-83.0
80.8769,,,-93.0,,
81.0512,,,,-88.0,
81.2704,,,,-93.0,
81.3604,-91.0,,,,
81.4649,,,,,-78.0
81.4758,,,-84.0,,
81.647,,,,,-85.0
81.6919,,,-91.0,,
81.8559,,,,,-88.0
81.8986,,,-89.0,,
82.0881,,,,-97.0,
82.0975,,,-93.0,,
82.214,-89.0,,,,
82.2682,,,,,-85.0
82.49,,,-89.0,,
82.6878,,,,,-81.0
82.8066,-94.0,,,,
82.9055,,,,-93.0,
83.1128,,,,-86.0,
83.2946,,,,,-88.0
83.9246,,,,,-92.0
83.9382,,,,-86.0,
84.1197,,,,,-89.0
85.3332,,,,,-92.0
87.852,,,,,-91.0
88.4727,,,,,-89.0
88.4772,,,,-93.0,
88.6391,,,,,-88.0
88.6637,,,,-92.0,
88.8546,,,,,-89.0
88.8788,,,,-86.0,
89.0331,,,,,-89.0
89.0529,,,,-88.0,
89.2612,,,,,-90.0
89.2669,,,,-85.0,
89.4727,,,,-86.0,
89.699,,,,,-85.0
89.7123,,,,-94.0,
90.2705,,,,,-93.0
90.3021,,,,-87.0,
90.676,,,,,-87.0
91.1249,,,,-87.0,
91.5077,,,,,-88.0
92.3223,,,,,-85.0
92.526,,,,,-89.0
92.5695,,,,-88.0,
92.7325,,,,,-96.0
92.7659,,,,-91.0,
93.3853,,,,-91.0,
93.5439,,,,,-82.0
93.5827,,,,-92.0,
93.7718,,,,,-89.0
93.7841,,,,-91.0,
93.9837,,,,-92.0,
94.1603,,,,,-95.0
94.2257,,,,-90.0,
94.3662,,,,,-84.0
94.4033,,,,-86.0,
94.5958,,,,-92.0,
94.8187,,,,-91.0,
95.0085,,,,,-88.0
95.0142,,,,-93.0,
95.4376,,,,-94.0,
96.2192,,,,,-89.0
96.4411,,,,,-95.0
96.6163,,,,,-86.0
96.8416,,,,,-88.0
97.2613,,,,,-93.0
97.447,,,,,-84.0
97.4664,,,-96.0,,
97.674,,,,,-87.0
97.8716,,,,,-83.0
98.0717,,,,,-84.0
98.3225,,,,,-87.0
98.3271,,,,-96.0,
98.4783,,,,,-91.0
98.7035,,,,,-101.0
98.7117,,,-97.0,,
98.9124,,,,,-92.0
98.95,,,,-97.0,
99.9308,,,,,-79.0
100.1297,,,,,-81.0
100.3228,,,,,-79.0
100.5321,,,,,-85.0
100.7313,,,-97.0,,
100.9532,,,,,-81.0
101.017,-94.0,,,,
101.1555,,,,,-92.0
101.224,-92.0,,,,
101.3493,,,,,-93.0
101.6352,-92.0,,,,
102.0064,,,,,-89.0
102.0329,,,,-97.0,
102.0469,-95.0,,,,
102.1846,,,-93.0,,
102.3665,,,-95.0,,
102.384,,,,,-88.0
102.4575,-90.0,,,,
102.6051,,,,,-78.0
102.7915,,,-91.0,,
103.2684,-96.0,,,,
103.5977,,,,,-85.0
103.6821,-96.0,,,,
104.2177,,,-98.0,,
104.225,,,,,-76.0
104.4182,,,-92.0,,
104.4409,,,,,-73.0
104.6508,,,,,-77.0
105.3431,-93.0,,,,
105.4686,,,,,-75.0
105.6556,,,,,-70.0
105.8645,,,-95.0,,
105.8681,,,,,-73.0
105.8792,,,,-95.0,
106.0843,,,,,-80.0
106.1455,-90.0,,,,
106.3206,,,,-90.0,
106.3667,-86.0,,,,
106.4702,,,,,-67.0
106.5559,-90.0,,,,
106.7645,-95.0,,,,
106.8742,,,-91.0,,
106.8857,,,,,-82.0
106.9695,-96.0,,,,
107.1713,-84.0,,,,
107.2914,,,,,-77.0
108.362,,,,,-69.0
108.4418,-89.0,,,,
108.486,,,-84.0,,
108.5341,,,,,-67.0
108.6248,-83.0,,,,
108.6886,,,-92.0,,
109.0097,-97.0,,,,
109.2118,-88.0,,,,
109.3439,,,-93.0,,
109.3621,,,,,-67.0
109.5811,,,,,-76.0
109.8377,-91.0,,,,
109.931,,,-90.0,,
109.9784,,,,,-77.0
110.0292,-90.0,,,,
110.178,,,,,-70.0
110.2396,-91.0,,,,
110.3765,,,,,-69.0
110.643,-90.0,,,,
110.7812,,,,,-71.0
110.8457,-92.0,,,,
111.0071,,,,,-72.0
111.0228,,,,-97.0,
111.0881,-83.0,,,,
112.2172,,,,,-77.0
112.8329,,,,,-82.0
112.9011,-87.0,,,,
112.9869,,,-94.0,,
113.0492,,,,,-70.0
113.2113,,,-94.0,,
113.2493,,,,,-73.0
113.3148,-90.0,,,,
113.4138,,,-94.0,,
113.5156,-91.0,,,,
113.6451,,,,,-69.0
113.8664,,,,,-67.0
114.0507,,,,,-68.0
114.4502,,,,,-74.0
114.5479,-95.0,,,,
114.6594,,,,,-72.0
114.7492,-96.0,,,,
114.8685,,,,,-73.0
115.0298,,,-94.0,,
115.07,,,,,-63.0
115.3942,-91.0,,,,
115.4535,,,-92.0,,
115.4813,,,,,-81.0
116.1813,-93.0,,,,
116.3101,,,,,-73.0
116.4024,-96.0,,,,
116.9346,,,,,-66.0
117.0066,-95.0,,,,
117.0941,,,-93.0,,
117.1484,,,,,-74.0
117.334,,,,,-71.0
117.5639,,,,,-69.0
117.7979,,,,,-79.0
117.8996,,,-91.0,,
117.9665,,,,,-69.0
118.1964,,,,,-73.0
118.3228,,,-95.0,,
118.3794,,,,,-68.0
118.5867,,,,,-72.0
118.7068,,,-91.0,,
118.7993,,,,,-76.0
118.9179,,,-93.0,,
119.182,,,,,-63.0
119.815,,,,,-71.0
120.4328,,,,,-84.0
120.6375,,,,,-65.0
120.757,,,-93.0,,
120.8616,,,,,-67.0
121.1506,,,-91.0,,
121.2444,,,,,-74.0
121.467,,,,,-66.0
121.6649,,,,,-67.0
121.8628,,,,,-65.0
121.9705,,,-93.0,,
122.1892,,,-92.0,,
122.2877,,,,,-67.0
122.3949,,,-89.0,,
122.4949,,,,,-66.0
122.5826,-94.0,,,,
122.6283,,,-91.0,,
122.6881,,,,,-72.0
123.1075,,,,,-62.0
123.3417,,,,,-60.0
124.9354,,,,,-68.0
125.1685,,,,,-71.0
125.7805,,,,,-61.0
125.8501,,,-92.0,,
125.9716,,,,,-64.0
126.0463,-93.0,,,,
126.1987,,,,,-65.0
126.4227,,,,,-65.0
126.4628,,,-93.0,,
126.6039,,,,,-64.0
126.8082,,,,,-70.0
126.8964,,,-95.0,,
127.0071,,,,,-84.0
127.0896,,,-91.0,,
127.2245,,,,,-69.0
127.4232,,,,,-65.0
128.1526,,,-84.0,,
128.2264,,,,,-71.0
128.3121,-95.0,,,,
128.3224,,,-90.0,,
128.4394,,,,,-66.0
128.6784,,,,,-65.0
128.7206,,,-92.0,,
128.853,,,,,-66.0
129.0589,,,,,-64.0
129.2609,,,,,-66.0
129.4611,,,,,-70.0
129.5183,-95.0,,,,
129.6778,,,,,-70.0
129.8621,,,,,-72.0
129.9611,,,-92.0,,
130.0562,,,,,-71.0
130.2759,,,,,-75.0
130.3735,,,-90.0,,
130.4832,,,,,-69.0
130.7686,,,-92.0,,
130.9698,,,,-95.0,
130.9761,-93.0,,,,
131.1791,-93.0,,,,
131.3143,,,,,-68.0
131.9442,,,,,-75.0
131.978,,,,-95.0,
132.0123,,,-95.0,,
132.8058,-87.0,,,,
132.9661,,,,,-75.0
133.0177,-90.0,,,,
133.2731,-89.0,,,,
133.2928,,,-97.0,,
133.372,,,,,-75.0
133.4309,,,,-92.0,
133.4363,-95.0,,,,
133.4471,,,-95.0,,
133.5454,,,,,-77.0
133.642,,,-93.0,,
133.756,,,,,-78.0
133.8484,,,,-94.0,
133.8628,,,-93.0,,
133.9535,,,,,-79.0
134.175,,,,,-79.0
134.2534,,,,-94.0,
134.2598,-86.0,,,,
134.2658,,,-94.0,,
134.3739,,,,,-83.0
134.4644,-84.0,,,,
134.4673,,,-96.0,,
134.5952,,,,,-81.0
134.6795,-93.0,,,,
134.7959,,,,,-81.0
134.8813,-87.0,,,,
135.0845,,,,-90.0,
135.0887,,,-87.0,,
135.1876,,,,,-79.0
135.4844,,,-82.0,,
135.6185,,,,,-75.0
136.2449,,,,,-79.0
136.3341,,,-94.0,,
136.3786,,,,-89.0,
136.4007,-96.0,,,,
136.4496,,,,,-79.0
136.5021,,,-92.0,,
136.5252,-91.0,,,,
136.6474,,,,,-81.0
136.7124,,,,-92.0,
136.7561,-83.0,,,,
136.8449,,,,,-77.0
136.9428,,,-88.0,,
136.9597,-81.0,,,,
137.1856,-90.0,,,,
137.3947,,,-97.0,,
137.3979,,,,-89.0,
137.4068,-86.0,,,,
137.4441,,,,,-88.0
137.5306,,,-88.0,,
137.5475,,,,-92.0,
137.5553,-87.0,,,,
137.6751,,,,,-77.0
