AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:73,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:10,wifi_rssi_20:23:00:00:02:11,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:08,wifi_rssi_20:23:00:00:03:39,wifi_rssi_20:23:00:00:03:40,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:73,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:10,wifi_freq_20:23:00:00:02:11,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:08,wifi_freq_20:23:00:00:03:39,wifi_freq_20:23:00:00:03:40
66.559,-66.0,,-60.0,-62.0,,,,-65.0,-68.0,,-60.0,-61.0,-68.0,-50.0,-74.0,-74.0,-61.0,-80.0,,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,
70.5638,-66.0,,-67.0,-66.0,,,-88.0,-65.0,-70.0,,-59.0,-64.0,,-46.0,-75.0,-75.0,-65.0,-76.0,,-56.0,,,,-86.0,,,,-93.0,,,-87.0,,,,-91.0,,-86.0,,,,-89.0,,,-88.0,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,,,5500.0,,,5500.0,,,,2412.0,,2462.0,,,,2412.0,,,2462.0,,,,,,,,,,,,,,
74.5652,-56.0,-73.0,-64.0,-68.0,,,-86.0,-66.0,-70.0,,-63.0,,-76.0,-51.0,-74.0,-75.0,-67.0,,,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.6059,-59.0,-67.0,-63.0,-67.0,,,,-73.0,-75.0,,-66.0,-69.0,-76.0,-51.0,-78.0,-79.0,-70.0,-87.0,,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.5462,-56.0,-67.0,-61.0,-71.0,,,,-66.0,-76.0,,-61.0,-64.0,-78.0,-50.0,-76.0,-76.0,-66.0,-86.0,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5549,-48.0,-59.0,-68.0,-74.0,,,-82.0,-71.0,-74.0,-87.0,-65.0,-73.0,-78.0,-50.0,,-84.0,-72.0,-86.0,,-60.0,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
90.584,-49.0,-59.0,-76.0,,,,-82.0,,-79.0,-87.0,-75.0,,-85.0,-57.0,,,-76.0,,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2457.0,,2412.0,2462.0,2427.0,,2422.0,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.5424,-49.0,-59.0,,-83.0,,,-74.0,,,-80.0,-74.0,,,-65.0,,,-78.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2457.0,,,2462.0,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.5574,-45.0,-54.0,,-72.0,,,-84.0,-83.0,-80.0,-80.0,-74.0,-75.0,,-57.0,,-89.0,-74.0,,-89.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.5551,-50.0,-58.0,-74.0,-77.0,,-88.0,-86.0,,-86.0,,-75.0,-71.0,-82.0,-56.0,-91.0,,-73.0,,,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2412.0,2457.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,
106.5882,-59.0,-59.0,-70.0,-70.0,,,,-72.0,-78.0,-88.0,-69.0,-77.0,,-51.0,-86.0,-86.0,-73.0,,,-53.0,,,,,,,,,,,,,,,,,-82.0,,,,,,,-80.0,,,,,,,,,,,-83.0,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,2462.0,,,,,,,,,,,5500.0,,,
110.558,-65.0,-66.0,-66.0,-70.0,,,,,-76.0,,-66.0,-75.0,-78.0,-51.0,-84.0,-84.0,-69.0,-86.0,-85.0,-54.0,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,
114.617,-61.0,,-66.0,-68.0,,,,-70.0,-76.0,,-62.0,-77.0,-78.0,-52.0,-82.0,-82.0,-71.0,,,-60.0,,,,,,,,,,,,,,,,,-83.0,,,-84.0,,,,-83.0,-84.0,-87.0,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,5500.0,,,,2462.0,2462.0,2412.0,,,,,,,,,,,,
118.6035,,-72.0,,-80.0,,,,-76.0,,,-74.0,-77.0,,-64.0,,,-77.0,-87.0,,-57.0,,,,,,,,,,,,,,,,,-79.0,,,-78.0,,,,-82.0,-79.0,-87.0,,,,,,,,,-90.0,,,,,5200.0,,2452.0,,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,5500.0,,,,2462.0,2462.0,2412.0,,,,,,,,,5500.0,,,
122.5852,-77.0,-80.0,-82.0,-78.0,,,,-84.0,-80.0,,,-73.0,,-67.0,,,-81.0,,,-63.0,,,-91.0,,,-85.0,,,,,,,,-84.0,,,-75.0,,,-81.0,,,,-75.0,-75.0,,,-86.0,,,,,,,-90.0,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,,,2437.0,,2437.0,,,2462.0,,,2437.0,,,5500.0,,,5500.0,,,,,,,,2462.0,,,2462.0,,,5500.0,,,,2462.0,2462.0,,,5540.0,,,,,,,5500.0,,,
126.6356,-66.0,,-81.0,-84.0,,,,,-82.0,-90.0,-72.0,-71.0,-77.0,-66.0,-91.0,-91.0,,-83.0,,-64.0,,,,,-96.0,,,,,,,,,-86.0,,-91.0,-72.0,,,-81.0,,,,-71.0,-72.0,-84.0,-88.0,-86.0,-91.0,-90.0,,,,,-82.0,,-86.0,-92.0,2437.0,,2417.0,2452.0,,,,,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,2462.0,,,,,,,,,2462.0,,2412.0,2462.0,,,5500.0,,,,2462.0,2462.0,2412.0,2462.0,5540.0,2462.0,2462.0,,,,,5500.0,,2412.0,5220.0
130.5916,-66.0,,,-80.0,,,,,-88.0,,-76.0,-71.0,-74.0,-62.0,-87.0,,,-82.0,,-69.0,,,,,,,,,,,,,,-88.0,,,-83.0,,,-83.0,,,,-78.0,,-87.0,,,,,,,,,,,,,2437.0,,,2452.0,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2462.0,,2437.0,,,,,,,,,,,,,,2462.0,,,2462.0,,,5500.0,,,,2462.0,,2412.0,,,,,,,,,,,,
134.614,-64.0,,-80.0,-73.0,,,,-77.0,-87.0,-90.0,-72.0,-65.0,-76.0,-59.0,-85.0,-84.0,,-82.0,,-64.0,,,,,,,,,,,,,,,,,-87.0,,,,,,,-86.0,-87.0,,-92.0,,,-93.0,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,,,,,2462.0,2462.0,,2462.0,,,2462.0,,,,,,,,
138.5786,-59.0,,-68.0,-64.0,,,,-61.0,-81.0,,-64.0,-65.0,-71.0,-51.0,-78.0,-80.0,-60.0,-82.0,,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.5985,-55.0,-65.0,-56.0,-67.0,,,,-64.0,-74.0,-90.0,-64.0,-68.0,-77.0,-46.0,-76.0,-77.0,-63.0,,,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.5664,-58.0,-63.0,,-70.0,,,,-67.0,-73.0,,-70.0,-68.0,-76.0,-49.0,-79.0,-78.0,-68.0,-86.0,,-52.0,,,,,,,,,,,,,,,,,-92.0,,,-87.0,,,,,-91.0,,,,,,,,,,-86.0,,,,2437.0,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2462.0,,,5500.0,,,,,2462.0,,,,,,,,,,5500.0,,,
