AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82
106.5882,-59.0,-59.0,-70.0,-70.0,,,-72.0,,,-69.0,-77.0,,-51.0,,,-73.0,,,-53.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
110.558,-65.0,-66.0,-66.0,-70.0,,,,-76.0,,-66.0,-75.0,,-51.0,,,-69.0,,,-54.0,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
114.617,-61.0,,-66.0,-68.0,,,-70.0,-76.0,,-62.0,-77.0,,-52.0,,,-71.0,,,-60.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
118.6035,,-72.0,,,,,-76.0,,,-74.0,-77.0,,-64.0,,,-77.0,,,-57.0,-79.0,-78.0,,-79.0,,5200.0,,,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,2462.0,5500.0,,2462.0
122.5852,-77.0,-80.0,,-78.0,,,,-80.0,,,-73.0,,-67.0,,,,,,-63.0,-75.0,,-75.0,-75.0,2437.0,5200.0,,2452.0,,,,2412.0,,,2437.0,,2437.0,,,,,,2437.0,2462.0,,2462.0,2462.0
126.6356,-66.0,,-81.0,,,,,,,-72.0,-71.0,-77.0,-66.0,,,,,,-64.0,-72.0,,-71.0,-72.0,2437.0,,2417.0,,,,,,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,2462.0,,2462.0,2462.0
130.5916,-66.0,,,-80.0,,,,,,-76.0,-71.0,-74.0,-62.0,,,,-82.0,,-69.0,-83.0,,-78.0,,2437.0,,,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,,2437.0,2462.0,,2462.0,
134.614,-64.0,,-80.0,-73.0,,,-77.0,,,-72.0,-65.0,-76.0,-59.0,,,,-82.0,,-64.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,2462.0,,2437.0,,,,
138.5786,-59.0,,-68.0,-64.0,,,-61.0,,,-64.0,-65.0,-71.0,-51.0,,,-60.0,,,-60.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
142.5985,-55.0,-65.0,-56.0,-67.0,,,-64.0,,,-64.0,-68.0,,-46.0,,,-63.0,,,-58.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
146.5664,-58.0,-63.0,,-70.0,,,-67.0,-73.0,,-70.0,-68.0,,-49.0,,,-68.0,,,-52.0,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
150.5666,-62.0,-63.0,-67.0,-68.0,,,-71.0,,,,-69.0,-75.0,-50.0,,,-72.0,,,-55.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
154.5835,-57.0,-66.0,-63.0,-68.0,,,-65.0,,,-63.0,-66.0,,-49.0,,,-66.0,,,-56.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
158.6401,-62.0,-73.0,-66.0,-72.0,,,-67.0,,,-70.0,-70.0,,-51.0,,,-68.0,,,-55.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
162.5662,-62.0,-68.0,-66.0,-72.0,,,-66.0,,,-66.0,-69.0,,-51.0,,,-68.0,,,-50.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
166.6353,-58.0,-68.0,-66.0,-74.0,,,-66.0,,,-64.0,-69.0,,-50.0,,,-67.0,,,-49.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
170.5625,-58.0,-64.0,-66.0,-71.0,,,-72.0,,,-67.0,-68.0,,-50.0,,,-74.0,,,-52.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
174.5662,-60.0,-68.0,-62.0,-71.0,,,-72.0,-75.0,,-67.0,,,-51.0,,,-73.0,,,-51.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,
178.5652,,-73.0,-60.0,-70.0,,,-68.0,,,-71.0,-73.0,-76.0,-50.0,,,-67.0,,,-53.0,,,,,,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
182.5651,-68.0,,-72.0,-76.0,,,-76.0,,,-76.0,-73.0,-71.0,-56.0,,,-75.0,,,-54.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
186.5707,-65.0,,-80.0,-76.0,,,-74.0,-82.0,,-76.0,-76.0,-75.0,-59.0,,,,,,-59.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,,,,
190.6087,-63.0,,-74.0,,,,-74.0,,,-74.0,-74.0,,-58.0,,,,,,-60.0,-73.0,,-74.0,-75.0,2437.0,,2417.0,,,,2462.0,,,2427.0,2437.0,,2437.0,,,,,,2437.0,2462.0,,2462.0,2462.0
194.5669,-62.0,,-77.0,-75.0,,,-76.0,-80.0,,-72.0,-77.0,,-58.0,,,-79.0,,,-62.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
198.558,,,-73.0,-73.0,,,-73.0,,,-72.0,-68.0,-77.0,-58.0,,,,,,-62.0,,-83.0,,-82.0,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,,5500.0,,2462.0
202.61,-59.0,-69.0,-67.0,-68.0,,,-69.0,,,-68.0,-68.0,,-54.0,,,-70.0,,,-56.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
206.5991,-58.0,-68.0,-67.0,-71.0,,,-67.0,,,-61.0,-68.0,,-54.0,,,-66.0,,,-56.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
210.6151,-58.0,-60.0,-72.0,-71.0,,,,,,-69.0,-72.0,-75.0,-50.0,,,-69.0,,,-60.0,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
214.5622,-49.0,-57.0,,,-86.0,,,,,,-72.0,,-54.0,-86.0,-85.0,-73.0,,,-60.0,,-86.0,,,2437.0,5200.0,,,2412.0,,,,,,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,5500.0,,
218.5627,-53.0,-57.0,-82.0,-79.0,,-83.0,,-85.0,-76.0,-82.0,,,-62.0,,,,,,-68.0,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,,2412.0,2462.0,2427.0,,,2437.0,,,,,,2437.0,,,,
222.5449,-46.0,-61.0,,,,-81.0,-79.0,-85.0,,-78.0,,,-61.0,,,-79.0,,-92.0,-72.0,,,,,2437.0,5200.0,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,2452.0,2437.0,,,,
226.5703,-51.0,-61.0,-73.0,,,-85.0,-79.0,-84.0,-84.0,,,,-57.0,,,-75.0,,,-62.0,,,,,2437.0,5200.0,2417.0,,,2457.0,2462.0,2412.0,2462.0,,,,2437.0,,,2462.0,,,2437.0,,,,
230.5622,-51.0,-68.0,-69.0,-76.0,,,,-83.0,,-66.0,-73.0,,-49.0,,,-72.0,,,-58.0,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
234.5786,-55.0,-66.0,-60.0,,,,-65.0,-75.0,,-65.0,-73.0,,-49.0,,,-67.0,,,-60.0,,,,,2437.0,5200.0,2417.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
238.5782,,-67.0,-56.0,-67.0,,,-63.0,-70.0,,-63.0,-67.0,,-45.0,,,-62.0,,,-61.0,,,,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
242.6065,-62.0,,-58.0,-59.0,,,-62.0,-66.0,,-56.0,-59.0,,-44.0,,,-62.0,,,-61.0,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,,,2437.0,,,,
246.594,,,-54.0,-57.0,,,-56.0,-64.0,,-52.0,-57.0,-65.0,-45.0,,,-56.0,,,-65.0,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,2437.0,,,,
