AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:85,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:85,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27
53.4906,,,,,,,,,,,,,,,,-81.0,,,,,-73.0,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
55.4919,-93.0,,,,,,,,,,,,,,,-80.0,,,,,-71.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,,
57.4742,-86.0,,,,,,,,,,,,,,,-80.0,,,,,-72.0,,,,,,,,,,,,,,,-90.0,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
59.4803,-85.0,,,,,,,,,,,,,,,-79.0,,,,,-72.0,,,,,,,,,,,,,,,-92.0,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
61.4706,-83.0,,,,,,,,,,,,,,,-80.0,,,,,-76.0,,,,,,,,,,-95.0,,,,,-89.0,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,2412.0,,,,,2437.0,
63.5017,-89.0,,,,,,,,,,,,,,,-81.0,,,,,-69.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,,
65.4645,-86.0,-86.0,,,,,,,,,,,,,,-80.0,,,,,-70.0,,,,,,,,,,-89.0,-89.0,-90.0,,,,,2437.0,5200.0,,,,,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,2412.0,2412.0,2412.0,,,,
67.4855,-82.0,-88.0,-89.0,,,-96.0,,,,,,,,,,-84.0,,,,,-70.0,,,,,,,,,,,,,,,-78.0,,2437.0,5200.0,2452.0,,,2412.0,,,,,,,,,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
69.5023,-82.0,-87.0,,,,,,,,-87.0,,,-90.0,-95.0,,-74.0,,,,,-74.0,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,2437.0,,,2462.0,2462.0,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,,
71.527,-85.0,-89.0,,,,,,-92.0,,-93.0,-92.0,,,,-91.0,-78.0,,,,,-73.0,,,,,,,,,-93.0,,,,,,-85.0,,2437.0,5200.0,,,,,,2427.0,,2437.0,5220.0,,,,2452.0,2437.0,,,,,2437.0,,,,,,,,,2462.0,,,,,,2437.0,
73.4893,-80.0,-87.0,-92.0,,,,,,,,,,-91.0,-93.0,,-82.0,,,,,-82.0,,,,,,,,,,,,,,,-77.0,,2437.0,5200.0,2452.0,,,,,,,,,,2462.0,2462.0,,2437.0,,,,,2437.0,,,,,,,,,,,,,,,2437.0,
75.5011,-82.0,,-84.0,,-90.0,,,-83.0,,,,,,-90.0,,-81.0,,,,,-87.0,,-84.0,-86.0,,,,,,,,,,,,-68.0,,2437.0,,2452.0,,2462.0,,,2427.0,,,,,,2462.0,,2437.0,,,,,2437.0,,5500.0,2462.0,,,,,,,,,,,,2437.0,
77.5922,-84.0,-82.0,-85.0,,,,,,-88.0,,-88.0,-89.0,-86.0,,,-79.0,,,,,,,,,,-89.0,,,,,,,,,,-73.0,,2437.0,5200.0,2452.0,,,,,,2437.0,,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,2462.0,,,,,,,,,,2437.0,
79.4972,-79.0,-82.0,-80.0,,,,,-86.0,,-88.0,,,,,,,,,,,,,-89.0,,-87.0,,,,,,,,,-88.0,,-76.0,-89.0,2437.0,5200.0,2452.0,,,,,2427.0,,2437.0,,,,,,,,,,,,,5500.0,,2462.0,,,,,,,,,5500.0,,2437.0,2412.0
81.7636,-74.0,-81.0,-81.0,,,,,-86.0,,,-88.0,,-80.0,-89.0,,-89.0,,,,,,,-88.0,,,,,,,,,,,,,-72.0,,2437.0,5200.0,2452.0,,,,,2427.0,,,5220.0,,2462.0,2462.0,,2437.0,,,,,,,5500.0,,,,,,,,,,,,,2437.0,
85.5528,-75.0,-82.0,-79.0,,-82.0,,,-76.0,,,,,-83.0,-84.0,,,,,,,,,,-84.0,-83.0,,,,,,,,,,,-66.0,,2437.0,5200.0,2452.0,,2462.0,,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,2462.0,2462.0,,,,,,,,,,,2437.0,
87.6274,-75.0,-86.0,-77.0,,-84.0,,,,,-82.0,,,-83.0,-85.0,,,,,,,,-84.0,,,,,,,-87.0,,,,,,,-62.0,,2437.0,5200.0,2452.0,,2462.0,,,,,2437.0,,,2462.0,2462.0,,,,,,,,2462.0,,,,,,,5540.0,,,,,,,2437.0,
89.5602,,-78.0,-82.0,,-81.0,-89.0,,-83.0,,-86.0,-89.0,,-82.0,,,-82.0,,,,,,,,,,,,,,,,,,,,-63.0,,,5200.0,2452.0,,2462.0,2412.0,,2427.0,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,
91.4973,-77.0,-76.0,-79.0,,-82.0,,,-81.0,,-82.0,-80.0,-79.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,-64.0,,2437.0,5200.0,2452.0,,2462.0,,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
93.448,-79.0,-76.0,-80.0,,-83.0,,,-78.0,,-81.0,,-83.0,-79.0,-83.0,,,,,,,,,,,,,,,,,,,,,,-54.0,,2437.0,5200.0,2452.0,,2462.0,,,2427.0,,2437.0,,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
95.5184,-74.0,-77.0,-72.0,,-76.0,-80.0,,-77.0,,,,-80.0,-77.0,-80.0,,,,,,,,,,,,,,,,,,,,,,-52.0,,2437.0,5200.0,2452.0,,2462.0,2412.0,,2427.0,,,,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
97.757,-77.0,-78.0,,,-78.0,-82.0,,-70.0,,-83.0,,-83.0,,-77.0,,,-83.0,,,,,,,,,,,,,,,,,,,-54.0,,2437.0,5200.0,,,2462.0,2412.0,,2427.0,,2437.0,,5220.0,,2462.0,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
101.5697,-76.0,,-67.0,,-74.0,,,,,-71.0,-76.0,-76.0,-74.0,,,,-76.0,,-76.0,,,,,,,,,,,,,,,,,-54.0,,2437.0,,2452.0,,2462.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,5500.0,,5500.0,,,,,,,,,,,,,,,,,2437.0,
103.4969,-74.0,-79.0,-63.0,,,-77.0,,-75.0,-72.0,-71.0,-77.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,-59.0,,2437.0,5200.0,2452.0,,,2412.0,,2427.0,2437.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
105.7283,-73.0,,-61.0,,,-77.0,,-65.0,-73.0,,-71.0,-71.0,-77.0,-75.0,,,,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,2452.0,,,2412.0,,2427.0,2437.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
109.5048,,,-62.0,,-71.0,-62.0,,-65.0,,-74.0,-63.0,-63.0,-72.0,-69.0,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,2452.0,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
111.4533,-69.0,,-57.0,,-73.0,-65.0,,-63.0,-75.0,,-61.0,-61.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,-67.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
113.6033,-71.0,,-57.0,,-62.0,,,-61.0,-74.0,,-64.0,-64.0,-62.0,-71.0,,,,,,,,,,,,,,,,,,,,,,-65.0,,2437.0,,2452.0,,2462.0,,,2427.0,2437.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
115.5388,-73.0,,-62.0,,-63.0,-74.0,,-66.0,,,-61.0,-61.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,,,,,-61.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
117.4799,-78.0,,-66.0,,-69.0,-72.0,,-70.0,,,-64.0,-64.0,-69.0,-75.0,,,,,,,,,,,,,,,,,,,,,,-65.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
119.6258,-67.0,,-63.0,,-71.0,-76.0,,-71.0,,,-64.0,-64.0,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,,,-71.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
121.4951,-77.0,,-64.0,,-72.0,,,-71.0,,-76.0,-63.0,-63.0,-72.0,-69.0,,,,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,2452.0,,2462.0,,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
123.4505,-73.0,,-60.0,,-71.0,-74.0,,-73.0,,,-64.0,-64.0,-72.0,-69.0,,,,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
125.5241,-74.0,-75.0,-64.0,,-70.0,-74.0,,,,,-63.0,-63.0,-71.0,-70.0,,,,,,,,,,,,,,,,,,,,,,-61.0,,2437.0,5200.0,2452.0,,2462.0,2412.0,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
127.6039,-75.0,-75.0,-64.0,,-68.0,-75.0,,,,,-62.0,-61.0,-69.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,5200.0,2452.0,,2462.0,2412.0,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
129.4797,-73.0,-78.0,-66.0,,,-75.0,,-73.0,,,-64.0,-64.0,-64.0,-75.0,,,,,,,,,,,,,,,,,,,,,,-66.0,,2437.0,5200.0,2452.0,,,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
131.5344,-76.0,,-64.0,,-68.0,-72.0,,-66.0,,,-62.0,-62.0,-70.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-64.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
133.5148,-71.0,-75.0,-57.0,,-67.0,,,-75.0,,,-63.0,-62.0,-65.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-64.0,,2437.0,5200.0,2452.0,,2462.0,,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
135.4984,-72.0,,-60.0,,-70.0,-75.0,,-71.0,,,-63.0,-63.0,-69.0,-73.0,,,,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
137.4968,-68.0,,-59.0,,-71.0,-73.0,,-68.0,,,-65.0,-65.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
139.4813,,,-59.0,,-67.0,-72.0,,-69.0,-80.0,,-67.0,-67.0,-69.0,-73.0,,,,,,,,,,,,,,,,,,,,,,-63.0,,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
141.4733,-70.0,,-58.0,,-69.0,-73.0,,-71.0,,,-65.0,-65.0,-71.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
143.5131,-75.0,,-57.0,,-66.0,-73.0,,-70.0,-67.0,,-63.0,-63.0,,-71.0,,,,,,,,,,,,,,,,,,,,,,-64.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,5220.0,5220.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
145.5856,-70.0,,-65.0,,-67.0,-70.0,,-65.0,,,-65.0,-65.0,-67.0,-70.0,,,,,,,,,,,,,,,,,,,,,,-60.0,,2437.0,,2452.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
147.5035,,,-58.0,,-60.0,-72.0,,-57.0,,-66.0,-62.0,-62.0,-66.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,2452.0,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,,2437.0,
149.7226,-72.0,,-73.0,,,-77.0,,-68.0,-76.0,-65.0,-74.0,-73.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,-61.0,,2437.0,,2452.0,,,2412.0,,2427.0,2437.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,
153.7968,-69.0,-77.0,-72.0,,-80.0,-79.0,,-70.0,,-78.0,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,-60.0,,2437.0,5200.0,2452.0,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
157.6371,-69.0,-75.0,-76.0,,-81.0,,,-75.0,,-79.0,,-82.0,-81.0,,,-82.0,,,,,,,,,,,,,,,,,,,,-52.0,,2437.0,5200.0,2452.0,,2462.0,,,2427.0,,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,
161.6473,-74.0,-74.0,-76.0,,,-88.0,,-81.0,,-84.0,,-87.0,-86.0,,,-86.0,,,,,,,,,,,,,,,,,,,,-58.0,,2437.0,5200.0,2452.0,,,2412.0,,2427.0,,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,
163.6268,-71.0,-76.0,-80.0,,,,-87.0,-82.0,-88.0,-82.0,,,-83.0,,,-89.0,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,5200.0,2452.0,,,,2462.0,2427.0,2437.0,2437.0,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0,
165.6193,-74.0,,,,,,-91.0,,,,-92.0,-90.0,,,,,-90.0,-89.0,,,,,-89.0,,,,-90.0,,,,,,,-91.0,,-65.0,,2437.0,,,,,,2462.0,,,,5220.0,5220.0,,,,,5500.0,5500.0,,,,,5500.0,,,,5520.0,,,,,,,5500.0,,2437.0,
167.4484,-79.0,-74.0,-83.0,,,,,-84.0,,,,,-85.0,,,-87.0,,,,,,-91.0,-90.0,,,,,,,,,,,-88.0,,-68.0,,2437.0,5200.0,2452.0,,,,,2427.0,,,,,2462.0,,,2437.0,,,,,,2462.0,5500.0,,,,,,,,,,,5500.0,,2437.0,
169.633,-75.0,,-81.0,,,,-92.0,-86.0,-87.0,,,,,,,-88.0,,,,,,,-88.0,,,-91.0,-93.0,,,,,,,,,-74.0,,2437.0,,2452.0,,,,2462.0,2427.0,2437.0,,,,,,,2437.0,,,,,,,5500.0,,,2462.0,5520.0,,,,,,,,,2437.0,
