AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:55,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:68,wifi_rssi_20:23:00:00:01:70,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:83,wifi_rssi_20:23:00:00:02:09,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:55,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:68,wifi_freq_20:23:00:00:01:70,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:83,wifi_freq_20:23:00:00:02:09,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
42.5743,-77.0,,-62.0,-68.0,,,,-78.0,,-77.0,-48.0,-45.0,-69.0,-85.0,-85.0,-68.0,-75.0,-73.0,-79.0,,,,,-85.0,,-85.0,-84.0,-85.0,-85.0,,,,,,,,-88.0,-81.0,,,,-87.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,2437.0,2462.0,,,,5240.0,,,,,,,,,,,
46.5884,-75.0,,-62.0,-66.0,,,-68.0,-76.0,,-75.0,-50.0,-45.0,-69.0,-82.0,-82.0,-68.0,-81.0,-73.0,,,-86.0,-86.0,-85.0,-86.0,,-86.0,-84.0,-88.0,-85.0,,,,,,,,,-80.0,-91.0,,,-90.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,2462.0,2412.0,,,5240.0,,,,,,,,,,,
50.5709,,,-62.0,-66.0,,,-70.0,-76.0,,-74.0,-46.0,-45.0,-65.0,-85.0,-86.0,-70.0,-84.0,-80.0,,,-86.0,-87.0,-85.0,-85.0,,-85.0,-85.0,-85.0,-85.0,,-87.0,-91.0,,,,,,,,,,,,,,,,,,,,,-89.0,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,2437.0,2412.0,,,,,,,,,,,,,,,,,,,,,2437.0
54.5688,,,-61.0,-70.0,,,-74.0,,,-73.0,-45.0,-45.0,-65.0,-87.0,-88.0,-74.0,-81.0,-80.0,-83.0,,-89.0,-90.0,-83.0,-83.0,,-83.0,-83.0,-83.0,-82.0,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,5240.0,5240.0,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,2437.0,,,,,5240.0,,,,,,,,,,,
58.5805,-78.0,,-63.0,-70.0,,,-72.0,,,-75.0,-48.0,-50.0,-71.0,-84.0,-86.0,-73.0,-77.0,-72.0,,,-92.0,,-84.0,-83.0,,-83.0,-84.0,-84.0,-83.0,,,,-88.0,-88.0,,,,-75.0,,,,-89.0,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,2462.0,2462.0,,,,2462.0,,,,5240.0,,,,,,,,,,,
62.1641,-78.0,,,-68.0,,,-71.0,,,-75.0,-48.0,-49.0,-75.0,-86.0,-86.0,-72.0,-77.0,-72.0,,,,,-87.0,-84.0,,-85.0,-86.0,-85.0,-85.0,,,,,,-88.0,-90.0,,,,,,,-92.0,-90.0,,-88.0,,,-87.0,,,,,2437.0,,,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,2412.0,2462.0,,,,,,,2462.0,2462.0,,5500.0,,,2437.0,,,,
66.612,,,-63.0,-72.0,,,-76.0,-82.0,,-71.0,-50.0,-50.0,-66.0,-82.0,-82.0,-77.0,-73.0,-68.0,-78.0,,-85.0,-85.0,-83.0,-85.0,-89.0,-84.0,-84.0,-85.0,-84.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,5240.0,5240.0,5500.0,5500.0,2462.0,5500.0,5500.0,5500.0,5500.0,2412.0,,,,,,,,,,,,,,,,,,,,,,,
70.5857,-78.0,,-62.0,-69.0,,,-68.0,,,-74.0,-47.0,-55.0,-63.0,-83.0,-84.0,-70.0,-75.0,-71.0,-78.0,,-90.0,-88.0,-85.0,-85.0,-89.0,-85.0,-85.0,-85.0,-83.0,,-86.0,,,-88.0,,,,,-86.0,,,-89.0,,,,,,,,,,,-85.0,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,5240.0,5240.0,5500.0,5500.0,2462.0,5500.0,5500.0,5500.0,5500.0,,2437.0,,,2462.0,,,,,2412.0,,,5240.0,,,,,,,,,,,2437.0
74.5586,-84.0,,-58.0,-65.0,,,-73.0,-84.0,,-75.0,-55.0,-54.0,-59.0,-82.0,-82.0,-73.0,-73.0,-71.0,,-89.0,,,-90.0,,,,,,-86.0,-90.0,,,,-87.0,,,,,-88.0,-88.0,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,2412.0,,,5500.0,,,,,,5500.0,2412.0,,,,2462.0,,,,,2412.0,2412.0,,,,,,,,,,,,,
78.6043,,-90.0,-55.0,-61.0,-79.0,-89.0,-68.0,-73.0,,-63.0,-58.0,-58.0,-55.0,-75.0,-75.0,-66.0,,-70.0,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,2412.0,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,
82.5515,-74.0,-86.0,-61.0,-57.0,-87.0,,-66.0,-68.0,,-55.0,-58.0,-63.0,-52.0,-71.0,-71.0,-66.0,-82.0,-65.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,2437.0,5200.0,2417.0,2452.0,2412.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
86.57,-67.0,-86.0,-55.0,-53.0,,-85.0,-58.0,-62.0,,-56.0,-62.0,-67.0,-44.0,-67.0,-66.0,-59.0,,-66.0,,,,,-84.0,-86.0,,-86.0,-86.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,,,,,,,
90.6175,-70.0,,-62.0,-59.0,-91.0,,-59.0,-64.0,,-55.0,-62.0,-71.0,-44.0,-67.0,-67.0,-58.0,-76.0,-58.0,,,,,-85.0,-89.0,,-85.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,2437.0,,2417.0,2452.0,2412.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
94.5877,,,-65.0,-61.0,,-87.0,-59.0,-64.0,,-55.0,-66.0,-68.0,-50.0,-67.0,-67.0,-60.0,-77.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0
98.5525,-62.0,,-65.0,-61.0,,,-59.0,-67.0,,-63.0,-62.0,-64.0,-51.0,-75.0,-75.0,-60.0,-81.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,-82.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
102.5837,-66.0,,-76.0,-67.0,,-84.0,,-67.0,,-71.0,-66.0,-76.0,-59.0,-82.0,-81.0,-67.0,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,2457.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.5553,-67.0,-80.0,,-79.0,,-84.0,-79.0,-77.0,,,-82.0,,-65.0,-86.0,-85.0,-74.0,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
110.5719,-67.0,,-84.0,-78.0,,-74.0,-75.0,-77.0,,-71.0,-80.0,,-69.0,-86.0,-85.0,-74.0,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,2437.0,,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
114.5701,-58.0,-77.0,-79.0,-73.0,,-67.0,-75.0,,,-74.0,-80.0,-87.0,-65.0,-83.0,-84.0,-73.0,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
118.5634,-59.0,-68.0,-78.0,-78.0,,-71.0,-78.0,-85.0,-83.0,-74.0,-86.0,,-65.0,-83.0,-84.0,-77.0,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
122.5993,-57.0,-66.0,-81.0,-79.0,,-66.0,-73.0,-77.0,,-78.0,-81.0,,-66.0,-83.0,-83.0,-73.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
126.5836,-59.0,-63.0,-78.0,-69.0,,-70.0,,-76.0,,-72.0,-79.0,,-63.0,-82.0,-82.0,-71.0,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-87.0,2437.0,5200.0,2417.0,2452.0,,2457.0,,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0
130.5799,-55.0,-65.0,-78.0,-67.0,,-74.0,-79.0,-76.0,-80.0,-75.0,-78.0,-85.0,-63.0,-82.0,-82.0,-75.0,-87.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
134.6158,-54.0,-67.0,-79.0,-71.0,-86.0,-70.0,-77.0,-77.0,-80.0,-71.0,-78.0,-85.0,-66.0,-82.0,-83.0,-75.0,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,,2437.0,5200.0,2417.0,2452.0,2412.0,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
138.5762,-59.0,-66.0,-81.0,-72.0,,-70.0,-76.0,-77.0,-79.0,-71.0,-77.0,-85.0,-66.0,-81.0,-80.0,-75.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
142.2507,-55.0,-65.0,,-76.0,,-69.0,-73.0,-76.0,-77.0,-82.0,-79.0,,-66.0,-78.0,-78.0,-75.0,-88.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,
