AppTimestamp(s),wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:21,wifi_rssi_20:23:00:00:02:22,wifi_rssi_20:23:00:00:02:27,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:21,wifi_freq_20:23:00:00:02:22,wifi_freq_20:23:00:00:02:27,wifi_freq_20:23:00:00:03:11
24.9768,-57.0,,-82.0,,-79.0,-84.0,-73.0,,-83.0,,,,,,,,,,,,,,,,,2417.0,,2462.0,,2437.0,2422.0,2437.0,,5220.0,,,,,,,,,,,,,,,,
26.9234,-70.0,,,-82.0,-75.0,-80.0,-65.0,,,,-77.0,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,,,,,,,,,,,,,
28.9995,-64.0,,-79.0,,-79.0,-83.0,-76.0,,,-83.0,,,,,,,,,,,,,,,,2417.0,,2462.0,,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,,,,,,,
31.0457,-61.0,,,-79.0,-82.0,-79.0,-79.0,-86.0,,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,,,,,,,,,,,,,
33.0433,-59.0,-84.0,,-77.0,-79.0,-79.0,-78.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
35.024,-59.0,,,-78.0,-78.0,-78.0,,-82.0,-82.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,
39.0269,-58.0,,,,-78.0,-77.0,-81.0,-83.0,,,-84.0,,,,,,,,,,,,,,,2417.0,,,,2437.0,2422.0,2437.0,5220.0,,,2437.0,,,,,,,,,,,,,,
43.0441,-56.0,,,-77.0,-77.0,-75.0,-81.0,,,-82.0,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,,,,,,,
45.0247,-58.0,,,-76.0,-78.0,-77.0,-79.0,,-85.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,,,,,,,,,,,,,
49.0688,-58.0,,,-77.0,-77.0,-75.0,-82.0,,,,-85.0,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,,,,,,,,,,,,,
52.9311,,,,-79.0,-79.0,-79.0,,-83.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,,2427.0,2437.0,2422.0,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,
54.9912,-60.0,,,-82.0,-79.0,-79.0,-80.0,-84.0,,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,,,,,,,,,,,,,
56.8796,-62.0,,,-77.0,-78.0,-79.0,,-83.0,-84.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,
58.8604,-63.0,,,-82.0,-78.0,-78.0,,-84.0,-84.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,
60.8653,-65.0,,,-84.0,-75.0,-79.0,,-83.0,-84.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,,5220.0,5220.0,,,,,,,,,,,,,,,,
62.8436,-62.0,,,,-78.0,-80.0,-73.0,-83.0,-85.0,,,,,,,,,,,,,,,,,2417.0,,,,2437.0,2422.0,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,
64.9839,-53.0,-84.0,-83.0,,-79.0,-77.0,-76.0,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,
66.9839,-57.0,,,,,-76.0,-83.0,-84.0,,,,,,,,-81.0,-82.0,,,,,,,,,2417.0,,,,,2422.0,2437.0,5220.0,,,,,,,,5260.0,5260.0,,,,,,,,
69.0472,-64.0,,,,-84.0,-82.0,-80.0,,,,,,,,,-78.0,-78.0,,,,,,,,,2417.0,,,,2437.0,2422.0,2437.0,,,,,,,,,5260.0,5260.0,,,,,,,,
73.0447,-76.0,,,,,,-78.0,,,,,,,-80.0,,-74.0,-74.0,-80.0,,,,,,,,2417.0,,,,,,2437.0,,,,,,,2462.0,,5260.0,5260.0,2462.0,,,,,,,
77.3057,-78.0,,,,,,,,,,,,,-73.0,,-71.0,-71.0,-74.0,-84.0,,,,,,,2417.0,,,,,,,,,,,,,2462.0,,5260.0,5260.0,2462.0,5180.0,,,,,,
81.3366,,,,,,,,,,,,,,-72.0,,-71.0,-71.0,-74.0,-80.0,,-78.0,,,,,,,,,,,,,,,,,,2462.0,,5260.0,5260.0,2462.0,5180.0,,2437.0,,,,
85.3634,,,,,,,,,,,,,,,,-77.0,-77.0,-80.0,-70.0,-70.0,,,-80.0,,,,,,,,,,,,,,,,,,5260.0,5260.0,2462.0,5180.0,5180.0,,,2412.0,,
89.2963,,,,,,,,,,,,,,,-70.0,,,,-80.0,-80.0,-81.0,-80.0,,-80.0,,,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,5560.0,,5560.0,
93.3579,-76.0,,,,,,,,,,,,,,,-78.0,-78.0,,-72.0,-72.0,-81.0,,,,,2417.0,,,,,,,,,,,,,,,5260.0,5260.0,,5180.0,5180.0,2437.0,,,,
97.1308,,,,,,,,,,,,,,-82.0,-80.0,-77.0,-77.0,,-75.0,-75.0,,,,,,,,,,,,,,,,,,,2462.0,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
101.3324,-77.0,,,,,,,,,,,,,,-75.0,-79.0,-79.0,,-76.0,-76.0,,,,,,2417.0,,,,,,,,,,,,,,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
105.3181,-73.0,,,,,,,,,,,,,,-76.0,-78.0,-78.0,,-74.0,-74.0,,,,,,2417.0,,,,,,,,,,,,,,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
109.2611,-73.0,,,,,,,,,,,,,,-74.0,-77.0,-77.0,,-75.0,-74.0,,,,,,2417.0,,,,,,,,,,,,,,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
113.3139,-73.0,,,,,,,,,,,,,,-75.0,-78.0,-77.0,,-75.0,-75.0,,,,,,2417.0,,,,,,,,,,,,,,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
117.1995,-78.0,,,,,,,,,,,,,,-78.0,-78.0,-79.0,,-77.0,-77.0,,,,,,2417.0,,,,,,,,,,,,,,2472.0,5260.0,5260.0,,5180.0,5180.0,,,,,
121.1807,,,,,,,,,,,,,,,-76.0,-79.0,-79.0,-80.0,-76.0,-76.0,,,,,,,,,,,,,,,,,,,,2472.0,5260.0,5260.0,2462.0,5180.0,5180.0,,,,,
125.1577,-76.0,,,,,,,,,,,-79.0,-79.0,,-80.0,-72.0,-72.0,,,,,,,,,2417.0,,,,,,,,,,,2437.0,2437.0,,2472.0,5260.0,5260.0,,,,,,,,
129.2065,-79.0,,,,,,,,,,,,,-76.0,,-67.0,-67.0,-77.0,-82.0,,,,,,,2417.0,,,,,,,,,,,,,2462.0,,5260.0,5260.0,2462.0,5180.0,,,,,,
133.0551,,,,,,,-79.0,,,,-84.0,,,-71.0,,-67.0,-69.0,-73.0,,,,,,,,,,,,,,2437.0,,,,2437.0,,,2462.0,,5260.0,5260.0,2462.0,,,,,,,
137.0275,-64.0,,,,,,-72.0,,,,,,,-82.0,,-80.0,-80.0,,,,,,,,-80.0,2417.0,,,,,,2437.0,,,,,,,2462.0,,5260.0,5260.0,,,,,,,,2462.0
141.047,-61.0,,,,-78.0,-84.0,-75.0,,,-79.0,-83.0,,,,,,,,,,,,,,,2417.0,,,,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,
144.9383,-61.0,,,-81.0,-80.0,-81.0,-74.0,,,,,,,,,,,,,,,,,,-75.0,2417.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,,2462.0
146.8563,,,,-82.0,-78.0,-83.0,-79.0,,,,-83.0,,,,,,,,,,,,,,-70.0,,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,,,,,,,,,,,,,2462.0
148.8644,-69.0,,-82.0,,,-77.0,-76.0,,,-83.0,,,,,,,,,,,,,,,-70.0,2417.0,,2462.0,,,2422.0,2437.0,,,2462.0,,,,,,,,,,,,,,,2462.0
