AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:54,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:54
21.6869,-60.0,-69.0,-78.0,-72.0,,-84.0,-83.0,-93.0,-80.0,-79.0,-85.0,-63.0,,-88.0,,,,-62.0,,-90.0,-89.0,,-90.0,-92.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,2462.0,5500.0,,2462.0,2462.0,
23.6614,-62.0,-68.0,-75.0,-80.0,,-75.0,-85.0,,,-80.0,-85.0,-67.0,-87.0,-87.0,-84.0,,,-63.0,,-93.0,,,-94.0,-91.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,2462.0,2462.0,
25.6906,-64.0,-70.0,-75.0,-76.0,,-76.0,-89.0,,-70.0,-81.0,-86.0,-61.0,-88.0,-86.0,-75.0,,,-66.0,,-92.0,,,-91.0,-93.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,2462.0,2462.0,
27.664,-61.0,,-77.0,-81.0,,,-88.0,,-69.0,-80.0,,-65.0,-88.0,,-79.0,,-83.0,-66.0,,-92.0,,,,,,2437.0,,2417.0,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,2462.0,,,,,
29.6928,-65.0,-77.0,-76.0,-79.0,,-78.0,-88.0,,-80.0,-82.0,,-60.0,-85.0,-86.0,-79.0,,,-59.0,,-88.0,,-95.0,-89.0,-88.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,2442.0,2462.0,2462.0,
31.7048,-58.0,,-72.0,-84.0,,-75.0,-82.0,,-77.0,-82.0,-89.0,-63.0,-91.0,-84.0,-75.0,,,-61.0,,,,,-93.0,-92.0,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,2462.0,2462.0,
33.6778,-61.0,-70.0,-78.0,-79.0,,-80.0,-86.0,,-80.0,-81.0,-84.0,-59.0,,-90.0,-81.0,,,-61.0,,,,,-92.0,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,2462.0,,
35.6637,-60.0,,-75.0,-77.0,,-83.0,-85.0,,-76.0,-83.0,-86.0,-60.0,-84.0,-85.0,-80.0,-92.0,,-61.0,,,,,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,
37.6969,-64.0,-68.0,-76.0,-77.0,,-81.0,-86.0,,-76.0,-81.0,-87.0,-61.0,-89.0,-89.0,-81.0,,,-60.0,,,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,5200.0
39.7128,-61.0,-70.0,-74.0,-78.0,,-83.0,-84.0,,-75.0,-76.0,-89.0,-61.0,,-84.0,-81.0,-92.0,,-56.0,,-92.0,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2437.0,,2462.0,,,,,5200.0
41.6789,-60.0,-69.0,-74.0,-78.0,,-79.0,-85.0,,-81.0,-80.0,-87.0,-60.0,-85.0,-86.0,-79.0,,,-61.0,,-93.0,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,,,
43.6672,-61.0,-68.0,-76.0,-73.0,,-80.0,-85.0,,-77.0,-81.0,-88.0,-61.0,-86.0,-85.0,-80.0,,,-60.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,
45.6701,-59.0,-73.0,-73.0,-78.0,,-78.0,-85.0,,-76.0,-83.0,-87.0,-59.0,-85.0,-85.0,-79.0,,,-62.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,
47.6969,-58.0,-71.0,-73.0,,,-76.0,-85.0,,-73.0,-81.0,-83.0,-57.0,-85.0,-85.0,,,,-62.0,,-93.0,,,-92.0,-92.0,-93.0,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,2462.0,,,2462.0,2462.0,5200.0
49.6659,-64.0,-70.0,,-82.0,,-78.0,-84.0,,-74.0,-80.0,-87.0,-59.0,-86.0,-86.0,-77.0,-91.0,,-61.0,,-93.0,,,-92.0,,,2437.0,5200.0,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,2462.0,,,2462.0,,
51.7205,-60.0,-69.0,-76.0,-75.0,,-80.0,-85.0,,-79.0,-81.0,-86.0,-60.0,-86.0,-86.0,-77.0,,,-61.0,,-94.0,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,,,
53.6905,-60.0,-71.0,-77.0,-79.0,,-76.0,-84.0,,-77.0,-81.0,-83.0,-59.0,-85.0,,-77.0,-91.0,,-62.0,,-84.0,,,,-91.0,-95.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,,2437.0,,2462.0,,,,2462.0,5200.0
55.6805,-58.0,-69.0,-78.0,-79.0,,-81.0,-79.0,,-77.0,-81.0,-87.0,-59.0,,-85.0,-80.0,-92.0,-94.0,-63.0,,-92.0,,,-91.0,-89.0,-93.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,2452.0,2437.0,,2462.0,,,2462.0,2462.0,5200.0
57.6998,-58.0,-70.0,-74.0,-77.0,,-75.0,-84.0,,-74.0,-82.0,-86.0,-58.0,-86.0,,-77.0,,,-62.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,
59.6853,-60.0,-70.0,-76.0,-75.0,,-78.0,-86.0,,-77.0,-82.0,-83.0,-57.0,,-87.0,-77.0,-91.0,,-64.0,,,,,-91.0,,-93.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2437.0,,,,,2462.0,,5200.0
61.6619,-61.0,-69.0,-76.0,-78.0,,-83.0,-84.0,,-79.0,-80.0,-83.0,-57.0,-86.0,,-83.0,,,-63.0,,,,,,,-94.0,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,5200.0
63.6869,-58.0,-67.0,-74.0,-83.0,,-82.0,-87.0,,-77.0,-82.0,-89.0,-56.0,-84.0,-83.0,-83.0,,,-60.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,
65.6787,-60.0,-66.0,-75.0,-89.0,,-80.0,-88.0,,-77.0,-84.0,-90.0,-64.0,-91.0,-89.0,,,,-54.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,
67.6938,-60.0,-66.0,-79.0,-84.0,,,-78.0,,-78.0,-80.0,,-58.0,-87.0,,-81.0,,-84.0,-52.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,
69.6613,-62.0,-64.0,-72.0,-85.0,,-84.0,-88.0,,-84.0,-86.0,,-67.0,-88.0,-90.0,-84.0,,,-53.0,,,,,-93.0,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,2462.0,,
71.6618,-61.0,-67.0,-80.0,-83.0,,-79.0,,,-85.0,-83.0,,-65.0,-90.0,-85.0,-80.0,,,-59.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,
73.7149,-60.0,-63.0,-73.0,,,-83.0,-88.0,,-83.0,-88.0,-85.0,-60.0,,-86.0,,,,-60.0,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,
75.698,-55.0,-68.0,-80.0,-84.0,,,-89.0,,-80.0,-86.0,-91.0,-62.0,-84.0,-85.0,-81.0,,-88.0,-65.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,
77.6907,-66.0,-73.0,-92.0,,,,,,-85.0,-87.0,,-63.0,,,,,,-69.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,
79.727,-60.0,-71.0,,,,,,,,,-89.0,-81.0,,,,,,-68.0,,,,,,,,2437.0,5200.0,,,,,,,,,2422.0,2437.0,,,,,,2437.0,,,,,,,
81.6987,-59.0,-72.0,-91.0,,,,,,,,,-81.0,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,,,,,,,,
83.6735,-53.0,-68.0,,,,,,,,,,-71.0,,,,,,-73.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
85.7112,-54.0,-69.0,,-87.0,,,,,-85.0,,,-84.0,,,,,-91.0,-69.0,,,,,,,,2437.0,5200.0,,2452.0,,,,,2427.0,,,2437.0,,,,,2452.0,2437.0,,,,,,,
87.6733,-67.0,-73.0,-88.0,,,,,,-94.0,,,-71.0,,,,,,-80.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
89.6797,-71.0,-75.0,,,,,,,,,,-81.0,,,,,,-69.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
91.6862,-62.0,,-92.0,,,,,,,,,-72.0,,,,,,-65.0,,,,,,,,2437.0,,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
93.6754,-68.0,-77.0,-91.0,,,,,,,,,-81.0,,,,,,-62.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
95.6548,-66.0,-79.0,,,,,,,-91.0,,,-76.0,,,,,,-63.0,,,,,,,,2437.0,5200.0,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
97.6967,-67.0,-74.0,-87.0,,,,,,-90.0,-91.0,,-69.0,,,,,,-60.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,
99.6738,-63.0,,-91.0,,,,,,-94.0,,,-74.0,,,,,,-63.0,,,,,,,,2437.0,,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
101.6793,-69.0,-68.0,-85.0,,,,,,,-94.0,,-78.0,,,,,,-65.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,2437.0,,2437.0,,,,,,2437.0,,,,,,,
103.6814,-61.0,-74.0,,,,,,,,,,-78.0,,,,,,-70.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
105.6755,-63.0,-77.0,-93.0,,,,,,-92.0,,,-77.0,,,,,,-67.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
107.6915,-60.0,-80.0,,,,,,,,,,-76.0,,,,,,-65.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
109.6893,-60.0,-69.0,,,,,,,,,,-76.0,,,,,,-62.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
111.7074,-61.0,-78.0,-91.0,-85.0,,,,,,,,-80.0,,,,,,-65.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
113.6861,-61.0,-75.0,-92.0,,,,,,,,,-76.0,,,,,,-70.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
115.6646,-60.0,-72.0,-90.0,,,,,,,,,-75.0,,,,,-94.0,-66.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,2452.0,2437.0,,,,,,,
117.681,-65.0,-72.0,-89.0,,,,,,,,,-76.0,,,,,-95.0,-67.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,2452.0,2437.0,,,,,,,
119.6802,-63.0,-75.0,-89.0,-95.0,,,,,,,,-76.0,,,,,-85.0,-64.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,,,,,2437.0,,,,,2452.0,2437.0,,,,,,,
121.6593,-62.0,-76.0,-90.0,,-94.0,,,,-94.0,,,-77.0,,,,,-93.0,-66.0,,,,,,,,2437.0,5200.0,2417.0,,2457.0,,,,2427.0,,,2437.0,,,,,2452.0,2437.0,,,,,,,
123.696,-59.0,-76.0,-90.0,,,,,,-88.0,,,-65.0,,,,,,-69.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
125.6669,-61.0,-72.0,-88.0,,,,,,-93.0,,,-77.0,,,,,,-67.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,,
127.6666,-64.0,-74.0,-90.0,,,,,,,,,-75.0,,,,,,-67.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
129.6836,-66.0,,,,,,,,,-91.0,,-80.0,,,,,,-63.0,,,,,,,,2437.0,,,,,,,,,2437.0,,2437.0,,,,,,2437.0,,,,,,,
131.6861,-62.0,-77.0,-89.0,,,,,,,,,-80.0,,,,,,-68.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
133.6939,-62.0,-73.0,,,,,,,,,,-80.0,,,,,,-69.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
135.6756,-62.0,-74.0,,,,,,,-93.0,-90.0,,-80.0,,,,,,-61.0,,,,,,,,2437.0,5200.0,,,,,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,
137.6572,-54.0,-68.0,,,,,,,,,,-75.0,,,,,,-75.0,,,,,,,,2437.0,5200.0,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,
139.6915,-52.0,-60.0,-92.0,,,,,,-92.0,-94.0,,-76.0,,,,,,-69.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,
141.667,-51.0,-67.0,-89.0,,,,,,-92.0,-91.0,,-74.0,,,,,,-65.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,
143.6583,-52.0,-65.0,,,,,,,-94.0,,,-76.0,,,-91.0,,,-64.0,,,,,,,,2437.0,5200.0,,,,,,,2427.0,,,2437.0,,,2462.0,,,2437.0,,,,,,,
145.6761,-60.0,-70.0,,-88.0,,,,,-86.0,,,-71.0,,,,,-92.0,-70.0,,,,,,,,2437.0,5200.0,,2452.0,,,,,2427.0,,,2437.0,,,,,2452.0,2437.0,,,,,,,
147.6933,-63.0,-75.0,-82.0,-85.0,,-86.0,-90.0,,-87.0,-86.0,-93.0,-73.0,-90.0,,-87.0,,,-65.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,
149.6638,-59.0,-75.0,-77.0,-85.0,,-86.0,-87.0,,-66.0,-84.0,-89.0,-60.0,,-87.0,-85.0,,-84.0,-60.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2452.0,2437.0,,,,,,,
151.6903,-60.0,-70.0,-77.0,-85.0,,-86.0,-87.0,,-79.0,-78.0,-88.0,-58.0,-81.0,-81.0,-85.0,-91.0,,-59.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,
153.6866,-67.0,-68.0,-76.0,,,-76.0,-84.0,,-82.0,-82.0,,-63.0,,-89.0,,,,-60.0,,,,,,,,2437.0,5200.0,2417.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5220.0,,,,2437.0,,,,,,,
155.6861,-56.0,-64.0,-71.0,-79.0,,-83.0,-83.0,,-76.0,-78.0,,-58.0,-85.0,,-84.0,,,-66.0,-94.0,-93.0,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,2462.0,2462.0,,,,,
157.6919,-63.0,-67.0,-81.0,-77.0,,-74.0,-91.0,,-70.0,-78.0,-91.0,-56.0,-78.0,-78.0,-82.0,,,-65.0,,,,,-88.0,-88.0,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,2462.0,2462.0,
159.6775,-62.0,-69.0,-68.0,-79.0,,-77.0,-87.0,,-74.0,-75.0,,-55.0,-82.0,-81.0,-77.0,,,-65.0,,-89.0,,,-90.0,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,2462.0,,
161.6867,-62.0,-70.0,-69.0,-75.0,,-81.0,-84.0,,-70.0,-76.0,-84.0,-54.0,-86.0,-84.0,-74.0,-92.0,,-62.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,
163.6883,-62.0,-70.0,-71.0,-69.0,,-77.0,-75.0,,-64.0,-72.0,-84.0,-52.0,-78.0,-78.0,-72.0,,,-65.0,,-95.0,,,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,,,,
