AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:54,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:54,Latitude_degrees,Longitude_degrees,floor_ID
0.1934,956.848,1.40783,5.79654,8.6577,-1.44847,-0.65665,0.47714,21.4,-25.1,-22.3,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.2179,956.8681,1.16122,5.37515,9.33767,-0.36052,-0.28524,-0.05004,20.3,-24.1,-23.9,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.2387,956.8881,0.44055,5.10459,8.66727,0.12939,-0.62488,0.16865,19.1,-24.3,-25.4,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.2622,956.9081,0.20112,5.04713,7.68323,-0.10824,-0.57235,0.55961,19.0,-23.4,-24.8,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.2782,956.9282,0.51477,5.0615,6.97931,-0.5615,-0.11176,0.79357,17.5,-23.7,-27.2,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.2948,956.9482,1.16601,5.03516,7.05593,-0.86388,0.0715,0.64757,17.2,-23.3,-27.6,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.3174,956.9682,1.32882,4.82446,7.91787,-0.57738,0.48445,0.49547,17.5,-22.8,-26.9,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.3393,956.9882,1.34079,4.67362,8.59784,0.03654,0.15397,0.46187,16.7,-22.9,-26.2,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.359,957.0083,1.45332,4.58982,8.41348,0.44093,-0.31823,0.15888,16.8,-22.7,-27.4,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.3734,957.0283,1.30727,4.63292,7.67365,0.28333,-0.1087,0.04343,15.8,-23.2,-27.8,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.3998,957.0483,1.23784,4.767,7.37437,-0.22491,0.12465,0.06908,16.8,-23.1,-28.1,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.4185,957.0684,1.24502,4.9346,7.99448,-0.34647,0.08983,-0.18687,16.8,-23.0,-27.4,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.4356,957.0884,0.90982,5.00164,8.45658,0.02799,-0.11725,-0.22108,16.8,-23.0,-27.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.457,957.1084,1.06066,5.08065,8.50925,0.34014,-0.67742,-0.21986,16.4,-22.8,-28.1,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.4775,957.1284,1.25699,5.16445,8.28658,0.23202,-0.53387,-0.41167,16.1,-22.7,-28.4,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.4967,957.1485,1.13249,5.16924,7.97294,0.16238,-0.30051,-0.29744,15.9,-22.7,-28.4,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.5277,957.1685,1.14686,5.17882,7.62098,-0.03005,-0.01829,-0.1942,15.7,-22.7,-28.6,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.5553,957.1885,1.40783,5.23628,7.49647,-0.12717,0.25293,-0.15083,15.5,-22.6,-28.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.5622,957.2085,1.62092,5.24825,7.38873,-0.14061,0.00919,-0.25468,15.5,-22.6,-28.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.5798,957.2285,1.68557,5.23628,7.38634,-0.21819,0.07883,-0.25956,15.4,-22.5,-28.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.5954,957.2484,1.70712,5.22191,7.50845,-0.20781,0.30363,-0.30477,15.4,-22.4,-28.6,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.6176,957.2684,1.56346,5.19797,7.4869,-0.27317,0.3415,-0.20153,15.4,-22.4,-28.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
0.6425,957.2884,1.55867,5.17642,7.75506,-0.27683,0.07211,-0.21803,15.4,-22.3,-28.7,-99.0,-110.0,-110.0,-110.0,-63.0,-70.0,-77.0,-79.0,-110.0,-81.0,-82.0,-110.0,-80.0,-88.0,-70.0,-57.0,-85.0,-85.0,-110.0,-110.0,-110.0,-65.0,-110.0,-110.0,-110.0,-110.0,-94.0,-93.0,-94.0,2437.0,5200.0,2417.0,2452.0,-1.0,2462.0,2412.0,-1.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,-1.0,-1.0,-1.0,2437.0,-1.0,-1.0,-1.0,-1.0,2462.0,2462.0,5200.0,49.461087810283,11.110832476574,-2.0
