AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:02:12,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:02:12,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
41.6664,,-90.0,-52.0,-67.0,,,,-64.0,-74.0,-66.0,-63.0,-69.0,-61.0,-77.0,-77.0,-65.0,-88.0,-72.0,,,,,,,,,,,,,,,,,,,-91.0,-85.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0,2437.0
45.6893,-71.0,,-52.0,-65.0,,,,-67.0,-72.0,-66.0,-60.0,,-61.0,-76.0,-76.0,-72.0,,-74.0,,,,,,,,,,,,,,,,,,,,-84.0,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0
49.6809,-71.0,-89.0,,-65.0,,,,-64.0,-73.0,-67.0,-63.0,-66.0,-61.0,-78.0,-77.0,-65.0,-86.0,-76.0,,-88.0,,,,,,,,,,,,,,,,,-87.0,-88.0,2437.0,5200.0,,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,,,,,,,,,,,,,,2462.0,2437.0
53.6703,-73.0,-86.0,-52.0,-73.0,,,,-68.0,-76.0,-67.0,-63.0,-64.0,-60.0,-78.0,-77.0,-69.0,-86.0,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,
57.6756,-73.0,-87.0,-52.0,-65.0,,,,-66.0,-74.0,-67.0,-62.0,-60.0,-56.0,-76.0,-75.0,-65.0,-84.0,-71.0,,,,,,,,,,,,,,,,,,,,-90.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,2437.0
61.6802,-75.0,-87.0,-53.0,-61.0,,-89.0,,-65.0,-74.0,-67.0,-62.0,-62.0,-55.0,-76.0,-76.0,-63.0,,-69.0,,,,,,,,,,,,,,,,,,,,-89.0,2437.0,5200.0,2417.0,2452.0,,2412.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,2437.0
65.6625,-76.0,,-49.0,-70.0,,,,-73.0,-73.0,-66.0,-62.0,-61.0,-57.0,-76.0,-76.0,,,-67.0,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,,,,,,,
69.6598,,-87.0,-49.0,-64.0,-92.0,-91.0,,-72.0,-74.0,-67.0,-68.0,-59.0,-54.0,-76.0,-76.0,-71.0,-85.0,-68.0,,-87.0,,,,,,-86.0,,,,,,,,,,,-87.0,-86.0,,5200.0,2417.0,2452.0,2462.0,2412.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,,,5500.0,,,,,,,,,,,2462.0,2437.0
73.6673,-76.0,,-56.0,-64.0,,,,-69.0,-71.0,-67.0,-64.0,-63.0,-57.0,-75.0,-75.0,-69.0,-78.0,-67.0,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,
77.6956,-69.0,,-57.0,-60.0,,,-86.0,-65.0,-70.0,-63.0,-70.0,-61.0,-55.0,-72.0,-72.0,-65.0,-81.0,-67.0,,-85.0,-91.0,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,5240.0,,,,,,,,,,,,,,,,,
81.6775,-70.0,,-56.0,-65.0,,,,-59.0,-64.0,-57.0,-62.0,-63.0,-47.0,-72.0,-72.0,-60.0,-77.0,-67.0,,,,,,,,,,,,,,,-91.0,,,,,-81.0,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,2412.0,,,,,2437.0
85.6907,-70.0,-82.0,-59.0,-55.0,,,,-62.0,-60.0,-52.0,-63.0,-66.0,-51.0,-76.0,-77.0,-59.0,-81.0,-60.0,,,,,-85.0,-85.0,-86.0,-84.0,-87.0,-86.0,,,,,,-89.0,-90.0,,-85.0,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2462.0,2462.0,,2462.0,
89.7094,-68.0,,-69.0,-59.0,,,,-59.0,-54.0,-57.0,-61.0,-67.0,-49.0,-72.0,-72.0,-59.0,-77.0,-60.0,,,,,,,,,,,,,,,,,,,,-81.0,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,2437.0
93.6587,-62.0,,,-56.0,,-90.0,-87.0,-54.0,-61.0,-57.0,-63.0,-71.0,-45.0,-68.0,-68.0,-55.0,-70.0,-63.0,,-89.0,,,,-92.0,,,-91.0,-86.0,,,,,,,,,-87.0,-81.0,2437.0,,,2452.0,,2412.0,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,5500.0,,,5500.0,5500.0,,,,,,,,,2462.0,2437.0
97.7061,,-84.0,,-54.0,,,,-54.0,-59.0,-61.0,-67.0,-71.0,-47.0,-67.0,-68.0,-54.0,-72.0,-65.0,,,,,,,,,,,,,,-87.0,,-89.0,-87.0,,,,,5200.0,,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2462.0,,2462.0,2462.0,,,
101.6645,,-83.0,-51.0,-56.0,,,,-55.0,-58.0,-58.0,-64.0,-72.0,-45.0,-68.0,-68.0,-54.0,-73.0,-65.0,,,,,,,,,,,,,,,,,,,-88.0,,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0,
105.6891,-66.0,-85.0,-50.0,-55.0,,,,-53.0,,-61.0,-66.0,-71.0,-47.0,-69.0,-69.0,-54.0,-73.0,-62.0,,,,,,,,,,,,,,,,,,,-88.0,,2437.0,5200.0,2417.0,2452.0,,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0,
109.6853,-62.0,-77.0,-52.0,-59.0,,,-88.0,-53.0,-57.0,-60.0,-63.0,-71.0,-47.0,-70.0,-70.0,-53.0,-75.0,-63.0,,,,,-92.0,,,,,,,,,,,,,,,-83.0,2437.0,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,5500.0,,,,,,,,,,,,,,,2437.0
113.6892,-66.0,-81.0,-54.0,-55.0,,,,-53.0,-55.0,-59.0,-65.0,-71.0,-47.0,-74.0,-74.0,-57.0,-73.0,-63.0,,,,,,,,,,,,,,,,,,,-89.0,-85.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0,2437.0
117.6774,-72.0,-81.0,-57.0,-57.0,,,,-51.0,-55.0,-56.0,-65.0,-72.0,-48.0,-74.0,-74.0,-53.0,-76.0,-66.0,,,,,-91.0,,-92.0,-92.0,-91.0,,-90.0,-93.0,,,,,-90.0,,-89.0,-84.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,5500.0,,5500.0,5500.0,5500.0,,2462.0,2462.0,,,,,2462.0,,2462.0,2437.0
121.6731,-75.0,-81.0,-53.0,-58.0,,,-86.0,-51.0,-59.0,-56.0,-64.0,-68.0,-48.0,-79.0,-78.0,-51.0,-74.0,-65.0,,,,,,,,,,,,,,,,,,,-87.0,,2437.0,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0,
125.6748,-72.0,-83.0,-55.0,-62.0,,,,-59.0,-56.0,-53.0,-63.0,-69.0,-47.0,-71.0,-71.0,-56.0,-70.0,-64.0,,,,,-84.0,-94.0,-85.0,-85.0,-87.0,,,,,,,,,,,-78.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,2437.0
129.6734,-72.0,-81.0,-56.0,-62.0,,,,-58.0,-57.0,-55.0,-61.0,-65.0,-47.0,-65.0,-64.0,-56.0,-78.0,-65.0,,-90.0,,,-83.0,-85.0,-83.0,-84.0,-83.0,-84.0,,,,,,,,-91.0,,-87.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,2462.0,,2437.0
133.6898,-64.0,,-51.0,-54.0,,,,-64.0,-61.0,-57.0,-59.0,-63.0,-49.0,-69.0,-68.0,-63.0,-80.0,-61.0,,-86.0,,,-87.0,-86.0,,-85.0,,,,,,,,,,,,-79.0,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,5500.0,5500.0,,5500.0,,,,,,,,,,,,2437.0
137.6735,,,-53.0,-55.0,,-91.0,,-59.0,-69.0,-60.0,-60.0,-64.0,-49.0,-73.0,-72.0,-59.0,,-66.0,,-82.0,-88.0,-88.0,-87.0,,-87.0,-86.0,,,,,,,,,,,,-87.0,,,2417.0,2452.0,,2412.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,2462.0,5240.0,5240.0,5500.0,,5500.0,5500.0,,,,,,,,,,,,2437.0
141.6748,-77.0,,-52.0,-69.0,,,,-65.0,-77.0,-65.0,-56.0,-52.0,-54.0,-73.0,-72.0,-63.0,-79.0,-68.0,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,
145.6941,-71.0,-86.0,-52.0,-65.0,,,,-73.0,-72.0,-69.0,-60.0,-60.0,-57.0,-78.0,-78.0,-69.0,-84.0,-68.0,,-87.0,,,,,,,,,,,,,,,,,,-88.0,2437.0,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,2462.0,,,,,,,,,,,,,,,,,,2437.0
