AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
49.6809,-71.0,,-65.0,-64.0,-73.0,-67.0,-63.0,-66.0,-61.0,,,-65.0,-76.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
53.6703,-73.0,-52.0,-73.0,-68.0,-76.0,-67.0,-63.0,-64.0,-60.0,,,-69.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,
57.6756,-73.0,-52.0,-65.0,-66.0,,-67.0,-62.0,-60.0,-56.0,,,-65.0,-71.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
61.6802,,-53.0,-61.0,-65.0,-74.0,-67.0,-62.0,-62.0,-55.0,,,-63.0,-69.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
65.6625,,-49.0,-70.0,-73.0,-73.0,-66.0,-62.0,-61.0,-57.0,-76.0,,,-67.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,,2437.0
69.6598,,-49.0,-64.0,-72.0,-74.0,-67.0,-68.0,-59.0,-54.0,,,-71.0,-68.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
73.6673,,-56.0,-64.0,-69.0,-71.0,-67.0,-64.0,-63.0,-57.0,,,-69.0,-67.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
77.6956,-69.0,-57.0,-60.0,-65.0,,-63.0,-70.0,-61.0,-55.0,,,-65.0,-67.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
81.6775,,-56.0,-65.0,-59.0,-64.0,-57.0,-62.0,-63.0,-47.0,,,-60.0,-67.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
85.6907,,-59.0,-55.0,-62.0,-60.0,-52.0,-63.0,-66.0,-51.0,,,-59.0,-60.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
89.7094,-68.0,,-59.0,-59.0,-54.0,-57.0,-61.0,-67.0,-49.0,,,-59.0,-60.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
93.6587,-62.0,,-56.0,-54.0,-61.0,-57.0,-63.0,,-45.0,-68.0,,-55.0,-63.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
97.7061,,,-54.0,-54.0,-59.0,-61.0,-67.0,,-47.0,-67.0,-68.0,-54.0,-65.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
101.6645,,-51.0,-56.0,-55.0,-58.0,-58.0,-64.0,,-45.0,-68.0,,-54.0,-65.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
105.6891,-66.0,-50.0,-55.0,-53.0,,-61.0,-66.0,,-47.0,-69.0,,-54.0,-62.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
109.6853,-62.0,-52.0,-59.0,-53.0,-57.0,-60.0,-63.0,,-47.0,,,-53.0,-63.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
113.6892,-66.0,-54.0,-55.0,-53.0,-55.0,-59.0,-65.0,,-47.0,,,-57.0,-63.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
117.6774,,-57.0,-57.0,-51.0,-55.0,-56.0,-65.0,-72.0,-48.0,,,-53.0,-66.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
121.6731,,-53.0,-58.0,-51.0,-59.0,-56.0,-64.0,-68.0,-48.0,,,-51.0,-65.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
125.6748,,-55.0,-62.0,-59.0,-56.0,-53.0,-63.0,-69.0,-47.0,,,-56.0,-64.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
129.6734,,-56.0,-62.0,-58.0,-57.0,-55.0,-61.0,,-47.0,,-64.0,-56.0,-65.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,5220.0,2462.0,2437.0
133.6898,,-51.0,-54.0,-64.0,-61.0,-57.0,-59.0,-63.0,-49.0,,,-63.0,-61.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
137.6735,,-53.0,-55.0,-59.0,-69.0,-60.0,-60.0,-64.0,-49.0,,,-59.0,-66.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
141.6748,,-52.0,-69.0,-65.0,,-65.0,-56.0,-52.0,-54.0,,-72.0,-63.0,-68.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0
145.6941,-71.0,-52.0,-65.0,,-72.0,-69.0,-60.0,-60.0,-57.0,,,-69.0,-68.0,2437.0,2417.0,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
