AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:95,wifi_rssi_20:23:00:00:02:55,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:73,wifi_rssi_20:23:00:00:02:74,wifi_rssi_20:23:00:00:02:88,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:95,wifi_freq_20:23:00:00:02:55,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:73,wifi_freq_20:23:00:00:02:74,wifi_freq_20:23:00:00:02:88,wifi_freq_20:23:00:00:03:11
20.2253,-62.0,,-78.0,-82.0,-81.0,,,-74.0,-87.0,,-65.0,-91.0,-87.0,-83.0,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
22.2435,-66.0,-69.0,-79.0,-87.0,,-85.0,,-85.0,-84.0,-87.0,-64.0,-88.0,-90.0,-86.0,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
24.2332,-65.0,,-81.0,-85.0,-87.0,-88.0,,-83.0,-83.0,,-70.0,-91.0,-88.0,-81.0,,,-58.0,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
26.2446,-62.0,-72.0,-70.0,-87.0,-81.0,-86.0,,-79.0,-91.0,-92.0,-68.0,-90.0,-94.0,-83.0,,,-55.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
28.2464,-59.0,-73.0,-72.0,-84.0,-85.0,-88.0,,-89.0,-82.0,-91.0,-68.0,,-90.0,,,,-57.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,
30.2272,-70.0,-68.0,-76.0,-85.0,-75.0,-89.0,,-83.0,-82.0,-95.0,-72.0,-89.0,-89.0,-80.0,,,-61.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
32.2393,-60.0,-70.0,,-89.0,-83.0,-87.0,,-83.0,-83.0,-75.0,-60.0,-95.0,-92.0,-85.0,,,-57.0,,,,,-94.0,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,2462.0,,,,,,,,,,,,,,
34.2435,-62.0,-69.0,,-88.0,,-89.0,,-81.0,-86.0,-91.0,-66.0,-92.0,-91.0,-82.0,,,-55.0,,,,,-95.0,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,2462.0,,,,,,,,,,,,,,
36.2576,-58.0,-65.0,,-86.0,-78.0,-90.0,-94.0,-82.0,-89.0,-93.0,-65.0,,-91.0,-85.0,,,-57.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
38.217,-60.0,-68.0,-80.0,-88.0,,,,-76.0,-89.0,-88.0,-65.0,-87.0,,,,,-60.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,
40.2552,-59.0,-69.0,-76.0,-86.0,-86.0,-92.0,,-84.0,-85.0,-87.0,-67.0,-90.0,-92.0,-85.0,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
42.2691,-61.0,-69.0,-78.0,-87.0,-83.0,-90.0,,-83.0,-85.0,,-71.0,-90.0,-90.0,-83.0,,,-63.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
44.2315,-61.0,-67.0,-81.0,,-82.0,,,-86.0,-85.0,-89.0,-68.0,-91.0,-92.0,-82.0,,,-62.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
46.2543,-60.0,-66.0,-80.0,-87.0,-81.0,-90.0,,-84.0,-84.0,-91.0,-65.0,-90.0,-89.0,-82.0,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
48.2345,-60.0,-69.0,-82.0,-87.0,,,,-85.0,-85.0,-89.0,-63.0,-90.0,-90.0,-84.0,,,-58.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
50.2491,-63.0,-67.0,-80.0,-86.0,-81.0,-86.0,,-88.0,-84.0,,-65.0,-91.0,,,,,-60.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,,,,2437.0,,,,,,,,,,,,,,,,,,,
52.2915,-65.0,-69.0,-79.0,-89.0,-84.0,-89.0,,-85.0,-84.0,-84.0,-64.0,-90.0,-90.0,-83.0,,,-55.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
54.2556,-62.0,-69.0,-77.0,-85.0,-79.0,-88.0,,-83.0,-86.0,,-64.0,-91.0,-89.0,-80.0,,-93.0,-58.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
56.2329,-66.0,-69.0,-80.0,,,-90.0,,-85.0,-84.0,-90.0,-62.0,-91.0,-92.0,-82.0,,,-58.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
58.242,-61.0,-69.0,,-87.0,-81.0,-92.0,,-85.0,-83.0,-89.0,-62.0,-89.0,-91.0,,,,-58.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,
60.2474,-60.0,-68.0,-76.0,,,-87.0,,-89.0,-83.0,-86.0,-65.0,-90.0,-90.0,-82.0,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
62.2269,-62.0,-69.0,-75.0,-86.0,-90.0,-89.0,,-85.0,,-91.0,-62.0,-92.0,-89.0,-95.0,,,-53.0,,,,,,,,,,,,,,,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,2462.0
64.2343,-60.0,-72.0,-72.0,-87.0,,,,-77.0,-89.0,-91.0,-64.0,-90.0,,-83.0,,,-57.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
66.2356,-64.0,-73.0,-76.0,-87.0,-83.0,,,-83.0,,,-64.0,,-93.0,-83.0,,,-52.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,,,2437.0,,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
68.2782,-67.0,-75.0,-73.0,-88.0,-85.0,-93.0,,-77.0,,-92.0,-72.0,-92.0,,-86.0,,-86.0,-47.0,-95.0,,,,,,,,,,,,,,,,,,-91.0,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5220.0,,2462.0,,2452.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,2462.0
70.249,-70.0,-79.0,,-90.0,-88.0,,,-84.0,-88.0,,-71.0,,,-84.0,,-89.0,-57.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
72.2618,-71.0,-81.0,-71.0,-89.0,-87.0,-92.0,,,-88.0,,-71.0,,,-86.0,,-88.0,-53.0,,,,,,,,,,,,,,,,,,,-91.0,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,,2437.0,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0
74.224,-77.0,-82.0,-77.0,-89.0,-87.0,,,-84.0,,,-72.0,,,-89.0,,-88.0,-54.0,,,,,,,,,,,,,,,,,,,-89.0,2437.0,5200.0,2417.0,2452.0,2462.0,,,2427.0,,,2437.0,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,2462.0
76.236,-86.0,-86.0,-73.0,-85.0,-85.0,-90.0,,,,,-67.0,-92.0,,-89.0,,,-56.0,-90.0,,,,,,,,,,-95.0,,,,,,,,-85.0,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,,,,2437.0,5220.0,,2462.0,,,2437.0,2437.0,,,,,,,,,,2412.0,,,,,,,,2462.0
78.2001,-66.0,-82.0,,,-88.0,,,-82.0,-87.0,-92.0,-70.0,-90.0,,-88.0,,-93.0,-59.0,,,-88.0,,,,,,-89.0,,,,,,-90.0,,,,,2437.0,5200.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,5500.0,,,,,,5500.0,,,,,,5500.0,,,,
80.2466,-76.0,-87.0,,-96.0,,,,,,,-82.0,,,,,,-65.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,
82.2398,-84.0,-92.0,,,,,,,,,,,,,,,-70.0,-90.0,-93.0,-90.0,,-93.0,,,,,,,,,,-88.0,,,,,2437.0,5200.0,,,,,,,,,,,,,,,2437.0,2437.0,2462.0,5500.0,,2462.0,,,,,,,,,,5500.0,,,,
84.245,-87.0,,,,,,,,,,-89.0,,,,,,-75.0,,,-90.0,,,,,,,,,-86.0,,-93.0,,-92.0,-91.0,-91.0,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,,,5500.0,,,,,,,,,5500.0,,5180.0,,5180.0,5180.0,5180.0,
86.2384,-86.0,,,,,,,,,,-85.0,,,,,,-67.0,-86.0,,,,,,-91.0,,,-91.0,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,2462.0,,,2462.0,,,,,,,,,
88.247,-88.0,,,,,,,,,,-90.0,,,,,,-71.0,-86.0,,,-90.0,,,,-93.0,,,,-85.0,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,2462.0,,,,2462.0,,,,5500.0,,,,,,,
90.2423,-84.0,,,,,,,,-90.0,,,,,,,,-68.0,,-91.0,-90.0,,-91.0,,,,,,,-87.0,,,,,,,,2437.0,,,,,,,,2437.0,,,,,,,,2437.0,,2462.0,5500.0,,2462.0,,,,,,,5500.0,,,,,,,
92.2502,-85.0,,,,,,,,,,-83.0,,,,,,-68.0,-86.0,,,-95.0,,,,,,,,-88.0,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,2462.0,,,,,,,,5500.0,,,,,,,
94.2698,-85.0,-90.0,,,,,,,,,-89.0,,,,,,-68.0,-85.0,,,,,,,,,,,-88.0,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
96.2519,-81.0,,,,,,,,-92.0,,-84.0,,,,,,-69.0,-88.0,,,,,,,,,,,-89.0,,,,,,,,2437.0,,,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
98.2364,,-91.0,,,,,,,,,-86.0,,,,,,-70.0,-85.0,-92.0,-87.0,,-92.0,,,,,,,,,,,,,,,,5200.0,,,,,,,,,2437.0,,,,,,2437.0,2437.0,2462.0,5500.0,,2462.0,,,,,,,,,,,,,,
100.2372,-83.0,-89.0,,,,,,,-93.0,,-82.0,,,,,,-69.0,-85.0,-94.0,,-94.0,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,2462.0,,2462.0,,,,,,,,,,,,,,,
102.2221,-86.0,,,,,,,,,,-85.0,,,,,,-71.0,-84.0,,,,,,,,,-93.0,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,2462.0,,,,,,,,,
104.239,-83.0,,,,,,,,-92.0,,-83.0,,,,,,-69.0,-89.0,,,,,,,,,,,-89.0,,,,,,,,2437.0,,,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
106.2507,-82.0,,,,,,,,,,-85.0,,,,,,-73.0,-84.0,,,,,,,,,,,-90.0,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
108.2575,-84.0,-93.0,,,,,,,,,-88.0,,,,,,-64.0,-92.0,,,,,,,-91.0,,-93.0,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,2437.0,,,,,,,2462.0,,2462.0,,,,,,,,,
110.2252,-79.0,,,,,,,,,,,,,,,,-61.0,-87.0,,,,,,,,,,,-88.0,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
112.2287,-83.0,,,,,,,-94.0,,,-92.0,,,,,,-66.0,,,,,,-89.0,,,,,,,-71.0,,,,,,,2437.0,,,,,,,2427.0,,,2437.0,,,,,,2437.0,,,,,,2412.0,,,,,,,2437.0,,,,,,
114.2805,-80.0,,-91.0,,,,,,,,,,,,,,-66.0,-86.0,-89.0,,-95.0,,,,,,,,,,,,,,,,2437.0,,2417.0,,,,,,,,,,,,,,2437.0,2437.0,2462.0,,2462.0,,,,,,,,,,,,,,,
116.2225,-83.0,-91.0,,,,,,,,,-87.0,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,
118.2305,-85.0,,-95.0,,,,,,,,,,,,,,-66.0,-89.0,,,,,-90.0,,,,,,-91.0,,,,,,,,2437.0,,2417.0,,,,,,,,,,,,,,2437.0,2437.0,,,,,2412.0,,,,,,5500.0,,,,,,,
120.247,-79.0,,,,,,,,,,-88.0,,,,,,-67.0,-87.0,-90.0,,-91.0,,-88.0,,,,,,,,,,,,,,2437.0,,,,,,,,,,2437.0,,,,,,2437.0,2437.0,2462.0,,2462.0,,2412.0,,,,,,,,,,,,,
122.2518,-85.0,-91.0,-92.0,,,,,,-92.0,,-87.0,,,,,,-65.0,-83.0,,,,,,,,,,,-89.0,,,,,,,,2437.0,5200.0,2417.0,,,,,,2437.0,,2437.0,,,,,,2437.0,2437.0,,,,,,,,,,,5500.0,,,,,,,
124.2371,-83.0,-89.0,,,,,,,,,-81.0,,,,,,-64.0,,-93.0,,-94.0,,,,,,,,,,,,,,,,2437.0,5200.0,,,,,,,,,2437.0,,,,,,2437.0,,2462.0,,2462.0,,,,,,,,,,,,,,,
126.2413,-77.0,,-90.0,-94.0,,,,,,,-78.0,,,,,-92.0,-60.0,-84.0,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,,,,,2437.0,,,,,2452.0,2437.0,2437.0,,,,,,,,,,,,,,,,,,
128.2326,-75.0,-84.0,-89.0,,,,,-83.0,-88.0,,-73.0,-93.0,,-84.0,,-88.0,-61.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
130.2758,-70.0,-76.0,-81.0,-91.0,-87.0,-90.0,,-90.0,-90.0,,-67.0,-89.0,-89.0,-89.0,,,-55.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,
132.2557,-69.0,-77.0,-72.0,,-84.0,,,-78.0,-90.0,,-66.0,-92.0,,-82.0,,-91.0,-49.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
134.2182,-68.0,-79.0,,-83.0,,-91.0,,-80.0,-84.0,-72.0,-65.0,,-87.0,,,,-59.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,
136.2593,-63.0,-77.0,-66.0,-77.0,-88.0,-86.0,,-83.0,-84.0,,-60.0,-85.0,,-90.0,,-90.0,-53.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,,
138.2371,-69.0,-79.0,-73.0,,-80.0,-86.0,,-74.0,-83.0,,-58.0,,-86.0,,,,-51.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,
