AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:62,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:62,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:03:11
24.3758,-87.0,,,,,,-88.0,,-69.0,,,-85.0,,,,,-92.0,,,,,,,,,,,,-86.0,,,-86.0,,-90.0,,,-91.0,-87.0,,-93.0,,-88.0,-91.0,-95.0,-92.0,-95.0,,,-94.0,,,,,,-91.0,-93.0,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,2427.0,,,2437.0,,2422.0,,,5220.0,2462.0,,2412.0,,2457.0,2437.0,2437.0,2437.0,2462.0,,,2462.0,,,,,,5260.0,2437.0,,,,,,,,
26.3199,-84.0,,,,,,-87.0,,-76.0,,,-92.0,,,,,-87.0,,,,,,-92.0,,,,,,,,,-89.0,,,-89.0,,-92.0,-93.0,,,-92.0,-88.0,,,,-92.0,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,2462.0,,,,,,,,,2437.0,,,2437.0,,5220.0,2462.0,,,2462.0,2457.0,,,,2462.0,,,,,,,,,,,,,,,,,,
28.3668,-86.0,,,,-95.0,,-88.0,,-69.0,,,-90.0,,,,,,,,,,,-89.0,-91.0,,,,,-87.0,,,,,,-89.0,-84.0,-84.0,-89.0,,,,-90.0,,,,,-91.0,,,-93.0,-90.0,-89.0,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,2457.0,,,,,2412.0,,,5240.0,5520.0,5520.0,,,,,,,,,,,,
30.2779,-83.0,,,,,,-89.0,,-73.0,,,-90.0,,,,,-92.0,,,,,,,,,,,,-90.0,,,-91.0,,,-91.0,,-88.0,,,-93.0,,,-87.0,-91.0,-91.0,-92.0,-88.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,2427.0,,,2437.0,,,2437.0,,5220.0,,,2412.0,,,2437.0,2437.0,2437.0,2462.0,2412.0,,,,,,,,,,,,,,,,,
32.2457,-85.0,,,,,,-88.0,,-76.0,,,,,,,,,,,,,,-82.0,,,,,,-90.0,,,-92.0,,-94.0,-85.0,-86.0,-87.0,-84.0,,,,,,,,,,,,-93.0,,,,,,,,,,,,-93.0,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,,,,,,,2462.0,,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,5240.0,,,,,,,,,,,,2462.0,,
34.2403,-82.0,,,,,,-88.0,,-74.0,,,-82.0,,,,,-90.0,,,,,,-84.0,-92.0,,,,,-88.0,,,-90.0,,-95.0,-86.0,-87.0,-87.0,-84.0,,,,-91.0,-92.0,-95.0,,,-91.0,-93.0,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,2457.0,2437.0,2437.0,,,2412.0,2472.0,,,,,,,,,,,,,,,,
36.3823,-80.0,,,-95.0,,,-86.0,,-72.0,,,-86.0,,,,,,,,,,,,-92.0,,,,,,,,-93.0,,,-87.0,-86.0,,-87.0,,,,,,-92.0,-90.0,,,,,,-91.0,,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,2412.0,,,,,,,,2437.0,,,2437.0,5220.0,,2462.0,,,,,,2437.0,2437.0,,,,,,5520.0,,,,,,,,,,,,,
38.4158,-76.0,,,,,,-88.0,,-75.0,,,,,,,,-90.0,,,,,,-83.0,,,,,,-91.0,,,,,,-82.0,-87.0,-87.0,-84.0,-91.0,,,-91.0,,,,,,,,,-91.0,-90.0,,,,,,,-92.0,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,2412.0,,,,,,2462.0,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,2457.0,,,,,,,,,5520.0,5520.0,,,,,,,5240.0,,,,,
40.4137,-81.0,,,,,,-88.0,,-77.0,,,-92.0,,,,,-93.0,,,,,,,,,,,,,,,-91.0,,,-85.0,-87.0,-87.0,-89.0,-90.0,,,-90.0,-89.0,-93.0,-90.0,,-90.0,,,,-91.0,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,2457.0,2437.0,2437.0,2437.0,,2412.0,,,,5520.0,,,,,,,,,,,,,
44.4316,-81.0,,,,,,-89.0,,-69.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,-86.0,,-87.0,,,,,-91.0,,-91.0,,,,,,,-92.0,-88.0,,,,,,,,-93.0,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5220.0,,,,,2457.0,,2437.0,,,,,,,5520.0,5520.0,,,,,,,,2462.0,,,,
48.3016,-81.0,,,,,,-90.0,,-70.0,,,,,,,,,,,,,,,,,,,,-90.0,,,-90.0,,,-86.0,-86.0,-86.0,-87.0,-89.0,-94.0,-93.0,-92.0,-91.0,-92.0,-92.0,,-90.0,,,,,,,,,,-94.0,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,,,,,,,,,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2412.0,2462.0,2457.0,2437.0,2437.0,2437.0,,2412.0,,,,,,,,,,2437.0,,,,,,,
50.3897,-86.0,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-87.0,-87.0,-87.0,,,,-89.0,,,,,-91.0,,,,-89.0,-88.0,,,,,,,,,,,,,2437.0,,,,,,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,2457.0,,,,,2412.0,,,,5520.0,5520.0,,,,,,,,,,,,
52.396,-82.0,,,,,,,,-73.0,,,-87.0,,,,,,,,,,,-91.0,,,,,,-93.0,,,-91.0,,,-90.0,-86.0,-87.0,-90.0,-89.0,,,,,-89.0,,,,,,-93.0,-92.0,-89.0,,,,,,,,,,,,,2437.0,,,,,,,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,2437.0,,,,,,5240.0,5520.0,5520.0,,,,,,,,,,,,
54.3994,,,,,,,-91.0,,-75.0,,,-87.0,,,,,,,,,,,-88.0,,,,,,,,,,,,-85.0,-88.0,-87.0,-88.0,-93.0,,,-89.0,,,,,,,,,-90.0,-89.0,,,,,,,,,,,,,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,2462.0,,,,,,,,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,2457.0,,,,,,,,,5520.0,5520.0,,,,,,,,,,,,
56.3973,-85.0,,,,,,-88.0,,-70.0,,,,,,,,-92.0,,,,,,-85.0,,,,,,,,,,,,-92.0,,-89.0,,,,,,,-89.0,,,-91.0,,,,-90.0,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,,,,,,2412.0,,,,,,2462.0,,,,,,,,,,,,2437.0,,5220.0,,,,,,,2437.0,,,2412.0,,,,5520.0,,,,,,,,,,,,,
58.4077,-80.0,,,,,,-91.0,,,,,-90.0,,,,,,,,,,,-85.0,-94.0,,,,,,,,,,,-87.0,-86.0,,-86.0,-91.0,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,2437.0,,,,,,5200.0,,,,,2452.0,,,,,,,,,,,2462.0,2412.0,,,,,,,,,,,2437.0,5220.0,,2462.0,2462.0,,,2457.0,,,,,,,,,,,,,5260.0,,,,,,,,,
60.5365,-83.0,,,,,,-87.0,,-75.0,,,-85.0,,,,,,,,,,,,,,,,,,,,-93.0,,,-86.0,,-89.0,,-92.0,-90.0,,-90.0,,,,,-89.0,,,,-91.0,,,,,,,,,,,,-91.0,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,,,,,,,,,2437.0,,,2437.0,,5220.0,,2462.0,2412.0,,2457.0,,,,,2412.0,,,,5520.0,,,,,,,,,,,,5260.0,
64.4511,-84.0,,,,,,-90.0,,-73.0,,,-91.0,,,,,-92.0,,,,,,-89.0,,,,,,-86.0,,,-92.0,,,,-85.0,,,,,,-90.0,-87.0,-86.0,-89.0,,,,,,-88.0,,,,,,,,,,,,,,2437.0,,,,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,2462.0,,,,,,2427.0,,,2437.0,,,,5220.0,,,,,,2457.0,2437.0,2437.0,2437.0,,,,,,5520.0,,,,,,,,,,,,,
68.4165,-81.0,,,-94.0,,,-89.0,,-70.0,,,-89.0,,,,-91.0,,,,,,,,,,,,,,,,-91.0,,,-92.0,-89.0,,-90.0,-93.0,-92.0,,,-88.0,,-89.0,,,,,,-89.0,,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,2462.0,,,,,,,,,,,,,,,,2437.0,,,2437.0,5220.0,,2462.0,2462.0,2412.0,,,2437.0,,2437.0,,,,,,5520.0,,,,,,,,,,,,,
72.2975,-82.0,,,-88.0,,,-88.0,,-77.0,,,-89.0,,,,-92.0,-92.0,,-92.0,-92.0,,,,-91.0,-93.0,,,,,,,,,-93.0,,-92.0,,,,,,-95.0,,,,,,,,,,,,,,,,,,,,,,-95.0,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,2462.0,2412.0,,2412.0,2412.0,,,,2412.0,2412.0,,,,,,,,,2422.0,,5220.0,,,,,,2457.0,,,,,,,,,,,,,,,,,,,,,,2462.0
74.2296,-72.0,,,-91.0,,,-83.0,,-81.0,,,-90.0,,,,,-86.0,,,,,,,,,,,,-93.0,-94.0,,,,,-89.0,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,2427.0,2412.0,,,,,2437.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.2445,-71.0,,,,-92.0,,-84.0,,-75.0,,,-91.0,,,,,-91.0,,,,,,,,-92.0,,-93.0,-92.0,-89.0,,,,,,,,-90.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,2412.0,,2412.0,2412.0,2427.0,,,,,,,,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78.2238,,,-92.0,,,,,,-75.0,,,-91.0,,,,-88.0,-86.0,,,,,,,,,,,,-91.0,,,,,,-93.0,-94.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,,,,2417.0,,,2452.0,,,,2462.0,2412.0,,,,,,,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.2332,-75.0,,-92.0,-94.0,,,-83.0,,-77.0,,,-82.0,,,,,-89.0,-93.0,-93.0,-93.0,,,,,,,,,-87.0,,,,,,-92.0,-87.0,-88.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2462.0,,,5200.0,,2417.0,,,2452.0,,,,,2412.0,2412.0,2412.0,2412.0,,,,,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82.2334,-73.0,,-90.0,,-95.0,,-86.0,,-77.0,,,-88.0,,,,,-80.0,,,,,,,,,,,,-90.0,,,-93.0,,,-91.0,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,,,,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.2406,-74.0,,,,-93.0,,-86.0,,-78.0,,,-89.0,,,,,-80.0,,,,,-94.0,,-91.0,,,,,,,,,,-92.0,-95.0,-87.0,-85.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,2412.0,,,,,2432.0,,2412.0,,,,,,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
