AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:11,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:37,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:42,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:34,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:37,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:42,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:34
46.1282,-63.0,-86.0,,,,,-92.0,,,,,-86.0,,,-70.0,,,-91.0,,,,,-88.0,-91.0,,-90.0,,,,-93.0,,-74.0,-74.0,-93.0,,,,-70.0,,,,,-82.0,-69.0,-69.0,-77.0,,,,,-71.0,,,2437.0,2437.0,,,,,2462.0,,,,,2417.0,,,2452.0,,,5260.0,,,,,2412.0,2412.0,,2412.0,,,,2457.0,,2462.0,2412.0,2462.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
48.1683,-66.0,-87.0,,,,,,,-68.0,,,-92.0,,,-74.0,,,-90.0,,,,,,,,,,,,-91.0,,-74.0,-74.0,,,,,-70.0,-95.0,,,,-84.0,-68.0,-68.0,-74.0,,,,,-71.0,,,2437.0,2437.0,,,,,,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,,,,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,2412.0,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
49.9797,-62.0,-88.0,,-91.0,-90.0,-90.0,,,,,,-87.0,,,-72.0,,,,,,,,-87.0,-90.0,-89.0,-91.0,,,,,,-71.0,-75.0,-93.0,,,,,,,,,-83.0,-69.0,-69.0,,,,,,-70.0,-96.0,-91.0,2437.0,2437.0,,5500.0,5500.0,2462.0,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,,,2462.0,2412.0,2462.0,,,,,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,2437.0,2462.0
51.9894,-63.0,-84.0,-91.0,,,,,,-65.0,,,-92.0,,,-71.0,,,,,,,,-84.0,,,-87.0,,,,-88.0,,-78.0,-76.0,,,,,-74.0,,,,,-81.0,-69.0,-69.0,-78.0,,,,,-70.0,,,2437.0,2437.0,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,,,2412.0,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
54.1288,-63.0,-85.0,-92.0,,,,-94.0,,-69.0,,,,,,-75.0,,,-92.0,,,,-92.0,-84.0,,,,,,,,,-79.0,-74.0,-89.0,,,,-68.0,,,,,-82.0,-68.0,-68.0,,,,,,-71.0,,,2437.0,2437.0,5200.0,,,,2462.0,,5200.0,,,,,,2452.0,,,5260.0,,,,2462.0,2412.0,,,,,,,,,2462.0,2412.0,2462.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
55.976,-61.0,-84.0,,-90.0,-89.0,,,,-65.0,,,,,,-75.0,,,,,,,,-81.0,-89.0,-88.0,,,,,-88.0,,-80.0,-73.0,-90.0,,,,-70.0,,,,,-81.0,-69.0,-69.0,-79.0,,,-94.0,,-70.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,,,,2452.0,,,,,,,,2412.0,2412.0,2412.0,,,,,2457.0,,2462.0,2412.0,2462.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
57.9684,-63.0,-85.0,,-89.0,-90.0,,-93.0,,-71.0,,,,,,-70.0,,,,,,,,-85.0,,-86.0,,,,,,,-82.0,-73.0,-91.0,,,,-73.0,,-90.0,,,-82.0,-69.0,-69.0,-80.0,,,,,-87.0,,,2437.0,2437.0,,5500.0,5500.0,,2462.0,,5200.0,,,,,,2452.0,,,,,,,,2412.0,,2412.0,,,,,,,2462.0,2412.0,2462.0,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
60.1178,-62.0,-87.0,-91.0,,,-94.0,,,-70.0,,,,,,-77.0,,,-91.0,,,,,-85.0,-87.0,-88.0,-87.0,,,,-89.0,,,,-92.0,,,,-71.0,,,,,-82.0,-71.0,-71.0,,,,,,-82.0,,,2437.0,2437.0,5200.0,,,2462.0,,,5200.0,,,,,,2452.0,,,5260.0,,,,,2412.0,2412.0,2412.0,2412.0,,,,2457.0,,,,2462.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
62.0859,-59.0,,,-86.0,-87.0,,,,-63.0,,,-93.0,-91.0,-91.0,-71.0,-91.0,-92.0,,-92.0,-92.0,,,-80.0,-89.0,-88.0,,,,,,,-75.0,-76.0,,,,,-77.0,,,,-89.0,,-75.0,-75.0,-78.0,-92.0,,,,-87.0,,,2437.0,,,5500.0,5500.0,,,,5200.0,,,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,,5500.0,5500.0,,,2412.0,2412.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,2422.0,,5220.0,5220.0,2462.0,2462.0,,,,2462.0,,
64.007,-66.0,,-91.0,-89.0,-89.0,-91.0,,,-63.0,,,,,,-81.0,,,-91.0,,,,,-81.0,,,-87.0,,,,,,-74.0,-81.0,,,,,-76.0,,,,-87.0,-89.0,-74.0,-74.0,,,,,,-86.0,,,2437.0,,5200.0,5500.0,5500.0,2462.0,,,5200.0,,,,,,2452.0,,,5260.0,,,,,2412.0,,,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,2422.0,2437.0,5220.0,5220.0,,,,,,2462.0,,
65.9616,-70.0,-79.0,,-91.0,,,-92.0,,-73.0,,,-88.0,,,-77.0,,,,,,,-93.0,-85.0,-89.0,,-92.0,,,,,,-80.0,-82.0,,,,,-79.0,,,,,-90.0,-77.0,-76.0,,,,,,,,,2437.0,2437.0,,5500.0,,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,2412.0,,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,,,,,
67.9777,-62.0,-92.0,,,,-88.0,,,-77.0,,,-88.0,,,-74.0,,,,,-89.0,,-82.0,-81.0,-89.0,,-88.0,,,,,,,-86.0,,,,,-80.0,,,,,-90.0,-75.0,-74.0,,,,,,-87.0,,,2437.0,2437.0,,,,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,5500.0,,2462.0,2412.0,2412.0,,2412.0,,,,,,,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
70.1301,-71.0,-93.0,,,,,,,,,-93.0,,,,-77.0,,,-89.0,,,,-86.0,-85.0,,-91.0,,,,,,,-83.0,-84.0,,,,,-81.0,,,-92.0,,-90.0,-81.0,-82.0,-81.0,,,,,-92.0,,,2437.0,2437.0,,,,,,,,,2412.0,,,,2452.0,,,5260.0,,,,2462.0,2412.0,,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
72.0072,-73.0,,-90.0,,,-93.0,,,-76.0,,,-86.0,,,-80.0,,,,,,,-91.0,,-88.0,-89.0,-86.0,,,,,,-83.0,-77.0,,,,,-83.0,,,,-89.0,-88.0,-81.0,,,,,,,,,,2437.0,,5200.0,,,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,2462.0,,2412.0,2412.0,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,2422.0,2437.0,5220.0,,,,,,,,,
73.9908,-70.0,-91.0,-90.0,,,,,,-82.0,,-89.0,-75.0,,,-76.0,,,,,,-94.0,-87.0,-85.0,,-90.0,,,,,,,-83.0,-85.0,,,,,-79.0,-92.0,,,-89.0,,-77.0,-78.0,-84.0,,,,,-92.0,,,2437.0,2437.0,5200.0,,,,,,5200.0,,2412.0,2417.0,,,2452.0,,,,,,5200.0,2462.0,2412.0,,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,2412.0,,,2422.0,,5220.0,5220.0,2462.0,,,,,2462.0,,
75.9781,-63.0,-94.0,,,,,-95.0,,-83.0,,,,,,-84.0,,,,,,,-85.0,,,,,,,,,,-83.0,-88.0,,,,,-79.0,-92.0,,,,-93.0,-85.0,-86.0,-80.0,,,,,,,,2437.0,2437.0,,,,,2462.0,,5200.0,,,,,,2452.0,,,,,,,2462.0,,,,,,,,,,2462.0,2412.0,,,,,2427.0,2412.0,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,
77.9993,-77.0,,-87.0,,,,-93.0,,-76.0,,,-76.0,,,-83.0,,,,,,,,-78.0,,,,,,,,,,-88.0,,,,,-86.0,,,,-84.0,,-86.0,-84.0,-83.0,,,,,-88.0,,,2437.0,,5200.0,,,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,,,,2412.0,,,,,2427.0,,,,2422.0,,5220.0,5220.0,2462.0,,,,,2462.0,,
