AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:03:11
152.3741,-63.0,,-73.0,-73.0,,,-75.0,-67.0,,,-56.0,,,,,2437.0,,2417.0,2452.0,,,2412.0,2427.0,,,2437.0,,,,
156.3824,-58.0,,-69.0,-65.0,,,,-67.0,,,-52.0,-69.0,,,,2437.0,,2417.0,2452.0,,,,2427.0,,,2437.0,2462.0,,,
160.3804,,,,-61.0,,-65.0,-65.0,-59.0,-63.0,,-47.0,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,2437.0,,,,
164.3758,,,-59.0,-55.0,,,-59.0,-60.0,-59.0,,-43.0,,,,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,,2437.0,,,,
168.3763,,,-53.0,-51.0,,,-55.0,-57.0,-56.0,,-49.0,,,,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,,2437.0,,,,
171.9209,,,-50.0,-59.0,,,,-59.0,-58.0,,-53.0,,,-62.0,,,,2417.0,2452.0,,,,2427.0,2437.0,,2437.0,,,2437.0,
176.3558,,,,-62.0,,-62.0,,,-58.0,-59.0,-51.0,-64.0,,,,,,,2452.0,,2462.0,,,2437.0,2422.0,2437.0,2462.0,,,
180.3462,,,-59.0,-61.0,,,,-62.0,-58.0,-62.0,-53.0,,,,,,,2417.0,2452.0,,,,2427.0,2437.0,2422.0,2437.0,,,,
184.3763,,,-63.0,-70.0,,,,,-49.0,-50.0,-62.0,,-68.0,,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,2462.0,,
188.3616,,,-61.0,-70.0,,,,,-49.0,-50.0,-70.0,,-73.0,,,,,2417.0,2452.0,,,,,2437.0,2422.0,2437.0,,2462.0,,
