AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:55,wifi_rssi_20:23:00:00:01:56,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:65,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:68,wifi_rssi_20:23:00:00:01:69,wifi_rssi_20:23:00:00:01:70,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:73,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:83,wifi_rssi_20:23:00:00:02:10,wifi_rssi_20:23:00:00:02:12,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:36,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:55,wifi_freq_20:23:00:00:01:56,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:65,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:68,wifi_freq_20:23:00:00:01:69,wifi_freq_20:23:00:00:01:70,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:73,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:83,wifi_freq_20:23:00:00:02:10,wifi_freq_20:23:00:00:02:12,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:36
40.3626,-80.0,,-61.0,-78.0,,,-74.0,,,-76.0,-50.0,-44.0,-67.0,-81.0,-82.0,-75.0,-77.0,-67.0,-84.0,,,,-81.0,-81.0,-81.0,-81.0,-80.0,-80.0,,-90.0,-88.0,,,,,,-85.0,,,,,,-92.0,,,,,,,-88.0,-86.0,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,2437.0,2462.0,,,,,,2462.0,,,,,,2462.0,,,,,,,2462.0,2462.0,,,,,,,
44.3626,,,-60.0,-73.0,,,-72.0,-74.0,,-72.0,-47.0,-52.0,-73.0,-87.0,-88.0,-72.0,-77.0,-70.0,,,-85.0,-87.0,,-84.0,-84.0,-87.0,-86.0,-87.0,,,,,,-86.0,,,-84.0,,,,-85.0,,,-91.0,,-87.0,,,,-87.0,-86.0,,,,,,-86.0,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,5240.0,5240.0,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2462.0,,,2462.0,,,,5320.0,,,2462.0,,2462.0,,,,2462.0,2462.0,,,,,,2437.0,
48.3865,-80.0,,-62.0,-70.0,,,-74.0,-76.0,,-72.0,-48.0,-48.0,-73.0,-85.0,,-75.0,-78.0,-68.0,,,,,-84.0,-83.0,-84.0,-84.0,-83.0,-83.0,,,,,-86.0,,,,,,,,,,-90.0,-91.0,,-85.0,,,-91.0,-87.0,,,,,,,-86.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,2412.0,,,,,,,,,,2462.0,2462.0,,2462.0,,,5180.0,2462.0,,,,,,,2437.0,
52.3779,-79.0,,-64.0,-77.0,,,-70.0,-76.0,,-72.0,-48.0,-50.0,-69.0,-84.0,,-71.0,-79.0,-73.0,-81.0,,-86.0,-86.0,-85.0,,-84.0,-85.0,,-84.0,,,,,-84.0,,,,,,,,,-85.0,,,,,,,,,,,,,-91.0,,-84.0,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,,2462.0,2462.0,2437.0,2462.0,,5240.0,5240.0,5500.0,,5500.0,5500.0,,5500.0,,,,,2412.0,,,,,,,,,5240.0,,,,,,,,,,,,,5500.0,,2437.0,
56.3592,,,-64.0,-73.0,,,,,,-74.0,-48.0,-50.0,-67.0,-84.0,-86.0,-68.0,-83.0,-77.0,-81.0,,,,-85.0,-83.0,-84.0,-83.0,-83.0,-83.0,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,-87.0,,,,2417.0,2452.0,,,,,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,5240.0,,,,,,,,,,,,,,,2437.0,
60.3749,-79.0,,,-73.0,,,-73.0,-77.0,,-69.0,-45.0,-52.0,-67.0,,-90.0,-72.0,-79.0,-75.0,,,-89.0,-89.0,-84.0,-84.0,-84.0,-83.0,-83.0,-83.0,,,-86.0,-84.0,-84.0,-86.0,,,,,,,,-89.0,,,,-82.0,,,-91.0,-83.0,-83.0,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,,5240.0,5240.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,2462.0,2462.0,2412.0,2462.0,,,,,,,,5240.0,,,,2462.0,,,5180.0,2462.0,2462.0,,,,,,,
64.3827,,,-67.0,-72.0,,,-69.0,-74.0,,-69.0,-50.0,-52.0,-64.0,-84.0,-85.0,-68.0,-79.0,-74.0,-80.0,,,,-84.0,-84.0,-85.0,-83.0,-83.0,-83.0,-91.0,,,-88.0,-84.0,-88.0,,,,,,,,,,,,,,,,-87.0,,,,,-90.0,,-86.0,,,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,2412.0,,,2462.0,2412.0,2462.0,,,,,,,,,,,,,,,,2462.0,,,,,5500.0,,2437.0,
68.3631,-79.0,,-66.0,-74.0,,,-65.0,-73.0,,,-50.0,-55.0,-60.0,-84.0,-85.0,-66.0,-71.0,-72.0,-79.0,,-92.0,,-84.0,-84.0,-85.0,,-83.0,-84.0,,,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,5240.0,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,2462.0,2462.0,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,
72.3728,-80.0,,-64.0,-73.0,,,,-76.0,,-74.0,-54.0,-59.0,-69.0,-81.0,-81.0,-72.0,-75.0,-74.0,-82.0,,,,-86.0,,,,-87.0,,,-83.0,-86.0,-88.0,,,,,,-87.0,-87.0,,,,,,,-88.0,,,,-88.0,,,,,,,,,2437.0,,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,5500.0,,,,5500.0,,,2437.0,2462.0,2462.0,,,,,,2412.0,2412.0,,,,,,,2462.0,,,,2462.0,,,,,,,,
76.3668,,-88.0,-56.0,-62.0,,-88.0,-66.0,-72.0,,-66.0,-70.0,-60.0,-53.0,,-77.0,-68.0,-79.0,-65.0,,,,,-90.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,,,,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.3844,-68.0,-86.0,-53.0,-62.0,,-87.0,-66.0,-66.0,,-67.0,-69.0,-62.0,-51.0,,-73.0,-67.0,-77.0,-64.0,-83.0,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,2462.0,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
84.3654,-62.0,-85.0,-57.0,-58.0,,-86.0,-62.0,-62.0,,-59.0,-66.0,-64.0,-47.0,,-69.0,-64.0,-80.0,-62.0,,,,,,-86.0,,,-86.0,-90.0,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,-85.0,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5200.0,2462.0,2462.0,2437.0,,,,,,5500.0,,,5500.0,5500.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,2462.0,,
88.3764,-61.0,-84.0,-57.0,-58.0,-88.0,-87.0,-59.0,-60.0,,-55.0,,-69.0,-48.0,-66.0,-66.0,-64.0,-80.0,-62.0,,,,,,-85.0,-86.0,,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,2437.0,5200.0,2417.0,2452.0,2412.0,2457.0,2462.0,2412.0,,2427.0,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,5500.0,5500.0,,5500.0,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
92.4014,,-82.0,-61.0,-62.0,,,-57.0,-61.0,,-57.0,-69.0,-73.0,-48.0,-74.0,-75.0,-58.0,-77.0,-63.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-75.0,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0,
96.3757,-63.0,-86.0,-56.0,-56.0,,-84.0,-62.0,-62.0,,-63.0,-67.0,-68.0,-52.0,-75.0,-76.0,-64.0,-77.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-79.0,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0,
100.3752,-69.0,-85.0,-74.0,-75.0,,-84.0,-72.0,-69.0,,-67.0,-72.0,,-55.0,-86.0,-87.0,-72.0,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
104.3613,-73.0,,,-79.0,,-75.0,,,,-75.0,-80.0,-85.0,-60.0,-89.0,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,2437.0,,,2452.0,,2457.0,,,,2427.0,2437.0,2422.0,2437.0,5200.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
108.4198,-65.0,-72.0,,-77.0,,-69.0,-76.0,-81.0,-88.0,-76.0,,,-65.0,-86.0,-86.0,-78.0,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
112.3631,-59.0,,-78.0,-73.0,-89.0,-67.0,-72.0,-81.0,,-70.0,,,-61.0,,,-74.0,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0,,,2437.0,,2417.0,2452.0,2412.0,2457.0,2462.0,2412.0,,2427.0,,,2437.0,,,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
116.3556,-51.0,,-79.0,-79.0,-81.0,-78.0,-72.0,,-84.0,-74.0,-84.0,,-65.0,,-79.0,-74.0,-87.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,2437.0,,2417.0,2452.0,2412.0,2457.0,2462.0,,2462.0,2427.0,2437.0,,2437.0,,5200.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
120.3427,-52.0,,-79.0,-71.0,-86.0,-78.0,-72.0,,-87.0,-73.0,-82.0,,-63.0,-80.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0,-89.0,,2437.0,,2417.0,2452.0,2412.0,2457.0,2462.0,,2462.0,2427.0,2437.0,,2437.0,5200.0,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,2437.0,
124.3588,-52.0,-72.0,,-79.0,,-78.0,-72.0,,,-70.0,-81.0,,-63.0,-81.0,-80.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,5200.0,5200.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,
