AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:18,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:31,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:35,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:61,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:71,wifi_rssi_20:23:00:00:00:72,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:84,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:02:35,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:15,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:18,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:31,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:35,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:61,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:71,wifi_freq_20:23:00:00:00:72,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:84,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:02:35,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:15,wifi_freq_20:23:00:00:03:25
108.8596,-72.0,-89.0,-89.0,,,,-88.0,,,,-69.0,,,-77.0,,,,,,,,,,,,-86.0,,,,,-77.0,-89.0,,-90.0,,,-83.0,-88.0,,-89.0,-93.0,,-87.0,,,-87.0,-88.0,-77.0,,,,,,,-82.0,,,2437.0,2437.0,5200.0,,,,2462.0,,,,2417.0,,,2452.0,,,,,,,,,,,,2412.0,,,,,2462.0,2412.0,,2412.0,,,2427.0,2412.0,,2437.0,2437.0,,2462.0,,,5220.0,5220.0,2462.0,,,,,,,2462.0,,
112.9125,-69.0,-83.0,,,,-85.0,,-92.0,-77.0,,-76.0,,,-74.0,,,,,,,-80.0,,,,,,,,,,-77.0,-85.0,,,,,-80.0,,,,,,,,,-87.0,-87.0,,,,,,,,-82.0,,,2437.0,2437.0,,,,2462.0,,2437.0,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,,,,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,,,5220.0,5220.0,,,,,,,,2462.0,,
116.8693,-67.0,-80.0,,,,-89.0,,-90.0,-74.0,,-69.0,,,-77.0,,,,,,,-78.0,-74.0,-82.0,-82.0,,,,,,,-79.0,,,,,,,,,,,,,,-86.0,-86.0,-86.0,-79.0,,,,,,,-82.0,,,2437.0,2437.0,,,,2462.0,,2437.0,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,2412.0,2412.0,,,,,,,2462.0,,,,,,,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,2462.0,,
120.9043,-64.0,-88.0,-90.0,,,-87.0,,-89.0,-76.0,,-73.0,,,-74.0,,,,,,,-76.0,-72.0,,-82.0,-82.0,,,,,,-79.0,,,,-87.0,,-84.0,,,,,,,,,-86.0,-86.0,-79.0,,,,,,,-80.0,,,2437.0,2437.0,5200.0,,,2462.0,,2437.0,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,,2412.0,2412.0,,,,,,2462.0,,,,2412.0,,2427.0,,,,,,,,,5220.0,5220.0,2462.0,,,,,,,2462.0,,
124.9484,-69.0,-84.0,,,,,,,-76.0,,-75.0,,,-74.0,,,,,,,-77.0,,-78.0,,-83.0,,,,,,-79.0,,-89.0,-84.0,-84.0,-85.0,-80.0,,,,,-89.0,,,,-84.0,-83.0,-80.0,,,,,,,-81.0,,,2437.0,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,,2412.0,,2412.0,,,,,,2462.0,,2462.0,2412.0,2412.0,2412.0,2427.0,,,,,2422.0,,,,5220.0,5220.0,2462.0,,,,,,,2462.0,,
128.8598,-73.0,-84.0,,,,-88.0,,,-80.0,,-71.0,,,-78.0,,,,,,,-81.0,-71.0,,-77.0,,,,,,,-80.0,,,-87.0,-88.0,,,,,-90.0,,,,,,-85.0,-85.0,-79.0,,,,,,,-80.0,,,2437.0,2437.0,,,,2462.0,,,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,,2412.0,,,,,,,2462.0,,,2412.0,2412.0,,,,,2437.0,,,,,,5220.0,5220.0,2462.0,,,,,,,2462.0,,
132.895,-67.0,-81.0,,,,-89.0,-92.0,,-77.0,,,,,-73.0,,,,,,,-79.0,-73.0,-76.0,-79.0,-78.0,,,,-88.0,,-83.0,-85.0,,,,,-81.0,-86.0,,-89.0,,,,,-87.0,-84.0,-85.0,-83.0,,,,,,,-84.0,,,2437.0,2437.0,,,,2462.0,2462.0,,5200.0,,,,,2452.0,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2412.0,,2462.0,2412.0,,,,,2427.0,2412.0,,2437.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,2462.0,,
136.836,-76.0,-84.0,,,,,,,-81.0,,,,,-75.0,,,,,,,-74.0,,-82.0,-83.0,,,,,,,,-85.0,,,,,-79.0,,,,,,,,,-84.0,-85.0,,,,,,,,-84.0,,,2437.0,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2462.0,,2412.0,2412.0,,,,,,,,2412.0,,,,,2427.0,,,,,,,,,5220.0,5220.0,,,,,,,,2462.0,,
140.8685,-72.0,,,,,,-89.0,-86.0,-77.0,,-72.0,,,-77.0,,,,,,,-77.0,-76.0,,,,,,,,,,,-92.0,,,,,,,-91.0,,,,,,-88.0,-88.0,-76.0,,-94.0,,,,-93.0,,,,2437.0,,,,,,2462.0,2437.0,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,,,,,,,,,,,2462.0,,,,,,,2437.0,,,,,,5220.0,5220.0,2462.0,,2462.0,,,,2462.0,,,
144.8921,-64.0,-82.0,,-83.0,-86.0,,-83.0,,-75.0,,-72.0,,,-75.0,,,,,,,-79.0,-71.0,-82.0,,-83.0,-89.0,,-85.0,,,-77.0,-80.0,,,,,-76.0,,,,,,,,-86.0,-88.0,-86.0,-78.0,,,,,,-92.0,-85.0,,,2437.0,2437.0,,5500.0,5500.0,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,2412.0,2412.0,,2412.0,2412.0,,2432.0,,,2462.0,2412.0,,,,,2427.0,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,2462.0,2462.0,,
148.8901,-60.0,,,-85.0,,,-84.0,,-78.0,-86.0,-72.0,,,-75.0,,,,-93.0,,,-79.0,-67.0,,,,,-92.0,,,,-72.0,-79.0,,-91.0,-91.0,,-68.0,,,,,-84.0,-88.0,,-83.0,-83.0,-82.0,-74.0,,,,,,,-83.0,,,2437.0,,,5500.0,,,2462.0,,5200.0,5320.0,2417.0,,,2452.0,,,,5260.0,,,2462.0,2412.0,,,,,2412.0,,,,2462.0,2412.0,,2412.0,2412.0,,2427.0,,,,,2422.0,2462.0,,2437.0,5220.0,5220.0,2462.0,,,,,,,2462.0,,
152.8533,-61.0,-86.0,,,,,-84.0,-85.0,-82.0,,-73.0,-85.0,,-75.0,-86.0,-85.0,,,-86.0,,-77.0,-75.0,-75.0,-75.0,,-84.0,,-90.0,,,-78.0,-78.0,,,,,-76.0,,,,,,,,,-84.0,-83.0,,,,,,,,-79.0,,,2437.0,2437.0,,,,,2462.0,2437.0,5200.0,,2417.0,5500.0,,2452.0,5500.0,5500.0,,,5500.0,,2462.0,2412.0,2412.0,2412.0,,2412.0,,2432.0,,,2462.0,2412.0,,,,,2427.0,,,,,,,,,5220.0,5220.0,,,,,,,,2462.0,,
156.8549,-64.0,,,-86.0,,-82.0,,,,,-79.0,,-92.0,-76.0,,,,,,-93.0,-79.0,-71.0,,,,,,,-84.0,,,-81.0,,-83.0,-84.0,,-80.0,,,,,-85.0,,,,-84.0,-83.0,,,,,,,,,,,2437.0,,,5500.0,,2462.0,,,,,2417.0,,5500.0,2452.0,,,,,,5500.0,2462.0,2412.0,,,,,,,2412.0,,,2412.0,,2412.0,2412.0,,2427.0,,,,,2422.0,,,,5220.0,5220.0,,,,,,,,,,
160.9156,-70.0,-82.0,-89.0,,,,,-90.0,-72.0,,-80.0,,,-80.0,,,,,,,-83.0,,,-87.0,,-88.0,,-81.0,,-90.0,-76.0,-78.0,,-91.0,-84.0,-90.0,-79.0,,,,,-86.0,,,,-82.0,-81.0,-74.0,,,,,,,-84.0,,,2437.0,2437.0,5200.0,,,,,2437.0,5200.0,,2417.0,,,2452.0,,,,,,,2462.0,,,2412.0,,2412.0,,2432.0,,2457.0,2462.0,2412.0,,2412.0,2412.0,2412.0,2427.0,,,,,2422.0,,,,5220.0,5220.0,2462.0,,,,,,,2462.0,,
164.836,-62.0,-86.0,-87.0,,,,,-89.0,,,-79.0,,,-76.0,,,,,,,-83.0,,,,,,,,,,-73.0,-72.0,,,,,-74.0,,,,,,,,,-81.0,-80.0,-73.0,,-88.0,,,,,-74.0,,,2437.0,2437.0,5200.0,,,,,2437.0,,,2417.0,,,2452.0,,,,,,,2462.0,,,,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,,,5220.0,5220.0,2462.0,,2462.0,,,,,2462.0,,
168.8615,-66.0,,-89.0,,-86.0,,-91.0,,,,-76.0,,,-71.0,,,,,,,,,,,,,,,,-88.0,-75.0,-74.0,,-92.0,,,-74.0,,,,,,,,-82.0,-83.0,-84.0,-74.0,,,-93.0,,,,-70.0,,,2437.0,,5200.0,,5500.0,,2462.0,,,,2417.0,,,2452.0,,,,,,,,,,,,,,,,2457.0,2462.0,2412.0,,2412.0,,,2427.0,,,,,,,,2437.0,5220.0,5220.0,2462.0,,,2452.0,,,,2462.0,,
172.8451,-57.0,-87.0,-88.0,,-84.0,,,,,,-84.0,,-92.0,-78.0,,-86.0,,,-92.0,-93.0,-73.0,,,,,,,-88.0,,,-70.0,-77.0,,,,,-76.0,,,,,-76.0,,-89.0,-85.0,-80.0,-80.0,,,,,,,,-68.0,,,2437.0,2437.0,5200.0,,5500.0,,,,,,2417.0,,5500.0,2452.0,,5500.0,,,5500.0,5500.0,2462.0,,,,,,,2432.0,,,2462.0,2412.0,,,,,2427.0,,,,,2422.0,,2462.0,2437.0,5220.0,5220.0,,,,,,,,2462.0,,
176.8564,-53.0,-85.0,,,-84.0,,,,-72.0,,-85.0,,,-68.0,,,,,,-92.0,-77.0,,-74.0,-78.0,-78.0,,,,,-84.0,-69.0,-73.0,,,-85.0,,-70.0,-83.0,,,,,,,-78.0,-79.0,-79.0,-68.0,,,,,,-89.0,-69.0,,-93.0,2437.0,2437.0,,,5500.0,,,,5200.0,,2417.0,,,2452.0,,,,,,5500.0,2462.0,,2412.0,2412.0,2412.0,,,,,2457.0,2462.0,2412.0,,,2412.0,,2427.0,2412.0,,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,2462.0,2462.0,,2437.0
180.8538,-52.0,-77.0,,,-83.0,,-74.0,,-60.0,,,,,-70.0,,,,,,,,-76.0,-82.0,,,,,,,-80.0,-67.0,-69.0,,,,,-70.0,,,,,,,,-81.0,-75.0,-76.0,-69.0,,-92.0,,,,,-68.0,-91.0,,2437.0,2437.0,,,5500.0,,2462.0,,5200.0,,,,,2452.0,,,,,,,,2412.0,2412.0,,,,,,,2457.0,2462.0,2412.0,,,,,2427.0,,,,,,,,2437.0,5220.0,5220.0,2462.0,,2462.0,,,,,2462.0,2427.0,
