AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05
51.5485,-82.0,,,
51.765,-82.0,,,
51.9626,-83.0,,,
51.9916,,,,-95.0
52.1422,-79.0,,,
52.1738,,,,-93.0
52.5834,-83.0,,,
52.7748,-83.0,,,
52.974,-83.0,,,
53.1713,-78.0,,,
53.2225,,,,-93.0
53.4163,,,,-91.0
54.6575,,,,-95.0
54.8116,-80.0,,,
54.8335,,,,-97.0
55.0042,-86.0,,,
55.2125,-84.0,,,
55.2762,,,,-96.0
55.4167,-86.0,,,
55.8428,-79.0,,,
56.0305,-79.0,,,
56.2356,-85.0,,,
56.2658,,,,-95.0
56.4364,-85.0,,,
56.4686,,,,-93.0
56.8946,,,,-92.0
57.0365,-78.0,,,
57.2443,-85.0,,,
57.2829,,,,-91.0
58.6858,-79.0,,,
59.2974,-83.0,,,
59.5177,-77.0,,,
59.553,,,,-90.0
59.7325,-77.0,,,
59.7603,,,,-88.0
59.9533,-83.0,,,
60.1337,-83.0,,,
60.3227,-81.0,,,
60.5414,-83.0,,,
60.7556,-79.0,,,
60.7681,,,,-89.0
60.9504,-77.0,,,
61.1517,-88.0,,,
61.1756,,,,-98.0
61.3944,,,,-91.0
61.7693,-78.0,,,
61.9627,-81.0,,,
61.9996,,,,-87.0
62.9911,-81.0,,,
63.214,-90.0,,,
63.3877,-89.0,,,
64.2064,-82.0,,,
64.2637,,,,-93.0
64.8144,-76.0,,,
65.0158,-93.0,,,
65.2256,-84.0,,,
65.6437,-84.0,,,
67.0844,-82.0,,,
67.8994,-78.0,,,
68.1055,-82.0,,,
68.3061,-95.0,,,
68.5127,-80.0,,,
68.748,-78.0,,,
69.1218,-71.0,,,
69.3447,-75.0,,,
70.7748,-79.0,,,
75.7055,-68.0,,,
79.0772,,-93.0,,
79.91,,-92.0,,
80.1057,,-94.0,,
81.6494,-63.0,,,
82.1748,,-93.0,,
83.1944,,-91.0,,
83.2731,-66.0,,,
83.3826,,-88.0,,
83.6824,-67.0,,,
84.0851,-61.0,,,
86.1352,-61.0,,,
87.695,,-94.0,,
88.0964,,-88.0,,
88.2088,-65.0,,,
88.4094,-69.0,,,
88.6266,-71.0,,,
89.1267,,-91.0,,
89.2389,-67.0,,,
89.5281,,-92.0,,
89.6259,-75.0,,,
90.647,-67.0,,,
90.8684,-67.0,,,
91.0589,-73.0,,,
91.2741,-73.0,,,
95.5998,-78.0,,,
97.3264,,-91.0,,
98.912,-81.0,,,
99.2723,-83.0,,,
99.6873,-75.0,,,
100.1046,-77.0,,,
100.2953,-82.0,,,
100.4461,,-86.0,,
100.5107,-79.0,,,
100.6217,,-90.0,,
100.8348,,-87.0,,
101.6613,,-92.0,,
102.1477,-78.0,,,
102.3498,-83.0,,,
102.5403,-89.0,,,
102.7755,-85.0,,,
103.1001,,-85.0,,
103.1639,-74.0,,,
103.2968,,-87.0,,
103.3768,-85.0,,,
103.4945,,-88.0,,
103.7818,-78.0,,,
103.9762,-77.0,,,
104.1883,-78.0,,,
104.4112,-84.0,,,
104.5975,-77.0,,,
104.7161,,-88.0,,
104.9278,,-87.0,,
104.9985,-77.0,,,
105.5581,,-79.0,,
106.0153,-77.0,,,
106.4387,-77.0,,,
106.5883,,-91.0,,
106.7821,,-91.0,,
107.0229,,-91.0,,
107.0472,-70.0,,,
107.2561,-69.0,,,
107.4916,-72.0,,,
107.5921,,-86.0,,
107.8992,-75.0,,,
107.9988,,-88.0,,
108.0817,-75.0,,,
108.29,-76.0,,,
108.5009,-86.0,,,
110.6791,,-91.0,,
116.4059,,-87.0,,
116.8041,,-91.0,,
120.5153,,-95.0,,
122.1972,-73.0,,,
122.8019,,-87.0,,
124.6514,-78.0,,,
125.0259,,-86.0,,
125.2763,-71.0,,,
125.6798,,-86.0,,
126.4857,-71.0,,,
126.6855,,-88.0,,
126.9118,-71.0,,,
128.3241,,-93.0,,
128.5272,,-94.0,,
128.9398,-72.0,,,
130.5651,,-92.0,,
130.7973,-72.0,,,
131.3684,,-92.0,,
132.4298,-81.0,,,
132.9876,,-92.0,,
133.2809,-75.0,,,
134.4838,-79.0,,,
134.7114,-79.0,,,
134.9081,-77.0,,,
135.9229,-84.0,,,
137.9625,-69.0,,,
138.5336,,-96.0,,
138.9924,-77.0,,,
139.8006,-73.0,,,
140.3615,,-89.0,,
142.4243,,-91.0,,
149.2432,-78.0,,,
150.5817,,-94.0,,
151.0713,-67.0,,,
151.2742,-65.0,,,
151.8001,,-94.0,,
152.4204,,-94.0,,
154.5406,-81.0,,,
154.8711,,-95.0,,
154.9804,-67.0,,,
155.0742,,-91.0,,
155.1686,-74.0,,,
155.5737,-65.0,,,
156.2001,-63.0,,,
156.421,-58.0,,,
157.836,-66.0,,,
159.6665,-69.0,,,
160.4948,-71.0,,,
161.4229,,-88.0,,
163.8038,-75.0,,,
164.1902,-73.0,,,
164.4188,-71.0,,,
164.6188,-78.0,,,
164.6815,,,-93.0,
164.7998,-77.0,,,
165.2099,-72.0,,,
165.8186,-71.0,,,
166.4457,-80.0,,,
166.6528,-77.0,,,
168.4721,-80.0,,,
170.744,-70.0,,,
171.1557,-73.0,,,
172.576,-81.0,,,
173.7243,,,,-97.0
175.0312,-85.0,,,
175.2531,-73.0,,,
178.3475,-88.0,,,
178.551,-83.0,,,
178.7375,-77.0,,,
178.8135,,,,-93.0
178.9461,-81.0,,,
179.1437,-76.0,,,
179.352,-81.0,,,
179.6086,,,,-88.0
179.7515,-81.0,,,
180.0309,,,,-89.0
180.3883,-76.0,,,
180.78,-76.0,,,
180.9942,-72.0,,,
181.0459,,,,-91.0
181.2254,-72.0,,,
