AppTimestamp(s),MAC,Frequency,RSSI
12.8034,20:23:00:00:00:10,5320,-80
12.8034,20:23:00:00:00:19,5260,-81
12.8034,20:23:00:00:00:09,5200,-83
12.8034,20:23:00:00:00:33,2412,-84
12.8034,20:23:00:00:00:27,2437,-85
12.8034,20:23:00:00:00:28,2437,-85
12.8034,20:23:00:00:00:31,2412,-85
12.8034,20:23:00:00:00:23,5200,-85
12.8034,20:23:00:00:00:26,2437,-86
12.8034,20:23:00:00:00:21,5500,-86
12.8034,20:23:00:00:00:38,2457,-86
12.8034,20:23:00:00:00:39,2412,-86
12.8034,20:23:00:00:00:14,5500,-87
12.8034,20:23:00:00:00:22,5500,-87
12.8034,20:23:00:00:00:13,5500,-87
12.8034,20:23:00:00:00:16,5500,-87
12.8034,20:23:00:00:00:17,5500,-90
12.8034,20:23:00:00:00:40,5580,-90
12.8034,20:23:00:00:00:37,5180,-91
12.8034,20:23:00:00:00:41,2457,-91
16.8249,20:23:00:00:00:25,2412,-68
16.8249,20:23:00:00:00:24,2462,-70
16.8249,20:23:00:00:00:01,2437,-71
16.8249,20:23:00:00:00:04,5500,-74
16.8249,20:23:00:00:00:05,5500,-74
16.8249,20:23:00:00:00:02,2462,-75
16.8249,20:23:00:00:00:03,5200,-76
16.8249,20:23:00:00:00:07,2462,-80
16.8249,20:23:00:00:00:06,2462,-80
16.8249,20:23:00:00:00:10,5320,-80
16.8249,20:23:00:00:00:19,5260,-82
16.8249,20:23:00:00:00:30,2437,-82
16.8249,20:23:00:00:00:34,2432,-83
16.8249,20:23:00:00:00:09,5200,-84
16.8249,20:23:00:00:00:18,2412,-84
16.8249,20:23:00:00:00:27,2437,-85
16.8249,20:23:00:00:00:28,2437,-85
16.8249,20:23:00:00:00:14,5500,-85
16.8249,20:23:00:00:00:22,5500,-85
16.8249,20:23:00:00:00:21,5500,-85
16.8249,20:23:00:00:00:17,5500,-86
16.8249,20:23:00:00:00:16,5500,-86
16.8249,20:23:00:00:00:42,5180,-86
16.8249,20:23:00:00:00:37,5180,-87
16.8249,20:23:00:00:00:41,2457,-88
16.8249,20:23:00:00:00:43,5180,-88
16.8249,20:23:00:00:00:44,2462,-88
16.8249,20:23:00:00:00:13,5500,-89
16.8249,20:23:00:00:00:45,2412,-91
20.8301,20:23:00:00:00:25,2412,-60
20.8301,20:23:00:00:00:01,2437,-71
20.8301,20:23:00:00:00:24,2462,-71
20.8301,20:23:00:00:00:04,5500,-74
20.8301,20:23:00:00:00:05,5500,-74
20.8301,20:23:00:00:00:08,2462,-74
20.8301,20:23:00:00:00:03,5200,-76
20.8301,20:23:00:00:00:02,2462,-76
20.8301,20:23:00:00:00:10,5320,-78
20.8301,20:23:00:00:00:07,2462,-79
20.8301,20:23:00:00:00:12,2417,-80
20.8301,20:23:00:00:00:11,2412,-80
20.8301,20:23:00:00:00:27,2437,-81
20.8301,20:23:00:00:00:30,2437,-81
20.8301,20:23:00:00:00:28,2437,-82
20.8301,20:23:00:00:00:09,5200,-82
20.8301,20:23:00:00:00:31,2412,-83
20.8301,20:23:00:00:00:39,2412,-84
20.8301,20:23:00:00:00:19,5260,-86
20.8301,20:23:00:00:00:33,2412,-86
20.8301,20:23:00:00:00:44,2462,-86
20.8301,20:23:00:00:00:46,2462,-86
20.8301,20:23:00:00:00:21,5500,-87
20.8301,20:23:00:00:00:13,5500,-88
20.8301,20:23:00:00:00:47,2447,-88
20.8301,20:23:00:00:00:36,2447,-88
20.8301,20:23:00:00:00:23,5200,-89
24.8161,20:23:00:00:00:25,2412,-67
24.8161,20:23:00:00:00:01,2437,-68
24.8161,20:23:00:00:00:24,2462,-69
24.8161,20:23:00:00:00:07,2462,-72
24.8161,20:23:00:00:00:02,2462,-72
24.8161,20:23:00:00:00:03,5200,-76
24.8161,20:23:00:00:00:04,5500,-78
24.8161,20:23:00:00:00:05,5500,-78
24.8161,20:23:00:00:00:10,5320,-79
24.8161,20:23:00:00:00:09,5200,-80
24.8161,20:23:00:00:00:30,2437,-80
24.8161,20:23:00:00:00:48,2462,-80
24.8161,20:23:00:00:00:28,2437,-83
24.8161,20:23:00:00:00:31,2412,-83
24.8161,20:23:00:00:00:27,2437,-84
24.8161,20:23:00:00:00:33,2412,-85
24.8161,20:23:00:00:00:19,5260,-86
24.8161,20:23:00:00:00:15,2452,-86
24.8161,20:23:00:00:00:49,2457,-88
24.8161,20:23:00:00:00:45,2412,-89
24.8161,20:23:00:00:00:37,5180,-91
24.8161,20:23:00:00:00:42,5180,-92
24.8161,20:23:00:00:00:43,5180,-92
24.8161,20:23:00:00:00:50,5240,-93
28.8067,20:23:00:00:00:25,2412,-65
28.8067,20:23:00:00:00:01,2437,-68
28.8067,20:23:00:00:00:02,2462,-69
28.8067,20:23:00:00:00:08,2462,-70
28.8067,20:23:00:00:00:07,2462,-72
28.8067,20:23:00:00:00:24,2462,-73
28.8067,20:23:00:00:00:04,5500,-74
28.8067,20:23:00:00:00:10,5320,-75
28.8067,20:23:00:00:00:05,5500,-79
28.8067,20:23:00:00:00:03,5200,-80
28.8067,20:23:00:00:00:27,2437,-80
28.8067,20:23:00:00:00:28,2437,-80
28.8067,20:23:00:00:00:26,2437,-80
28.8067,20:23:00:00:00:19,5260,-85
28.8067,20:23:00:00:00:09,5200,-86
28.8067,20:23:00:00:00:11,2412,-86
28.8067,20:23:00:00:00:14,5500,-86
28.8067,20:23:00:00:00:22,5500,-92
32.8213,20:23:00:00:00:25,2412,-64
32.8213,20:23:00:00:00:02,2462,-67
32.8213,20:23:00:00:00:01,2437,-68
32.8213,20:23:00:00:00:07,2462,-69
32.8213,20:23:00:00:00:24,2462,-73
32.8213,20:23:00:00:00:04,5500,-74
32.8213,20:23:00:00:00:03,5200,-75
32.8213,20:23:00:00:00:05,5500,-75
32.8213,20:23:00:00:00:08,2462,-75
32.8213,20:23:00:00:00:48,2462,-78
32.8213,20:23:00:00:00:51,2462,-78
32.8213,20:23:00:00:00:52,2462,-79
32.8213,20:23:00:00:00:27,2437,-80
32.8213,20:23:00:00:00:28,2437,-80
32.8213,20:23:00:00:00:26,2437,-81
32.8213,20:23:00:00:00:10,5320,-82
32.8213,20:23:00:00:00:30,2437,-82
32.8213,20:23:00:00:00:19,5260,-83
32.8213,20:23:00:00:00:11,2412,-83
32.8213,20:23:00:00:00:15,2452,-83
32.8213,20:23:00:00:00:09,5200,-84
32.8213,20:23:00:00:00:14,5500,-86
32.8213,20:23:00:00:00:22,5500,-86
32.8213,20:23:00:00:00:53,5500,-86
32.8213,20:23:00:00:00:54,2412,-86
32.8213,20:23:00:00:00:39,2412,-88
32.8213,20:23:00:00:00:33,2412,-89
32.8213,20:23:00:00:00:55,2427,-89
32.8213,20:23:00:00:00:56,2462,-89
32.8213,20:23:00:00:00:17,5500,-93
36.855,20:23:00:00:00:02,2462,-67
36.855,20:23:00:00:00:25,2412,-67
36.855,20:23:00:00:00:04,5500,-70
36.855,20:23:00:00:00:01,2437,-71
36.855,20:23:00:00:00:07,2462,-71
36.855,20:23:00:00:00:05,5500,-71
36.855,20:23:00:00:00:08,2462,-73
36.855,20:23:00:00:00:03,5200,-76
36.855,20:23:00:00:00:24,2462,-77
36.855,20:23:00:00:00:10,5320,-78
36.855,20:23:00:00:00:09,5200,-78
36.855,20:23:00:00:00:48,2462,-78
36.855,20:23:00:00:00:51,2462,-78
36.855,20:23:00:00:00:52,2462,-79
36.855,20:23:00:00:00:28,2437,-81
36.855,20:23:00:00:00:27,2437,-82
36.855,20:23:00:00:00:26,2437,-82
36.855,20:23:00:00:00:19,5260,-83
36.855,20:23:00:00:00:53,5500,-84
36.855,20:23:00:00:00:35,2412,-85
36.855,20:23:00:00:00:11,2412,-87
36.855,20:23:00:00:00:49,2457,-87
36.855,20:23:00:00:00:34,2432,-88
36.855,20:23:00:00:00:29,2412,-90
40.8064,20:23:00:00:00:01,2437,-66
40.8064,20:23:00:00:00:25,2412,-67
40.8064,20:23:00:00:00:02,2462,-70
40.8064,20:23:00:00:00:08,2462,-70
40.8064,20:23:00:00:00:03,5200,-74
40.8064,20:23:00:00:00:24,2462,-74
40.8064,20:23:00:00:00:04,5500,-76
40.8064,20:23:00:00:00:30,2437,-77
40.8064,20:23:00:00:00:05,5500,-78
40.8064,20:23:00:00:00:09,5200,-79
40.8064,20:23:00:00:00:48,2462,-79
40.8064,20:23:00:00:00:10,5320,-80
40.8064,20:23:00:00:00:27,2437,-82
40.8064,20:23:00:00:00:52,2462,-82
40.8064,20:23:00:00:00:49,2457,-83
40.8064,20:23:00:00:00:19,5260,-84
40.8064,20:23:00:00:00:26,2437,-84
40.8064,20:23:00:00:00:53,5500,-85
40.8064,20:23:00:00:00:28,2437,-86
40.8064,20:23:00:00:00:57,2412,-86
40.8064,20:23:00:00:00:23,5200,-88
40.8064,20:23:00:00:00:58,2457,-88
40.8064,20:23:00:00:00:59,2462,-88
40.8064,20:23:00:00:00:60,2427,-89
40.8064,20:23:00:00:00:12,2417,-90
40.8064,20:23:00:00:00:42,5180,-91
40.8064,20:23:00:00:00:50,5240,-92
44.8284,20:23:00:00:00:02,2462,-68
44.8284,20:23:00:00:00:25,2412,-68
44.8284,20:23:00:00:00:01,2437,-71
44.8284,20:23:00:00:00:03,5200,-72
44.8284,20:23:00:00:00:24,2462,-74
44.8284,20:23:00:00:00:06,2462,-75
44.8284,20:23:00:00:00:07,2462,-76
44.8284,20:23:00:00:00:04,5500,-76
44.8284,20:23:00:00:00:05,5500,-78
44.8284,20:23:00:00:00:08,2462,-78
44.8284,20:23:00:00:00:27,2437,-79
44.8284,20:23:00:00:00:26,2437,-79
44.8284,20:23:00:00:00:28,2437,-81
44.8284,20:23:00:00:00:30,2437,-81
44.8284,20:23:00:00:00:10,5320,-82
44.8284,20:23:00:00:00:19,5260,-83
44.8284,20:23:00:00:00:34,2432,-83
44.8284,20:23:00:00:00:53,5500,-85
44.8284,20:23:00:00:00:14,5500,-85
44.8284,20:23:00:00:00:21,5500,-85
44.8284,20:23:00:00:00:16,5500,-85
44.8284,20:23:00:00:00:12,2417,-86
44.8284,20:23:00:00:00:22,5500,-86
44.8284,20:23:00:00:00:17,5500,-86
44.8284,20:23:00:00:00:38,2457,-89
44.8284,20:23:00:00:00:39,2412,-89
44.8284,20:23:00:00:00:11,2412,-90
44.8284,20:23:00:00:00:23,5200,-90
44.8284,20:23:00:00:00:61,2412,-90
44.8284,20:23:00:00:00:33,2412,-90
48.8297,20:23:00:00:00:01,2437,-68
48.8297,20:23:00:00:00:25,2412,-68
48.8297,20:23:00:00:00:24,2462,-69
48.8297,20:23:00:00:00:02,2462,-70
48.8297,20:23:00:00:00:03,5200,-72
48.8297,20:23:00:00:00:07,2462,-73
48.8297,20:23:00:00:00:04,5500,-73
48.8297,20:23:00:00:00:05,5500,-74
48.8297,20:23:00:00:00:08,2462,-74
48.8297,20:23:00:00:00:27,2437,-80
48.8297,20:23:00:00:00:28,2437,-81
48.8297,20:23:00:00:00:30,2437,-81
48.8297,20:23:00:00:00:10,5320,-82
48.8297,20:23:00:00:00:11,2412,-82
48.8297,20:23:00:00:00:48,2462,-82
48.8297,20:23:00:00:00:26,2437,-82
48.8297,20:23:00:00:00:19,5260,-83
48.8297,20:23:00:00:00:52,2462,-83
48.8297,20:23:00:00:00:51,2462,-83
48.8297,20:23:00:00:00:12,2417,-85
48.8297,20:23:00:00:00:14,5500,-85
48.8297,20:23:00:00:00:21,5500,-85
48.8297,20:23:00:00:00:16,5500,-85
48.8297,20:23:00:00:00:23,5200,-86
48.8297,20:23:00:00:00:22,5500,-86
48.8297,20:23:00:00:00:17,5500,-86
48.8297,20:23:00:00:00:39,2412,-86
48.8297,20:23:00:00:00:61,2412,-87
48.8297,20:23:00:00:00:13,5500,-87
48.8297,20:23:00:00:00:15,2452,-87
48.8297,20:23:00:00:00:62,2412,-87
48.8297,20:23:00:00:00:63,2452,-89
48.8297,20:23:00:00:00:64,2412,-89
48.8297,20:23:00:00:00:65,2437,-90
52.8463,20:23:00:00:00:25,2412,-66
52.8463,20:23:00:00:00:01,2437,-69
52.8463,20:23:00:00:00:03,5200,-71
52.8463,20:23:00:00:00:02,2462,-71
52.8463,20:23:00:00:00:04,5500,-73
52.8463,20:23:00:00:00:05,5500,-73
52.8463,20:23:00:00:00:07,2462,-75
52.8463,20:23:00:00:00:08,2462,-76
52.8463,20:23:00:00:00:06,2462,-76
52.8463,20:23:00:00:00:28,2437,-77
52.8463,20:23:00:00:00:11,2412,-79
52.8463,20:23:00:00:00:26,2437,-79
52.8463,20:23:00:00:00:10,5320,-82
52.8463,20:23:00:00:00:34,2432,-82
52.8463,20:23:00:00:00:19,5260,-83
52.8463,20:23:00:00:00:14,5500,-83
52.8463,20:23:00:00:00:23,5200,-84
52.8463,20:23:00:00:00:21,5500,-84
52.8463,20:23:00:00:00:22,5500,-84
52.8463,20:23:00:00:00:16,5500,-85
52.8463,20:23:00:00:00:17,5500,-85
52.8463,20:23:00:00:00:39,2412,-85
52.8463,20:23:00:00:00:13,5500,-85
52.8463,20:23:00:00:00:66,2437,-86
52.8463,20:23:00:00:00:20,2432,-86
52.8463,20:23:00:00:00:67,2412,-87
52.8463,20:23:00:00:00:18,2412,-87
52.8463,20:23:00:00:00:64,2412,-88
52.8463,20:23:00:00:00:55,2427,-89
52.8463,20:23:00:00:00:62,2412,-90
52.8463,20:23:00:00:00:68,2437,-90
56.8231,20:23:00:00:00:01,2437,-66
56.8231,20:23:00:00:00:25,2412,-67
56.8231,20:23:00:00:00:03,5200,-72
56.8231,20:23:00:00:00:08,2462,-72
56.8231,20:23:00:00:00:02,2462,-74
56.8231,20:23:00:00:00:04,5500,-75
56.8231,20:23:00:00:00:05,5500,-75
56.8231,20:23:00:00:00:07,2462,-76
56.8231,20:23:00:00:00:28,2437,-78
56.8231,20:23:00:00:00:06,2462,-78
56.8231,20:23:00:00:00:11,2412,-79
56.8231,20:23:00:00:00:27,2437,-80
56.8231,20:23:00:00:00:26,2437,-82
56.8231,20:23:00:00:00:34,2432,-82
56.8231,20:23:00:00:00:10,5320,-83
56.8231,20:23:00:00:00:14,5500,-83
56.8231,20:23:00:00:00:16,5500,-84
56.8231,20:23:00:00:00:22,5500,-84
56.8231,20:23:00:00:00:17,5500,-84
56.8231,20:23:00:00:00:39,2412,-84
56.8231,20:23:00:00:00:13,5500,-84
56.8231,20:23:00:00:00:19,5260,-85
56.8231,20:23:00:00:00:23,5200,-85
56.8231,20:23:00:00:00:21,5500,-85
56.8231,20:23:00:00:00:18,2412,-86
56.8231,20:23:00:00:00:53,5500,-86
56.8231,20:23:00:00:00:46,2462,-86
56.8231,20:23:00:00:00:67,2412,-87
56.8231,20:23:00:00:00:61,2412,-88
56.8231,20:23:00:00:00:62,2412,-89
56.8231,20:23:00:00:00:68,2437,-90
56.8231,20:23:00:00:00:43,5180,-93
60.8339,20:23:00:00:00:01,2437,-66
60.8339,20:23:00:00:00:25,2412,-68
60.8339,20:23:00:00:00:08,2462,-73
60.8339,20:23:00:00:00:03,5200,-74
60.8339,20:23:00:00:00:02,2462,-74
60.8339,20:23:00:00:00:04,5500,-75
60.8339,20:23:00:00:00:05,5500,-75
60.8339,20:23:00:00:00:09,5200,-78
60.8339,20:23:00:00:00:11,2412,-79
60.8339,20:23:00:00:00:28,2437,-81
60.8339,20:23:00:00:00:27,2437,-82
60.8339,20:23:00:00:00:10,5320,-82
60.8339,20:23:00:00:00:19,5260,-83
60.8339,20:23:00:00:00:51,2462,-83
60.8339,20:23:00:00:00:30,2437,-83
60.8339,20:23:00:00:00:48,2462,-84
60.8339,20:23:00:00:00:52,2462,-84
60.8339,20:23:00:00:00:17,5500,-85
60.8339,20:23:00:00:00:20,2432,-85
60.8339,20:23:00:00:00:14,5500,-86
60.8339,20:23:00:00:00:21,5500,-86
60.8339,20:23:00:00:00:22,5500,-86
60.8339,20:23:00:00:00:18,2412,-86
60.8339,20:23:00:00:00:53,5500,-88
60.8339,20:23:00:00:00:13,5500,-89
60.8339,20:23:00:00:00:16,5500,-90
60.8339,20:23:00:00:00:50,5240,-91
60.8339,20:23:00:00:00:69,2422,-91
64.8462,20:23:00:00:00:25,2412,-70
64.8462,20:23:00:00:00:08,2462,-70
64.8462,20:23:00:00:00:01,2437,-71
64.8462,20:23:00:00:00:02,2462,-74
64.8462,20:23:00:00:00:07,2462,-75
64.8462,20:23:00:00:00:03,5200,-75
64.8462,20:23:00:00:00:06,2462,-75
64.8462,20:23:00:00:00:27,2437,-78
64.8462,20:23:00:00:00:28,2437,-79
64.8462,20:23:00:00:00:11,2412,-79
64.8462,20:23:00:00:00:26,2437,-79
64.8462,20:23:00:00:00:04,5500,-81
64.8462,20:23:00:00:00:05,5500,-81
64.8462,20:23:00:00:00:10,5320,-82
64.8462,20:23:00:00:00:09,5200,-82
64.8462,20:23:00:00:00:34,2432,-83
64.8462,20:23:00:00:00:12,2417,-84
64.8462,20:23:00:00:00:19,5260,-85
64.8462,20:23:00:00:00:23,5200,-85
64.8462,20:23:00:00:00:14,5500,-85
64.8462,20:23:00:00:00:21,5500,-85
64.8462,20:23:00:00:00:31,2412,-85
64.8462,20:23:00:00:00:70,2432,-87
64.8462,20:23:00:00:00:22,5500,-88
64.8462,20:23:00:00:00:62,2412,-88
64.8462,20:23:00:00:00:54,2412,-88
64.8462,20:23:00:00:00:15,2452,-89
64.8462,20:23:00:00:00:49,2457,-89
64.8462,20:23:00:00:00:17,5500,-90
68.8009,20:23:00:00:00:25,2412,-63
68.8009,20:23:00:00:00:01,2437,-71
68.8009,20:23:00:00:00:03,5200,-76
68.8009,20:23:00:00:00:02,2462,-77
68.8009,20:23:00:00:00:06,2462,-79
68.8009,20:23:00:00:00:48,2462,-80
68.8009,20:23:00:00:00:71,2462,-80
68.8009,20:23:00:00:00:04,5500,-81
68.8009,20:23:00:00:00:05,5500,-82
68.8009,20:23:00:00:00:10,5320,-82
68.8009,20:23:00:00:00:11,2412,-82
68.8009,20:23:00:00:00:09,5200,-82
68.8009,20:23:00:00:00:31,2412,-82
68.8009,20:23:00:00:00:13,5500,-83
68.8009,20:23:00:00:00:27,2437,-84
68.8009,20:23:00:00:00:26,2437,-84
68.8009,20:23:00:00:00:14,5500,-84
68.8009,20:23:00:00:00:21,5500,-84
68.8009,20:23:00:00:00:22,5500,-84
68.8009,20:23:00:00:00:12,2417,-84
68.8009,20:23:00:00:00:33,2412,-84
68.8009,20:23:00:00:00:23,5200,-85
68.8009,20:23:00:00:00:16,5500,-85
68.8009,20:23:00:00:00:17,5500,-85
68.8009,20:23:00:00:00:30,2437,-85
68.8009,20:23:00:00:00:19,5260,-86
68.8009,20:23:00:00:00:34,2432,-86
68.8009,20:23:00:00:00:20,2432,-86
68.8009,20:23:00:00:00:49,2457,-86
68.8009,20:23:00:00:00:68,2437,-87
68.8009,20:23:00:00:00:70,2432,-88
68.8009,20:23:00:00:00:72,2462,-89
68.8009,20:23:00:00:00:57,2412,-90
68.8009,20:23:00:00:00:36,2447,-91
68.8009,20:23:00:00:00:73,2437,-94
72.8415,20:23:00:00:00:25,2412,-66
72.8415,20:23:00:00:00:01,2437,-68
72.8415,20:23:00:00:00:08,2462,-69
72.8415,20:23:00:00:00:24,2462,-72
72.8415,20:23:00:00:00:02,2462,-76
72.8415,20:23:00:00:00:07,2462,-77
72.8415,20:23:00:00:00:09,5200,-77
72.8415,20:23:00:00:00:03,5200,-80
72.8415,20:23:00:00:00:04,5500,-81
72.8415,20:23:00:00:00:05,5500,-81
72.8415,20:23:00:00:00:10,5320,-81
72.8415,20:23:00:00:00:44,2462,-81
72.8415,20:23:00:00:00:14,5500,-82
72.8415,20:23:00:00:00:16,5500,-82
72.8415,20:23:00:00:00:17,5500,-82
72.8415,20:23:00:00:00:34,2432,-83
72.8415,20:23:00:00:00:22,5500,-83
72.8415,20:23:00:00:00:13,5500,-83
72.8415,20:23:00:00:00:30,2437,-83
72.8415,20:23:00:00:00:53,5500,-83
72.8415,20:23:00:00:00:19,5260,-84
72.8415,20:23:00:00:00:66,2437,-84
72.8415,20:23:00:00:00:20,2432,-86
72.8415,20:23:00:00:00:74,5745,-86
72.8415,20:23:00:00:00:45,2412,-87
72.8415,20:23:00:00:00:27,2437,-88
72.8415,20:23:00:00:00:21,5500,-88
72.8415,20:23:00:00:00:33,2412,-88
72.8415,20:23:00:00:00:75,5220,-88
72.8415,20:23:00:00:00:76,5220,-88
72.8415,20:23:00:00:00:70,2432,-89
72.8415,20:23:00:00:00:77,5220,-90
76.8369,20:23:00:00:00:25,2412,-62
76.8369,20:23:00:00:00:01,2437,-63
76.8369,20:23:00:00:00:02,2462,-66
76.8369,20:23:00:00:00:08,2462,-68
76.8369,20:23:00:00:00:24,2462,-70
76.8369,20:23:00:00:00:26,2437,-71
76.8369,20:23:00:00:00:28,2437,-71
76.8369,20:23:00:00:00:03,5200,-72
76.8369,20:23:00:00:00:05,5500,-73
76.8369,20:23:00:00:00:27,2437,-74
76.8369,20:23:00:00:00:04,5500,-75
76.8369,20:23:00:00:00:66,2437,-75
76.8369,20:23:00:00:00:09,5200,-77
76.8369,20:23:00:00:00:06,2462,-78
76.8369,20:23:00:00:00:55,2427,-80
76.8369,20:23:00:00:00:07,2462,-81
76.8369,20:23:00:00:00:14,5500,-82
76.8369,20:23:00:00:00:16,5500,-82
76.8369,20:23:00:00:00:17,5500,-82
76.8369,20:23:00:00:00:34,2432,-83
76.8369,20:23:00:00:00:22,5500,-83
76.8369,20:23:00:00:00:13,5500,-83
76.8369,20:23:00:00:00:30,2437,-83
76.8369,20:23:00:00:00:10,5320,-84
76.8369,20:23:00:00:00:19,5260,-84
76.8369,20:23:00:00:00:21,5500,-84
76.8369,20:23:00:00:00:60,2427,-87
76.8369,20:23:00:00:00:67,2412,-88
80.8138,20:23:00:00:00:25,2412,-58
80.8138,20:23:00:00:00:01,2437,-60
80.8138,20:23:00:00:00:06,2462,-69
80.8138,20:23:00:00:00:07,2462,-70
80.8138,20:23:00:00:00:02,2462,-70
80.8138,20:23:00:00:00:03,5200,-72
80.8138,20:23:00:00:00:24,2462,-72
80.8138,20:23:00:00:00:27,2437,-75
80.8138,20:23:00:00:00:28,2437,-75
80.8138,20:23:00:00:00:05,5500,-76
80.8138,20:23:00:00:00:26,2437,-77
80.8138,20:23:00:00:00:09,5200,-77
80.8138,20:23:00:00:00:04,5500,-79
80.8138,20:23:00:00:00:34,2432,-79
80.8138,20:23:00:00:00:38,2457,-80
80.8138,20:23:00:00:00:10,5320,-83
80.8138,20:23:00:00:00:19,5260,-83
80.8138,20:23:00:00:00:30,2437,-83
80.8138,20:23:00:00:00:55,2427,-83
80.8138,20:23:00:00:00:20,2432,-86
80.8138,20:23:00:00:00:15,2452,-86
80.8138,20:23:00:00:00:32,2437,-88
80.8138,20:23:00:00:00:78,2437,-88
80.8138,20:23:00:00:00:49,2457,-89
80.8138,20:23:00:00:00:35,2412,-90
84.798,20:23:00:00:00:25,2412,-62
84.798,20:23:00:00:00:01,2437,-66
84.798,20:23:00:00:00:07,2462,-71
84.798,20:23:00:00:00:06,2462,-72
84.798,20:23:00:00:00:03,5200,-78
84.798,20:23:00:00:00:02,2462,-78
84.798,20:23:00:00:00:44,2462,-78
84.798,20:23:00:00:00:04,5500,-79
84.798,20:23:00:00:00:09,5200,-79
84.798,20:23:00:00:00:30,2437,-79
84.798,20:23:00:00:00:28,2437,-79
84.798,20:23:00:00:00:26,2437,-80
84.798,20:23:00:00:00:05,5500,-81
84.798,20:23:00:00:00:55,2427,-81
84.798,20:23:00:00:00:15,2452,-81
84.798,20:23:00:00:00:48,2462,-81
84.798,20:23:00:00:00:49,2457,-82
84.798,20:23:00:00:00:51,2462,-82
84.798,20:23:00:00:00:17,5500,-83
84.798,20:23:00:00:00:10,5320,-84
84.798,20:23:00:00:00:34,2432,-84
84.798,20:23:00:00:00:13,5500,-84
84.798,20:23:00:00:00:19,5260,-85
84.798,20:23:00:00:00:14,5500,-85
84.798,20:23:00:00:00:21,5500,-85
84.798,20:23:00:00:00:16,5500,-85
