AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
33.0691,,-99.0,,
33.1279,,,-89.0,
33.343,,,-85.0,
33.5418,,,-87.0,
35.1281,-97.0,,,
35.156,,,,-94.0
35.1776,,,-88.0,
35.3179,-97.0,,,
35.3853,,,-88.0,
35.5886,,,-93.0,
37.0276,,,,-94.0
37.187,-97.0,,,
37.2326,,,-87.0,
37.4118,,,,-96.0
37.449,,,-89.0,
37.6464,,,-87.0,
38.9775,,-99.0,,
39.0289,-96.0,,,
39.0449,,,,-99.0
39.087,,,-87.0,
39.1788,,-99.0,,
39.3204,,,-88.0,
39.446,,,,-95.0
39.6334,-96.0,,,
41.0547,-97.0,,,
41.1442,,,-88.0,
41.2678,,-101.0,,
41.2923,-101.0,,,
41.3414,,,-88.0,
41.465,-96.0,,,
41.5401,,,-86.0,
43.0961,,-99.0,,
43.1217,-94.0,,,
43.1791,,,-88.0,
43.2781,,-96.0,,
43.3221,-101.0,,,
43.3803,,,-88.0,
43.5263,-96.0,,,
43.598,,,-88.0,
44.9698,,,,-100.0
45.12,,-98.0,,
45.3741,-99.0,,,
45.4002,,,,-101.0
45.4388,,,-89.0,
45.5697,-96.0,,,
45.6777,,,-90.0,
46.9946,-98.0,,,
47.2006,-98.0,,,
47.2358,,,,-97.0
47.2793,,,-88.0,
47.426,-100.0,,,
47.4892,,,-88.0,
48.9958,,-100.0,,
49.1213,,,-87.0,
49.3331,,,-89.0,
49.5062,,,,-99.0
49.5252,,,-89.0,
51.0784,-96.0,,,
51.1313,,,,-98.0
51.1667,,,-87.0,
51.2984,-99.0,,,
51.3443,,,,-96.0
51.3667,,,-90.0,
51.5482,,,,-96.0
51.5727,,,-87.0,
53.0138,,,-86.0,
53.1203,,-100.0,,
53.1284,-98.0,,,
53.2328,,,-90.0,
53.3815,,,,-94.0
53.4135,,,-86.0,
53.5319,-95.0,,,
53.6275,,,-89.0,
55.0651,,,-88.0,
55.1478,,-100.0,,
55.2268,,,,-96.0
55.2543,,,-91.0,
55.4036,-92.0,,,
55.472,,,-86.0,
55.5674,,-101.0,,
55.584,-96.0,,,
55.9994,-97.0,,,
56.4706,,,,-101.0
56.8907,,,-86.0,
56.9966,,-101.0,,
57.0178,-96.0,,,
57.1007,,,-92.0,
57.2594,,,,-97.0
57.3032,,,-87.0,
59.1334,,,,-94.0
59.1471,,,-92.0,
59.2703,-93.0,,,
59.3386,,,-89.0,
59.4304,,-99.0,,
59.4618,-95.0,,,
59.5426,,,,-94.0
59.5471,,,-91.0,
60.3696,,,-89.0,
61.1792,,,-91.0,
61.271,,-98.0,,
61.4977,,-95.0,,
61.5901,,,-91.0,
63.0339,,,-95.0,
63.2245,,,,-92.0
63.241,,,-94.0,
63.4267,,,,-96.0
63.5688,-100.0,,,
65.2498,,,,-92.0
65.4005,-95.0,,,
65.5983,,-97.0,,
67.1309,,,,-92.0
67.2555,-100.0,,,
67.319,,,,-89.0
67.5232,,,,-98.0
69.1586,,,,-88.0
69.1877,,,-100.0,
69.3665,,,,-95.0
69.5671,,,,-82.0
71.0351,,,,-90.0
71.2375,,,,-89.0
71.4365,,,,-96.0
71.6077,,,,-84.0
73.2037,-99.0,,,
73.2526,,,,-97.0
73.4768,,,,-88.0
73.6064,-97.0,,,
75.0363,-101.0,,,
75.0671,,-100.0,,
75.1052,,,,-94.0
75.247,,-96.0,,
75.4454,-93.0,,,
75.4719,,-100.0,,
75.5371,,,,-93.0
75.6346,-94.0,,,
76.5383,,,,-92.0
77.0956,,-97.0,,
79.008,,,-100.0,
79.2074,,,-100.0,
79.2282,,,,-101.0
79.4147,,,,-89.0
81.0551,,,-99.0,
81.4786,,,-94.0,
83.1204,,,-96.0,
83.535,,,,-94.0
85.3504,,,-93.0,
86.9903,,,,-92.0
87.1949,,,,-95.0
87.3858,,,,-94.0
89.2396,,,,-97.0
89.4382,,,,-97.0
91.3046,,,,-93.0
91.5172,,,,-100.0
93.3814,,,,-97.0
93.5497,,,,-91.0
94.9851,,,,-90.0
95.1998,,,,-101.0
95.3951,,,,-98.0
95.6024,,,,-88.0
97.0435,,,,-84.0
97.246,,,,-89.0
97.4504,,,,-94.0
99.0898,,,,-89.0
99.3012,,,,-86.0
101.1379,,,,-85.0
101.3488,,,,-79.0
101.5505,,,,-90.0
102.9877,,,,-84.0
103.1323,-98.0,,,
103.1941,,,,-94.0
103.4176,,,,-84.0
103.5402,-95.0,,,
103.5988,,,,-93.0
105.0455,,,,-86.0
105.1847,-96.0,,,
105.4481,,,,-88.0
107.0749,,,,-87.0
107.3031,,,,-89.0
107.4441,-100.0,,,
107.4957,,,,-87.0
109.129,,,,-87.0
109.3238,,,,-84.0
109.546,,,,-74.0
113.0186,,,,-85.0
113.2192,,,,-76.0
113.4243,,,,-78.0
113.6229,,,,-83.0
113.8597,,,,-79.0
114.0401,,,,-83.0
114.2292,,-97.0,,
114.2743,,,,-74.0
114.456,,,,-78.0
114.6625,,,,-75.0
114.863,,,,-79.0
115.0572,,,,-71.0
115.265,,,,-73.0
115.5183,,,,-81.0
115.6979,,,,-77.0
117.3355,,,,-72.0
117.5544,,,,-77.0
117.7453,,,,-88.0
118.993,,,,-77.0
119.1769,,,,-81.0
119.3783,,,,-74.0
120.408,,,,-87.0
121.2484,,,,-81.0
121.4346,,,,-95.0
122.9972,-99.0,,,
123.0791,,,,-89.0
123.1941,-102.0,,,
123.292,,,,-94.0
123.4067,-92.0,,,
123.4818,,,,-84.0
125.046,-93.0,,,
125.1511,,,,-85.0
125.3496,,,,-92.0
125.4486,-95.0,,,
125.5563,,,,-94.0
127.0845,-96.0,,,
127.2191,,,,-93.0
127.2972,-97.0,,,
127.6224,,,,-86.0
128.5182,,-96.0,,
129.075,,,,-86.0
129.1403,-98.0,,,
129.3531,-95.0,,,
131.3014,,,,-81.0
131.5166,,,,-86.0
133.1623,,,,-85.0
133.2507,,-98.0,,
133.3516,,,,-82.0
133.4596,-97.0,,,
133.5542,,,,-82.0
135.0151,,,,-83.0
135.0883,-100.0,,,
135.2211,,,,-87.0
135.4172,,,,-80.0
135.6106,,,,-84.0
136.0448,,,,-83.0
136.6344,,,,-86.0
137.2658,,,,-85.0
137.3643,-100.0,,,
137.4849,,,,-83.0
139.1176,,,,-88.0
139.2988,,,,-88.0
139.5002,,,,-88.0
139.6057,-98.0,,,
140.0347,-98.0,,,
141.0287,-97.0,,,
141.1255,,,,-87.0
141.3569,,,,-79.0
141.4444,-98.0,,,
141.5288,,,,-85.0
143.4135,,,,-84.0
143.5991,,,,-90.0
144.6235,,,,-81.0
145.2562,,,,-81.0
145.4464,,,,-92.0
147.1162,,,,-81.0
147.1813,-98.0,,,
147.5143,,,,-81.0
149.1386,,,,-86.0
149.2487,-99.0,,,
149.5372,,,,-82.0
151.1082,-97.0,,,
151.1821,,,,-92.0
151.5191,-97.0,,,
151.5787,,,,-86.0
153.0613,,,,-82.0
153.1292,-100.0,,,
153.4369,,,,-82.0
155.0786,,,,-90.0
155.2973,,,,-88.0
157.1381,,,,-91.0
157.4264,-104.0,,,
157.5439,,,,-91.0
158.3868,,,,-85.0
159.1672,,,,-82.0
159.4687,-99.0,,,
159.5823,,,,-83.0
161.0051,,,,-85.0
161.2223,,,,-80.0
161.3105,-101.0,,,
161.4207,,,,-85.0
163.0683,,,,-82.0
163.4598,,,,-88.0
165.0839,,,,-82.0
165.1982,-100.0,,,
165.2831,,,,-84.0
165.4978,,,,-83.0
165.5855,,-102.0,,
165.6007,-100.0,,,
166.9066,,,,-90.0
167.048,-99.0,,,
167.3341,,,,-86.0
167.4691,,-99.0,,
167.4834,-94.0,,,
167.528,,,,-88.0
169.083,-96.0,,,
169.1721,,,,-82.0
169.3077,-100.0,,,
171.031,,,,-79.0
171.2248,,,,-79.0
171.4273,,,,-80.0
171.6519,,,,-81.0
173.0745,,,,-77.0
173.1979,,-100.0,,
173.4716,,,,-91.0
174.7079,,,,-72.0
175.1223,,,,-77.0
175.3326,,,,-85.0
175.5399,,,,-73.0
177.1883,,,,-75.0
177.3794,,,,-80.0
177.5916,,,,-74.0
178.4223,,,,-70.0
179.2082,,,,-75.0
179.4545,,,,-71.0
179.6151,,,,-74.0
181.0748,,,,-93.0
181.2629,,,,-92.0
181.4679,,,,-79.0
181.6724,,,,-91.0
182.2826,,,,-83.0
183.1041,,,,-82.0
183.3157,,,,-69.0
183.5186,,,,-75.0
184.9669,,,,-73.0
185.1854,,,,-71.0
185.5732,,,,-76.0
187.1367,-99.0,,,
187.4237,,,,-85.0
189.164,-93.0,,,
189.2949,,,,-94.0
189.3761,-90.0,,,
189.4394,,-102.0,,
189.5002,,,,-88.0
189.5554,-96.0,,,
191.1389,,,,-84.0
191.3358,,,,-83.0
193.033,-94.0,,,
193.3951,,,,-93.0
193.5354,,-96.0,,
195.0277,,,,-93.0
195.362,,-97.0,,
197.1045,,,,-92.0
197.3084,,,,-98.0
197.3359,-99.0,,,
197.4842,,,,-97.0
197.6013,,-97.0,,
199.0555,,-97.0,,
199.1268,,,,-99.0
199.3264,,,,-96.0
201.1911,,,,-94.0
201.3912,,,,-100.0
201.4647,,,-100.0,
201.5746,,,,-92.0
203.0092,,,,-100.0
203.212,,,,-93.0
203.418,,,,-101.0
203.6286,,,,-95.0
205.0537,,,,-93.0
205.5057,,,,-93.0
207.1425,,,-95.0,
207.5445,,,,-92.0
209.1775,,,,-97.0
209.1844,,,-92.0,
211.453,,,-95.0,
211.6222,,,,-94.0
211.6613,,,-102.0,
213.0988,,,-99.0,
215.115,,,,-94.0
215.3159,,,,-101.0
215.5325,,,,-94.0
217.0573,,-99.0,,
217.1562,,,,-91.0
217.3553,,,,-83.0
217.3649,-101.0,,,
217.5466,,,,-86.0
219.2002,,,,-81.0
219.606,,,,-89.0
221.0656,,,,-90.0
221.4484,,,,-81.0
223.0983,,,,-82.0
223.298,,,,-82.0
223.516,,,,-95.0
223.6134,,-100.0,,
224.9829,,,-101.0,
225.0339,,-96.0,,
225.1703,-95.0,,,
225.2303,,-102.0,,
225.3589,,,,-92.0
225.4073,-92.0,,,
225.4596,,-97.0,,
225.5555,,,,-94.0
226.9813,,,,-91.0
227.1901,,,,-86.0
227.2724,,-96.0,,
227.3933,,,,-92.0
227.4319,-98.0,,,
227.4743,,-98.0,,
227.6057,,,,-91.0
229.0542,,,,-95.0
229.2583,,,,-89.0
231.3303,-92.0,,,
231.3408,,,,-101.0
231.3492,,,-100.0,
231.377,,-98.0,,
233.0143,,-93.0,,
233.1869,-98.0,,,
233.209,,-96.0,,
233.3716,-91.0,,,
233.4158,,-96.0,,
233.561,,,,-98.0
233.576,-94.0,,,
233.6137,,-92.0,,
235.0577,-96.0,,,
235.0889,,-90.0,,
235.2216,-91.0,,,
235.2647,,-92.0,,
235.439,,,-93.0,
235.4932,,-91.0,,
235.6454,-99.0,,,
237.0665,-94.0,,,
237.1218,,-95.0,,
237.2965,-94.0,,,
237.3181,,,-95.0,
237.4935,-93.0,,,
