AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:59,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:59,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61
21.6649,-72.0,-79.0,-75.0,-66.0,,,-73.0,-75.0,,-67.0,-69.0,-76.0,-52.0,-77.0,-76.0,-73.0,-86.0,,-70.0,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
23.6369,-71.0,-81.0,-69.0,-71.0,,,-67.0,-72.0,,-70.0,-76.0,-82.0,-55.0,-70.0,-70.0,-66.0,-84.0,,-71.0,,,-88.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,,5500.0,,,,,,,,,,,,,,,,,,,,
25.6578,-70.0,-80.0,-71.0,-70.0,,,-65.0,-73.0,,-63.0,-70.0,-79.0,-55.0,-76.0,-75.0,-68.0,-86.0,,-68.0,,,-89.0,-89.0,-87.0,-87.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
27.6363,-66.0,-80.0,-73.0,-73.0,,-93.0,-66.0,-68.0,,-60.0,-65.0,-77.0,-54.0,-71.0,-71.0,-69.0,-86.0,,-71.0,,,,-87.0,,-87.0,,-86.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,
29.6571,-72.0,-83.0,-75.0,-64.0,,,,-74.0,,-60.0,-73.0,-77.0,-56.0,-74.0,-74.0,-61.0,-89.0,,-69.0,,,-90.0,,,,,-90.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,,,,5500.0,,,,,,,,,,,,,,,,,,
31.7428,-79.0,-78.0,-75.0,-64.0,,,-71.0,-68.0,,-59.0,-74.0,-78.0,-54.0,-79.0,-78.0,-80.0,-84.0,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6703,-78.0,-80.0,-73.0,-68.0,,,-73.0,-71.0,,-65.0,-70.0,-84.0,-55.0,-77.0,-77.0,-74.0,-89.0,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6729,-70.0,-74.0,-75.0,-66.0,,,-68.0,-74.0,,-63.0,-68.0,-82.0,-60.0,-78.0,-78.0,-70.0,-91.0,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6735,-67.0,-77.0,,-68.0,,,-69.0,-75.0,,-74.0,-70.0,-82.0,-55.0,-76.0,-76.0,-72.0,-85.0,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.778,-71.0,-81.0,-75.0,-70.0,,,-72.0,,,-72.0,-64.0,-81.0,-54.0,-74.0,-74.0,-69.0,-86.0,,-67.0,,,-89.0,-87.0,-89.0,-89.0,-89.0,-87.0,,,,,,,,,-92.0,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,5500.0,,,,,,,,,
41.655,-74.0,,-72.0,-67.0,,,-72.0,-73.0,,-68.0,-71.0,-80.0,-58.0,-72.0,-72.0,-71.0,-86.0,,-70.0,,,-90.0,-89.0,-89.0,-91.0,-89.0,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,,
43.6958,-78.0,-79.0,-72.0,-70.0,,,-68.0,,,-67.0,-72.0,-81.0,-58.0,-72.0,-72.0,-68.0,-86.0,,-67.0,,,,-91.0,-92.0,-89.0,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,,
45.6862,-68.0,,-66.0,-67.0,,,-75.0,,,-69.0,-72.0,-83.0,-58.0,-72.0,-72.0,-73.0,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7296,-72.0,-81.0,-67.0,-65.0,,,-69.0,,,-65.0,-72.0,-83.0,-58.0,-75.0,-74.0,-74.0,-85.0,,-67.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,
49.676,-68.0,,-67.0,-65.0,,,-75.0,-78.0,,-66.0,-72.0,-80.0,-58.0,-75.0,-75.0,-75.0,-84.0,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6668,-68.0,-80.0,-69.0,-63.0,,,-69.0,-75.0,,-63.0,-75.0,-80.0,-55.0,-75.0,-75.0,-77.0,-85.0,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53.6657,-71.0,,-68.0,-66.0,,,-69.0,-79.0,,-65.0,-74.0,-81.0,-57.0,-77.0,-77.0,-74.0,-86.0,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6694,-75.0,-77.0,-68.0,-68.0,,,-68.0,-74.0,,-66.0,-72.0,-81.0,-56.0,-75.0,-75.0,-72.0,-87.0,,-66.0,,,-89.0,-89.0,-90.0,-89.0,-89.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
57.8293,-77.0,-76.0,,-69.0,,,-72.0,-74.0,,-68.0,-73.0,-78.0,-57.0,-73.0,-74.0,-67.0,-86.0,,-69.0,,,-88.0,-88.0,-89.0,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
59.6678,-75.0,-78.0,-72.0,-68.0,,,-71.0,-67.0,,-72.0,-72.0,-82.0,-51.0,-79.0,-79.0,-71.0,-85.0,,-67.0,,,-90.0,-90.0,-89.0,-89.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,,,,
61.6616,-74.0,-79.0,-69.0,-67.0,,,-71.0,-70.0,,-69.0,-74.0,-73.0,-52.0,-76.0,-76.0,-71.0,-86.0,,-68.0,,,,-87.0,,-89.0,,-87.0,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,5500.0,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,
63.6727,,-74.0,,-69.0,,,-74.0,-74.0,,-61.0,-70.0,,-54.0,-71.0,-71.0,-73.0,-84.0,,-67.0,,,-88.0,-86.0,-88.0,,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,5500.0,,5500.0,5500.0,,,,,,,,,,,,,,,,,,
65.6227,-62.0,-73.0,-73.0,-66.0,,,-75.0,-80.0,,-75.0,-77.0,,-55.0,-71.0,-71.0,-76.0,-87.0,,-59.0,,,-89.0,,-88.0,,-89.0,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,5500.0,,5500.0,,5500.0,,,,,,,,,,,,,,,,,,,
67.6613,-63.0,-75.0,-75.0,,,,,-79.0,,-74.0,-67.0,-81.0,-53.0,-76.0,-76.0,-71.0,,,-64.0,,,,,,,,,,,,-90.0,-96.0,-91.0,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,2412.0,2412.0,2412.0,,,,,,,,,,,,
69.6812,-65.0,-72.0,-79.0,-70.0,,,-79.0,-76.0,,-68.0,-70.0,-84.0,-51.0,-78.0,-78.0,-79.0,-95.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71.6803,-65.0,-69.0,-75.0,-80.0,,,-77.0,-80.0,-93.0,-76.0,-76.0,-89.0,-56.0,-83.0,,-81.0,,,-62.0,,,,,,,,,,,,,,,,-94.0,-90.0,-90.0,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,5500.0,2462.0,,,,,,,,
73.6797,-61.0,-68.0,-76.0,-80.0,,,-80.0,-84.0,,-78.0,-74.0,-89.0,-57.0,,-86.0,-83.0,-96.0,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75.6682,-58.0,-71.0,-72.0,-75.0,,,-76.0,-89.0,,,-75.0,-88.0,-60.0,-78.0,-78.0,-75.0,,,-65.0,,,,,,,,,,,,,,,,-90.0,,,-90.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,2462.0,,,2462.0,,,,,,,
77.6636,-59.0,-69.0,-72.0,-75.0,,,-81.0,-82.0,,-76.0,-77.0,-87.0,-62.0,-78.0,-77.0,-82.0,,,-65.0,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,
79.6595,-57.0,-66.0,-78.0,-82.0,,,,-88.0,,-81.0,-82.0,,-64.0,-84.0,-89.0,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81.6559,-55.0,-67.0,,-89.0,,-91.0,-87.0,-87.0,,-83.0,-89.0,,-78.0,-92.0,,-90.0,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83.6557,-55.0,-60.0,-89.0,-89.0,,-91.0,-90.0,-90.0,,,-86.0,,-67.0,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,,,2437.0,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
85.6688,-49.0,-59.0,-89.0,-92.0,,-92.0,-87.0,,,-89.0,-91.0,,-72.0,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,,,2427.0,2437.0,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87.6734,-53.0,-57.0,-92.0,-89.0,,-91.0,-89.0,-94.0,-88.0,-87.0,,,-78.0,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89.657,-50.0,-57.0,,-84.0,,-92.0,-88.0,-91.0,-89.0,-83.0,-87.0,-91.0,-65.0,,-91.0,,,,-72.0,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,2437.0,5200.0,,2452.0,,2457.0,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,
91.6544,-51.0,-56.0,,-83.0,,,-85.0,,-90.0,-82.0,-91.0,,-61.0,,-93.0,,,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,,2462.0,2427.0,2437.0,,2437.0,,5220.0,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
93.6767,-51.0,-58.0,-84.0,,,,-82.0,-90.0,-89.0,-69.0,-82.0,-93.0,-60.0,-94.0,-92.0,-90.0,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,
