AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:03:25
42.7384,-61.0,,-71.0,,-62.0,,,-61.0,-66.0,-63.0,,-68.0,,,-72.0,-72.0,-66.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
46.7536,-57.0,,-71.0,,-64.0,-77.0,,-66.0,-68.0,-62.0,,-66.0,,,-74.0,-74.0,,,,2437.0,,5200.0,,2452.0,2462.0,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,,,
50.7445,-61.0,,-71.0,,-61.0,,,-65.0,-68.0,-65.0,,-64.0,,,-73.0,-73.0,-69.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
54.7721,-58.0,,-70.0,,-63.0,,,-65.0,-67.0,-65.0,,-65.0,,,-73.0,-73.0,-67.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
58.7348,-59.0,,-68.0,,-69.0,,,-61.0,-65.0,-66.0,,-65.0,,,-73.0,-72.0,-67.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
62.7497,-61.0,,-71.0,,-63.0,,,-65.0,-67.0,-67.0,,-69.0,,,-74.0,-74.0,-65.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
66.7316,-61.0,,-70.0,,-67.0,,,-69.0,-69.0,-63.0,,-69.0,,-74.0,,,-65.0,-74.0,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,,,2462.0,2462.0,
70.7207,-60.0,,-60.0,,-55.0,,,,-67.0,-58.0,,-61.0,,-66.0,-67.0,-67.0,-66.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
74.7456,-44.0,,-63.0,,-55.0,,,,-57.0,-60.0,,-55.0,,-70.0,-67.0,-67.0,-56.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
78.7528,-45.0,,,,-58.0,,,,-56.0,-60.0,-77.0,-57.0,,-77.0,-69.0,-68.0,-56.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,2462.0,2427.0,,2437.0,5200.0,5200.0,2462.0,,
82.7395,-51.0,,,-84.0,-60.0,,,,-68.0,-63.0,,-57.0,,-73.0,-68.0,-68.0,-65.0,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
86.7411,-43.0,,-56.0,,-57.0,,,-67.0,-60.0,-59.0,,-61.0,,,-67.0,-66.0,-61.0,,,2437.0,,5200.0,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,,
90.7607,-45.0,,,,-59.0,,,-78.0,-60.0,-61.0,-75.0,-55.0,,-71.0,-69.0,-68.0,,,,2437.0,,,,2452.0,,,2457.0,2462.0,2412.0,2462.0,2427.0,,2437.0,5200.0,5200.0,,,
94.7606,-46.0,,-55.0,,-55.0,,,,-59.0,-62.0,,-56.0,,,-63.0,-63.0,-59.0,-70.0,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,
98.7276,-44.0,,-58.0,,-51.0,,,,-56.0,-59.0,,-60.0,,,-57.0,-57.0,-57.0,-67.0,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,
102.7307,-44.0,,-58.0,,-51.0,,,,-52.0,-64.0,,-56.0,,-66.0,-60.0,-60.0,-53.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
106.7382,-50.0,,,,-53.0,,,,-47.0,-52.0,,-52.0,,-58.0,-61.0,-61.0,-50.0,-63.0,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
110.7311,-48.0,,,,-44.0,,,,-41.0,-49.0,,-40.0,,-58.0,-49.0,-50.0,-43.0,-58.0,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
114.7501,-62.0,,,,-52.0,,,,-57.0,-57.0,,-48.0,,,-61.0,-61.0,-58.0,-58.0,-58.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
118.7564,,,,,-54.0,,,,-56.0,-62.0,,-54.0,-67.0,,-65.0,-65.0,-56.0,-55.0,-60.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,,5200.0,5200.0,2462.0,2462.0,2437.0
122.7528,-63.0,,,,-49.0,,,,-55.0,-58.0,,-55.0,,,-64.0,-64.0,-54.0,-51.0,-55.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
126.7392,-62.0,,,,-46.0,,,,-54.0,-62.0,,-54.0,,,-62.0,-62.0,-54.0,-55.0,-57.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
130.7667,-62.0,,,,-50.0,,,,-50.0,-61.0,,-54.0,,,-60.0,-59.0,-53.0,-55.0,-58.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
134.7603,,,,,-47.0,,,,-54.0,-61.0,,-53.0,,-67.0,-59.0,-59.0,-55.0,-55.0,-59.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0
138.7298,,,,,-51.0,,,,-55.0,-61.0,,-53.0,-66.0,,-62.0,-62.0,-56.0,-55.0,-57.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,,5200.0,5200.0,2462.0,2462.0,2437.0
142.7355,,,,,-51.0,,,,-55.0,-61.0,,-53.0,,-66.0,-66.0,-66.0,-56.0,-52.0,-57.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,2437.0
146.7527,-59.0,,,,-55.0,,,,-55.0,-61.0,,-53.0,,,-64.0,-65.0,-56.0,-51.0,-57.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
150.7333,-60.0,,,,-48.0,,,,-56.0,-56.0,,-53.0,,,-57.0,-57.0,-54.0,-53.0,-65.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5200.0,5200.0,2462.0,2462.0,2437.0
154.7442,-61.0,,,,-52.0,,,,-48.0,-48.0,,-42.0,,-67.0,-45.0,-45.0,-49.0,,-65.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,2437.0
158.7332,-54.0,,-63.0,,-50.0,,,,-54.0,-45.0,,-41.0,,-63.0,-50.0,-51.0,-54.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
162.7182,-48.0,,-58.0,,-49.0,,,,-52.0,-52.0,,-52.0,,-57.0,-54.0,-55.0,-51.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
166.7698,-48.0,,-57.0,,-52.0,,,,-59.0,-60.0,,-59.0,,-68.0,-63.0,-63.0,-58.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
170.7504,-46.0,,-55.0,,-59.0,,,,-62.0,-64.0,,-54.0,,-66.0,-69.0,-68.0,-62.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
174.7534,-42.0,,-55.0,,-61.0,,,,-70.0,-66.0,,-58.0,,-71.0,-64.0,-64.0,-69.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
178.7392,-44.0,,,,-52.0,,,,-57.0,-65.0,,-55.0,,-66.0,-61.0,-61.0,-61.0,-73.0,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,2462.0,
182.7315,-47.0,,-67.0,,-55.0,,,,-57.0,-61.0,,-58.0,,-63.0,-65.0,-65.0,-57.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
186.7343,-53.0,,-62.0,,-53.0,,,,-56.0,-53.0,,-57.0,,-73.0,-64.0,-64.0,-56.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
190.7509,-45.0,,-61.0,,-57.0,,,,-62.0,-61.0,,-57.0,,-73.0,-71.0,-70.0,-61.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
194.7498,-53.0,,-59.0,,-61.0,,,,-66.0,-64.0,,-61.0,,-71.0,-69.0,-69.0,-67.0,,,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,2462.0,,
198.7501,-55.0,-85.0,,,-67.0,,,-68.0,-72.0,-67.0,,-68.0,,-79.0,-69.0,-69.0,,,,2437.0,5500.0,,,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,2437.0,5200.0,5200.0,,,
