AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:03:25
40.8757,,,,,,,,,,,,,,-77.0,,-63.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,2437.0,,2437.0,,2462.0,,,,,,,,
44.8511,,,,,,,,,,,,,,-76.0,,-62.0,,-85.0,-85.0,,,-91.0,,,,-88.0,,,,,,,,,,,,,,2437.0,,2437.0,,2462.0,2462.0,,,2412.0,,,,2437.0
48.849,,,,,,,,,,,,,,-74.0,,-64.0,-88.0,-86.0,-85.0,,,-91.0,,,,,,,,,,,,,,,,,,2437.0,,2437.0,2462.0,2462.0,2462.0,,,2412.0,,,,
52.8502,,,,,,,,,,,,,,-75.0,,-64.0,,,,,,-91.0,,,,-90.0,,,,,,,,,,,,,,2437.0,,2437.0,,,,,,2412.0,,,,2437.0
56.8397,-82.0,,,,,,,,,,,,,-77.0,,-68.0,,-87.0,,,-91.0,,,,,,2437.0,,,,,,,,,,,,,2437.0,,2437.0,,2462.0,,,2412.0,,,,,
60.8598,-83.0,,,,,,,,,,,,,-73.0,,-60.0,-83.0,,-82.0,,,,,,,-84.0,2437.0,,,,,,,,,,,,,2437.0,,2437.0,2462.0,,2462.0,,,,,,,2437.0
64.8598,-83.0,,,,,,,,,,,,,-73.0,,-57.0,,,,-88.0,,,-88.0,,,-80.0,2437.0,,,,,,,,,,,,,2437.0,,2437.0,,,,2462.0,,,2412.0,,,2437.0
68.8603,-75.0,,-80.0,,,,,,,,-83.0,,,-70.0,,-65.0,,,,,,,,,,-76.0,2437.0,,2452.0,,,,,,,,2462.0,,,2437.0,,2437.0,,,,,,,,,,2437.0
72.8406,-77.0,,-80.0,,,,-83.0,,,,,,,-69.0,,-62.0,,,,,,,,,,-69.0,2437.0,,2452.0,,,,2427.0,,,,,,,2437.0,,2437.0,,,,,,,,,,2437.0
76.877,-70.0,,-79.0,,,,,,,,,,,-71.0,-85.0,-76.0,,,,,,,,,,-78.0,2437.0,,2452.0,,,,,,,,,,,2437.0,2462.0,2437.0,,,,,,,,,,2437.0
80.8499,-67.0,,-79.0,,,,,,,,,,,-78.0,,-80.0,,,,-79.0,,,,,,-74.0,2437.0,,2452.0,,,,,,,,,,,2437.0,,2437.0,,,,2462.0,,,,,,2437.0
84.8587,-64.0,,-72.0,,,,-74.0,,,,,,,,,,,-77.0,-77.0,,,,,,,-67.0,2437.0,,2452.0,,,,2427.0,,,,,,,,,,,2462.0,2462.0,,,,,,,2437.0
88.8754,-68.0,,-73.0,,,,-71.0,,,,,,,,,,,-74.0,-74.0,,,,,,,-62.0,2437.0,,2452.0,,,,2427.0,,,,,,,,,,,2462.0,2462.0,,,,,,,2437.0
92.8407,-66.0,,-69.0,,-75.0,,-67.0,,,,,-72.0,,,,,,,,,,,,,,-65.0,2437.0,,2452.0,,2412.0,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
96.8478,-63.0,,-70.0,-73.0,,,-70.0,,,,,-72.0,,,,,,,,,,,,,,-49.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
100.8859,-64.0,,-63.0,,-75.0,,-65.0,,,,,-75.0,,,,,,,,,,,,,,-44.0,2437.0,,2452.0,,2412.0,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
104.8685,,,-56.0,-69.0,,,-66.0,-69.0,,,-70.0,,,,,,,,,,,,,,,-54.0,,,2452.0,2462.0,,,2427.0,2437.0,,,2462.0,,,,,,,,,,,,,,,2437.0
108.857,,,-58.0,-61.0,,,-61.0,,,,-63.0,-63.0,,,,,,,,,,,,,,-62.0,,,2452.0,2462.0,,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,2437.0
112.873,,,-50.0,-57.0,-60.0,,-61.0,,,,-58.0,-55.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,
116.843,,,-50.0,-57.0,,,-57.0,,,-60.0,-58.0,-59.0,,,,,,,,,,,,,,,,,2452.0,2462.0,,,2427.0,,,5200.0,2462.0,2462.0,,,,,,,,,,,,,,
120.8633,,,-55.0,-56.0,-58.0,,,,,,-55.0,-57.0,,,,,,,,,,,,,,-59.0,,,2452.0,2462.0,2412.0,,,,,,2462.0,2462.0,,,,,,,,,,,,,,2437.0
124.8445,,,-57.0,-53.0,,,-58.0,,,,-55.0,-55.0,,,,,,,,,,,,,,-61.0,,,2452.0,2462.0,,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,2437.0
128.8898,,,-54.0,-55.0,-61.0,,-58.0,,,,-57.0,-61.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,
132.8421,,,-50.0,-55.0,-60.0,,-61.0,,,,-55.0,-61.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,
136.8406,,,-49.0,-53.0,-62.0,,-57.0,,,,-54.0,-60.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,2462.0,2462.0,,,,,,,,,,,,,,
140.8556,,,-49.0,-57.0,-62.0,,-55.0,,-62.0,,-54.0,,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,5200.0,,2462.0,,,,,,,,,,,,,,,
144.8385,-58.0,,-51.0,-59.0,-58.0,,-55.0,,,,-58.0,,,,,,,,,,,,,,,,2437.0,,2452.0,2462.0,2412.0,,2427.0,,,,2462.0,,,,,,,,,,,,,,,
148.8841,-62.0,,-55.0,-66.0,,,-59.0,,,,,-66.0,,,,,,,,,,,,,,-57.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
152.8442,-60.0,,-59.0,-66.0,,,-58.0,,,,-66.0,,,,,,,,,,,,,,,-54.0,2437.0,,2452.0,2462.0,,,2427.0,,,,2462.0,,,,,,,,,,,,,,,2437.0
156.8931,-63.0,,-65.0,-68.0,,,-64.0,,,,-69.0,,,,,,,,,,,,,,,-47.0,2437.0,,2452.0,2462.0,,,2427.0,,,,2462.0,,,,,,,,,,,,,,,2437.0
160.8643,-69.0,,-68.0,,,,-67.0,-75.0,,,,-74.0,,,,,,,,,,,,,,-53.0,2437.0,,2452.0,,,,2427.0,2437.0,,,,2462.0,,,,,,,,,,,,,,2437.0
164.8606,-64.0,-75.0,-73.0,-74.0,,,-72.0,,,,,,,,,,,,,,,,,,,-57.0,2437.0,5200.0,2452.0,2462.0,,,2427.0,,,,,,,,,,,,,,,,,,,2437.0
168.8649,-61.0,-79.0,,,,-78.0,-80.0,-80.0,,,,,,,,,,,,,,,,,,-66.0,2437.0,5200.0,,,,2462.0,2427.0,2437.0,,,,,,,,,,,,,,,,,,2437.0
172.8663,-68.0,-77.0,-78.0,,,-74.0,,,,,,,,-77.0,,,,,,,,,,,,-72.0,2437.0,5200.0,2452.0,,,2462.0,,,,,,,,2437.0,,,,,,,,,,,,2437.0
176.8516,-73.0,,-78.0,,,,,,,,,,,,,,-76.0,-75.0,-75.0,,,,,,,-71.0,2437.0,,2452.0,,,,,,,,,,,,,,2462.0,2462.0,2462.0,,,,,,,2437.0
180.8746,-76.0,,,,,-80.0,,,,,,,,-73.0,,-79.0,,,,,,,,-84.0,,-78.0,2437.0,,,,,2462.0,,,,,,,,2437.0,,2437.0,,,,,,,,5500.0,,2437.0
184.8521,-77.0,-85.0,,,,,,-83.0,,,,,,-76.0,,-70.0,,,,,,,,,,-82.0,2437.0,5200.0,,,,,,2437.0,,,,,,2437.0,,2437.0,,,,,,,,,,2437.0
188.8844,-79.0,,-87.0,,,,,,,,,,,-71.0,,-63.0,,,,,,-88.0,,,,-77.0,2437.0,,2452.0,,,,,,,,,,,2437.0,,2437.0,,,,,,2412.0,,,,2437.0
