AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:67,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:76,wifi_rssi_20:23:00:00:01:77,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:90,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:02:14,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:02:60,wifi_rssi_20:23:00:00:02:61,wifi_rssi_20:23:00:00:02:67,wifi_rssi_20:23:00:00:02:89,wifi_rssi_20:23:00:00:03:16,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_rssi_20:23:00:00:03:28,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:67,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:76,wifi_freq_20:23:00:00:01:77,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:90,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:02:14,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:02:60,wifi_freq_20:23:00:00:02:61,wifi_freq_20:23:00:00:02:67,wifi_freq_20:23:00:00:02:89,wifi_freq_20:23:00:00:03:16,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27,wifi_freq_20:23:00:00:03:28
52.8502,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,2437.0,,
56.8397,-82.0,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,-68.0,,,,,,,,-87.0,,,,,,-91.0,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,2462.0,,,,,,2412.0,,,,,,,,,,,,,,,,
60.8598,-83.0,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,-60.0,,,-83.0,,,,,,-82.0,,,,,-88.0,,,,-88.0,,,,,,,,,,-84.0,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,,2462.0,,,,,2412.0,,,,2412.0,,,,,,,,,,2437.0,,
64.8598,-83.0,,,,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,-57.0,,,,,,,,,,-88.0,,,,,,,-89.0,-88.0,,,,,,,,,,-80.0,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,2462.0,,,,,,,2412.0,2412.0,,,,,,,,,,2437.0,,
68.8603,-75.0,,,-80.0,,,,,,,,,,,,-83.0,-84.0,-87.0,-70.0,,,,,,,,,,,,,,,,,,-65.0,,,,,,,,,,,,,,-84.0,,,-85.0,-86.0,,,,,,,,,,-76.0,,,2437.0,,,2452.0,,,,,,,,,,,,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,2412.0,,,2412.0,2412.0,,,,,,,,,,2437.0,,
72.8406,-77.0,-86.0,,-80.0,,,-84.0,-91.0,,-83.0,,,,,,-84.0,,-86.0,-69.0,,,,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,-86.0,,-86.0,-88.0,,-86.0,,,-85.0,,,,-91.0,,,,,-69.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,,,,,2462.0,,2452.0,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,2462.0,,2462.0,2412.0,,2462.0,,,5500.0,,,,5500.0,,,,,2437.0,,
76.877,-70.0,,,-79.0,,,,-91.0,,,-89.0,,,-86.0,-86.0,,,-89.0,-71.0,,,,,,-85.0,,,,,,,-86.0,,,,,-76.0,,,,,,,,-89.0,,-87.0,,-95.0,-86.0,-87.0,,-86.0,-91.0,,,,,-87.0,,,,,,-78.0,,,2437.0,,,2452.0,,,,2412.0,,,2437.0,,,5200.0,5200.0,,,2452.0,2437.0,,,,,,2462.0,,,,,,,2462.0,,,,,2437.0,,,,,,,,2462.0,,2462.0,,5580.0,2462.0,2412.0,,2462.0,2412.0,,,,,5500.0,,,,,,2437.0,,
80.8499,-67.0,,,-79.0,,,-81.0,-87.0,,-81.0,-85.0,-91.0,,-89.0,,,-85.0,,-78.0,,,,,,,,,,,,,-83.0,,,,,-80.0,,,,-91.0,,,,,-80.0,-79.0,,,-82.0,,-87.0,-82.0,,,,-90.0,,,,-85.0,,,,-74.0,,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,,5200.0,,,2462.0,,2437.0,,,,,,,,,,,,,2462.0,,,,,2437.0,,,,5500.0,,,,,2462.0,2462.0,,,2462.0,,5500.0,2462.0,,,,2412.0,,,,5500.0,,,,2437.0,,
84.8587,-64.0,,,-72.0,,,,,-80.0,-74.0,,,-83.0,,-89.0,,,,-82.0,,,-87.0,,,-87.0,,,,,,,-86.0,,-85.0,,,-85.0,-88.0,,-83.0,-87.0,-86.0,,,-77.0,-77.0,-79.0,,,-85.0,,,,,,,-86.0,,-90.0,,,,,,-67.0,,,2437.0,,,2452.0,,,,,2462.0,2427.0,,,2437.0,,5200.0,,,,2437.0,,,2412.0,,,2462.0,,,,,,,2462.0,,2462.0,,,2437.0,2412.0,,2462.0,5500.0,2412.0,,,2462.0,2462.0,2462.0,,,2462.0,,,,,,,2412.0,,5500.0,,,,,,2437.0,,
88.8754,-68.0,-81.0,,-73.0,,,,-87.0,-75.0,-71.0,-81.0,,-80.0,-86.0,-87.0,,-79.0,,-84.0,,,,,-93.0,-88.0,,,-87.0,-91.0,,-85.0,,,-87.0,-82.0,,-89.0,-86.0,-91.0,-77.0,,-88.0,,,-74.0,-74.0,-79.0,,,,,,-90.0,,,,,,,,,,,,-62.0,,,2437.0,5200.0,,2452.0,,,,2412.0,2462.0,2427.0,2437.0,,2437.0,5200.0,5200.0,,2462.0,,2437.0,,,,,5500.0,2462.0,,,5500.0,5500.0,,2462.0,,,2462.0,2412.0,,2437.0,2412.0,2412.0,2462.0,,2412.0,,,2462.0,2462.0,2462.0,,,,,,2462.0,,,,,,,,,,,,2437.0,,
92.8407,-66.0,-77.0,,-69.0,,,-80.0,-75.0,-78.0,-67.0,-84.0,-85.0,-76.0,-80.0,-82.0,-79.0,-72.0,,-81.0,,,,,,,,,,-91.0,,-87.0,-89.0,,-88.0,-89.0,,,,,,-84.0,,,,-80.0,,,,,,,,,,,,,,,,,,,,-65.0,-81.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,5500.0,,2462.0,2462.0,,2462.0,2412.0,,,,,,5500.0,,,,2462.0,,,,,,,,,,,,,,,,,,,,2437.0,2412.0,
96.8478,-63.0,-79.0,,-70.0,,,-73.0,-75.0,-78.0,-70.0,-83.0,,-77.0,-83.0,-82.0,-78.0,-72.0,,-78.0,,,,-85.0,-85.0,,-86.0,-86.0,-85.0,-86.0,-87.0,-87.0,,,,,,,,,,-84.0,-86.0,,,,,,,,,,,,,,,,,-85.0,,,,,,-49.0,-85.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2437.0,2462.0,,,,,,,,,,5500.0,2412.0,,,,,,,,,,,,,,,,,5500.0,,,,,,2437.0,2412.0,
100.8859,-64.0,-79.0,,-63.0,,,-78.0,-75.0,,-65.0,-79.0,,-77.0,-79.0,-79.0,-77.0,-75.0,,-82.0,,,-91.0,-83.0,-84.0,-88.0,-84.0,-83.0,-84.0,-83.0,-88.0,,-87.0,-85.0,,,,,,,,-85.0,,-86.0,,,-88.0,-80.0,,,,,,,,,,,-87.0,-85.0,,,,,,-44.0,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,2412.0,5500.0,5500.0,2462.0,5500.0,5500.0,5500.0,5500.0,2437.0,,2462.0,2437.0,,,,,,,,5500.0,,2432.0,,,2462.0,2462.0,,,,,,,,,,,2437.0,5500.0,,,,,,2437.0,,
104.8685,,-81.0,-86.0,-56.0,,,-69.0,,,-66.0,-75.0,,-69.0,-75.0,-75.0,-70.0,-74.0,,-81.0,,-85.0,,-76.0,-79.0,,-77.0,-77.0,-78.0,-79.0,,,,,-84.0,-78.0,-80.0,,-78.0,,,-86.0,-86.0,,,-80.0,-83.0,,,,,,,,,,,,,-84.0,,,,,,-54.0,,,,5200.0,2417.0,2452.0,,,2462.0,,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,2462.0,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,2412.0,2412.0,,2412.0,,,5500.0,2412.0,,,2462.0,2462.0,,,,,,,,,,,,,5500.0,,,,,,2437.0,,
108.857,-69.0,-82.0,-86.0,-58.0,,-88.0,-61.0,-66.0,,-61.0,-79.0,-87.0,-65.0,-71.0,-71.0,-63.0,-63.0,,-81.0,,,,-84.0,-82.0,,-83.0,-84.0,-83.0,-81.0,,,,,,,,,,,,-85.0,,,-90.0,-81.0,,-85.0,,,,,,,,,,-90.0,,,,,,,,-62.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,5180.0,2462.0,,2462.0,,,,,,,,,,2412.0,,,,,,,,2437.0,,
112.873,-65.0,-76.0,-83.0,-50.0,-84.0,-84.0,-57.0,-60.0,,-61.0,-67.0,-79.0,-64.0,-65.0,-65.0,-58.0,-55.0,,,,,,-83.0,-83.0,,-83.0,-84.0,-83.0,-83.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
116.843,-66.0,-77.0,-84.0,-50.0,,-88.0,-57.0,-63.0,,-57.0,-73.0,,-63.0,-61.0,-60.0,-58.0,-59.0,,,,,,,,,,,-86.0,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,-63.0,,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,5500.0,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
120.8633,-68.0,-77.0,-84.0,-55.0,,,-56.0,-58.0,,-61.0,-73.0,-84.0,-65.0,-61.0,-61.0,-55.0,-57.0,,-84.0,-90.0,,,,,,,-86.0,-85.0,,,,-87.0,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,-59.0,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,2437.0,,,,,,,5500.0,5500.0,,,,2462.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
124.8445,-62.0,-77.0,-84.0,-57.0,-85.0,-79.0,-53.0,-61.0,,-58.0,-74.0,-84.0,-70.0,-61.0,-61.0,-55.0,-55.0,,-84.0,,,,-85.0,-85.0,,-85.0,-86.0,-85.0,-86.0,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,-61.0,,,2437.0,5200.0,2417.0,2452.0,2462.0,2412.0,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,
128.8898,-66.0,-76.0,-85.0,-54.0,,,-55.0,-61.0,,-58.0,-70.0,-84.0,-64.0,-66.0,-66.0,-57.0,-61.0,,-79.0,,,,,,,,,,,,,,,,,,-88.0,,,-81.0,,,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,-63.0,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0,,,2462.0,,,,,2462.0,2462.0,,,,,,,,,,,,,,,,,,,2437.0,,
