AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:11,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:18,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:62,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:67,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:12,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:18,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:62,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:67,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:12,wifi_freq_20:23:00:00:03:25
34.3876,-68.0,-86.0,,-88.0,-85.0,,-92.0,,-65.0,,,-92.0,,,-67.0,,,,,,,,,-84.0,-87.0,,,,,,-80.0,-76.0,,,,,-68.0,,,,,,-83.0,-68.0,-68.0,-79.0,,,-94.0,,-88.0,,-91.0,2437.0,2437.0,,5500.0,5500.0,,2462.0,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,2437.0
36.369,-63.0,,-94.0,-85.0,-86.0,,,,-67.0,,,,,,-69.0,,-91.0,,,,,,,-81.0,,-92.0,,,,-91.0,-74.0,,-92.0,,,,-85.0,,,-88.0,,,-84.0,-72.0,-72.0,-82.0,,,-85.0,-88.0,,,,2437.0,,5200.0,5500.0,5500.0,,,,5200.0,,,,,,2452.0,,5500.0,,,,,,,2412.0,,2412.0,,,,2457.0,2462.0,,2462.0,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,2437.0,,,
38.2313,-63.0,-85.0,,-87.0,-88.0,,-91.0,,-67.0,,,,,,-72.0,,,,,,,,,-87.0,-91.0,-91.0,,,,-90.0,-78.0,-80.0,-90.0,,,,-74.0,,,,,-92.0,-79.0,-75.0,-75.0,-79.0,,,,,-86.0,,,2437.0,2437.0,,5500.0,5500.0,,2462.0,,5200.0,,,,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,,,,2457.0,2462.0,2412.0,2462.0,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
40.2288,-60.0,,-92.0,,,,-92.0,,,,,-91.0,,,-73.0,,,,,,,,-89.0,-81.0,-89.0,-90.0,-90.0,,,,-79.0,-79.0,-91.0,,,,-70.0,,,-89.0,,,-80.0,-73.0,-72.0,,,,,,-84.0,,,2437.0,,5200.0,,,,2462.0,,,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,2462.0,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
42.1771,-61.0,,,-87.0,-86.0,,,,-68.0,,,-88.0,,,-74.0,,,,,,,,,-84.0,-87.0,-88.0,-89.0,,,-86.0,,-73.0,-93.0,,,,-73.0,,,-91.0,,-90.0,-87.0,-71.0,-71.0,-75.0,,,,,-89.0,,,2437.0,,,5500.0,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,2457.0,,2412.0,2462.0,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
44.2675,-62.0,-87.0,-92.0,-88.0,-87.0,-94.0,,,-68.0,,,-91.0,,,-71.0,,,,,,,,,-80.0,-87.0,-85.0,-88.0,-94.0,,-90.0,-76.0,-75.0,,,,,-73.0,,,-90.0,,,-85.0,-71.0,-71.0,-76.0,,,,-92.0,-85.0,,,2437.0,2437.0,5200.0,5500.0,5500.0,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,2457.0,2462.0,2412.0,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,2437.0,2462.0,,
46.3467,-63.0,-86.0,,-86.0,-86.0,,,,-70.0,,,-85.0,-91.0,-89.0,-69.0,-91.0,-90.0,,,-90.0,-91.0,,-90.0,-79.0,-85.0,,-87.0,,,-88.0,-81.0,-72.0,-92.0,,,,-72.0,,,,,-87.0,-83.0,-71.0,-71.0,-81.0,,,,,-84.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,2417.0,5500.0,5500.0,2452.0,5500.0,5500.0,,,5500.0,5500.0,,2462.0,2412.0,2412.0,,2412.0,,,2457.0,2462.0,2412.0,2462.0,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
48.2123,-59.0,-77.0,,-90.0,,,,,-72.0,,,-87.0,,,-71.0,,,,,,,,,-82.0,-88.0,-86.0,-88.0,,,,-73.0,-72.0,-90.0,,,,-75.0,,,,,,-84.0,-70.0,-70.0,-74.0,,,,,-86.0,,,2437.0,2437.0,,5500.0,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,2462.0,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
50.3209,-64.0,-88.0,,-83.0,-83.0,,,,-74.0,,,,,,-73.0,,,,,,,,,-81.0,-87.0,-88.0,-88.0,-96.0,,-87.0,-79.0,-72.0,,,,,-78.0,,,-91.0,,-89.0,,-70.0,-70.0,-81.0,,,,,-91.0,,-91.0,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,2457.0,2462.0,2412.0,,,,,2427.0,,,2437.0,,2422.0,,5220.0,5220.0,2462.0,,,,,2462.0,,2437.0
52.2257,-65.0,-86.0,,-87.0,-89.0,,,,-69.0,,,-87.0,,,-69.0,,,,,,,,,-85.0,-92.0,-94.0,-92.0,,,-92.0,-77.0,-73.0,,,,,-77.0,,,-92.0,,,-81.0,-72.0,-72.0,-77.0,,,-91.0,,-87.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,2457.0,2462.0,2412.0,,,,,2427.0,,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
54.375,-61.0,-86.0,,,,,,,-72.0,,,-83.0,,,-73.0,,,,-91.0,,,,,-76.0,-93.0,,,,,,-74.0,-78.0,,,,,-76.0,,,,,,,-68.0,-68.0,-75.0,,,,,,,,2437.0,2437.0,,,,,,,5200.0,,,2417.0,,,2452.0,,,,5260.0,,,,,2412.0,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,,5220.0,5220.0,2462.0,,,,,,,
56.4396,-67.0,-86.0,-93.0,-91.0,-91.0,-95.0,,,-68.0,,,-80.0,,,-77.0,,,,-90.0,,,,,,,,,,,-86.0,-75.0,-73.0,-92.0,,,,-72.0,,,,,,-76.0,-71.0,-71.0,-70.0,-92.0,,,,,,,2437.0,2437.0,5200.0,5500.0,5500.0,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,5260.0,,,,,,,,,,,2457.0,2462.0,2412.0,2462.0,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,
58.2992,-62.0,-85.0,,-90.0,,,,,-70.0,,,,,,-69.0,,,,,,,,,-89.0,-87.0,-88.0,-86.0,,,,-78.0,-72.0,,,,,-69.0,,,,,,-85.0,-72.0,-72.0,-78.0,,,,,,,,2437.0,2437.0,,5500.0,,,,,5200.0,,,,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,
60.3953,-60.0,-86.0,,,,,,,-66.0,,,,,,-78.0,,,,-90.0,,,,-92.0,,-90.0,,,,,-87.0,-74.0,-73.0,-90.0,,,,-73.0,,,,,-90.0,-84.0,-71.0,-71.0,-76.0,,,-92.0,,-90.0,,,2437.0,2437.0,,,,,,,5200.0,,,,,,2452.0,,,,5260.0,,,,2462.0,,2412.0,,,,,2457.0,2462.0,2412.0,2462.0,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
62.2692,-62.0,-86.0,,-89.0,,,,,-66.0,,,-91.0,,,-78.0,,,,,,,,,-82.0,-90.0,-91.0,-89.0,-93.0,,-88.0,-76.0,-72.0,,,,,-75.0,,,,,,-86.0,-71.0,-71.0,-80.0,,,,,-94.0,,,2437.0,2437.0,,5500.0,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,2457.0,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
64.3793,-69.0,-82.0,,,,,,,-70.0,,,,,,-75.0,,,,-90.0,,,,-86.0,-87.0,-88.0,-79.0,-89.0,-93.0,,,-81.0,,,,,,-78.0,,,,,-89.0,-91.0,-75.0,-76.0,-78.0,,-95.0,,,,,,2437.0,2437.0,,,,,,,5200.0,,,,,,2452.0,,,,5260.0,,,,2462.0,2412.0,2412.0,2412.0,2412.0,2412.0,,,2462.0,,,,,,2427.0,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,2452.0,,,,,
66.2355,,,,,,,,,,,,-91.0,,,-80.0,,,,,,,,-84.0,,,,,,,,-81.0,-85.0,,,,,-84.0,,,,,,-86.0,-75.0,-76.0,-83.0,,,,-88.0,,,,,,,,,,,,,,,2417.0,,,2452.0,,,,,,,,2462.0,,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,2437.0,5220.0,5220.0,2462.0,,,,2437.0,,,
68.4615,-71.0,-91.0,,-91.0,,-92.0,,,-74.0,-90.0,,-84.0,,,-77.0,-89.0,,,-90.0,,,,-85.0,-82.0,,,,-93.0,,,-85.0,-90.0,,,,,-83.0,,,-88.0,,-92.0,,-78.0,-78.0,-82.0,,,,,,,,2437.0,2437.0,,5500.0,,2462.0,,,5200.0,5320.0,,2417.0,,,2452.0,5500.0,,,5260.0,,,,2462.0,2412.0,,,,2412.0,,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2422.0,,5220.0,5220.0,2462.0,,,,,,,
72.2925,-64.0,-85.0,,,,,,,,,-91.0,-80.0,,,-79.0,,,,,,,,-83.0,-81.0,,-94.0,-91.0,,,,-88.0,-89.0,,,,,-76.0,-93.0,,,-81.0,,-90.0,-83.0,-83.0,,,,,,,,,2437.0,2437.0,,,,,,,,,2412.0,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,2412.0,,,,2462.0,2412.0,,,,,2427.0,2412.0,,,2412.0,,2437.0,5220.0,5220.0,,,,,,,,
74.2303,-74.0,,-86.0,,,,,,-81.0,,,-75.0,,,-81.0,,,,,,,,,-83.0,-89.0,,-88.0,-92.0,,,-84.0,,,,,,-82.0,,,-95.0,,-91.0,-92.0,,-85.0,-85.0,,,,,-92.0,,,2437.0,,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,,2412.0,2412.0,,2412.0,2412.0,,,2462.0,,,,,,2427.0,,,2437.0,,2422.0,2437.0,,5220.0,2462.0,,,,,2462.0,,
76.2089,-74.0,,,,-90.0,-90.0,,-92.0,-84.0,,,-91.0,,,-77.0,,,,,,,,-82.0,-84.0,,-93.0,,,,,,-91.0,,,,,-82.0,,,-92.0,,-92.0,-88.0,-83.0,-81.0,-80.0,,,,-86.0,-91.0,,,2437.0,,,,5500.0,2462.0,,2437.0,5200.0,,,2417.0,,,2452.0,,,,,,,,2462.0,2412.0,,2412.0,,,,,,2412.0,,,,,2427.0,,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,2437.0,2462.0,,
