AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:67,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:01:41,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:67,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:01:41,wifi_freq_20:23:00:00:03:11
88.2117,-72.0,,,,,,-82.0,-82.0,,-88.0,,,,,,-89.0,,,,,,,-86.0,-89.0,,,-73.0,,,,,-92.0,,-87.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,,,2427.0,,,,,5220.0,,2462.0,,
90.2164,-76.0,,-85.0,,,,-78.0,-81.0,,-83.0,,,,,,,-82.0,,,,,,-87.0,-87.0,,,,,,,,,-87.0,-88.0,,,2437.0,,5200.0,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,,,,,,2462.0,2412.0,,,,,,,,,5220.0,2462.0,,
92.2377,-71.0,,-90.0,,,-91.0,-77.0,-83.0,,-82.0,,,,,,-85.0,,,,,,,-79.0,,,,-86.0,,,,,-87.0,,,,,2437.0,,5200.0,,,2462.0,5200.0,2417.0,,2452.0,,,,,,2462.0,,,,,,,2462.0,,,,2427.0,,,,,5220.0,,,,
94.2195,-80.0,,,,,,-78.0,-77.0,,,,,,,,-90.0,-84.0,,,,,,,,,,-74.0,,,,-85.0,-82.0,-82.0,-83.0,,,2437.0,,,,,,5200.0,2417.0,,,,,,,,2462.0,2412.0,,,,,,,,,,2427.0,,,,2437.0,5220.0,5220.0,2462.0,,
96.2157,-76.0,,,,,,-83.0,-84.0,-85.0,-82.0,-85.0,-85.0,,-84.0,-85.0,,-79.0,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,5200.0,2417.0,5500.0,2452.0,5500.0,5500.0,,5500.0,5500.0,,2412.0,,,,,,,,,,,,,,,,,,,
98.3228,-80.0,,-88.0,,,-87.0,-84.0,-79.0,,,,,-86.0,,,-88.0,-84.0,,,,,,,,,,-88.0,,,,,,-87.0,,,,2437.0,,5200.0,,,2462.0,5200.0,2417.0,,,,,5260.0,,,2462.0,2412.0,,,,,,,,,,2427.0,,,,,,5220.0,,,
100.2591,-71.0,,,,-89.0,,-86.0,-77.0,,-86.0,,,,,,-80.0,-80.0,,,,,,-89.0,,,,-89.0,,,,,,,-90.0,,,2437.0,,,,5500.0,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,,,,2427.0,,,,,,,2462.0,,
102.2395,-75.0,,,,,,-87.0,-79.0,,-89.0,,,,,,,-74.0,-92.0,-92.0,-91.0,,,-90.0,,,,,,,,,,,-92.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,2412.0,2412.0,2412.0,,,2462.0,,,,,,,,,,,2462.0,,
104.2176,-79.0,,,,,,,-78.0,,-86.0,,,,,,,-81.0,-92.0,,-90.0,,,-90.0,,,,-87.0,,,,,-93.0,,-91.0,,,2437.0,,,,,,,2417.0,,2452.0,,,,,,,2412.0,2412.0,,2412.0,,,2462.0,,,,2427.0,,,,,5220.0,,2462.0,,
106.1992,-77.0,,,,,,-84.0,-77.0,,-89.0,,,,,,-88.0,-84.0,,,,,,,,,,-87.0,,,,,-90.0,-89.0,-90.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,,,,,2427.0,,,,,5220.0,5220.0,2462.0,,
108.2156,-81.0,,,,,,,-77.0,,-81.0,,,,,,-86.0,-82.0,,,,,,-83.0,,,,,,,,-92.0,-90.0,-87.0,-84.0,,,2437.0,,,,,,,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,,,,,,,,2437.0,5220.0,5220.0,2462.0,,
110.2156,-75.0,,,,,,-86.0,-81.0,,-78.0,,,,,,-85.0,-80.0,,,,,,,,,,-80.0,,,,,-91.0,-91.0,-84.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,,,,,2427.0,,,,,5220.0,5220.0,2462.0,,
112.2053,-76.0,,,,,,-87.0,-78.0,,-79.0,,,,,,-85.0,-87.0,-87.0,,,,,-86.0,,,,-80.0,,,,,,,-86.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,2412.0,,,,,2462.0,,,,2427.0,,,,,,,2462.0,,
114.2196,-77.0,,,,,,-81.0,-80.0,,-80.0,,,,,,-81.0,-83.0,-87.0,,-86.0,,,,,,,-87.0,,,,,,,-83.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,2412.0,,2412.0,,,,,,,2427.0,,,,,,,2462.0,,
116.209,-79.0,,,,,,-87.0,,,-79.0,,,,,,,,,-90.0,-89.0,,,-87.0,,,,,,,,,-90.0,-90.0,-87.0,,-90.0,2437.0,,,,,,5200.0,,,2452.0,,,,,,,,,2412.0,2412.0,,,2462.0,,,,,,,,,5220.0,5220.0,2462.0,,2462.0
118.2245,-75.0,,,,,,-85.0,,,-82.0,,,,,,-85.0,,,,,,,-87.0,-89.0,,,-87.0,,,,,-89.0,-89.0,-88.0,,,2437.0,,,,,,5200.0,,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,,,2427.0,,,,,5220.0,5220.0,2462.0,,
120.206,-73.0,,,,,,-82.0,-83.0,,-80.0,,,,,,,-81.0,-88.0,,-86.0,,,-86.0,,,,-86.0,,,,,,,-87.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,2412.0,,2412.0,,,2462.0,,,,2427.0,,,,,,,2462.0,,
122.2055,-73.0,,,,,,-86.0,-82.0,,-80.0,,,,,,-84.0,,,,,,,-84.0,-89.0,,,-87.0,,,,,-86.0,-87.0,,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,,,2427.0,,,,,5220.0,5220.0,,,
124.2126,-72.0,,,,,,-87.0,-83.0,,-80.0,,,,,,-85.0,-82.0,,,,,,-86.0,,,,-88.0,,,-91.0,,,-89.0,,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,,,,2427.0,,,2422.0,,,5220.0,,,
126.1961,-76.0,,,,,,-84.0,-81.0,,-81.0,,,,,,-82.0,-82.0,,,,,,-86.0,-88.0,,,,,,,,-89.0,,-86.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,2412.0,,,,,,,,5220.0,,2462.0,,
128.223,-72.0,,,,,,-85.0,-85.0,,-84.0,,,,,,,-84.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,-90.0,-86.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,,,,,,,,,,5220.0,2462.0,,
130.2203,-72.0,,,,,,-86.0,-82.0,,-83.0,,,,,,,-88.0,,-89.0,,,,-85.0,,,,,,,,-89.0,-86.0,-88.0,,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,,2412.0,,,,2462.0,,,,,,,,2437.0,5220.0,5220.0,,,
132.2387,-74.0,,,,,,-81.0,-80.0,,-82.0,,,,,,,-85.0,-89.0,,,,,,-89.0,,,,,,,,-87.0,-88.0,-87.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,2412.0,,,,,,2412.0,,,,,,,,5220.0,5220.0,2462.0,,
134.2202,-73.0,,,,,,-84.0,-79.0,,-81.0,,,,,,-89.0,-81.0,,,,,,-88.0,-90.0,,,,,,,,-88.0,-88.0,,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,2412.0,,,,,,,,5220.0,5220.0,,,
136.2212,-72.0,,,,,,-80.0,-80.0,,-84.0,,,,,,,-87.0,,,,,,,-87.0,,,-90.0,,,,,-87.0,-85.0,-87.0,,,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,,,,,,,2412.0,,,2427.0,,,,,5220.0,5220.0,2462.0,,
138.2076,-73.0,,,,,,,-85.0,,-82.0,,,,,,-85.0,-87.0,,,,,,-87.0,-88.0,,,-87.0,,,,,-88.0,-87.0,,,,2437.0,,,,,,,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,2412.0,,,2427.0,,,,,5220.0,5220.0,,,
140.1754,-71.0,,,,,,-82.0,-77.0,,-86.0,,,,,,,-84.0,,,-91.0,,,,,,,,,,,,-88.0,-89.0,-89.0,,-86.0,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,2412.0,,,2412.0,,,,,,,,,,,,5220.0,5220.0,2462.0,,2462.0
142.2042,-83.0,,,,,,,-78.0,,-84.0,,,,,,-90.0,-82.0,,,,,,-83.0,,,,,,,,,-86.0,-86.0,-83.0,,-87.0,2437.0,,,,,,,2417.0,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,,,,,,,,,5220.0,5220.0,2462.0,,2462.0
144.3827,-73.0,,,,,,-78.0,-82.0,,-79.0,,,,,,,,,,,,,-87.0,-84.0,,,-76.0,,,,,-82.0,-83.0,,,-87.0,2437.0,,,,,,5200.0,2417.0,,2452.0,,,,,,,,,,,,,2462.0,2412.0,,,2427.0,,,,,5220.0,5220.0,,,2462.0
