AppTimestamp(s),wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:20,wifi_rssi_20:23:00:00:02:29,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:20,wifi_freq_20:23:00:00:02:29,wifi_freq_20:23:00:00:03:11
43.9866,,-72.0,,-72.0,-72.0,-70.0,-65.0,,-74.0,,,,,,,,,,,,,,,,,2452.0,,2427.0,2437.0,2422.0,2437.0,,2437.0,,,,,,,,,,,,,,,
47.9895,-55.0,,,-72.0,-69.0,-71.0,-62.0,,-72.0,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,2437.0,,,,,,,,,,,,,,,
52.0218,-54.0,,,-73.0,-72.0,-70.0,-66.0,,-76.0,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,2437.0,,,,,,,,,,,,,,,
56.0055,-53.0,-75.0,,-73.0,-72.0,-69.0,-66.0,,,,,,,,,,,,,,,,,,2417.0,2452.0,,2427.0,2437.0,2422.0,2437.0,,,,,,,,,,,,,,,,,
59.9621,-51.0,,,-71.0,-73.0,-69.0,-66.0,-73.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,2462.0,,,,,,,,,,,,,,,,
63.9724,-51.0,,,-73.0,,-67.0,-66.0,-72.0,-73.0,,,,,,,,,,,,,,,,2417.0,,,2427.0,,2422.0,2437.0,2462.0,2437.0,,,,,,,,,,,,,,,
67.9726,-53.0,,,-73.0,-73.0,-63.0,-67.0,,-74.0,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,,2437.0,,,,,,,,,,,,,,,
72.0429,-57.0,,,,,-75.0,-73.0,,,,,,,-74.0,,-74.0,-73.0,,,,,,,,2417.0,,,,,2422.0,2437.0,,,,,,,2462.0,,5260.0,5260.0,,,,,,,
75.9825,-61.0,,,,,,-73.0,,,,,,,-66.0,,-67.0,-67.0,-65.0,,,,,,,2417.0,,,,,,2437.0,,,,,,,2462.0,,5260.0,5260.0,2462.0,,,,,,
80.0216,,,,,,,,,,,-77.0,,,-64.0,-75.0,-67.0,-68.0,-64.0,,,,,,,,,,,,,,,,,2412.0,,,2462.0,2472.0,5260.0,5260.0,2462.0,,,,,,
83.9713,-71.0,,,,,,,,,,,,,-68.0,-71.0,-71.0,-72.0,-65.0,,,,,,,2417.0,,,,,,,,,,,,,2462.0,2472.0,5260.0,5260.0,2462.0,,,,,,
87.9848,-71.0,,,,,,,,,,,,,-74.0,-70.0,-75.0,-76.0,-75.0,,,,,,,2417.0,,,,,,,,,,,,,2462.0,2472.0,5260.0,5260.0,2462.0,,,,,,
91.9923,,,,,,,,,,,,,,,-71.0,,,,-70.0,-70.0,-69.0,-65.0,-74.0,,,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,2437.0,2412.0,
96.0267,,,,,,,,,,,,,,,-70.0,,,-76.0,-66.0,-66.0,-70.0,-70.0,,,,,,,,,,,,,,,,,2472.0,,,2462.0,5180.0,5180.0,2437.0,2437.0,,
99.9708,-69.0,,,,,,,,,,,,,,-70.0,,,,-69.0,-69.0,-71.0,-73.0,,,2417.0,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,2437.0,,
104.0043,-65.0,,,,,,,,,,,,,,-67.0,,,,-68.0,-68.0,-71.0,-72.0,,,2417.0,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,2437.0,,
108.036,-67.0,,,,,,,,,,,,,,-71.0,,,,-68.0,-68.0,-70.0,-72.0,,,2417.0,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,2437.0,,
112.0034,-66.0,,,,,,,,,-73.0,,,,,-71.0,,,,-68.0,-68.0,-72.0,,,,2417.0,,,,,,,,,2412.0,,,,,2472.0,,,,5180.0,5180.0,2437.0,,,
116.0007,-66.0,,,,,,,,,-73.0,,,,,-66.0,,,,-67.0,-67.0,,-73.0,,,2417.0,,,,,,,,,2412.0,,,,,2472.0,,,,5180.0,5180.0,,2437.0,,
119.993,-66.0,,,,,,,,,,,,,-72.0,-70.0,,,,-68.0,-69.0,,-73.0,,,2417.0,,,,,,,,,,,,,2462.0,2472.0,,,,5180.0,5180.0,,2437.0,,
124.0127,-67.0,,,,,,,,,,,,,,-68.0,,,,-68.0,-67.0,-74.0,-73.0,,,2417.0,,,,,,,,,,,,,,2472.0,,,,5180.0,5180.0,2437.0,2437.0,,
128.0207,-68.0,,,,,,,,,,,-73.0,-70.0,,-72.0,-72.0,-73.0,,,,,,,,2417.0,,,,,,,,,,,2437.0,2437.0,,2472.0,5260.0,5260.0,,,,,,,
131.9999,-67.0,,,,,,,,,,,,,-62.0,,-68.0,-69.0,-63.0,-73.0,,,,,,2417.0,,,,,,,,,,,,,2462.0,,5260.0,5260.0,2462.0,5180.0,,,,,
136.052,-70.0,,,,,,,,,,,,,-63.0,-73.0,-70.0,-70.0,-63.0,,,,,,,2417.0,,,,,,,,,,,,,2462.0,2472.0,5260.0,5260.0,2462.0,,,,,,
139.9932,-63.0,,,,,,-71.0,,,,,,,-63.0,,-61.0,-62.0,-66.0,,,,,,,2417.0,,,,,,2437.0,,,,,,,2462.0,,5260.0,5260.0,2462.0,,,,,,
143.9928,-66.0,,,,,,-71.0,,,,,,,-72.0,,-73.0,-74.0,-73.0,,,,,,,2417.0,,,,,,2437.0,,,,,,,2462.0,,5260.0,5260.0,2462.0,,,,,,
147.9748,-55.0,-77.0,,,,-76.0,-68.0,-76.0,-79.0,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2422.0,2437.0,2462.0,2437.0,,,,,,,,,,,,,,,
152.0579,-56.0,,,-76.0,-72.0,-74.0,-68.0,-80.0,,,,,,,,,,,,,,,,,2417.0,,,2427.0,2437.0,2422.0,2437.0,2462.0,,,,,,,,,,,,,,,,
