AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:06
18.5166,-65.0,,
18.6804,,-89.0,
18.7134,-65.0,,
19.1216,-76.0,,
19.2809,,-89.0,
19.34,-72.0,,
19.5431,-63.0,,
19.6852,,-92.0,
19.9667,-61.0,,
20.0961,,-92.0,
20.1639,-66.0,,
20.3775,-68.0,,
21.3534,,-90.0,
21.9683,,-89.0,
22.0064,-62.0,,
22.1798,,-98.0,
22.2138,-73.0,,
22.409,,-99.0,
22.4398,-59.0,,
22.6439,-74.0,,
22.781,,-88.0,
22.8355,-66.0,,
23.0425,-63.0,,
23.2517,-77.0,,
23.5944,,-88.0,
23.6445,-74.0,,
23.8128,,-94.0,
23.8635,-77.0,,
24.0527,-68.0,,
24.2705,-60.0,,
24.6217,,-93.0,
24.6759,-77.0,,
25.0247,,-90.0,
25.1112,-75.0,,
25.9248,-63.0,,
26.0313,,-88.0,
26.1062,-71.0,,
26.3209,-59.0,,
26.4462,,-90.0,
26.5359,-64.0,,
26.7242,-59.0,,
26.8577,,-91.0,
26.9384,-70.0,,
27.1217,-62.0,,
27.3312,-69.0,,
27.6835,,-87.0,
27.7306,-61.0,,
28.1295,-65.0,,
28.3428,-61.0,,
28.9068,,-85.0,
30.139,,-86.0,
30.1825,-63.0,,
30.5934,-63.0,,
30.7842,,-87.0,
30.8061,-63.0,,
30.9656,,-88.0,
30.9996,-63.0,,
31.1938,-64.0,,
31.3763,,-92.0,
31.408,-64.0,,
31.7832,,-89.0,
32.0227,,-87.0,
32.0304,-61.0,,
32.1946,,-86.0,
32.8385,-63.0,,
33.6361,,-95.0,
34.2439,,-92.0,
34.2678,-65.0,,
34.4803,-65.0,,
34.6573,,-87.0,
34.6744,-64.0,,
34.8841,-64.0,,
35.4915,-64.0,,
35.6755,,-85.0,
35.9187,-63.0,,
36.0814,,-94.0,
36.2933,,-93.0,
36.3158,-66.0,,
36.487,,-87.0,
36.5224,-64.0,,
36.7472,-64.0,,
37.5702,-64.0,,
37.7599,-64.0,,
38.341,,-86.0,
38.3702,-62.0,,
38.5763,-62.0,,
38.7483,,-91.0,
38.7766,-63.0,,
39.1401,,-90.0,
39.1977,-64.0,,
39.403,-62.0,,
39.5459,,-86.0,
39.758,,-88.0,
39.9664,,-88.0,
40.0301,-62.0,,
40.1574,,-96.0,
40.2127,-64.0,,
40.3677,,-97.0,
40.4156,-64.0,,
40.7811,,-84.0,
40.8426,-60.0,,
41.0528,-63.0,,
41.6516,-61.0,,
41.8524,-61.0,,
42.0122,,-92.0,
42.2415,,-91.0,
42.2521,-63.0,,
42.4203,,-93.0,
42.4548,-65.0,,
42.6337,,-92.0,
42.6627,-64.0,,
42.8451,,-85.0,
42.8616,-61.0,,
43.0557,,-85.0,
43.0705,-60.0,,
43.2583,,-91.0,
43.279,-62.0,,
43.4718,,-92.0,
44.0935,-60.0,,
44.2737,,-93.0,
44.2992,-62.0,,
44.6389,,,-98.0
44.9121,-61.0,,
45.53,-58.0,,
45.7136,,-86.0,
45.7368,-59.0,,
46.1145,,-91.0,
46.1364,-65.0,,
46.3281,,-91.0,
46.3528,-65.0,,
46.5214,,-95.0,
46.5558,-63.0,,
46.7413,,-95.0,
46.7565,-63.0,,
46.979,-59.0,,
47.1658,-59.0,,
47.2919,,,-99.0
47.5644,,-92.0,
47.5791,-65.0,,
47.7827,-63.0,,
47.9633,,-96.0,
47.982,-63.0,,
48.176,,-85.0,
48.1947,-60.0,,
48.579,,-88.0,
49.2157,-60.0,,
49.3982,,-85.0,
49.4208,-61.0,,
49.6191,,-96.0,
49.6372,-64.0,,
49.8326,-64.0,,
50.0355,,-85.0,
50.2374,-63.0,,
50.4495,,-89.0,
50.4634,-63.0,,
50.6402,,-93.0,
50.646,-64.0,,
51.0529,,-87.0,
51.0658,-62.0,,
51.4744,,-87.0,
51.6732,,-86.0,
52.12,-65.0,,
52.2927,,-87.0,
52.3053,-63.0,,
54.1128,,-89.0,
54.1302,-63.0,,
54.315,,-88.0,
54.3348,-64.0,,
54.531,,-86.0,
54.5637,-62.0,,
54.7521,-67.0,,
54.9611,-66.0,,
55.1712,-64.0,,
55.3619,,-87.0,
55.7592,,-89.0,
55.7853,-63.0,,
55.9872,,-91.0,
56.0467,-65.0,,
56.1658,,-88.0,
56.1919,-64.0,,
56.3762,,-90.0,
56.4112,-64.0,,
56.791,,-86.0,
57.6199,,-89.0,
57.6537,-64.0,,
58.2174,,-90.0,
58.4213,,-88.0,
58.4622,-66.0,,
58.6579,-65.0,,
59.0954,-63.0,,
59.3141,-66.0,,
59.4401,,-90.0,
59.4986,-66.0,,
59.6434,,-89.0,
59.8638,,-88.0,
59.8964,-65.0,,
60.0654,,-86.0,
60.1032,-63.0,,
60.2852,,-86.0,
60.3117,-63.0,,
60.711,-64.0,,
61.6953,,-95.0,
61.756,-65.0,,
61.9451,-64.0,,
62.1185,,-86.0,
62.1523,-60.0,,
62.3218,,-92.0,
62.3643,-61.0,,
62.5834,-84.0,,
62.7388,,-85.0,
62.7793,-67.0,,
62.9444,,-92.0,
62.9659,-64.0,,
63.1688,,-87.0,
63.3628,,-95.0,
63.4066,-79.0,,
63.6019,-81.0,,
63.7973,-75.0,,
64.0358,-79.0,,
64.1861,,-82.0,
64.2113,-69.0,,
64.4251,-75.0,,
66.0607,-88.0,,
66.2482,-75.0,,
66.4315,,-87.0,
66.6783,-73.0,,
66.8699,-88.0,,
67.1279,-74.0,,
67.2449,,-91.0,
67.2759,-75.0,,
67.6621,,-95.0,
67.6961,-70.0,,
67.9252,-84.0,,
68.0958,-81.0,,
68.2973,-75.0,,
68.5125,-85.0,,
68.7301,-67.0,,
68.9343,-69.0,,
69.9595,-77.0,,
70.1402,-73.0,,
70.3458,-70.0,,
70.5578,-75.0,,
70.7651,-78.0,,
70.967,-76.0,,
71.1192,,-95.0,
71.1575,-72.0,,
71.5829,-77.0,,
72.1873,-81.0,,
72.4101,-83.0,,
73.6225,-85.0,,
73.8661,-86.0,,
74.2562,-84.0,,
74.4589,-87.0,,
74.8656,-85.0,,
75.2796,-93.0,,
75.6993,-89.0,,
75.8861,-89.0,,
76.0939,-88.0,,
76.318,-93.0,,
78.1318,-94.0,,
78.3385,-89.0,,
78.5445,-90.0,,
79.7876,-91.0,,
80.0197,-89.0,,
80.1854,-94.0,,
80.6218,-90.0,,
81.2299,-94.0,,
83.2701,-92.0,,
83.4691,-95.0,,
83.6723,-95.0,,
86.1182,-97.0,,
86.795,-92.0,,
87.1584,-92.0,,
91.2568,-92.0,,
91.4687,-90.0,,
91.6751,-86.0,,
92.064,-98.0,,
92.2816,-93.0,,
92.4731,-93.0,,
93.7196,-93.0,,
94.1452,-97.0,,
94.5236,-92.0,,
95.358,-91.0,,
95.5561,-93.0,,
95.7572,-85.0,,
96.0095,-85.0,,
96.3664,-93.0,,
97.5963,-92.0,,
97.8171,-92.0,,
98.0032,-87.0,,
98.8575,-92.0,,
99.0387,-88.0,,
99.2389,-89.0,,
100.0653,-93.0,,
100.2646,-89.0,,
101.6891,-90.0,,
101.9181,-89.0,,
102.0865,-86.0,,
102.9186,-92.0,,
103.1073,-90.0,,
103.3266,-85.0,,
103.4518,,-97.0,
103.562,-96.0,,
103.9419,-93.0,,
104.1375,-91.0,,
105.9629,-88.0,,
106.5696,-93.0,,
107.8067,-92.0,,
108.2111,-86.0,,
108.8601,-88.0,,
109.0367,-88.0,,
110.6851,-93.0,,
110.8914,-93.0,,
111.9398,-90.0,,
112.1408,-88.0,,
112.2402,,-94.0,
112.3388,-88.0,,
112.8453,,-95.0,
113.3601,-90.0,,
113.5737,-93.0,,
113.7996,-88.0,,
114.3907,-93.0,,
115.8038,-94.0,,
116.1218,,-94.0,
116.4313,-96.0,,
117.0459,-88.0,,
118.6995,-93.0,,
119.3146,-89.0,,
120.1141,-93.0,,
120.3248,-93.0,,
120.527,-85.0,,
121.3963,-93.0,,
121.5829,-88.0,,
121.7647,-89.0,,
122.3734,-88.0,,
124.0104,-91.0,,
124.2193,-88.0,,
124.4614,-93.0,,
125.8613,-92.0,,
126.6732,-91.0,,
126.8843,-92.0,,
127.0857,-91.0,,
127.2903,-86.0,,
127.9201,-90.0,,
128.1217,-92.0,,
128.3105,-91.0,,
128.5364,-91.0,,
128.7196,-93.0,,
129.5387,-91.0,,
129.7441,-90.0,,
130.3502,-86.0,,
131.1818,-92.0,,
131.3758,-93.0,,
131.6017,-86.0,,
132.1918,-84.0,,
132.6096,-92.0,,
133.8474,-90.0,,
134.2514,-85.0,,
134.6814,-83.0,,
135.0882,-88.0,,
135.7257,-82.0,,
135.7767,,-99.0,
136.3005,-88.0,,
136.7252,-81.0,,
137.3393,-81.0,,
137.54,-79.0,,
137.9804,-82.0,,
138.1799,-87.0,,
138.5867,-87.0,,
139.2035,-80.0,,
139.383,-78.0,,
139.6293,-74.0,,
140.0573,-78.0,,
140.2191,-77.0,,
140.413,-70.0,,
140.4899,,-95.0,
140.6047,-76.0,,
141.533,,-92.0,
141.6533,-73.0,,
141.7375,,-97.0,
141.8652,-72.0,,
142.0545,-76.0,,
142.26,-74.0,,
142.5298,,-91.0,
142.6676,-66.0,,
142.7372,,-101.0,
142.8706,-75.0,,
142.9301,,-92.0,
143.088,-73.0,,
143.4818,-71.0,,
143.6788,-72.0,,
144.0838,-70.0,,
144.3193,-78.0,,
144.5023,-67.0,,
144.921,-68.0,,
145.973,-75.0,,
146.1663,-78.0,,
146.3563,-71.0,,
146.4371,,-89.0,
146.5717,-78.0,,
146.6328,,-92.0,
146.7751,-74.0,,
146.8507,,-92.0,
146.9648,-77.0,,
147.1725,-68.0,,
147.2555,,-92.0,
147.5932,-77.0,,
147.6642,,-95.0,
147.7873,-71.0,,
148.0281,-67.0,,
148.2041,-74.0,,
148.2677,,-96.0,
148.4022,-61.0,,
148.6176,-68.0,,
149.4164,-72.0,,
149.6198,-70.0,,
150.0294,-69.0,,
150.1115,,-90.0,
150.2394,-64.0,,
150.6656,-69.0,,
150.8529,-73.0,,
150.9229,,-93.0,
151.0511,-71.0,,
151.1214,,-89.0,
151.26,-69.0,,
151.3234,,-93.0,
151.5399,,-94.0,
151.6849,-76.0,,
151.7313,,-93.0,
151.8857,-66.0,,
151.9831,,-87.0,
152.1284,-68.0,,
152.1508,,-89.0,
152.2932,-65.0,,
152.3556,,-88.0,
152.9061,-72.0,,
