AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:55,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:83,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:55,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:83,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
43.0483,-79.0,,-87.0,-53.0,-63.0,,,,-68.0,-73.0,-65.0,,-69.0,-58.0,-78.0,-77.0,-67.0,-82.0,-73.0,,,,,,,,,,,,,,,,,-87.0,,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,2462.0,
47.0329,-75.0,,-87.0,-56.0,-66.0,,-89.0,,-68.0,-72.0,-67.0,-65.0,-65.0,-59.0,-76.0,-76.0,-70.0,-83.0,-72.0,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2417.0,2452.0,,2412.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,
51.0613,-76.0,,,-56.0,-72.0,,,,-69.0,-72.0,-67.0,-67.0,-63.0,-59.0,-78.0,-78.0,-70.0,-83.0,-73.0,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,
55.0225,-75.0,,-89.0,-52.0,-72.0,,,,-67.0,-72.0,-64.0,-64.0,-62.0,-60.0,-74.0,-74.0,-66.0,,-72.0,,,,,,,,,,,,,,,,,,,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,
59.0576,,,,-53.0,-69.0,,,,-65.0,,-65.0,-61.0,-61.0,-63.0,-78.0,-78.0,-66.0,-83.0,-73.0,,,,,,,,,,,,,,,,,,-84.0,,,,2417.0,2452.0,,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,2437.0
63.0367,-74.0,,,-53.0,-69.0,,,,-69.0,-76.0,-64.0,-60.0,-61.0,-63.0,-76.0,-76.0,-69.0,-85.0,-73.0,,,,-93.0,,,,,,,,,,,,,,-85.0,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,2412.0,,,,,,,,,,,,,,2437.0
67.0155,-78.0,,,-49.0,-73.0,,,,-67.0,-77.0,-68.0,-67.0,-64.0,-58.0,-76.0,-76.0,-68.0,-87.0,-69.0,,,-90.0,,,,,,,,,,-90.0,,,,,-89.0,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2462.0,,,,,,,,,,2462.0,,,,,2437.0
71.0478,-74.0,,-85.0,-49.0,-70.0,,,,-62.0,-73.0,-64.0,-64.0,-54.0,-62.0,-74.0,-73.0,-61.0,-83.0,-69.0,,,,,,,,,,,,,,-92.0,,-90.0,,,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0,,2437.0,,
75.0265,-75.0,,,-54.0,-64.0,,-90.0,-83.0,-70.0,-72.0,-65.0,-64.0,-58.0,-57.0,-66.0,-66.0,-70.0,-82.0,-69.0,,,,,,,,,,,,,,,,,,-89.0,2437.0,,,2417.0,2452.0,,2412.0,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,2437.0
79.0299,,,-86.0,-57.0,-60.0,,,-82.0,-66.0,-71.0,-64.0,-66.0,-60.0,-57.0,-77.0,-78.0,-66.0,,-66.0,,,,,,,,,,,,,,,,,,-85.0,,,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,2437.0
83.012,-65.0,,-82.0,-59.0,-60.0,,-89.0,-85.0,-57.0,-70.0,-65.0,-63.0,-62.0,-57.0,-76.0,-76.0,-57.0,-83.0,-64.0,,,,,,,-84.0,-86.0,-84.0,-85.0,-86.0,-85.0,,,,,-90.0,-81.0,2437.0,,5200.0,2417.0,2452.0,,2412.0,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,2437.0
87.0125,-61.0,-88.0,,-59.0,-59.0,,,,-53.0,-62.0,-58.0,-63.0,-69.0,-50.0,-74.0,-73.0,-54.0,-75.0,-60.0,,,,,,,-88.0,-86.0,-85.0,-89.0,-85.0,-89.0,,,,,,-81.0,2437.0,2462.0,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0
91.0164,-61.0,,,-63.0,-63.0,,,-87.0,-59.0,-62.0,-54.0,-61.0,-69.0,-49.0,-70.0,-70.0,-59.0,-77.0,-67.0,,,,,,,,,,,,,,,,,-83.0,,2437.0,,,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,2462.0,
95.0298,-67.0,,,-56.0,-56.0,,,,-60.0,-54.0,-54.0,-63.0,-72.0,-45.0,-69.0,-70.0,-59.0,-77.0,-65.0,,,,,,,-85.0,-90.0,-92.0,-92.0,-92.0,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,
99.0233,-64.0,,,-51.0,-52.0,,,,-55.0,-52.0,-56.0,-65.0,-69.0,-45.0,-71.0,-71.0,-55.0,-79.0,-68.0,,,,,,,-85.0,,-87.0,,,-92.0,,,,,-90.0,-76.0,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,,5500.0,,,5500.0,,,,,2462.0,2437.0
103.0394,-66.0,,-86.0,,-57.0,,,,-56.0,-56.0,-55.0,-62.0,-68.0,-47.0,-67.0,-68.0,-58.0,-79.0,-69.0,,,,,,,,,,-92.0,,,,,,,-87.0,-76.0,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,5500.0,,,,,,,2462.0,2437.0
107.0321,-69.0,,-84.0,-52.0,-58.0,,,,-56.0,-56.0,-51.0,-62.0,-68.0,-49.0,-74.0,-74.0,-58.0,-76.0,-65.0,,,,,,,,-92.0,-88.0,-88.0,,,,,,,,-75.0,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,5500.0,5500.0,5500.0,,,,,,,,2437.0
111.0841,-69.0,,-83.0,-52.0,-60.0,,,-90.0,-58.0,-54.0,-52.0,-65.0,-69.0,-49.0,-70.0,-70.0,-59.0,-80.0,-69.0,,,,,,,,,,,,,,,,,-90.0,-77.0,2437.0,,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,2462.0,2437.0
115.0129,-71.0,,-81.0,-50.0,-60.0,,,,-57.0,-54.0,-53.0,-65.0,-69.0,-49.0,-69.0,-69.0,-58.0,-80.0,-71.0,,,,,,,,,,,,,,,,,,-81.0,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,2437.0
119.0138,-70.0,,-81.0,-49.0,-58.0,,,,-56.0,-54.0,-53.0,-64.0,-69.0,-50.0,-68.0,-67.0,-58.0,-81.0,-68.0,,,-88.0,,,,,-86.0,-90.0,,,,,,,,,-78.0,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2462.0,,,,,5500.0,5500.0,,,,,,,,,2437.0
123.0334,-64.0,,-79.0,-49.0,-57.0,,,,-54.0,-53.0,-54.0,-65.0,-69.0,-50.0,-67.0,-67.0,-55.0,-77.0,-68.0,,,-87.0,,,,-86.0,-86.0,-86.0,-89.0,-90.0,-85.0,,,,,-87.0,,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2462.0,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,2462.0,
127.005,-64.0,,-83.0,,-52.0,,,,-51.0,-53.0,-53.0,-62.0,-64.0,-46.0,-65.0,-65.0,-53.0,-73.0,-64.0,,,,,,,-86.0,-86.0,-87.0,-90.0,-87.0,-85.0,,,,,,-73.0,2437.0,,5200.0,,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0
131.0919,-71.0,,-85.0,-52.0,-59.0,,,,-54.0,-61.0,-60.0,-60.0,-64.0,-44.0,-65.0,-65.0,-54.0,-74.0,-61.0,,,,,,,,,-91.0,,,,,,-91.0,,,,2437.0,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,5500.0,,,,,,2462.0,,,
135.0378,,,-84.0,-52.0,-60.0,,,-89.0,-58.0,-68.0,-61.0,-56.0,-55.0,-47.0,-65.0,-65.0,-59.0,-80.0,-68.0,,,-80.0,,-86.0,-88.0,,,,,-87.0,-87.0,,,,,,-86.0,,,5200.0,2417.0,2452.0,,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2462.0,,5240.0,5240.0,,,,,5500.0,5500.0,,,,,,2437.0
139.0514,,,-85.0,-51.0,-68.0,,,,-64.0,-72.0,-65.0,-60.0,-59.0,-54.0,-73.0,-73.0,-66.0,-78.0,-66.0,,,-84.0,,,,-90.0,-85.0,-85.0,-85.0,-84.0,-86.0,,,,,,-86.0,,,5200.0,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,2462.0,,,,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,2437.0
143.0744,-70.0,,,-51.0,-68.0,,,,-64.0,-72.0,-65.0,-58.0,-54.0,-56.0,-79.0,-79.0,-65.0,-83.0,-70.0,-92.0,,,,,,,,,,,-90.0,,,,,,-86.0,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,2457.0,,,,,,,,,,,5500.0,,,,,,2437.0
147.022,-69.0,,,-52.0,-68.0,,,,-65.0,-76.0,-67.0,-62.0,-61.0,-61.0,-81.0,-82.0,-67.0,-86.0,-78.0,,,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,
