AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
43.0483,,-53.0,-63.0,-68.0,,-65.0,,,-58.0,-67.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,2462.0,
47.0329,,-56.0,-66.0,,,-67.0,-65.0,-65.0,-59.0,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,
51.0613,,-56.0,,-69.0,,-67.0,-67.0,-63.0,-59.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
55.0225,,-52.0,,,,-64.0,-64.0,-62.0,-60.0,-66.0,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,2462.0,
59.0576,,-53.0,,-65.0,,-65.0,-61.0,-61.0,-63.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
63.0367,,-53.0,,-69.0,,-64.0,-60.0,-61.0,-63.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
67.0155,,-49.0,,-67.0,,-68.0,-67.0,-64.0,-58.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
71.0478,,-49.0,,-62.0,,-64.0,,-54.0,-62.0,-61.0,,,2417.0,,2462.0,,2427.0,,2422.0,2437.0,2462.0,
75.0265,,-54.0,-64.0,,,-65.0,-64.0,-58.0,-57.0,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,
79.0299,,-57.0,-60.0,,,-64.0,,-60.0,-57.0,,-66.0,,2417.0,2452.0,,,2427.0,,2422.0,2437.0,,2437.0
83.012,,-59.0,-60.0,-57.0,,,,-62.0,-57.0,-57.0,,,2417.0,2452.0,2462.0,,,,2422.0,2437.0,2462.0,
87.0125,,-59.0,-59.0,-53.0,,-58.0,,,-50.0,-54.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,2462.0,
91.0164,-61.0,,,-59.0,,-54.0,-61.0,,-49.0,-59.0,,2437.0,,,2462.0,,2427.0,2437.0,,2437.0,2462.0,
95.0298,,-56.0,-56.0,,-54.0,-54.0,,,-45.0,-59.0,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,2462.0,
99.0233,,-51.0,-52.0,-55.0,-52.0,,,,-45.0,-55.0,,,2417.0,2452.0,2462.0,2412.0,,,,2437.0,2462.0,
103.0394,,,-57.0,-56.0,-56.0,-55.0,,,-47.0,-58.0,,,,2452.0,2462.0,2412.0,2427.0,,,2437.0,2462.0,
107.0321,,-52.0,-58.0,-56.0,-56.0,-51.0,,,-49.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,
111.0841,,-52.0,,-58.0,-54.0,-52.0,,,-49.0,-59.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,2462.0,
115.0129,,-50.0,,-57.0,-54.0,-53.0,,,-49.0,-58.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,2462.0,
119.0138,,-49.0,-58.0,-56.0,-54.0,-53.0,,,-50.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,
123.0334,,-49.0,,-54.0,-53.0,-54.0,,,-50.0,-55.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,2462.0,
127.005,,,-52.0,-51.0,-53.0,-53.0,,,-46.0,-53.0,,,,2452.0,2462.0,2412.0,2427.0,,,2437.0,2462.0,
131.0919,,-52.0,-59.0,-54.0,,-60.0,,,-44.0,-54.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,2462.0,
135.0378,,-52.0,,-58.0,,,-56.0,-55.0,-47.0,-59.0,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,2462.0,
139.0514,,-51.0,,-64.0,,-65.0,-60.0,-59.0,-54.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
143.0744,,-51.0,,-64.0,,-65.0,-58.0,-54.0,-56.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
147.022,,-52.0,,-65.0,,-67.0,-62.0,-61.0,-61.0,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,
