AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
104.6051,,-96.0,,,
104.7808,,,,-96.0,
104.7996,,-97.0,,,
104.8642,,,-93.0,,
104.8981,,,,,-98.0
105.0858,,,-99.0,,
106.4509,,-94.0,,,
106.7486,,,,,-95.0
106.8279,,,,-92.0,
106.8685,,-96.0,,,
107.1527,,,,,-97.0
108.6035,,,,,-96.0
108.6895,,-95.0,,,
108.764,,,-90.0,,
110.5307,,-94.0,,,
110.6139,,,-89.0,,
110.7293,,-93.0,,,
110.7965,,,-96.0,,
110.9413,,-95.0,,,
111.1394,,,,-92.0,
111.1498,,-90.0,,,
112.6238,,-90.0,,,
112.7981,,,,-93.0,
112.8706,,,-97.0,,
112.9853,,,,-97.0,
113.003,,-100.0,,,
113.0613,,,-100.0,,
113.0893,,,,,-101.0
113.1821,,,,-99.0,
114.7019,,,-98.0,,
114.8486,,-97.0,,,
114.9021,,,-87.0,,
115.1432,,,-95.0,,
116.6518,,,,-84.0,
116.6912,,-95.0,,,
116.861,,,,-82.0,
116.9544,,,-95.0,,
117.0717,,,,-85.0,
118.6931,,,,-82.0,
118.7876,,,-98.0,,
118.9209,,,,-88.0,
118.9675,,-94.0,,,
119.1307,,,,-89.0,
119.184,,-101.0,,,
120.5483,,,,-89.0,
120.6304,,-100.0,,,
120.7471,,,,-90.0,
120.8177,,-96.0,,,
120.8543,,,-94.0,,
121.11,,,,,-98.0
121.153,,,,-84.0,
122.5997,,,,-85.0,
122.6406,,-101.0,,,
122.6761,,,-92.0,,
122.8812,,,-91.0,,
123.0008,,,,-85.0,
123.0636,,-100.0,,,
124.7141,,-98.0,,,
124.8529,,,,-87.0,
125.0732,,,,-88.0,
125.137,,,-89.0,,
125.456,,,,-85.0,
126.0848,,,,-87.0,
126.6876,,,,-89.0,
126.7793,,,-92.0,,
126.9073,,,,-84.0,
126.9446,,-99.0,,,
126.9881,,,-90.0,,
127.134,,,,-89.0,
128.6467,,,-92.0,,
128.7808,,-99.0,,,
128.8603,,,,,-98.0
128.9516,,,,-90.0,
129.0526,,,-92.0,,
129.4848,,,,,-95.0
130.096,,,,,-96.0
130.6068,,,,-87.0,
130.6887,,,-98.0,,
130.789,,,,-94.0,
131.0009,,,,-90.0,
132.625,,,,-90.0,
132.697,,-96.0,,,
132.9016,,-91.0,,,
132.9425,,,-94.0,,
133.0466,,,,-90.0,
133.0867,,-94.0,,,
134.5924,,,-91.0,,
134.6804,,,,-92.0,
134.7418,,-96.0,,,
134.8943,,,,-89.0,
134.9467,,-98.0,,,
135.1133,,,,-91.0,
135.1915,,,-93.0,,
136.6095,,-89.0,,,
136.7253,,,,-94.0,
136.8096,,,-99.0,,
137.088,,,,,-93.0
138.3489,,,,-95.0,
138.6486,,,-92.0,,
138.7608,,,,-93.0,
138.8505,,-94.0,,,
138.8603,,,-97.0,,
139.0066,,,,-100.0,
139.0557,,,-92.0,,
139.1765,,,,-91.0,
140.6123,,,,-89.0,
140.6779,,-93.0,,,
140.7582,,,,,-97.0
140.892,,-94.0,,,
141.0308,,,,-96.0,
142.5298,,-95.0,,,
142.6194,,,,,-99.0
142.6739,,,,-93.0,
142.9481,,-92.0,,,
143.0894,,,,-94.0,
143.1504,,-96.0,,,
144.5926,,-98.0,,,
144.6119,,,-93.0,,
144.6531,,,,,-95.0
144.7325,,,,-94.0,
144.9775,,,,-92.0,
145.0104,,-98.0,,,
145.0967,,,,,-94.0
145.1534,,,,-95.0,
145.1929,,-96.0,,,
146.6001,,,,-102.0,
146.7832,,,,-97.0,
147.4908,,,-100.0,,
150.5444,,,-98.0,,
150.6567,,,,-97.0,
150.9656,,,-97.0,,
151.1505,,,-96.0,,
152.5896,,,-96.0,,
152.7004,,,,-101.0,
152.8328,,,,,-97.0
153.0441,,,,,-99.0
154.2569,,,,,-93.0
154.5815,,,,-97.0,
155.0492,,,-101.0,,
155.0817,,,,,-97.0
156.6135,,,,-100.0,
156.701,,,-99.0,,
156.7178,,,,,-95.0
157.0155,,,,-100.0,
157.0571,,-101.0,,,
158.5626,,,,,-97.0
158.7024,,-96.0,,,
158.9083,,-95.0,,,
159.1036,,-101.0,,,
159.1804,,,,,-100.0
160.7429,,-99.0,,,
161.0433,,,,,-95.0
172.5566,,,,-96.0,
172.6266,-96.0,,,,
172.9764,,,,-101.0,
173.0269,-93.0,,,,
174.6269,,,,-92.0,
174.8004,,,,-95.0,
174.8533,-91.0,,,,
175.0135,,,,-91.0,
176.6332,,,,-91.0,
176.7069,-97.0,,,,
176.8286,,,,-92.0,
177.0342,,,,-98.0,
177.1081,-96.0,,,,
178.5301,-98.0,,,,
178.6971,,,,-90.0,
178.9184,,,,-91.0,
178.97,-100.0,,,,
180.5466,,,,-96.0,
180.7766,,,,-88.0,
180.9331,,,,-96.0,
181.1508,,,,-92.0,
183.1929,,,,-89.0,
184.6201,,,,-89.0,
184.8253,,,,-96.0,
185.0445,,,,-88.0,
187.0903,,,,-91.0,
188.7988,-97.0,,,,
188.9452,,,,-90.0,
189.1366,,,,-89.0,
190.5715,,,,-89.0,
190.7817,,,,-89.0,
191.1889,,,,-92.0,
195.1039,,,,-99.0,
196.7392,,,,-97.0,
202.644,,,,,-100.0
204.6371,,-102.0,,,
211.1447,,,,-99.0,
214.9431,,,,,-100.0
215.135,,,,,-96.0
216.5791,,,,,-99.0
216.6428,,,,-99.0,
216.8698,,,-98.0,,
220.6979,,,,,-99.0
220.9497,,,,-98.0,
222.5873,,,-97.0,,
222.666,,-96.0,,,
222.7471,,,,,-99.0
222.9371,,,,,-97.0
222.9842,,,-97.0,,
223.1071,,-94.0,,,
223.7551,,,,,-99.0
224.7083,,-99.0,,,
224.7624,,,,,-94.0
224.8528,,,-96.0,,
225.0506,,,,-102.0,
225.0605,,,-97.0,,
226.6266,,,,,-98.0
226.681,,,,-97.0,
226.8853,,,-94.0,,
227.0898,,,-100.0,,
229.0412,,-98.0,,,
229.121,,,,-98.0,
229.1396,,,-100.0,,
230.5773,,,,-96.0,
230.784,,,,-98.0,
230.7897,,,-99.0,,
231.195,,,-98.0,,
232.6077,,,,-97.0,
232.7381,,-98.0,,,
232.811,,,-95.0,,
232.9492,,-99.0,,,
233.0231,,,-90.0,,
233.0311,,,,-95.0,
233.1828,,,,,-99.0
234.6096,,,,,-97.0
234.6587,,,,-87.0,
234.8819,,,-90.0,,
235.0683,,,-86.0,,
235.0776,,,,-95.0,
236.7259,,,-95.0,,
236.851,,,,,-96.0
237.1381,,,-101.0,,
238.6099,,,,-91.0,
238.757,,,-95.0,,
238.7902,,,,-92.0,
238.987,,,,-87.0,
239.994,,,-96.0,,
240.571,,-97.0,,,
240.6111,,,-94.0,,
240.6281,,,,-91.0,
240.7477,,-100.0,,,
240.8196,,,-90.0,,
240.9622,,-93.0,,,
241.0304,,,-94.0,,
241.4803,,,,-88.0,
242.5991,,-90.0,,,
242.6688,,,-87.0,,
242.6932,,,,-92.0,
242.9221,,,,-95.0,
243.1032,,,,-96.0,
244.6475,,-91.0,,,
244.7298,,,,-89.0,
244.8661,,-95.0,,,
244.9158,,,-101.0,,
245.1357,,,-90.0,,
245.143,,,,-86.0,
246.6194,,,,-85.0,
246.6921,,-97.0,,,
246.7578,,,-95.0,,
246.7872,,,,-83.0,
248.5635,,-95.0,,,
248.6101,,,-96.0,,
248.6302,,,,-84.0,
248.7639,,-97.0,,,
248.8143,,,-99.0,,
248.8511,,,,-82.0,
249.0401,,,,-87.0,
250.2712,,,,-83.0,
250.6688,,,-94.0,,
250.6877,,,,-82.0,
250.8998,,,,-84.0,
251.0636,,,-91.0,,
251.1059,,,,-84.0,
252.5416,,,,-84.0,
252.6452,,-101.0,,,
252.7058,,,-94.0,,
252.8566,,-94.0,,,
252.9084,,,-95.0,,
252.9567,,,,-85.0,
253.1055,,,-94.0,,
253.1481,,,,-82.0,
254.6019,,,,-86.0,
254.7581,,,-99.0,,
254.786,,,,-86.0,
254.9326,,-97.0,,,
255.0051,,,,-96.0,
255.1146,,-103.0,,,
255.1972,,,-100.0,,
256.6187,,,-90.0,,
256.7744,,-96.0,,,
256.7963,,,-98.0,,
256.8885,,,,-91.0,
256.9791,,-94.0,,,
257.006,,,-99.0,,
257.0418,,,,-89.0,
258.6424,,,-98.0,,
258.8342,,-100.0,,,
258.8848,,,-94.0,,
258.9027,,,,-88.0,
259.0699,,,-90.0,,
259.1,,,,-85.0,
260.0816,,,-94.0,,
260.5366,,,,-87.0,
260.6625,,-91.0,,,
260.6893,,,-94.0,,
260.7386,,,,-88.0,
260.8714,,-100.0,,,
260.8914,,,-93.0,,
261.1013,,,-96.0,,
261.162,,,,-85.0,
262.5347,,,-101.0,,
262.5752,,,,,-96.0
262.7265,,-92.0,,,
262.7429,,,-98.0,,
262.9564,,-100.0,,,
262.9678,,,,,-96.0
262.9832,,,-92.0,,
263.1526,,,-93.0,,
264.5996,,,,,-96.0
264.602,,,-94.0,,
264.6233,,,,-99.0,
264.8001,,,-88.0,,
264.9879,,,,,-98.0
265.0032,,,-102.0,,
265.1886,,,,,-101.0
265.2204,,,-92.0,,
265.6516,,,,-96.0,
265.8272,,,-89.0,,
266.0165,,-92.0,,,
266.0631,,,-97.0,,
266.0808,,,,-98.0,
266.4099,,-91.0,,,
266.4668,,,-96.0,,
266.623,,-95.0,,,
266.6395,,,-92.0,,
266.6725,,,,-99.0,
266.837,,-92.0,,,
267.0217,,-94.0,,,
267.0955,,,,-98.0,
267.2455,,-93.0,,,
267.2538,,,,,-100.0
268.6669,,-95.0,,,
268.7216,,,,-97.0,
268.883,,-90.0,,,
268.916,,,-97.0,,
269.0874,,-92.0,,,
269.0935,,,,,-101.0
269.1295,,,,-94.0,
269.9211,,,-100.0,,
270.7435,,,-100.0,,
270.7563,,-93.0,,,
270.7756,,,,-100.0,
270.9414,,,-96.0,,
270.9929,,,,-91.0,
272.7736,,,-101.0,,
272.9765,,-100.0,,,
272.9876,,,-96.0,,
274.6209,,,-94.0,,
274.9043,,,,-100.0,
275.0345,,,-96.0,,
276.6415,,-97.0,,,
277.4634,,,-98.0,,
278.5519,,,,,-98.0
278.7326,,,,,-92.0
279.1054,,-98.0,,,
280.5401,,,-95.0,,
280.5792,,-101.0,,,
280.755,,-93.0,,,
281.1907,,,-92.0,,
281.5776,,-93.0,,,
282.595,,,-98.0,,
282.8246,,-100.0,,,
283.0299,,-94.0,,,
283.2346,,-102.0,,,
286.8892,,-99.0,,,
286.9259,,,-100.0,,
287.2266,,,,-103.0,
288.7766,,,,,-98.0
290.6106,,,,,-98.0
298.8414,-100.0,,,,
298.8716,,,,-99.0,
300.6831,-87.0,,,,
300.8901,-94.0,,,,
300.9188,,,,-85.0,
301.0968,,,,-87.0,
302.5108,-100.0,,,,
302.5417,,,,-90.0,
302.7435,,,,-86.0,
302.9516,,,,-85.0,
