AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
27.0177,,-56.0,-76.0,,,-66.0,-72.0,-69.0,-59.0,-77.0,-77.0,-77.0,-75.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
29.0362,,-56.0,-82.0,-72.0,,-78.0,-69.0,-71.0,-71.0,-76.0,-76.0,,-82.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
31.0156,,-59.0,-74.0,-76.0,,-64.0,-76.0,-77.0,-69.0,-77.0,-76.0,-77.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
33.0384,-83.0,-60.0,-76.0,-73.0,,-72.0,-74.0,-77.0,-68.0,,,-74.0,-80.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
35.036,-78.0,-59.0,-75.0,-71.0,,-72.0,-74.0,-75.0,-68.0,,,-69.0,-78.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
37.0455,-81.0,-67.0,-72.0,-75.0,,-75.0,-74.0,-73.0,-64.0,-80.0,,-75.0,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
39.0351,,-64.0,-71.0,-79.0,,-74.0,-79.0,-77.0,-66.0,-76.0,-76.0,-79.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
41.0271,-79.0,-61.0,-72.0,,,-78.0,-79.0,-74.0,-70.0,-77.0,-77.0,-79.0,,2437.0,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
43.0483,-80.0,,-72.0,-78.0,,-76.0,-75.0,-74.0,-68.0,-80.0,,-77.0,-79.0,2437.0,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
45.0722,-78.0,,-72.0,-79.0,,-76.0,-74.0,-75.0,-69.0,-80.0,-80.0,-78.0,,2437.0,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
47.0207,,-60.0,-71.0,-79.0,,-76.0,-77.0,-78.0,-68.0,-79.0,-79.0,-79.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
49.0072,-75.0,,-71.0,-78.0,,-76.0,-76.0,-72.0,-74.0,-74.0,-74.0,-78.0,,2437.0,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
51.0191,,-61.0,-71.0,-77.0,,-77.0,-77.0,-69.0,-68.0,-75.0,-74.0,-77.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
53.0129,,-65.0,-72.0,,,-75.0,-73.0,-71.0,-70.0,-78.0,-78.0,-73.0,-81.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
55.0281,,-62.0,-73.0,-76.0,,-76.0,-75.0,-72.0,-69.0,-77.0,-77.0,-77.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
57.0284,,-65.0,-72.0,-77.0,,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
59.033,,-66.0,-73.0,-77.0,,-78.0,-75.0,-73.0,-70.0,-78.0,-79.0,-78.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
61.0201,-78.0,-67.0,-74.0,-78.0,,-70.0,-75.0,-75.0,-69.0,-78.0,,,-79.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2437.0
63.0452,,-56.0,-71.0,-76.0,,-71.0,-70.0,-67.0,-68.0,-79.0,,-75.0,-77.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
65.0196,-76.0,-57.0,-69.0,-72.0,,-71.0,-73.0,-67.0,-62.0,,,-72.0,-73.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
67.0277,,-60.0,-74.0,-70.0,-75.0,-75.0,-74.0,-69.0,-62.0,,,-70.0,-76.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
69.0046,,-58.0,-75.0,-74.0,,-64.0,-73.0,-68.0,-57.0,-74.0,-75.0,,-75.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
71.0283,,-60.0,-68.0,-74.0,,-69.0,-73.0,-69.0,-56.0,-75.0,,-73.0,-71.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
73.0394,-70.0,-67.0,,-72.0,,-73.0,-68.0,-68.0,-66.0,-73.0,-73.0,-71.0,,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
75.0386,,,-67.0,-71.0,-80.0,-69.0,-74.0,-70.0,-60.0,-70.0,-70.0,,-73.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
77.0429,,-67.0,-73.0,-73.0,,-69.0,,-69.0,-58.0,-69.0,-69.0,-73.0,-69.0,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
79.0323,,,-64.0,-69.0,,-64.0,-72.0,-73.0,-56.0,-74.0,-74.0,-71.0,-72.0,,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
81.0477,,-63.0,-66.0,-66.0,,-62.0,-68.0,,-52.0,-69.0,-69.0,-63.0,-71.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
83.0287,-70.0,-67.0,-64.0,-65.0,,-65.0,-68.0,,-51.0,-71.0,,-66.0,-69.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
85.0435,,-62.0,-65.0,-64.0,,-62.0,-64.0,,-59.0,-69.0,-69.0,-69.0,-67.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
87.0088,-69.0,-65.0,-64.0,-66.0,-70.0,-67.0,-67.0,,-59.0,,,-66.0,-70.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
89.0169,,,-68.0,-75.0,-71.0,-66.0,-76.0,,-50.0,-73.0,-73.0,-75.0,-68.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
91.0706,-68.0,-65.0,-66.0,-69.0,-71.0,,,,-51.0,-74.0,-74.0,-70.0,-76.0,2437.0,2417.0,2452.0,2462.0,2412.0,,,,2437.0,5220.0,5220.0,2462.0,2437.0
93.0472,-72.0,-62.0,-66.0,-63.0,-64.0,-60.0,,,-54.0,-69.0,-69.0,-69.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
95.0199,,-64.0,-61.0,-63.0,-60.0,-71.0,,,-56.0,-71.0,-70.0,-60.0,-75.0,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
97.0269,-70.0,-63.0,-71.0,-60.0,-61.0,-66.0,,,-59.0,-73.0,,-67.0,-71.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,,2462.0,2437.0
99.03,-70.0,-64.0,,-67.0,-64.0,-67.0,,,-60.0,-72.0,-72.0,-68.0,-70.0,2437.0,2417.0,,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
101.0239,-70.0,,-67.0,-63.0,-63.0,-66.0,,,-61.0,-74.0,-74.0,-64.0,-75.0,2437.0,,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
103.0416,-74.0,-64.0,-71.0,-65.0,-63.0,-66.0,,,-54.0,-74.0,,-60.0,-74.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,,2462.0,2437.0
105.028,-72.0,-64.0,-67.0,-64.0,-64.0,-64.0,,,-57.0,-70.0,-70.0,-66.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
107.0192,-73.0,-61.0,-63.0,-64.0,-64.0,-65.0,,,-57.0,-72.0,-72.0,-67.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
109.0132,-72.0,-68.0,-64.0,-62.0,-63.0,-68.0,,,-55.0,-73.0,-72.0,-65.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
111.0339,,-66.0,-65.0,-64.0,-63.0,-68.0,-70.0,,-58.0,-73.0,,-65.0,-69.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
113.0017,,-66.0,-62.0,-63.0,-64.0,-68.0,-68.0,,-58.0,-73.0,,-65.0,-73.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
115.0396,-75.0,,-61.0,-65.0,-67.0,-70.0,,,-58.0,-72.0,-73.0,-66.0,-76.0,2437.0,,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
117.0352,-73.0,-67.0,-64.0,-69.0,-68.0,-69.0,,,-56.0,-73.0,-73.0,-70.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
119.0243,,-66.0,-63.0,-69.0,-68.0,-71.0,-69.0,,-54.0,-73.0,-73.0,-69.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,
121.0218,-73.0,-65.0,-63.0,-71.0,-67.0,-68.0,-72.0,,-55.0,-73.0,,-71.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,
123.0292,,-65.0,-68.0,-68.0,-66.0,-62.0,-70.0,,-55.0,-74.0,,-70.0,-71.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
125.0219,,-57.0,-63.0,-70.0,-61.0,-56.0,-66.0,-69.0,-56.0,-69.0,-69.0,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,
127.1798,-73.0,-59.0,-67.0,-68.0,-65.0,-61.0,-63.0,,-62.0,,,-70.0,-71.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
129.0406,,-57.0,-64.0,-70.0,-70.0,-60.0,-70.0,-71.0,-56.0,-73.0,,-65.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
131.0501,,-61.0,-63.0,-66.0,,-74.0,,-72.0,-57.0,-74.0,-74.0,-73.0,-75.0,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
133.0152,,-59.0,-74.0,-71.0,,-66.0,-67.0,-66.0,-56.0,-76.0,,-71.0,-72.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
135.0258,-77.0,-55.0,-74.0,-71.0,,-72.0,-60.0,-72.0,-63.0,-77.0,,-74.0,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
137.0108,,-63.0,-74.0,-75.0,,-75.0,-64.0,-71.0,-69.0,-75.0,-75.0,-76.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
139.0193,,-56.0,-70.0,-76.0,-80.0,-78.0,-70.0,-67.0,-68.0,,,-71.0,-79.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
141.037,,-55.0,-75.0,-74.0,,-77.0,,-74.0,-65.0,-78.0,-78.0,-78.0,-79.0,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
143.0452,,-63.0,,-75.0,,-78.0,-73.0,-72.0,-66.0,-79.0,-80.0,-74.0,-79.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
145.0408,,-61.0,-76.0,,,-77.0,-74.0,-76.0,-74.0,-80.0,-80.0,-82.0,-78.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
147.0232,,-55.0,-81.0,-76.0,,-75.0,-74.0,-74.0,-66.0,-81.0,-81.0,-81.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
