AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
30.5651,,,,-90.0,,
30.7976,,,,-95.0,,
30.9386,,-84.0,,,,
30.9781,,,,-89.0,,
32.339,,-84.0,,,,
32.4163,,,,-90.0,,
32.6202,,,,-101.0,,
32.7466,,-84.0,,,,
32.8287,,,,-88.0,,
33.3659,,-99.0,,,,
34.2431,,,,-88.0,,
34.4058,,-93.0,,,,
34.4513,,,,-95.0,,
34.6132,,-87.0,,,,
34.6642,,,,-88.0,,
34.8111,,-92.0,,,,
34.865,,,,-97.0,,
35.6422,,-85.0,,,,
36.4282,,-91.0,,,,
36.5271,,,,-89.0,,
36.6362,,-90.0,,,,
36.7027,,,,-101.0,,
36.8475,,-90.0,,,,
36.9148,,,,-89.0,,
37.8788,,-88.0,,,,
38.3692,,,,-93.0,,
38.5559,,-82.0,,,,
38.575,,,,-91.0,,
38.9062,,-91.0,,,,
38.9604,,,,-95.0,,
40.3406,,-90.0,,,,
40.406,,,,-99.0,,
40.5566,,-83.0,,,,
40.75,,-92.0,,,,
40.7897,,,,-100.0,,
40.9666,,-83.0,,,,
41.0168,,,,-89.0,,
42.3915,,-84.0,,,,
42.4465,,,,-90.0,,
42.5982,,-94.0,,,,
42.6436,,,,-94.0,,
42.857,,,,-91.0,,
44.4952,,,,-96.0,,
44.702,,,,-101.0,,
44.8549,,-85.0,,,,
44.9084,,,,-96.0,,
46.338,,,,-99.0,,
46.5106,,-87.0,,,,
46.5459,,,,-97.0,,
46.7059,,-85.0,,,,
46.7478,,,,-89.0,,
46.9377,,-95.0,,,,
46.9553,,,,-97.0,,
47.9769,,,,-98.0,,
48.3427,,-95.0,,,,
48.5596,,-92.0,,,,
48.5796,,,,-88.0,,
48.7745,,-92.0,,,,
48.8014,,,,-94.0,,
48.9543,,-91.0,,,,
50.4086,,-93.0,,,,
50.5978,,-89.0,,,,
50.6174,,,,-89.0,,
50.8293,,-89.0,,,,
52.4333,,-90.0,,,,
52.4572,,,,-92.0,,
52.6682,,-87.0,,,,
52.6738,,,,-88.0,,
52.8547,,-85.0,,,,
52.8729,,,,-98.0,,
53.8876,,-93.0,,,,
54.5025,,-85.0,,,,
54.5156,,,,-89.0,,
54.6975,,-88.0,,,,
54.8953,,-93.0,,,,
54.9192,,,,-92.0,,
56.3303,,-94.0,,,,
56.3523,,,,-90.0,,
56.5457,,-85.0,,,,
56.5563,,,,-89.0,,
56.9437,,-84.0,,,,
56.9833,,,,-88.0,,
57.9759,,,,-90.0,,
58.3852,,-84.0,,,,
58.4241,,,,-88.0,,
58.7935,,-93.0,,,,
58.8236,,,,-92.0,,
59.0171,,-89.0,,,,
59.6161,,,,-91.0,,
60.4329,,-87.0,,,,
60.4575,,,,-96.0,,
60.6368,,-98.0,,,,
60.6679,,,,-90.0,,
60.8415,,-85.0,,,,
62.5025,,-86.0,,,,
62.5106,,,,-94.0,,
62.6978,,,,-94.0,,
62.9063,,-85.0,,,,
62.9174,,,,-96.0,,
64.7701,,,,-87.0,,
64.7858,,-84.0,,,,
64.9799,,,,-87.0,,
64.9901,,-91.0,,,,
66.4036,,,,-88.0,,
66.6024,,,,-82.0,,
66.6241,,-82.0,,,,
66.7957,,,,-95.0,,
66.8174,,-87.0,,,,
68.4422,,,,-95.0,,
68.4701,,-85.0,,,,
68.6691,,,,-93.0,,
68.6826,,-84.0,,,,
68.8852,,,,-100.0,,
68.9014,,-96.0,,,,
70.4908,,,,-103.0,,
70.5418,,-83.0,,,,
70.7255,,-84.0,,,,
70.8886,,,-100.0,,,
72.3479,,-87.0,,,,
72.5436,,,,-98.0,,
72.5596,,-91.0,,,,
72.7603,,,,-86.0,,
72.7658,,-87.0,,,,
72.95,,,,-87.0,,
72.9613,,-94.0,,,,
74.5593,-101.0,,,,,
74.585,,,,-90.0,,
76.4519,,-96.0,,,,
76.6485,,,,-88.0,,
76.8854,,,,-95.0,,
76.905,,-93.0,,,,
78.0775,,,,-87.0,,
78.5327,,-91.0,,,,
78.7053,,,,-94.0,,
78.7357,,-93.0,,,,
78.8222,,,,,-100.0,
78.9399,,-90.0,,,,
80.3508,,-91.0,,,,
80.521,,,,-89.0,,
80.5607,,-89.0,,,,
80.7244,,,,-94.0,,
80.9546,,-92.0,,,,
82.4015,,-97.0,,,,
82.5751,,,,-96.0,,
82.6077,,-98.0,,,,
82.804,,,,-93.0,,
82.8152,,-89.0,,,,
82.9085,,,,,-91.0,
82.9872,,-92.0,,,,
84.3743,,,,,-95.0,
84.4476,,-91.0,,,,
84.641,,-93.0,,,,
84.843,,-97.0,,,,
84.8948,,,,,,-97.0
84.9617,,,,,-88.0,
86.406,,,,,-91.0,
86.6153,,,,,-100.0,
86.7134,,,,-94.0,,
86.8222,,,,,-89.0,
86.9475,,,,,,-98.0
88.5355,,-97.0,,,,
88.5447,,,,-95.0,,
88.6713,,,,,-90.0,
88.7531,,-95.0,,,,
88.8751,,,,,-96.0,
88.9492,,-94.0,,,,
88.9587,,,,-97.0,,
90.3845,,,,-90.0,,
90.5322,,,,,-96.0,
90.576,,-91.0,,,,
90.5932,,,,-91.0,,
90.7216,,,,,-91.0,
90.806,,,,-93.0,,
90.9871,,-88.0,,,,
92.4127,,,,,-94.0,
92.4294,,,,-96.0,,
92.4366,,-96.0,,,,
92.4508,,,,,,-99.0
92.6037,,,,,-88.0,
92.6321,,,,-94.0,,
92.649,,,,,,-96.0
92.77,,,,,-92.0,
92.8373,,,,-96.0,,
92.995,,,,,-91.0,
94.4333,,,,,-92.0,
94.475,,,,-93.0,,
94.4825,,-92.0,,,,
94.705,,,,-92.0,,
94.7105,,-94.0,,,,
94.8304,,,,,-90.0,
94.8886,,-92.0,,,,
96.446,,,,,-87.0,
96.5054,,,,,,-98.0
96.5138,,,,-93.0,,
96.675,,,,,-94.0,
96.7204,,-102.0,,,,
96.7364,,,,-95.0,,
96.8569,,,,,-94.0,
96.9136,,,,,,-98.0
96.9357,,,,-95.0,,
98.1507,,-96.0,,,,
98.3699,,,,-96.0,,
98.3904,,,,,,-95.0
98.5687,,-94.0,,,,
98.7041,,,,,-93.0,
98.7581,,,,-95.0,,
98.9148,,,,,-88.0,
100.5458,,,,,-95.0,
100.7686,,,,,-89.0,
100.8287,,,,,,-94.0
100.9519,,,,,-94.0,
101.0136,,,,-93.0,,
102.4107,,,,,-95.0,
102.4347,,,,-92.0,,
102.6035,,,,,-92.0,
102.6621,,,,,,-95.0
102.8383,,,,-92.0,,
104.2439,,,,,-95.0,
104.4516,,,,,-90.0,
104.4778,,-96.0,,,,
104.6881,,,,-96.0,,
104.7083,,,,,,-95.0
104.8311,,,,,-96.0,
104.8611,,,,-93.0,,
104.891,,-95.0,,,,
106.3453,,,-100.0,,,
106.5021,,,,-95.0,,
106.7159,,,,-95.0,,
106.9234,,,,-94.0,,
106.9492,,-96.0,,,,
106.9683,,,,,,-98.0
108.3709,,,,-94.0,,
108.4419,,,-99.0,,,
108.4663,,,,,,-99.0
108.5286,,,,,-98.0,
108.5899,,-96.0,,,,
108.7342,,,,,-93.0,
108.7634,,,,-94.0,,
108.7878,,,-99.0,,,
108.8075,,,,,,-98.0
108.9723,,,,,-96.0,
108.9824,,,,-96.0,,
110.3824,,,,,-96.0,
110.4154,,,,-95.0,,
110.485,,,,,,-98.0
110.6375,,-97.0,,,,
110.7851,,,,,-93.0,
110.8069,,,,-95.0,,
111.2546,,,,,,-97.0
112.4406,,,,-94.0,,
112.4789,,-100.0,,,,
112.6446,,,,,-96.0,
112.8581,,,,,-89.0,
112.8753,,,,-95.0,,
112.8996,,-100.0,,,,
114.4809,,,,,-92.0,
114.6867,,,,,-87.0,
114.7155,,,,-93.0,,
114.733,,,,,,-99.0
114.9025,,,,,-94.0,
114.9484,,-98.0,,,,
115.3601,,-101.0,,,,
116.5166,,,,,-92.0,
116.547,,,,-93.0,,
116.7197,,,,,-87.0,
116.9501,,,,,-91.0,
116.9724,,,,-91.0,,
118.4423,,-95.0,,,,
118.5805,,,,,-89.0,
118.7633,,,,,-92.0,
118.9669,,,,,-88.0,
120.3973,,,,,-91.0,
120.4721,,,,-100.0,,
120.6027,,,,,-92.0,
120.6847,,,,-96.0,,
120.7082,,-98.0,,,,
120.7986,,,,,-91.0,
120.8692,,,,-89.0,,
122.4302,,,,,-89.0,
122.5062,,,,,,-99.0
122.7377,,-94.0,,,,
122.8263,,,,,-89.0,
122.9446,,-89.0,,,,
123.347,,,,-92.0,,
124.3476,,,,,,-101.0
124.3818,,,,-89.0,,
124.4789,,,,,-99.0,
124.5594,,,,,,-100.0
124.6014,,-92.0,,,,
124.7933,,,,-96.0,,
125.0191,,,,-87.0,,
126.3803,,,-98.0,,,
126.4231,,,,-84.0,,
126.6528,,,,-86.0,,
126.8402,,,,-89.0,,
126.9217,,,,,-97.0,
127.0029,,,,,,-98.0
128.3753,,,,,-99.0,
128.4449,,,,,,-100.0
128.4682,,-87.0,,,,
128.4831,,,,-84.0,,
128.6909,,-86.0,,,,
128.7052,,,,-87.0,,
128.8659,,-88.0,,,,
128.8942,,,,-86.0,,
130.5205,,-100.0,,,,
130.5534,,,,-86.0,,
130.7384,,,,-92.0,,
130.923,,-92.0,,,,
130.9403,,,,-88.0,,
132.3647,,-88.0,,,,
132.7085,,,-100.0,,,
132.7548,,-92.0,,,,
132.7783,,,,-90.0,,
132.9685,,-87.0,,,,
132.9971,,,,-95.0,,
134.3852,,-80.0,,,,
134.4172,,,,-87.0,,
134.6029,,-93.0,,,,
134.6211,,,,-86.0,,
134.8066,,-97.0,,,,
134.8479,,,,-84.0,,
135.0074,,-83.0,,,,
136.4308,,-96.0,,,,
136.4919,,,,-82.0,,
136.6741,,-87.0,,,,
136.6906,,,,-81.0,,
136.8442,,-87.0,,,,
136.8883,,,,-85.0,,
138.497,,-94.0,,,,
138.5257,,,,-83.0,,
138.7177,,-87.0,,,,
138.7386,,,,-91.0,,
138.875,,,-99.0,,,
138.9043,,-80.0,,,,
138.9528,,,,-98.0,,
140.3325,,-83.0,,,,
140.353,,,,-84.0,,
140.5398,,-82.0,,,,
140.5642,,,,-78.0,,
140.7454,,-90.0,,,,
140.7794,,,,-79.0,,
140.9797,,,,-84.0,,
142.393,,-82.0,,,,
142.4184,,,,-86.0,,
142.6108,,-100.0,,,,
142.6252,,,,-97.0,,
142.8004,,-88.0,,,,
142.8336,,,,-91.0,,
143.0024,,-89.0,,,,
143.6607,,-92.0,,,,
144.4492,,-85.0,,,,
144.4657,,,,-94.0,,
144.6636,,-90.0,,,,
144.6795,,,,-93.0,,
144.8634,,-90.0,,,,
144.8891,,,,-92.0,,
146.7314,,-80.0,,,,
146.9127,,-79.0,,,,
