AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
35.036,,-59.0,,-71.0,,-72.0,-74.0,,-68.0,,,-69.0,,,2417.0,,2462.0,,2427.0,2437.0,,2437.0,,,2462.0,
37.0455,,-67.0,-72.0,,,-75.0,-74.0,-73.0,-64.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
39.0351,,-64.0,-71.0,,,-74.0,,,-66.0,-76.0,-76.0,,,,2417.0,2452.0,,,2427.0,,,2437.0,5220.0,5220.0,,
41.0271,,-61.0,-72.0,,,,,-74.0,-70.0,-77.0,-77.0,,,,2417.0,2452.0,,,,,2422.0,2437.0,5220.0,5220.0,,
43.0483,,,-72.0,,,-76.0,-75.0,-74.0,-68.0,,,-77.0,,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,
45.0722,-78.0,,-72.0,,,-76.0,-74.0,-75.0,-69.0,,,,,2437.0,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
47.0207,,-60.0,-71.0,,,-76.0,-77.0,-78.0,-68.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
49.0072,-75.0,,-71.0,,,,,-72.0,-74.0,-74.0,-74.0,,,2437.0,,2452.0,,,,,2422.0,2437.0,5220.0,5220.0,,
51.0191,,-61.0,-71.0,,,,,-69.0,-68.0,-75.0,-74.0,,,,2417.0,2452.0,,,,,2422.0,2437.0,5220.0,5220.0,,
53.0129,,-65.0,-72.0,,,,-73.0,-71.0,-70.0,,,-73.0,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,2462.0,
55.0281,,-62.0,-73.0,,,-76.0,-75.0,-72.0,-69.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
57.0284,,-65.0,-72.0,,,-76.0,-74.0,-73.0,-69.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
59.033,,-66.0,-73.0,-77.0,,,-75.0,-73.0,-70.0,,,,,,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,,,,
61.0201,,-67.0,-74.0,,,-70.0,-75.0,-75.0,-69.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
63.0452,,-56.0,-71.0,,,-71.0,-70.0,-67.0,-68.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
65.0196,,-57.0,-69.0,,,-71.0,,-67.0,-62.0,,,-72.0,,,2417.0,2452.0,,,2427.0,,2422.0,2437.0,,,2462.0,
67.0277,,-60.0,,-70.0,,,-74.0,-69.0,-62.0,,,-70.0,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,
69.0046,,-58.0,,,,-64.0,-73.0,-68.0,-57.0,-74.0,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,
71.0283,,-60.0,-68.0,,,-69.0,,-69.0,-56.0,,,,-71.0,,2417.0,2452.0,,,2427.0,,2422.0,2437.0,,,,2437.0
73.0394,-70.0,-67.0,,,,,-68.0,-68.0,-66.0,,,-71.0,,2437.0,2417.0,,,,,2437.0,2422.0,2437.0,,,2462.0,
75.0386,,,-67.0,,,-69.0,,-70.0,-60.0,-70.0,-70.0,,,,,2452.0,,,2427.0,,2422.0,2437.0,5220.0,5220.0,,
77.0429,,-67.0,,,,-69.0,,,-58.0,-69.0,-69.0,,-69.0,,2417.0,,,,2427.0,,,2437.0,5220.0,5220.0,,2437.0
79.0323,,,-64.0,-69.0,,-64.0,,,-56.0,,,-71.0,-72.0,,,2452.0,2462.0,,2427.0,,,2437.0,,,2462.0,2437.0
81.0477,,-63.0,-66.0,-66.0,,-62.0,,,-52.0,,,-63.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,2462.0,
83.0287,,-67.0,-64.0,-65.0,,-65.0,,,-51.0,,,-66.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,2462.0,
85.0435,,-62.0,-65.0,-64.0,,-62.0,-64.0,,-59.0,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,,,,
87.0088,,-65.0,-64.0,-66.0,,-67.0,,,-59.0,,,-66.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,2462.0,
89.0169,,,-68.0,,-71.0,-66.0,,,-50.0,-73.0,,,-68.0,,,2452.0,,2412.0,2427.0,,,2437.0,5220.0,,,2437.0
91.0706,-68.0,-65.0,-66.0,-69.0,,,,,-51.0,,,-70.0,,2437.0,2417.0,2452.0,2462.0,,,,,2437.0,,,2462.0,
93.0472,,-62.0,-66.0,-63.0,-64.0,-60.0,,,-54.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
95.0199,,-64.0,-61.0,-63.0,-60.0,,,,-56.0,,,-60.0,,,2417.0,2452.0,2462.0,2412.0,,,,2437.0,,,2462.0,
97.0269,,-63.0,,-60.0,-61.0,-66.0,,,-59.0,,,-67.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
99.03,,-64.0,,-67.0,-64.0,-67.0,,,-60.0,,,-68.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
101.0239,,,-67.0,-63.0,-63.0,-66.0,,,-61.0,,,-64.0,,,,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
103.0416,,-64.0,,-65.0,-63.0,-66.0,,,-54.0,,,-60.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
105.028,,-64.0,,-64.0,-64.0,-64.0,,,-57.0,,,-66.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
107.0192,,-61.0,-63.0,-64.0,-64.0,-65.0,,,-57.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
109.0132,,-68.0,-64.0,-62.0,-63.0,,,,-55.0,,,-65.0,,,2417.0,2452.0,2462.0,2412.0,,,,2437.0,,,2462.0,
111.0339,,-66.0,-65.0,-64.0,-63.0,,,,-58.0,,,-65.0,,,2417.0,2452.0,2462.0,2412.0,,,,2437.0,,,2462.0,
113.0017,,-66.0,-62.0,-63.0,-64.0,,,,-58.0,,,-65.0,,,2417.0,2452.0,2462.0,2412.0,,,,2437.0,,,2462.0,
115.0396,,,-61.0,-65.0,-67.0,-70.0,,,-58.0,,,-66.0,,,,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
117.0352,,-67.0,-64.0,-69.0,-68.0,-69.0,,,-56.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
119.0243,,-66.0,-63.0,,-68.0,,-69.0,,-54.0,,,-69.0,,,2417.0,2452.0,,2412.0,,2437.0,,2437.0,,,2462.0,
121.0218,,-65.0,-63.0,,-67.0,-68.0,,,-55.0,,,-71.0,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,,,2462.0,
123.0292,,-65.0,-68.0,-68.0,-66.0,-62.0,,,-55.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
125.0219,,-57.0,-63.0,,-61.0,-56.0,-66.0,,-56.0,,,,,,2417.0,2452.0,,2412.0,2427.0,2437.0,,2437.0,,,,
127.1798,,-59.0,-67.0,,-65.0,-61.0,-63.0,,-62.0,,,,,,2417.0,2452.0,,2412.0,2427.0,2437.0,,2437.0,,,,
129.0406,,-57.0,-64.0,,-70.0,-60.0,,,-56.0,,,-65.0,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,,,2462.0,
131.0501,,-61.0,-63.0,-66.0,,,,-72.0,-57.0,,,-73.0,,,2417.0,2452.0,2462.0,,,,2422.0,2437.0,,,2462.0,
133.0152,,-59.0,,,,-66.0,-67.0,-66.0,-56.0,,,-71.0,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,
135.0258,,-55.0,,-71.0,,-72.0,-60.0,-72.0,-63.0,,,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,
137.0108,,-63.0,-74.0,,,,-64.0,-71.0,-69.0,-75.0,,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,5220.0,,,
139.0193,,-56.0,-70.0,,,,-70.0,-67.0,-68.0,,,-71.0,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,2462.0,
141.037,,-55.0,-75.0,-74.0,,-77.0,,-74.0,-65.0,,,,,,2417.0,2452.0,2462.0,,2427.0,,2422.0,2437.0,,,,
143.0452,,-63.0,,-75.0,,,-73.0,-72.0,-66.0,,,-74.0,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,
145.0408,,-61.0,-76.0,,,-77.0,-74.0,-76.0,-74.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
147.0232,,-55.0,,-76.0,,-75.0,-74.0,-74.0,-66.0,,,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,
