AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
21.032,-77.0,-88.0,-54.0,-74.0,,,-76.0,-82.0,-77.0,-76.0,-76.0,-59.0,,-85.0,-80.0,-91.0,-71.0,,,,,,,,,,,,,,-91.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
23.0634,-88.0,,-58.0,-77.0,,,-77.0,-81.0,-76.0,-71.0,-71.0,-69.0,-80.0,-79.0,-75.0,,-79.0,,,,,,,,,,,,,,,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
25.0353,-84.0,-86.0,-58.0,-76.0,,,-76.0,-79.0,-70.0,-72.0,-67.0,-63.0,-76.0,-75.0,-75.0,,-76.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
27.0177,-84.0,-88.0,-56.0,-76.0,,,-78.0,-83.0,-66.0,-72.0,-69.0,-59.0,-77.0,-77.0,-77.0,-92.0,-75.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
29.0362,-84.0,-91.0,-56.0,-82.0,,,-72.0,-86.0,-78.0,-69.0,-71.0,-71.0,-76.0,-76.0,,,-82.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,,,,,,,
31.0156,-82.0,-87.0,-59.0,-74.0,,,-76.0,-83.0,-64.0,-76.0,-77.0,-69.0,-77.0,-76.0,-77.0,-92.0,-82.0,,,,,,,,,,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
33.0384,-83.0,-88.0,-60.0,-76.0,,,-73.0,-87.0,-72.0,-74.0,-77.0,-68.0,-83.0,-84.0,-74.0,-95.0,-80.0,,,,,,,,,,,,,,-91.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
35.036,-78.0,-90.0,-59.0,-75.0,,,-71.0,-78.0,-72.0,-74.0,-75.0,-68.0,-84.0,-85.0,-69.0,-92.0,-78.0,,,,,,,,,,,,,,-87.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
37.0455,-81.0,-87.0,-67.0,-72.0,,,-75.0,-87.0,-75.0,-74.0,-73.0,-64.0,-80.0,-81.0,-75.0,,-84.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
39.0351,-81.0,-88.0,-64.0,-71.0,,,-79.0,-83.0,-74.0,-79.0,-77.0,-66.0,-76.0,-76.0,-79.0,,-85.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
41.0271,-79.0,-90.0,-61.0,-72.0,,,-79.0,-81.0,-78.0,-79.0,-74.0,-70.0,-77.0,-77.0,-79.0,,-81.0,,,,,,,,,,,,,,-91.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0
43.0483,-80.0,-88.0,,-72.0,,,-78.0,-83.0,-76.0,-75.0,-74.0,-68.0,-80.0,-80.0,-77.0,-94.0,-79.0,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
45.0722,-78.0,,,-72.0,,,-79.0,-83.0,-76.0,-74.0,-75.0,-69.0,-80.0,-80.0,-78.0,,-81.0,,,,,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
47.0207,-81.0,-86.0,-60.0,-71.0,,,-79.0,-82.0,-76.0,-77.0,-78.0,-68.0,-79.0,-79.0,-79.0,,-86.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
49.0072,-75.0,,,-71.0,,,-78.0,-82.0,-76.0,-76.0,-72.0,-74.0,-74.0,-74.0,-78.0,,-79.0,,,,,,,,,,,,,,,2437.0,,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
51.0191,-78.0,-91.0,-61.0,-71.0,,,-77.0,-83.0,-77.0,-77.0,-69.0,-68.0,-75.0,-74.0,-77.0,,-82.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
53.0129,,,-65.0,-72.0,,,,-83.0,-75.0,-73.0,-71.0,-70.0,-78.0,-78.0,-73.0,,-81.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
55.0281,-78.0,-88.0,-62.0,-73.0,,,-76.0,-82.0,-76.0,-75.0,-72.0,-69.0,-77.0,-77.0,-77.0,-93.0,-80.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
57.0284,-81.0,-87.0,-65.0,-72.0,,,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,,,,,,,,,,,,,,-86.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
59.033,-80.0,-88.0,-66.0,-73.0,,,-77.0,,-78.0,-75.0,-73.0,-70.0,-78.0,-79.0,-78.0,-94.0,-80.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
61.0201,-78.0,-88.0,-67.0,-74.0,,,-78.0,-83.0,-70.0,-75.0,-75.0,-69.0,-78.0,,-79.0,-91.0,-79.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
63.0452,,-91.0,-56.0,-71.0,,,-76.0,,-71.0,-70.0,-67.0,-68.0,-79.0,-79.0,-75.0,-88.0,-77.0,,,,,,,,,,,,,,-91.0,,5200.0,2417.0,2452.0,,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
65.0196,-76.0,-90.0,-57.0,-69.0,,,-72.0,-79.0,-71.0,-73.0,-67.0,-62.0,-88.0,-81.0,-72.0,-90.0,-73.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
67.0277,-82.0,-86.0,-60.0,-74.0,,,-70.0,-75.0,-75.0,-74.0,-69.0,-62.0,-79.0,-79.0,-70.0,-94.0,-76.0,,,,,,,-90.0,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,5500.0,,,,,,,
69.0046,-78.0,-83.0,-58.0,-75.0,-85.0,,-74.0,-78.0,-64.0,-73.0,-68.0,-57.0,-74.0,-75.0,-76.0,-91.0,-75.0,,,,,,,,,,,,,,-75.0,2437.0,5200.0,2417.0,2452.0,2412.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
71.0283,,-88.0,-60.0,-68.0,,,-74.0,-81.0,-69.0,-73.0,-69.0,-56.0,-75.0,-75.0,-73.0,,-71.0,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
73.0394,-70.0,-88.0,-67.0,-74.0,,,-72.0,-80.0,-73.0,-68.0,-68.0,-66.0,-73.0,-73.0,-71.0,-90.0,-78.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
75.0386,,-85.0,,-67.0,,,-71.0,-80.0,-69.0,-74.0,-70.0,-60.0,-70.0,-70.0,-80.0,,-73.0,,,,,,,,,,,,,,-82.0,,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,2437.0
77.0429,-76.0,,-67.0,-73.0,,,-73.0,-76.0,-69.0,,-69.0,-58.0,-69.0,-69.0,-73.0,,-69.0,,,-93.0,-94.0,,,,,,-90.0,,,,-87.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,5240.0,5240.0,,,,,,5500.0,,,,2437.0
79.0323,-76.0,,,-64.0,,,-69.0,-75.0,-64.0,-72.0,-73.0,-56.0,-74.0,-74.0,-71.0,-92.0,-72.0,,,,,,,,,,,,,,-88.0,2437.0,,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
81.0477,-73.0,-84.0,-63.0,-66.0,,,-66.0,-72.0,-62.0,-68.0,-73.0,-52.0,-69.0,-69.0,-63.0,-91.0,-71.0,,,,,,-90.0,,,,-89.0,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,5500.0,,,,5500.0,,,,
83.0287,-70.0,,-67.0,-64.0,,,-65.0,-73.0,-65.0,-68.0,-77.0,-51.0,-71.0,-71.0,-66.0,-88.0,-69.0,,,,,,,,,,-87.0,,,,-79.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,5500.0,,,,2437.0
85.0435,-72.0,-79.0,-62.0,-65.0,,,-64.0,-70.0,-62.0,-64.0,-75.0,-59.0,-69.0,-69.0,-69.0,-83.0,-67.0,,,,,,,,,,,,,-92.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,
87.0088,-69.0,-81.0,-65.0,-64.0,,,-66.0,-70.0,-67.0,-67.0,-81.0,-59.0,-72.0,-72.0,-66.0,-86.0,-70.0,,,,,,,,,,,,,,-88.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
89.0169,-78.0,-82.0,,-68.0,,,-75.0,-71.0,-66.0,-76.0,-77.0,-50.0,-73.0,-73.0,-75.0,-91.0,-68.0,,,,,,,,,,,,,-85.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,
91.0706,-68.0,-81.0,-65.0,-66.0,,,-69.0,-71.0,,-79.0,-76.0,-51.0,-74.0,-74.0,-70.0,-88.0,-76.0,,,,,,,,,,,,,-90.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,
93.0472,-72.0,-86.0,-62.0,-66.0,,,-63.0,-64.0,-60.0,-74.0,-77.0,-54.0,-69.0,-69.0,-69.0,-87.0,-76.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
95.0199,-77.0,-82.0,-64.0,-61.0,,-92.0,-63.0,-60.0,-71.0,-75.0,-82.0,-56.0,-71.0,-70.0,-60.0,-85.0,-75.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
97.0269,-70.0,-83.0,-63.0,-71.0,,,-60.0,-61.0,-66.0,-75.0,-76.0,-59.0,-73.0,-73.0,-67.0,-85.0,-71.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
99.03,-70.0,-83.0,-64.0,-73.0,,,-67.0,-64.0,-67.0,-81.0,-80.0,-60.0,-72.0,-72.0,-68.0,-84.0,-70.0,,,,,,,,,,,,,-93.0,-91.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,2437.0
101.0239,-70.0,-82.0,,-67.0,,,-63.0,-63.0,-66.0,-75.0,-78.0,-61.0,-74.0,-74.0,-64.0,-85.0,-75.0,,,,,,,,,,,,,-92.0,-94.0,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,2437.0
103.0416,-74.0,-83.0,-64.0,-71.0,,,-65.0,-63.0,-66.0,-74.0,-76.0,-54.0,-74.0,-74.0,-60.0,-86.0,-74.0,,,,,,,,,,,,,,-93.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
105.028,-72.0,-87.0,-64.0,-67.0,,,-64.0,-64.0,-64.0,-74.0,-76.0,-57.0,-70.0,-70.0,-66.0,-86.0,-73.0,,,,,,,,,,,,,-92.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,
107.0192,-73.0,-84.0,-61.0,-63.0,,,-64.0,-64.0,-65.0,-74.0,-77.0,-57.0,-72.0,-72.0,-67.0,-87.0,-74.0,,,,,,,,,,,,,-92.0,-89.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,2462.0,2437.0
109.0132,-72.0,-86.0,-68.0,-64.0,,,-62.0,-63.0,-68.0,-73.0,-79.0,-55.0,-73.0,-72.0,-65.0,-86.0,-74.0,,,,,,,,,,,,,,-92.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
111.0339,,-87.0,-66.0,-65.0,,,-64.0,-63.0,-68.0,-70.0,-77.0,-58.0,-73.0,-73.0,-65.0,-88.0,-69.0,,,,,,,,,,,-91.0,,,-89.0,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,2437.0,,,2437.0
113.0017,,-82.0,-66.0,-62.0,,,-63.0,-64.0,-68.0,-68.0,-80.0,-58.0,-73.0,-73.0,-65.0,-88.0,-73.0,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
115.0396,-75.0,-80.0,,-61.0,,,-65.0,-67.0,-70.0,,-80.0,-58.0,-72.0,-73.0,-66.0,,-76.0,,,,,,,,,,,,,,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,
117.0352,-73.0,,-67.0,-64.0,,,-69.0,-68.0,-69.0,-75.0,-76.0,-56.0,-73.0,-73.0,-70.0,-90.0,-77.0,,,,,,,,,,,,,,-86.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
119.0243,-74.0,-77.0,-66.0,-63.0,,-93.0,-69.0,-68.0,-71.0,-69.0,-76.0,-54.0,-73.0,-73.0,-69.0,-92.0,-74.0,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,2457.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,
121.0218,-73.0,,-65.0,-63.0,,,-71.0,-67.0,-68.0,-72.0,-76.0,-55.0,-73.0,-73.0,-71.0,-93.0,-76.0,,,,,,,,,,,,,,-90.0,2437.0,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,2437.0
123.0292,-81.0,-80.0,-65.0,-68.0,,,-68.0,-66.0,-62.0,-70.0,-77.0,-55.0,-74.0,-74.0,-70.0,-81.0,-71.0,,,,,,,,-90.0,,,,,,-90.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,5500.0,,,,,,2437.0
