AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
20.2478,-78.0,-61.0,-77.0,-77.0,,-75.0,-74.0,-71.0,-61.0,,,-78.0,-77.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
22.2132,-73.0,-60.0,-74.0,-78.0,,-71.0,-71.0,-73.0,-70.0,-76.0,-76.0,,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,
24.2236,-74.0,-59.0,-77.0,-73.0,,-73.0,-71.0,-76.0,-65.0,-78.0,,-74.0,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
26.2285,-78.0,-53.0,-74.0,-77.0,,,-72.0,-76.0,-68.0,-75.0,-75.0,,-73.0,2437.0,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
28.2015,-78.0,-59.0,-69.0,-73.0,,-71.0,-77.0,-67.0,-63.0,,,-76.0,-74.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
30.2021,,-57.0,-75.0,-76.0,,-70.0,-73.0,-69.0,-67.0,-76.0,-76.0,-75.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
32.2413,,-63.0,,-74.0,,-72.0,-69.0,-77.0,-67.0,-72.0,-71.0,-69.0,-76.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
34.2142,,-63.0,,-75.0,,-73.0,-72.0,-71.0,-71.0,-74.0,-74.0,-75.0,-78.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
36.2482,,,-70.0,-73.0,,-75.0,-73.0,-70.0,-70.0,-75.0,-75.0,-73.0,-77.0,,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
38.2503,,,,-70.0,-79.0,-74.0,-70.0,-74.0,-72.0,-74.0,-74.0,-70.0,-79.0,,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
40.2197,-78.0,-62.0,,-71.0,,-74.0,-72.0,-74.0,-72.0,-75.0,-75.0,-71.0,,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
42.2085,,-61.0,-77.0,-70.0,-79.0,-74.0,-73.0,-71.0,-74.0,-80.0,,-70.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
44.2474,,-59.0,,-75.0,-74.0,-75.0,-69.0,-71.0,-71.0,-76.0,-75.0,-75.0,,,2417.0,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
46.2225,-75.0,-60.0,,-77.0,,-75.0,-68.0,-72.0,-69.0,-76.0,-76.0,-78.0,,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
48.2277,-78.0,-63.0,,-70.0,,-63.0,-71.0,-75.0,-72.0,-75.0,-75.0,-70.0,,2437.0,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
50.2397,-79.0,-58.0,-74.0,-74.0,,-74.0,-70.0,-72.0,-68.0,-80.0,,-76.0,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
52.2724,-80.0,-57.0,-74.0,-72.0,,-74.0,-71.0,-69.0,-66.0,,,-78.0,-79.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
54.2186,,-60.0,-74.0,-76.0,-77.0,-69.0,-71.0,-70.0,-69.0,-77.0,,-76.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
56.2252,-81.0,-59.0,-74.0,-73.0,,-74.0,-70.0,-69.0,-67.0,,,-76.0,-79.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
58.1894,,-57.0,-73.0,-71.0,,-69.0,-74.0,-70.0,-68.0,-77.0,-77.0,-71.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
60.2248,-78.0,-60.0,-75.0,-75.0,,-75.0,-71.0,-72.0,-63.0,,,-76.0,-78.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
62.2284,-82.0,-60.0,-77.0,-68.0,,-74.0,-72.0,-71.0,-65.0,-78.0,,-69.0,,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,
64.2236,,-51.0,,-72.0,,-70.0,-75.0,-66.0,-64.0,-74.0,-73.0,-71.0,-79.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
66.2424,,-58.0,-74.0,-75.0,-73.0,-69.0,-73.0,-72.0,-60.0,,,-72.0,-77.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0
68.2247,,-61.0,-70.0,-72.0,,-64.0,-72.0,-61.0,-63.0,-72.0,-72.0,-70.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
70.2096,,-63.0,-67.0,-71.0,,-69.0,-67.0,-76.0,-66.0,-79.0,,-70.0,-73.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
72.2051,-73.0,-67.0,-72.0,-71.0,,-73.0,-69.0,-71.0,-53.0,,-79.0,,-72.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,,2437.0
74.2398,,-62.0,-69.0,-72.0,,-71.0,-69.0,-67.0,-60.0,-72.0,-72.0,-73.0,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
76.2236,,,-65.0,-69.0,,-63.0,-71.0,-63.0,-57.0,-74.0,-75.0,-69.0,-66.0,,,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
78.2145,-73.0,-69.0,-61.0,-66.0,-73.0,-69.0,-73.0,,-51.0,,,-66.0,-71.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
80.2485,-70.0,-65.0,-65.0,-62.0,,-61.0,-70.0,,-49.0,-71.0,,-66.0,-64.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
82.2057,-67.0,,-60.0,-65.0,-67.0,-59.0,-66.0,,-49.0,-74.0,,-65.0,-68.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
84.2145,-67.0,,-61.0,-69.0,-65.0,-65.0,-70.0,,-52.0,-68.0,-68.0,,-62.0,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,,2437.0
86.2085,-72.0,-69.0,-63.0,-63.0,,-59.0,-69.0,,-56.0,-72.0,,-70.0,-64.0,2437.0,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0
88.2181,-69.0,-73.0,-65.0,-75.0,-71.0,-61.0,,,-53.0,-76.0,,-75.0,-71.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,,2462.0,2437.0
90.1821,-72.0,-63.0,-68.0,-66.0,-63.0,-64.0,,,-60.0,-76.0,-76.0,-68.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
92.217,,-63.0,-66.0,-60.0,-63.0,-62.0,,,-52.0,-73.0,-73.0,-60.0,-73.0,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
94.2104,,-62.0,-65.0,-67.0,-66.0,-61.0,,,-56.0,-67.0,-67.0,-68.0,-72.0,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
96.2116,-73.0,-62.0,-66.0,-67.0,-65.0,-60.0,,,-57.0,-67.0,-67.0,-69.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
98.2245,-73.0,-55.0,-65.0,-64.0,-65.0,-63.0,,,-56.0,-70.0,-70.0,-69.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
100.21,,-63.0,-68.0,-69.0,-66.0,-62.0,,,-56.0,-66.0,-66.0,-70.0,-73.0,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2437.0
102.3516,-68.0,,-71.0,-65.0,-70.0,-69.0,-72.0,,-53.0,-71.0,-71.0,-63.0,,2437.0,,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,
104.2759,,-70.0,-64.0,-71.0,-71.0,-65.0,-70.0,,-61.0,-72.0,-71.0,-69.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,
106.2247,,-60.0,-71.0,-70.0,-60.0,-68.0,-74.0,,-54.0,-73.0,-73.0,-70.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,
108.2132,-74.0,-64.0,-73.0,-69.0,-58.0,-65.0,,,-55.0,-70.0,-70.0,-69.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
110.2233,,-62.0,-70.0,-63.0,-63.0,-67.0,-69.0,,-53.0,-72.0,-72.0,-66.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,
112.2185,-69.0,-63.0,-70.0,-70.0,-67.0,-66.0,,,-52.0,-71.0,-72.0,-66.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,
114.224,,-64.0,-71.0,-67.0,-62.0,-66.0,,-74.0,-54.0,-73.0,-73.0,-68.0,,,2417.0,2452.0,2462.0,2412.0,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,
116.1947,,,-72.0,-66.0,-65.0,-67.0,-73.0,-74.0,-52.0,-72.0,-72.0,-68.0,,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,
118.2266,-73.0,,-59.0,,-71.0,-74.0,-70.0,,-52.0,-75.0,-75.0,-68.0,-75.0,2437.0,,2452.0,,2412.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
120.2213,-71.0,-60.0,-57.0,-69.0,-62.0,-63.0,-65.0,,-54.0,,,-67.0,-73.0,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,,2462.0,2437.0
122.2053,-72.0,-66.0,-65.0,-70.0,-64.0,-62.0,-66.0,-69.0,-58.0,,,-71.0,,2437.0,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,
124.2224,,-58.0,-63.0,-71.0,-68.0,-63.0,-68.0,,-62.0,,-73.0,-71.0,-66.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,,2437.0,,5220.0,2462.0,2437.0
126.2298,,-57.0,-65.0,-66.0,,-70.0,-74.0,,-55.0,-68.0,-68.0,-65.0,-73.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2437.0
128.2064,,-59.0,,-73.0,,-68.0,-65.0,-67.0,-60.0,-74.0,-73.0,-73.0,-74.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
130.1997,,-63.0,-71.0,-69.0,,-66.0,-68.0,-69.0,-62.0,-77.0,,-69.0,-76.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
132.2288,,-65.0,-73.0,-75.0,,-64.0,-70.0,-67.0,-65.0,-75.0,-74.0,,-73.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
134.215,-77.0,-58.0,-74.0,,,-74.0,-75.0,-62.0,-71.0,-81.0,,-75.0,-81.0,2437.0,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0
136.2137,,-59.0,-76.0,-74.0,,-74.0,-75.0,-67.0,-62.0,-79.0,-79.0,,-79.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0
138.1974,,-58.0,-81.0,-74.0,,-78.0,-71.0,-72.0,-69.0,,-81.0,-76.0,-81.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0
140.1971,,-56.0,-77.0,-77.0,-82.0,,-74.0,-70.0,-71.0,,-83.0,-81.0,-82.0,,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0
142.2099,,-53.0,,-81.0,,-80.0,-72.0,-75.0,-67.0,-83.0,-83.0,-82.0,-85.0,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0
