AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90
74.2398,,-62.0,-69.0,,,-71.0,-69.0,-67.0,-60.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
76.2236,,,-65.0,,,-63.0,,-63.0,-57.0,,,-69.0,-66.0,,,2452.0,,,2427.0,,2422.0,2437.0,,,2462.0,2437.0
78.2145,,-69.0,-61.0,-66.0,,-69.0,,,-51.0,,,-66.0,,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,2462.0,
80.2485,,-65.0,-65.0,-62.0,,-61.0,,,-49.0,,,,-64.0,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,,2437.0
82.2057,,,-60.0,-65.0,,-59.0,-66.0,,-49.0,,,-65.0,,,,2452.0,2462.0,,2427.0,2437.0,,2437.0,,,2462.0,
84.2145,-67.0,,-61.0,,-65.0,-65.0,,,-52.0,,,,-62.0,2437.0,,2452.0,,2412.0,2427.0,,,2437.0,,,,2437.0
86.2085,,-69.0,-63.0,-63.0,,-59.0,,,-56.0,,,,-64.0,,2417.0,2452.0,2462.0,,2427.0,,,2437.0,,,,2437.0
88.2181,-69.0,,-65.0,,-71.0,-61.0,,,-53.0,,,,-71.0,2437.0,,2452.0,,2412.0,2427.0,,,2437.0,,,,2437.0
90.1821,,-63.0,-68.0,-66.0,-63.0,-64.0,,,-60.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
92.217,,-63.0,,-60.0,-63.0,-62.0,,,-52.0,,,-60.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
94.2104,,-62.0,-65.0,,-66.0,-61.0,,,-56.0,-67.0,,,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,5220.0,,,
96.2116,,-62.0,-66.0,,-65.0,-60.0,,,-57.0,-67.0,,,,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,5220.0,,,
98.2245,,-55.0,-65.0,-64.0,-65.0,-63.0,,,-56.0,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,,,2437.0,,,,
100.21,,-63.0,,,-66.0,-62.0,,,-56.0,-66.0,-66.0,,,,2417.0,,,2412.0,2427.0,,,2437.0,5220.0,5220.0,,
102.3516,-68.0,,,-65.0,-70.0,-69.0,,,-53.0,,,-63.0,,2437.0,,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
104.2759,,-70.0,-64.0,,,-65.0,-70.0,,-61.0,,,-69.0,,,2417.0,2452.0,,,2427.0,2437.0,,2437.0,,,2462.0,
106.2247,,-60.0,,-70.0,-60.0,-68.0,,,-54.0,,,-70.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
108.2132,,-64.0,,-69.0,-58.0,-65.0,,,-55.0,,,-69.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
110.2233,,-62.0,,-63.0,-63.0,-67.0,,,-53.0,,,-66.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
112.2185,-69.0,-63.0,,,-67.0,-66.0,,,-52.0,,,-66.0,,2437.0,2417.0,,,2412.0,2427.0,,,2437.0,,,2462.0,
114.224,,-64.0,,-67.0,-62.0,-66.0,,,-54.0,,,-68.0,,,2417.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,
116.1947,,,,-66.0,-65.0,-67.0,,,-52.0,-72.0,,-68.0,,,,,2462.0,2412.0,2427.0,,,2437.0,5220.0,,2462.0,
118.2266,-73.0,,-59.0,,-71.0,,-70.0,,-52.0,,,-68.0,,2437.0,,2452.0,,2412.0,,2437.0,,2437.0,,,2462.0,
120.2213,,-60.0,-57.0,,-62.0,-63.0,-65.0,,-54.0,,,,,,2417.0,2452.0,,2412.0,2427.0,2437.0,,2437.0,,,,
122.2053,,-66.0,-65.0,,-64.0,-62.0,-66.0,,-58.0,,,,,,2417.0,2452.0,,2412.0,2427.0,2437.0,,2437.0,,,,
124.2224,,-58.0,-63.0,,-68.0,-63.0,,,-62.0,,,,-66.0,,2417.0,2452.0,,2412.0,2427.0,,,2437.0,,,,2437.0
126.2298,,-57.0,-65.0,-66.0,,,,,-55.0,-68.0,,-65.0,,,2417.0,2452.0,2462.0,,,,,2437.0,5220.0,,2462.0,
128.2064,,-59.0,,,,-68.0,-65.0,-67.0,-60.0,,-73.0,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,
130.1997,,-63.0,,-69.0,,-66.0,-68.0,,-62.0,,,-69.0,,,2417.0,,2462.0,,2427.0,2437.0,,2437.0,,,2462.0,
132.2288,,-65.0,,,,-64.0,-70.0,-67.0,-65.0,,,,-73.0,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0
134.215,,-58.0,-74.0,,,-74.0,-75.0,-62.0,-71.0,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,
136.2137,,-59.0,,-74.0,,-74.0,-75.0,-67.0,-62.0,,,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,
138.1974,,-58.0,,-74.0,,,-71.0,-72.0,-69.0,,,-76.0,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,
140.1971,,-56.0,-77.0,-77.0,,,-74.0,-70.0,-71.0,,,,,,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,,,,
142.2099,,-53.0,,-81.0,,-80.0,-72.0,-75.0,-67.0,,,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,
