AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
47.9521,-61.0,,,-75.0,-77.0,,-82.0,,-73.0,-76.0,,-74.0,,,-73.0,-73.0,,,-86.0,,2437.0,,,5200.0,2452.0,,2412.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,,,2462.0,
49.9474,-62.0,,,-75.0,-70.0,,-84.0,,-74.0,-77.0,,-73.0,,,-76.0,-76.0,-74.0,,,,2437.0,,,5200.0,2452.0,,2412.0,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,,
51.931,-60.0,,,-71.0,-77.0,,,,-71.0,-77.0,,-75.0,,,-77.0,-77.0,-71.0,,-82.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
53.9285,-63.0,,,-74.0,-71.0,,,,-77.0,-78.0,,-75.0,,,-75.0,-75.0,-77.0,,-79.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
55.9255,-64.0,,,-79.0,-69.0,,,-80.0,-74.0,-75.0,,-74.0,,,-73.0,-73.0,-73.0,,,,2437.0,,,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,,
57.9223,-66.0,,,-79.0,,,-85.0,-83.0,-72.0,-75.0,,-75.0,,,-72.0,-72.0,-73.0,,,,2437.0,,,5200.0,,,2412.0,2457.0,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,,
59.9299,-67.0,,,-76.0,-75.0,,,-83.0,-73.0,-74.0,,-74.0,,,-75.0,-75.0,-76.0,,,,2437.0,,,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,,
61.9341,-73.0,,,-79.0,-76.0,,,-82.0,-75.0,-76.0,,-75.0,,,-73.0,-73.0,-76.0,,,,2437.0,,,5200.0,2452.0,,,2457.0,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,,
63.9304,-65.0,,,-74.0,-77.0,,,,-78.0,-74.0,,-71.0,,-79.0,-74.0,-75.0,-76.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
65.9485,-57.0,,,,-75.0,,-86.0,,-73.0,-68.0,,-68.0,,-85.0,-73.0,-73.0,-72.0,,,,2437.0,,,,2452.0,,2412.0,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
67.901,-60.0,,,-64.0,-67.0,,,,-69.0,-70.0,,-71.0,,-76.0,-64.0,-64.0,-68.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
69.9096,-61.0,,,,-65.0,,,,-64.0,-74.0,,-68.0,,-82.0,-68.0,-68.0,-67.0,,-78.0,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,2462.0,
71.928,-53.0,,,-56.0,-64.0,,,,-70.0,-72.0,,-70.0,,-82.0,-69.0,-69.0,-66.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
73.9326,-56.0,,,-56.0,-67.0,,,,-68.0,-71.0,,-66.0,,-79.0,-66.0,-66.0,-72.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
75.9037,-61.0,,,-64.0,-70.0,,,,-69.0,-73.0,,-69.0,,,-71.0,-71.0,-68.0,,-76.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
77.9441,-61.0,,,-57.0,-68.0,,,,-68.0,-73.0,,-63.0,,-78.0,-63.0,-63.0,-72.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
79.9228,-56.0,,,-60.0,-66.0,,,,-75.0,-69.0,,-66.0,,,-64.0,-64.0,-74.0,,-73.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
81.9353,-53.0,,,-62.0,-68.0,,,,-68.0,-72.0,,-68.0,,,-64.0,-64.0,,-87.0,-76.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,,2462.0,2462.0,
83.9433,-50.0,,,-60.0,-72.0,,,,-64.0,-77.0,,-60.0,,-75.0,-68.0,-68.0,-67.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
85.9002,-51.0,,,-56.0,-67.0,,,,-72.0,-68.0,,-66.0,,,-62.0,-62.0,-73.0,,-76.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
87.9426,-42.0,,,-54.0,-72.0,,,,-70.0,-65.0,-88.0,-68.0,,,-68.0,-68.0,,,-69.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,2462.0,2427.0,,,5220.0,5220.0,,,2462.0,
89.9309,-50.0,,,-53.0,-65.0,,,,-68.0,-72.0,,-68.0,,-80.0,-68.0,-68.0,,,-73.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,,,2462.0,
91.9055,-43.0,,,-49.0,-64.0,,,,-64.0,-72.0,,-66.0,,-74.0,-73.0,-73.0,-65.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
93.9128,-50.0,,,-54.0,-62.0,,,,-60.0,-66.0,,-65.0,,-72.0,-70.0,-70.0,-65.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
95.8963,-54.0,,,-64.0,-59.0,,,,-71.0,-64.0,,-63.0,,-69.0,-66.0,-66.0,-71.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
97.9143,-58.0,,,-62.0,-60.0,,,,-59.0,-69.0,,-59.0,,-72.0,-61.0,-61.0,-67.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
99.9377,-54.0,,,,-65.0,,,,-66.0,-67.0,,-60.0,,-72.0,-63.0,-63.0,-66.0,,,-83.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,2437.0
101.9399,-54.0,,,-57.0,-63.0,,,,-59.0,-73.0,,-61.0,,-74.0,-59.0,-60.0,-60.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
103.9076,-54.0,,,,-60.0,,,,-57.0,-59.0,,-50.0,,-60.0,-58.0,-57.0,-57.0,-72.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
105.9393,-56.0,,,-65.0,-58.0,,,,-49.0,-58.0,,-54.0,,-64.0,-56.0,-56.0,-52.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
108.0492,-69.0,,,,-57.0,,,,-51.0,-55.0,,-50.0,,-65.0,-53.0,-53.0,-52.0,-73.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
110.1224,-62.0,,,,-54.0,,,,-53.0,-56.0,,-50.0,,-61.0,-49.0,-49.0,-52.0,-68.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
111.9265,-65.0,,,,-51.0,,,,-58.0,-60.0,,-42.0,,-64.0,-41.0,-40.0,-58.0,-67.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
113.9009,-62.0,,,,-57.0,,,,-66.0,-67.0,,-55.0,,,-55.0,-55.0,-67.0,-65.0,,-63.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
115.9517,-78.0,,,,-58.0,,,,-65.0,-75.0,,-58.0,,,-70.0,-70.0,-66.0,-65.0,,-72.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
117.921,-68.0,,,,-63.0,,,,-75.0,-73.0,,-61.0,,,-69.0,-69.0,-67.0,-68.0,,-62.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
119.9461,-71.0,,,,-51.0,,,,-65.0,-71.0,,-65.0,,,-62.0,-62.0,-65.0,-71.0,,-73.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
121.9528,-73.0,,,,-53.0,,,,-66.0,-64.0,,-61.0,,,-63.0,-63.0,-67.0,-73.0,,-67.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
123.9203,-73.0,,,,-53.0,,,,-63.0,-70.0,,-57.0,,,-66.0,-66.0,-69.0,-73.0,,-60.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
125.9424,-72.0,,,,-54.0,,,,-66.0,-69.0,,-59.0,,,-64.0,-64.0,-59.0,-69.0,,-68.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
127.908,-66.0,,,,-49.0,,,,-68.0,-71.0,,-59.0,,,-66.0,-67.0,-63.0,-67.0,,-67.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
129.9471,-65.0,,,,-49.0,,,,-68.0,-71.0,,-59.0,,,-66.0,-66.0,-66.0,-69.0,,-61.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
131.9148,-75.0,,,,-52.0,,,,-61.0,,,-59.0,,-74.0,-66.0,-66.0,-68.0,-73.0,,-63.0,2437.0,,,,2452.0,,,,2462.0,,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0
134.0342,-68.0,,,,-50.0,,,,-65.0,-68.0,,-59.0,,,-68.0,-67.0,-66.0,-69.0,,-65.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
136.0849,-75.0,,,,-52.0,,,,-66.0,-67.0,,-59.0,,,-67.0,-67.0,-68.0,-70.0,,-66.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
137.9491,,,,,-53.0,,,,-63.0,-72.0,,-60.0,,-75.0,-67.0,-67.0,-64.0,-69.0,,-66.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0
139.8995,-67.0,,,,-52.0,,,,-63.0,-71.0,,-61.0,,,-64.0,-64.0,-67.0,-69.0,,-64.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
141.9254,-67.0,,,,-51.0,,,,-61.0,-72.0,,-61.0,,,-66.0,-66.0,-61.0,-70.0,,-64.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
143.9011,-64.0,,,,-50.0,,,,-65.0,-69.0,,-59.0,,,-65.0,-66.0,-66.0,-67.0,,-64.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
145.9554,-67.0,,,,-49.0,,,,-68.0,-69.0,,-63.0,,,-66.0,-66.0,-67.0,-66.0,,-63.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
147.9103,-63.0,,,,-51.0,,,,-68.0,-70.0,,-62.0,,,-66.0,-66.0,-60.0,-71.0,,-64.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
149.9218,-75.0,,,,-50.0,,,,-67.0,-70.0,,-60.0,,,-64.0,-64.0,-65.0,-70.0,,-66.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
152.0365,-65.0,,,,-48.0,,,,-63.0,-71.0,,-62.0,,,-64.0,-64.0,-64.0,-68.0,,-67.0,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,2462.0,,2437.0
153.9509,-66.0,,,,-51.0,,,,-65.0,-66.0,,-63.0,,-71.0,-64.0,-64.0,-66.0,-63.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
155.9184,-65.0,,,,-50.0,,,,-62.0,-66.0,,-60.0,,-72.0,-60.0,-61.0,-61.0,-59.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
157.9245,,,,,-48.0,,,,-53.0,-67.0,,-46.0,,-68.0,-57.0,-57.0,-53.0,-65.0,,-69.0,,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,2437.0
159.9185,-60.0,,,,-49.0,,,,-56.0,-51.0,,-46.0,,-65.0,-43.0,-43.0,-55.0,-70.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
161.9437,-57.0,,,-67.0,-47.0,,,,-56.0,-61.0,,-50.0,,-68.0,-47.0,-47.0,-56.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
163.9285,-58.0,,,,-54.0,,,,-57.0,-62.0,,-55.0,,-66.0,-51.0,-51.0,-56.0,-79.0,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,
165.942,-53.0,,,-61.0,-54.0,,,,-64.0,-61.0,,-63.0,,-69.0,-57.0,-57.0,-65.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
167.9233,-48.0,,,-58.0,-60.0,,,,-59.0,-62.0,,-60.0,,-73.0,-62.0,-63.0,-63.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
169.9214,-54.0,,,-56.0,-69.0,,,,-69.0,-69.0,,-63.0,,-76.0,-69.0,-69.0,-69.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
171.9493,-47.0,,,-56.0,-64.0,,,,-64.0,,,-59.0,,-73.0,-66.0,-66.0,-65.0,,-74.0,,2437.0,,,5200.0,2452.0,,,,2462.0,,,2427.0,,2437.0,5220.0,5220.0,2462.0,,2462.0,
173.9332,-50.0,,,-53.0,-67.0,,,,-69.0,-70.0,,-68.0,,-75.0,-62.0,-62.0,-63.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
175.9077,-45.0,-91.0,,,-70.0,,-86.0,,,-78.0,,-63.0,,-87.0,-68.0,-68.0,,,-70.0,,2437.0,5200.0,,,2452.0,,2412.0,,,2412.0,,2427.0,,2437.0,5220.0,5220.0,,,2462.0,
177.9325,-47.0,,,-55.0,-78.0,,,,-72.0,-76.0,,-71.0,,,-67.0,-67.0,-73.0,,-69.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
179.9355,-49.0,,,-56.0,-63.0,,,,-67.0,-69.0,,-70.0,,-75.0,-65.0,-65.0,-68.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
181.9179,-49.0,,,-59.0,-68.0,,,,-67.0,-69.0,,-58.0,,-78.0,-66.0,-66.0,-68.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
183.8948,-51.0,,,-58.0,-68.0,,,,-76.0,-69.0,,-65.0,,-79.0,-64.0,-64.0,-77.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
185.9201,-55.0,,,-61.0,-65.0,,,,-67.0,-65.0,,-67.0,,-75.0,-62.0,-62.0,-67.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
187.9459,-51.0,,,-62.0,-62.0,,,,-65.0,-76.0,,-64.0,,-77.0,-64.0,-64.0,-71.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
189.9162,-59.0,,,-67.0,-72.0,,,,-65.0,-70.0,,-67.0,,-76.0,-62.0,-62.0,-72.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
191.9198,-59.0,,,-71.0,-63.0,,,,-61.0,-69.0,,-63.0,,-82.0,-67.0,-67.0,-71.0,,,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,2437.0,5220.0,5220.0,2462.0,,,
193.9367,-56.0,,,,-79.0,,,,-76.0,-79.0,,-71.0,-85.0,-82.0,-71.0,-71.0,-74.0,,,,2437.0,,,,2452.0,,,,2462.0,2412.0,,2427.0,2437.0,2437.0,5220.0,5220.0,2462.0,,,
195.9284,-62.0,,,-62.0,-65.0,,,,-76.0,-71.0,,-74.0,,,-71.0,-71.0,-75.0,,-80.0,,2437.0,,,5200.0,2452.0,,,,2462.0,2412.0,,2427.0,,,5220.0,5220.0,2462.0,,2462.0,
197.9041,-56.0,,,,-74.0,,,-77.0,-76.0,-75.0,,,,-82.0,-71.0,-71.0,-72.0,-89.0,,,2437.0,,,,2452.0,,,2457.0,2462.0,2412.0,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,
