AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:49,wifi_rssi_20:23:00:00:00:50,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:71,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:49,wifi_freq_20:23:00:00:00:50,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:71,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
21.9504,-61.0,,,,,,,-74.0,,,,,-66.0,,,,,,,-92.0,,,-89.0,,-85.0,-76.0,-77.0,,,,,,,-76.0,,,,,-86.0,-72.0,-72.0,-79.0,,,,,,,,,,,,,,,-83.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2412.0,,,2412.0,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
23.9396,-70.0,,,,,,,-76.0,,,,,-76.0,,,,,,,-91.0,,,,-94.0,-77.0,-76.0,-80.0,,,,,,,-78.0,-93.0,,,,-76.0,-72.0,-72.0,-80.0,,,,,,,,,,,,,,,-84.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,,,,,,2427.0,2437.0,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
25.9271,-65.0,,,,,,,-78.0,,-93.0,,,-70.0,,,,,,,,,,,,-76.0,-78.0,-82.0,,,,,,,-75.0,,,,,-79.0,-71.0,-72.0,-75.0,,,,,,,,,,,,,,,-71.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,,,,,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
27.9606,-62.0,,-90.0,-88.0,-89.0,,,,,,-91.0,-90.0,-76.0,,,,,-89.0,,-85.0,,,,,,-73.0,-74.0,,,,,,,-80.0,,,,,-83.0,-73.0,-73.0,-73.0,,,,,,,,,,,,,,,-53.0,-88.0,2437.0,,5200.0,5500.0,5500.0,,,,,,5500.0,5500.0,2452.0,,,,,5500.0,,2412.0,,,,,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,2437.0
30.0961,-62.0,,-90.0,-91.0,-93.0,,,-74.0,,,-89.0,,-71.0,-88.0,-89.0,,,-87.0,,-82.0,,,,,-85.0,-79.0,-77.0,,-87.0,,,,,-74.0,,,,,-84.0,-75.0,-75.0,-78.0,,,,,,,,,,,,,,,-63.0,,2437.0,,5200.0,5500.0,5500.0,,,5200.0,,,5500.0,,2452.0,5500.0,5500.0,,,5500.0,,2412.0,,,,,2457.0,2462.0,2412.0,,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
31.9628,-70.0,,-89.0,,,,,-74.0,,,,,-68.0,,,,,,-90.0,,,,,,,-72.0,-75.0,,,,,,,-77.0,,,,,-89.0,-76.0,-76.0,-71.0,,,,,,,,,,,,,,,-61.0,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
33.9168,-60.0,,-92.0,,,-91.0,-90.0,-76.0,,,-89.0,,-73.0,-90.0,,,,,,-84.0,,,,,,-75.0,-78.0,,,,,,,-79.0,,,,,,-76.0,-76.0,-75.0,-91.0,,,,,,,,,,,,,,-71.0,,2437.0,,5200.0,,,2462.0,2462.0,5200.0,,,5500.0,,2452.0,5500.0,,,,,,2412.0,,,,,,2462.0,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
35.9579,-66.0,,,-90.0,-88.0,-89.0,,,,,,,-70.0,,,,,,-88.0,,,,,,-85.0,-75.0,-81.0,,,,,,,-79.0,,,,,-81.0,-74.0,-74.0,,,,,,,,,,,,,,,,-72.0,,2437.0,,,5500.0,5500.0,2462.0,,,,,,,2452.0,,,,,,2462.0,,,,,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,2462.0,
37.9554,-59.0,,,,,,-91.0,-77.0,,-90.0,,,-79.0,,,,,,-92.0,,,,,,-88.0,-73.0,-82.0,,-94.0,,,,,-72.0,,,,,-92.0,-75.0,-75.0,-72.0,-89.0,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,5200.0,,2417.0,,,2452.0,,,,,,2462.0,,,,,,2457.0,2462.0,2412.0,,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,
39.9721,-68.0,,,,,,,-73.0,,,,,-75.0,,,,,,,-88.0,,,,-90.0,-87.0,-71.0,-76.0,,,,,,,-72.0,,,,,-90.0,-75.0,-74.0,-71.0,-94.0,,,,,,,,,,,,,,-78.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
41.937,-59.0,,,,,,,-75.0,,,,,-75.0,,,,,,-92.0,-90.0,,,,-89.0,,-75.0,-77.0,,,,,,,-72.0,,,,,-86.0,-74.0,-74.0,-75.0,-92.0,,,,,,,,,,,,,,-81.0,-96.0,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,2462.0,2412.0,,,,2412.0,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,2437.0
44.059,-61.0,,-91.0,-89.0,-89.0,-89.0,-90.0,,,,-90.0,-90.0,-72.0,-92.0,-91.0,,-93.0,-91.0,-90.0,-88.0,,,,,-87.0,-73.0,-78.0,,,,-93.0,,,-75.0,-93.0,,,,-93.0,-74.0,-74.0,,,,,,,,,,,,,,,,-85.0,,2437.0,,5200.0,5500.0,5500.0,2462.0,2462.0,,,,5500.0,5500.0,2452.0,5500.0,5500.0,,5500.0,5500.0,2462.0,2412.0,,,,,2457.0,2462.0,2412.0,,,,5220.0,,,2427.0,2437.0,,,,2437.0,5220.0,5220.0,,,,,,,,,,,,,,,,2462.0,
45.9768,-59.0,,-92.0,,,-90.0,-90.0,,,,,,-76.0,,,,,,-88.0,-82.0,,,,,-88.0,-72.0,-77.0,,,,,,,-75.0,,,,,,-74.0,-75.0,,,,,,,,,,,,,,,,-91.0,-92.0,2437.0,,5200.0,,,2462.0,2462.0,,,,,,2452.0,,,,,,2462.0,2412.0,,,,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,2462.0,2437.0
47.9521,-61.0,,,,,-91.0,,-75.0,,,,,-77.0,-91.0,,,,,-89.0,-82.0,,,,,-88.0,-73.0,-76.0,,,,,,,-74.0,,,,,,-73.0,-73.0,,,,,,,,,,,,,,,,-86.0,-92.0,2437.0,,,,,2462.0,,5200.0,,,,,2452.0,5500.0,,,,,2462.0,2412.0,,,,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,,,,,,,,,,,,,,,,2462.0,2437.0
49.9474,-62.0,,,,,,,-75.0,,,,,-70.0,,,,,,-90.0,-84.0,,,,-89.0,,-74.0,-77.0,,-94.0,-88.0,,,,-73.0,,,,,,-76.0,-76.0,-74.0,,,-92.0,,,,,,,,,,,,-84.0,-89.0,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,2462.0,2412.0,,,,2412.0,,2462.0,2412.0,,2412.0,2457.0,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,2462.0,2437.0
51.931,-60.0,,,,,,,-71.0,,,,,-77.0,,,,,,,-86.0,,,,-91.0,-86.0,-71.0,-77.0,,,,,,,-75.0,,,,,-89.0,-77.0,-77.0,-71.0,,,,,,,,,,,,,,,-82.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
53.9285,-63.0,,,,,,,-74.0,,,,,-71.0,,,,,,-91.0,,,,,-90.0,,-77.0,-78.0,,,,,,,-75.0,,,,,-90.0,-75.0,-75.0,-77.0,,,,,,,,,,,,,,,-79.0,-87.0,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,2462.0,,,,,2412.0,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,2437.0
55.9255,-64.0,,,,,,,-79.0,,,,,-69.0,,,,,,-91.0,-86.0,,,,-91.0,-80.0,-74.0,-75.0,,,,,,,-74.0,,,,,,-73.0,-73.0,-73.0,,,,,,,,,,,,,,,-90.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,2462.0,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,2462.0,
57.9223,-66.0,-89.0,-91.0,,,-90.0,-90.0,-79.0,,,,,,,,,,,,-85.0,,,,-90.0,-83.0,-72.0,-75.0,,,,,,,-75.0,-93.0,-95.0,,,-92.0,-72.0,-72.0,-73.0,-91.0,,,,,,,,,,,,,,,,2437.0,2437.0,5200.0,,,2462.0,2462.0,5200.0,,,,,,,,,,,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,,,,,,2427.0,2437.0,2437.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,
59.9299,-67.0,-92.0,-92.0,-91.0,-90.0,-92.0,-93.0,-76.0,,,-90.0,,-75.0,,,,,,-85.0,-85.0,,,,-91.0,-83.0,-73.0,-74.0,,-91.0,,,-91.0,-92.0,-74.0,,,,,,-75.0,-75.0,-76.0,,,,,,,,,,,,,,,,,2437.0,2437.0,5200.0,5500.0,5500.0,2462.0,2462.0,5200.0,,,5500.0,,2452.0,,,,,,2462.0,2412.0,,,,2412.0,2457.0,2462.0,2412.0,,2412.0,,,2412.0,2412.0,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,,,,,,,,,,
61.9341,-73.0,,-93.0,,,,,-79.0,,,,,-76.0,,,,,,-82.0,,,,,-92.0,-82.0,-75.0,-76.0,,-91.0,,,-94.0,,-75.0,,,,-94.0,-91.0,-73.0,-73.0,-76.0,-89.0,,,,,,,,,,,,,,,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,2462.0,,,,,2412.0,2457.0,2462.0,2412.0,,2412.0,,,2412.0,,2427.0,,,,2462.0,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,,
63.9304,-65.0,,-92.0,,,,,-74.0,,,,,-77.0,,,,,,-92.0,-81.0,,,,,-80.0,-78.0,-74.0,,,,,,,-71.0,,,,,-79.0,-74.0,-75.0,-76.0,-88.0,,,,,,,,,,,,,,-93.0,,2437.0,,5200.0,,,,,5200.0,,,,,2452.0,,,,,,2462.0,2412.0,,,,,2457.0,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
65.9485,-57.0,,,,,,,,,,,,-75.0,,,,,,,-86.0,,,,-92.0,-86.0,-73.0,-68.0,-91.0,,,,,,-68.0,,,,,-85.0,-73.0,-73.0,-72.0,-89.0,,,,,,,,,,,,,,-88.0,,2437.0,,,,,,,,,,,,2452.0,,,,,,,2412.0,,,,2412.0,2457.0,2462.0,2412.0,2462.0,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
67.901,-60.0,,,,,,,-64.0,,-92.0,,,-67.0,,,,,,,-86.0,,,,-89.0,,-69.0,-70.0,,,,,,,-71.0,,,,,-76.0,-64.0,-64.0,-68.0,-82.0,,,,,,,,,,,,,,-77.0,,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,2412.0,,,,2412.0,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
69.9096,-61.0,,,,,,,,,-93.0,,,-65.0,,,,,,-94.0,,,,,,,-64.0,-74.0,,,,,,,-68.0,,,,,-82.0,-68.0,-68.0,-67.0,,,-92.0,,,,,,,,,,,,-78.0,-88.0,2437.0,,,,,,,,,2417.0,,,2452.0,,,,,,2462.0,,,,,,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,,,,,,,,,,,2462.0,2437.0
71.928,-53.0,,,,,-94.0,,-56.0,,-91.0,,,-64.0,,,,,,,-88.0,,,,-95.0,,-70.0,-72.0,,,,,,,-70.0,-90.0,,,,-82.0,-69.0,-69.0,-66.0,-88.0,,,,,,,,,,,,,,-84.0,,2437.0,,,,,2462.0,,5200.0,,2417.0,,,2452.0,,,,,,,2412.0,,,,2412.0,,2462.0,2412.0,,,,,,,2427.0,2437.0,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
73.9326,-56.0,,,,,,,-56.0,,-91.0,,,-67.0,,,,,,,-83.0,,,,,,-68.0,-71.0,-89.0,,,,,,-66.0,,,,,-79.0,-66.0,-66.0,-72.0,-91.0,,,,,,,,,,,,,,-84.0,-89.0,2437.0,,,,,,,5200.0,,2417.0,,,2452.0,,,,,,,2412.0,,,,,,2462.0,2412.0,2462.0,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,2437.0
75.9037,-61.0,,,,,,,-64.0,,,,,-70.0,,,,,,-88.0,-87.0,,,,,,-69.0,-73.0,,,,,,,-69.0,,,,,-85.0,-71.0,-71.0,-68.0,-88.0,,,,,,,,,,,,,,-76.0,,2437.0,,,,,,,5200.0,,,,,2452.0,,,,,,2462.0,2412.0,,,,,,2462.0,2412.0,,,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,,,,,,2462.0,
