AppTimestamp(s),ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
32.1064,,,-85.0,,
32.1815,,,,-77.0,
32.3146,-86.0,,,,
32.3897,,,,,-90.0
32.4001,,,,-77.0,
32.5779,,,,,-89.0
34.1589,,,-84.0,,
34.2202,,,,,-97.0
34.2474,,,,-76.0,
34.3616,,,-85.0,,
34.4269,,,,,-90.0
34.5771,-85.0,,,,
34.6575,,,,,-92.0
34.7813,-88.0,,,,
34.8672,,,,-81.0,
34.9834,,,-89.0,,
35.0423,,,,,-88.0
35.1811,-94.0,,,,
35.2726,,,,-80.0,
35.4003,-93.0,,,,
35.4159,,,-91.0,,
35.4539,,,,,-92.0
35.4823,,,,-81.0,
35.6126,-85.0,,,,
35.6509,,,,,-94.0
35.6844,,,,-75.0,
35.8088,,,-85.0,,
35.8685,,,,,-93.0
35.8969,,,,-74.0,
35.9989,-88.0,,,,
36.0063,,,-90.0,,
36.0579,,,,,-89.0
36.1077,,,,-78.0,
36.199,-87.0,,,,
36.2119,,,-88.0,,
36.2634,,,,,-92.0
36.2896,,,,-78.0,
36.4196,-89.0,,,,
36.4356,,,-85.0,,
36.5048,,,,-77.0,
36.6214,,,-84.0,,
36.6982,,,,-77.0,
36.8272,-87.0,,,,
36.8923,,,,,-90.0
37.4947,,,,,-84.0
37.6531,,,-83.0,,
37.7019,,,,,-89.0
37.842,-91.0,,,,
37.9484,,,,-77.0,
38.0382,-99.0,,,,
38.0702,,,-93.0,,
38.1367,,,,,-94.0
38.1403,,,,-77.0,
38.2559,-89.0,,,,
38.2977,,,-97.0,,
38.3238,,,,,-87.0
38.3386,,,,-81.0,
38.4621,-88.0,,,,
38.4927,,,-91.0,,
38.5306,,,,,-87.0
38.5414,,,,-80.0,
38.6801,,,-81.0,,
38.7442,,,,-77.0,
38.8695,-85.0,,,,
38.9025,,,-82.0,,
39.066,-93.0,,,,
39.1213,,,-90.0,,
39.28,-93.0,,,,
39.3048,,,-87.0,,
39.3579,,,,,-90.0
39.3679,,,,-79.0,
39.563,,,,,-88.0
39.5679,,,,-80.0,
39.7115,,,-84.0,,
39.77,,,,-79.0,
39.9465,,,-84.0,,
40.092,-91.0,,,,
40.1715,,,,-78.0,
40.3831,,,,-79.0,
40.3882,,,,,-95.0
40.9517,,,-83.0,,
40.9887,,,,-77.0,
41.5979,,,,-77.0,
41.7867,,,,-77.0,
41.9463,-86.0,,,,
42.0369,,,,,-85.0
42.2295,,,,,-85.0
42.3903,,,-86.0,,
42.5507,-83.0,,,,
42.5906,,,-85.0,,
42.7915,,,-93.0,,
42.8228,,,,-77.0,
42.9464,-89.0,,,,
43.0215,,,,-76.0,
43.2463,,,,,-86.0
43.4415,,,,-79.0,
43.5655,-84.0,,,,
43.6306,,,-84.0,,
43.6506,,,,-76.0,
43.8455,,,,-77.0,
44.0503,,,,-77.0,
44.1714,-90.0,,,,
44.2972,,,,-79.0,
44.3133,,,,,-84.0
44.3874,-86.0,,,,
44.8643,,,,-76.0,
45.6695,,,-86.0,,
45.6721,,,,-78.0,
45.6823,,,,,-88.0
45.8791,,,-83.0,,
45.9042,,,,-77.0,
45.9167,,,,,-88.0
46.116,,,,-73.0,
46.1316,,,,,-85.0
46.2251,-87.0,,,,
46.3034,,,-90.0,,
46.3256,,,,-73.0,
46.5268,,,,-81.0,
46.7088,,,,,-92.0
46.9169,,,,-75.0,
47.553,,,,-77.0,
47.8452,-86.0,,,,
47.919,,,-88.0,,
48.3657,,,,,-96.0
48.3798,,,,-74.0,
49.6024,,,,-76.0,
49.7801,,,-84.0,,
49.8057,,,,-77.0,
50.3149,-94.0,,,,
50.4235,,,,-79.0,
50.6234,,,,-79.0,
50.8132,,,,,-93.0
50.8211,,,,-79.0,
50.9458,-89.0,,,,
51.0064,,,-88.0,,
51.1303,-91.0,,,,
51.2112,,,-86.0,,
51.2296,,,,,-92.0
51.2356,,,,-82.0,
51.3372,-86.0,,,,
51.4067,,,-89.0,,
51.4458,,,,-80.0,
51.5494,-85.0,,,,
51.6119,,,-89.0,,
51.6481,,,,-79.0,
51.8036,,,-88.0,,
51.8283,,,,,-93.0
51.834,,,,-79.0,
52.0394,,,,,-93.0
52.0437,,,,-79.0,
52.4377,,,-90.0,,
52.5841,-89.0,,,,
52.8866,,,,-84.0,
53.1958,-84.0,,,,
54.0431,-86.0,,,,
54.0958,,,-89.0,,
54.1232,,,,-81.0,
54.2258,-86.0,,,,
54.2769,,,-89.0,,
54.4361,-89.0,,,,
54.4765,,,-90.0,,
54.4894,,,,,-93.0
54.6407,-89.0,,,,
54.69,,,,,-93.0
54.7069,,,,-81.0,
55.0499,-92.0,,,,
55.1411,,,,-79.0,
55.3582,,,,-79.0,
55.4882,,,-92.0,,
55.5391,,,,-78.0,
55.641,-88.0,,,,
55.6842,,,-93.0,,
55.7132,,,,,-92.0
55.7393,,,,-78.0,
55.9051,,,-89.0,,
55.9961,,,,-79.0,
56.1009,,,-89.0,,
56.125,,,,,-70.0
56.1668,,,,-79.0,
56.2693,-85.0,,,,
56.3581,,,,-77.0,
56.5163,,,-87.0,,
56.5745,,,,-76.0,
57.396,,,,-76.0,
57.4865,-83.0,,,,
57.5502,,,-89.0,,
57.5986,,,,-78.0,
57.6875,-85.0,,,,
58.1944,,,,,-95.0
58.2262,,,,-77.0,
58.3018,-89.0,,,,
58.3467,,,-91.0,,
58.3852,,,,,-95.0
58.4354,,,,-77.0,
58.5964,,,,,-89.0
58.6471,,,,-81.0,
58.7062,-91.0,,,,
58.8684,,,,-79.0,
58.9244,-85.0,,,,
58.9847,,,-86.0,,
59.0486,,,,-79.0,
59.1317,-85.0,,,,
59.2767,,,,-77.0,
59.3449,-90.0,,,,
59.3713,,,-90.0,,
59.4047,,,,,-93.0
59.4577,,,,-77.0,
59.5368,-90.0,,,,
59.7778,,,-92.0,,
59.8158,,,,,-88.0
59.9595,-90.0,,,,
60.0004,,,-86.0,,
60.1528,-84.0,,,,
60.2005,,,-87.0,,
60.2287,,,,,-97.0
60.5924,-85.0,,,,
60.6867,,,,-78.0,
60.811,,,-84.0,,
61.0536,,,,,-84.0
61.3045,,,,-75.0,
61.3801,-90.0,,,,
61.4203,,,-88.0,,
61.9275,,,,-86.0,
61.993,-89.0,,,,
62.1431,,,,-88.0,
62.2497,,,-86.0,,
62.2768,,,,,-87.0
62.3394,,,,-87.0,
62.4267,-93.0,,,,
62.5466,,,,-81.0,
62.6408,,,-85.0,,
62.7465,,,,-79.0,
63.0598,,,-86.0,,
63.148,,,,-76.0,
63.2536,,,-82.0,,
63.3685,,,,-79.0,
63.4557,,,-89.0,,
63.5047,,,,,-83.0
63.554,,,,-85.0,
63.7113,,,,,-84.0
64.1685,,,,-84.0,
64.2657,-92.0,,,,
64.3209,,,,,-81.0
64.3777,,,,-85.0,
65.7083,,,-95.0,,
65.7615,,,,,-88.0
65.8114,,,,-90.0,
65.9045,,,-81.0,,
66.0888,-93.0,,,,
66.1223,,,-88.0,,
66.163,,,,,-90.0
66.2201,,,,-94.0,
66.381,,,,,-89.0
66.6384,,,,-87.0,
66.7406,,,-86.0,,
66.9005,-87.0,,,,
67.1084,-89.0,,,,
67.1342,,,-83.0,,
67.1975,,,,,-82.0
67.2642,,,,-93.0,
67.4168,,,,,-85.0
67.5547,,,-90.0,,
67.6125,,,,,-79.0
67.659,,,,-92.0,
67.7179,-87.0,,,,
67.8275,,,,,-84.0
67.8864,,,,-92.0,
67.9257,-92.0,,,,
67.9784,,,-90.0,,
68.0133,,,,,-91.0
68.1113,,,,-97.0,
68.1634,-90.0,,,,
68.3496,-97.0,,,,
68.357,,,-95.0,,
68.4374,,,,,-79.0
68.6261,,,,,-82.0
69.7749,-85.0,,,,
69.8654,,,,,-80.0
70.0035,-92.0,,,,
70.0341,,,-91.0,,
70.0712,,,,,-77.0
70.1377,,,,-94.0,
70.3385,,,,-89.0,
70.3904,-96.0,,,,
70.4905,,,,,-84.0
70.598,-95.0,,,,
70.6141,,,-90.0,,
70.6849,,,,,-83.0
70.7875,-89.0,,,,
70.8019,,,-92.0,,
70.9569,,,,-93.0,
70.9966,-91.0,,,,
71.0999,,,,,-84.0
71.2049,-85.0,,,,
71.2293,,,-94.0,,
71.4998,,,,,-88.0
71.6065,-96.0,,,,
71.6515,,,-94.0,,
71.7042,,,,,-82.0
71.8038,-90.0,,,,
71.9229,,,,,-88.0
72.0485,,,-91.0,,
72.1268,,,,,-79.0
72.9554,,,,,-79.0
73.567,,,,,-75.0
73.6554,-94.0,,,,
73.765,,,,,-79.0
73.9049,,,-92.0,,
73.9711,,,,,-82.0
74.3274,,,-89.0,,
74.3854,,,,,-82.0
74.4727,-91.0,,,,
74.6432,,,,-92.0,
74.8106,,,,,-81.0
74.9195,,,-93.0,,
75.1355,,,-96.0,,
75.2037,,,,,-81.0
75.4054,,,,,-78.0
75.5018,-93.0,,,,
75.722,-91.0,,,,
75.743,,,-92.0,,
75.8166,,,,,-83.0
75.8664,,,,-90.0,
75.9184,-87.0,,,,
76.0265,,,,,-92.0
76.1143,-83.0,,,,
76.1582,,,-84.0,,
76.2361,,,,,-96.0
76.3154,-86.0,,,,
76.562,,,-82.0,,
77.2928,,,,,-77.0
77.3847,,,-83.0,,
78.1587,-91.0,,,,
78.2078,,,-89.0,,
78.3044,,,,,-83.0
78.4067,,,-89.0,,
78.5777,-94.0,,,,
78.6066,,,-87.0,,
79.1127,,,,,-82.0
79.3294,,,,,-80.0
79.396,-89.0,,,,
79.5552,,,,-89.0,
79.6129,-88.0,,,,
79.6643,,,-85.0,,
79.7298,,,,,-86.0
79.7971,-97.0,,,,
79.9344,,,,,-81.0
80.0001,-91.0,,,,
80.2593,,,-93.0,,
80.3373,,,,,-83.0
80.3794,,,,-92.0,
80.4615,,,-97.0,,
80.7481,,,,,-75.0
81.3982,,,,,-93.0
81.4247,-91.0,,,,
81.8143,,,,-92.0,
81.9984,,,,,-87.0
82.0212,,,,-91.0,
82.1881,,,,,-89.0
82.6306,,,,,-87.0
82.6379,,,,-86.0,
82.8068,,,,,-83.0
83.0113,,,,,-86.0
83.0391,,,,-95.0,
83.0849,-96.0,,,,
83.3255,,,-96.0,,
83.4573,,,,-90.0,
83.6242,,,,,-93.0
83.6789,,,,-91.0,
83.8302,,,,,-92.0
83.8584,,,,-92.0,
84.0249,,,,,-79.0
84.0916,-96.0,,,,
84.2347,,,,,-90.0
84.4667,,,,,-82.0
84.4832,,,,-86.0,
84.6769,,,,,-97.0
85.0825,,,,,-94.0
85.3028,,,,-90.0,
85.8717,,,,,-96.0
86.075,,,,,-93.0
86.1373,,,,-92.0,
86.3338,,,,-89.0,
86.4889,,,,,-85.0
86.5354,,,,-88.0,
86.9004,,,,,-93.0
87.1494,,,,-88.0,
87.3621,,,,-84.0,
87.5177,,,,,-98.0
87.5597,,,,-87.0,
87.7181,,,,,-94.0
87.7696,,,,-94.0,
88.3366,,,,,-91.0
88.385,,,,-84.0,
88.7417,,,,,-86.0
89.5629,,,,,-94.0
89.629,,,,-90.0,
90.0249,,,,-90.0,
90.4364,,,,-94.0,
90.8166,,,,,-84.0
90.9981,,,,,-80.0
91.6678,,,,-98.0,
91.806,,,,,-85.0
91.8618,,,,-94.0,
92.0617,,,,-96.0,
92.4384,,,,,-87.0
93.4351,,,,,-92.0
93.8845,,,,,-84.0
94.2584,,,,,-87.0
94.3166,,,,-97.0,
94.4695,,,,,-85.0
94.6807,,,,,-88.0
94.7442,,,,-97.0,
95.0639,,,,,-95.0
95.1439,,,,-95.0,
95.5624,,,,-89.0,
95.904,,,,,-81.0
95.9931,,,,-95.0,
96.1123,,,,,-85.0
96.1709,,,,-95.0,
97.8427,-94.0,,,,
97.9589,,,,,-87.0
98.3705,,,,,-80.0
98.9959,,,,,-82.0
99.4111,,,,,-83.0
99.4793,-89.0,,,,
99.6191,,,,,-84.0
99.8072,,,,,-85.0
100.0099,,,,,-81.0
100.6266,,,,,-87.0
101.3401,-88.0,,,,
101.3496,,,-90.0,,
102.2574,,,,,-73.0
102.3367,,,,-92.0,
102.4582,,,,,-74.0
102.5408,,,,-93.0,
102.5566,-87.0,,,,
102.6703,,,,,-71.0
102.8589,,,,,-82.0
102.9317,,,-93.0,,
102.9604,-91.0,,,,
103.1467,,,-90.0,,
103.2831,,,,,-74.0
103.341,,,-93.0,,
103.366,-87.0,,,,
103.4881,,,,,-85.0
103.5755,-92.0,,,,
103.7452,,,-97.0,,
103.8925,,,,,-75.0
103.9862,,,-91.0,,
103.9987,-96.0,,,,
104.1685,,,-95.0,,
104.322,,,,,-76.0
104.3935,-86.0,,,,
104.5138,,,,,-81.0
105.1856,,,-83.0,,
105.8273,-86.0,,,,
105.9498,,,,,-71.0
106.0084,,,-87.0,,
106.0413,-91.0,,,,
106.2516,-91.0,,,,
106.6276,,,-91.0,,
106.6428,-83.0,,,,
106.6499,,,,-97.0,
106.7588,,,,,-73.0
107.0744,-91.0,,,,
107.1905,,,,,-73.0
107.2489,-89.0,,,,
107.3947,,,,,-68.0
107.474,-93.0,,,,
107.6679,,,-89.0,,
107.6752,-83.0,,,,
107.6918,,,,-93.0,
107.7923,,,,,-71.0
107.849,,,-90.0,,
107.8648,-83.0,,,,
107.9996,,,,,-72.0
108.0507,,,-85.0,,
108.0788,-81.0,,,,
108.4209,,,,,-68.0
108.8172,,,,,-67.0
109.8444,,,,,-67.0
110.0361,,,,,-74.0
110.3217,,,,-97.0,
110.6801,,,,,-74.0
111.0919,,,,,-70.0
112.1923,-91.0,,,,
114.3711,,,,,-63.0
114.4462,-94.0,,,,
114.5688,,,,,-69.0
114.751,,,,,-75.0
114.9631,,,,,-69.0
115.387,,,,,-76.0
115.5832,,,,,-73.0
115.649,,,-95.0,,
115.7877,,,,,-71.0
115.8709,-95.0,,,,
116.4181,,,,,-70.0
117.844,,,,,-67.0
118.0373,,,,,-66.0
118.2462,,,,,-69.0
118.9322,,,-97.0,,
119.0668,,,,,-65.0
119.1453,,,-94.0,,
119.6787,,,,,-67.0
120.2893,,,,,-65.0
121.9906,-94.0,,,,
122.6309,,,-93.0,,
122.7542,,,,,-70.0
122.8369,,,-95.0,,
123.0185,,,-91.0,,
123.1804,,,,,-63.0
123.2193,-99.0,,,,
123.3819,,,,,-69.0
123.4441,,,-92.0,,
123.5915,,,,,-62.0
123.7892,,,,,-72.0
123.9966,,,,,-73.0
124.0383,,,-95.0,,
124.4103,,,,,-65.0
125.6279,,,,,-65.0
125.687,,,-93.0,,
125.7006,-93.0,,,,
125.837,,,,,-69.0
126.0348,,,,,-71.0
126.1136,-95.0,,,,
126.2534,,,,,-75.0
126.4636,,,,,-66.0
126.7223,-96.0,,,,
126.8532,,,,,-72.0
127.887,,,,,-64.0
128.1682,,,-96.0,,
128.3167,,,,,-74.0
128.3436,,,-98.0,,
128.5105,,,,,-68.0
129.5331,,,,,-75.0
129.6006,-86.0,,,,
129.7248,,,,,-77.0
129.7827,,,-96.0,,
129.8171,-86.0,,,,
129.8222,,,,-95.0,
129.9321,,,,,-81.0
130.0083,-92.0,,,,
130.1785,,,-91.0,,
130.2183,-94.0,,,,
130.3301,,,,,-73.0
130.3865,,,-96.0,,
130.7447,,,,,-73.0
130.8043,,,-91.0,,
130.8474,-82.0,,,,
130.9691,,,,,-83.0
131.0028,,,-85.0,,
131.057,-83.0,,,,
131.1577,,,,,-83.0
131.5631,,,,,-80.0
131.6541,-85.0,,,,
131.7652,,,,,-93.0
131.8268,,,-88.0,,
131.8601,,,,-89.0,
131.8651,-80.0,,,,
132.0049,,,,,-78.0
132.0675,-94.0,,,,
132.2796,,,,-93.0,
132.6794,,,,-93.0,
132.6964,-85.0,,,,
133.2577,,,-90.0,,
133.7001,-91.0,,,,
133.8648,,,-88.0,,
134.219,,,,,-84.0
134.2702,,,-91.0,,
134.3094,,,,-89.0,
134.3284,-86.0,,,,
134.4215,,,,,-79.0
134.4725,,,-84.0,,
134.5132,,,,-97.0,
134.5306,-91.0,,,,
134.6853,,,,,-83.0
134.7199,,,-86.0,,
134.754,-84.0,,,,
134.8336,,,,,-91.0
134.8814,,,-93.0,,
135.0454,,,,,-85.0
135.246,,,,,-80.0
135.2977,,,-89.0,,
135.4489,,,,,-80.0
135.5638,-91.0,,,,
135.6568,,,,,-87.0
135.7418,,,,-95.0,
135.7725,-86.0,,,,
135.8686,,,,,-85.0
136.1226,,,-90.0,,
136.2759,,,,,-83.0
136.3352,,,-85.0,,
136.5905,,,,-95.0,
137.1227,,,,,-79.0
137.1372,,,-85.0,,
137.6309,,,,-97.0,
137.6381,-98.0,,,,
137.7462,,,-100.0,,
137.9514,,,,,-84.0
138.1464,,,,,-85.0
138.2187,-88.0,,,,
138.3536,,,,,-74.0
138.3672,,,-86.0,,
138.4168,-84.0,,,,
138.4209,,,,-98.0,
138.5465,,,,,-71.0
138.6186,-86.0,,,,
138.6303,,,,-94.0,
138.7589,,,,,-84.0
138.7663,,,-87.0,,
138.9633,,,,,-80.0
138.9793,,,-89.0,,
139.0305,-84.0,,,,
139.1766,,,,,-83.0
139.645,-89.0,,,,
139.769,,,,,-74.0
139.9925,,,,,-81.0
140.0022,,,-94.0,,
140.0499,-88.0,,,,
140.3902,,,,,-78.0
140.6245,,,-98.0,,
141.4295,,,,,-70.0
141.6546,,,,,-71.0
141.6923,-89.0,,,,
142.0974,-92.0,,,,
143.1167,-90.0,,,,
143.288,,,,,-79.0
143.296,,,-88.0,,
143.4839,,,,,-81.0
143.68,,,,,-71.0
144.2993,,,,,-77.0
144.5142,,,,,-67.0
145.5257,,,,,-70.0
145.5464,-91.0,,,,
145.7298,,,,,-69.0
145.7356,,,-86.0,,
145.7476,-93.0,,,,
146.1508,,,,,-76.0
146.1625,,,-94.0,,
146.3787,,,,,-73.0
146.3901,,,-96.0,,
146.4055,-84.0,,,,
146.57,,,,,-72.0
146.786,-91.0,,,,
147.3835,,,-92.0,,
147.388,,,,,-71.0
147.4025,-92.0,,,,
147.5884,,,-93.0,,
147.6326,,,,,-71.0
147.6426,-92.0,,,,
147.776,,,-90.0,,
147.8085,-93.0,,,,
147.9977,,,-92.0,,
148.0063,,,,,-72.0
148.0178,-91.0,,,,
148.2027,,,,,-70.0
148.4173,,,,,-69.0
150.0457,,,,,-82.0
150.0499,,,-95.0,,
150.0774,-89.0,,,,
150.2836,-93.0,,,,
150.6561,,,-90.0,,
150.6696,,,,,-77.0
150.678,-96.0,,,,
150.8619,,,-87.0,,
150.8766,,,,,-73.0
150.889,-91.0,,,,
151.2862,,,,,-83.0
151.3022,-92.0,,,,
151.5085,,,,,-78.0
151.5211,-90.0,,,,
151.7,-89.0,,,,
151.8748,,,-95.0,,
151.9098,-93.0,,,,
151.9595,,,,-95.0,
152.1111,-89.0,,,,
152.1542,,,,-93.0,
152.2948,,,-87.0,,
152.305,,,,,-76.0
152.3489,,,,-92.0,
152.503,,,-85.0,,
152.5477,,,,-93.0,
152.699,,,-88.0,,
152.9215,,,,,-67.0
