AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:82,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:82
163.9465,-57.0,-67.0,-66.0,,,,,-65.0,,,-51.0,,-56.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
167.9359,-66.0,-64.0,-62.0,,,,,-65.0,,,-51.0,,-53.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
171.9431,-55.0,,-60.0,-65.0,,,,-65.0,,,-51.0,,-53.0,,2437.0,,2417.0,2452.0,,,,2427.0,,,2437.0,,2437.0,
175.9528,-59.0,,-66.0,-67.0,,,,-67.0,,,-55.0,,-55.0,,2437.0,,2417.0,2452.0,,,,2427.0,,,2437.0,,2437.0,
179.9423,-59.0,,,,-65.0,,,-64.0,,,-55.0,-66.0,-62.0,,2437.0,,,,2462.0,,,2427.0,,,2437.0,2462.0,2437.0,
183.9374,-66.0,,,-74.0,,,,-72.0,-74.0,,-59.0,,-59.0,,2437.0,,,2452.0,,,,2427.0,2437.0,,2437.0,,2437.0,
187.9351,-66.0,,,,-73.0,,,,-75.0,-73.0,-58.0,,-61.0,,2437.0,,,,2462.0,,,,2437.0,2422.0,2437.0,,2437.0,
191.9454,-66.0,,,,-75.0,,,,-72.0,,-54.0,-73.0,-62.0,,2437.0,,,,2462.0,,,,2437.0,,2437.0,2462.0,2437.0,
195.9555,-66.0,,,-76.0,-76.0,,,-75.0,,,-55.0,,-61.0,,2437.0,,,2452.0,2462.0,,,2427.0,,,2437.0,,2437.0,
199.9382,-67.0,,,-69.0,-73.0,,,,-71.0,,-54.0,,-62.0,,2437.0,,,2452.0,2462.0,,,,2437.0,,2437.0,,2437.0,
203.9709,-64.0,-64.0,-65.0,,,,,-70.0,,,-50.0,,-53.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
207.9467,-58.0,-59.0,-64.0,-64.0,,,,,,,-50.0,,-57.0,,2437.0,5200.0,2417.0,2452.0,,,,,,,2437.0,,2437.0,
211.9357,-52.0,-55.0,,-68.0,,,,-68.0,,,-48.0,,-61.0,,2437.0,5200.0,,2452.0,,,,2427.0,,,2437.0,,2437.0,
215.9555,-48.0,-56.0,,,,-74.0,,,,,-50.0,-73.0,-62.0,,2437.0,5200.0,,,,2412.0,,,,,2437.0,2462.0,2437.0,
219.9284,-46.0,-59.0,,,,,-74.0,-74.0,,,-61.0,,-68.0,,2437.0,5200.0,,,,,2462.0,2427.0,,,2437.0,,2437.0,
223.9505,-52.0,-54.0,-73.0,,,,,-71.0,,,-59.0,,-66.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
227.9496,-52.0,-55.0,-73.0,,,,,-75.0,,,-54.0,,-58.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
231.9542,-48.0,-64.0,-65.0,,,,,-68.0,,,-49.0,,-52.0,,2437.0,5200.0,2417.0,,,,,2427.0,,,2437.0,,2437.0,
235.9439,-52.0,,-66.0,,-65.0,,,,,,-50.0,-67.0,-52.0,,2437.0,,2417.0,,2462.0,,,,,,2437.0,2462.0,2437.0,
239.958,-60.0,,-63.0,-63.0,,,,,-62.0,,-48.0,,-60.0,,2437.0,,2417.0,2452.0,,,,,2437.0,,2437.0,,2437.0,
243.9509,,,-59.0,-59.0,-59.0,,,-60.0,-58.0,,-45.0,,,,,,2417.0,2452.0,2462.0,,,2427.0,2437.0,,2437.0,,,
247.9567,,,-57.0,-60.0,,-56.0,,-52.0,,,-45.0,-60.0,,,,,2417.0,2452.0,,2412.0,,2427.0,,,2437.0,2462.0,,
