AppTimestamp(s),ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
117.3388,,,,-92.0
118.152,,,,-95.0
118.1926,-87.0,,,
118.3636,,,,-95.0
118.4066,-88.0,,,
119.5533,,-93.0,,
119.5747,,,,-97.0
119.6627,-87.0,,,
120.3882,,,,-94.0
121.0111,,-93.0,,
121.2743,-77.0,,,
122.4112,,-99.0,,
122.4455,,,,-95.0
122.5004,-79.0,,,
123.343,-78.0,,,
124.5534,-79.0,,,
124.7541,-79.0,,,
124.9596,-91.0,,,
125.104,,-91.0,,
125.1166,,,,-92.0
125.9858,-78.0,,,
126.7531,,-92.0,,
126.778,,,,-89.0
127.2296,-86.0,,,
127.3884,,,,-98.0
127.8113,,,,-96.0
128.038,-89.0,,,
128.2486,-87.0,,,
128.4107,,,,-96.0
128.6641,-79.0,,,
128.8517,-79.0,,,
129.0546,-86.0,,,
129.4933,-77.0,,,
130.2155,,-91.0,,
130.4229,,-93.0,,
130.4974,-78.0,,,
130.651,,,,-97.0
130.7153,-78.0,,,
130.8033,,-91.0,,
130.856,,,,-93.0
131.2399,,-95.0,,
131.2687,,,,-95.0
131.3227,-87.0,,,
131.4369,,-95.0,,
131.4787,,,,-95.0
131.4878,,,-96.0,
131.6725,,,,-98.0
131.7354,-78.0,,,
131.9078,,,,-97.0
132.0937,,,,-95.0
132.1322,-91.0,,,
132.2948,,,,-97.0
132.3469,-87.0,,,
132.4338,,-94.0,,
132.5249,,,-96.0,
132.5312,,,,-98.0
132.5642,-87.0,,,
132.7013,,,,-95.0
132.7421,-78.0,,,
134.6851,,-90.0,,
134.7869,-89.0,,,
134.883,,-91.0,,
135.0222,-86.0,,,
135.1102,,-92.0,,
135.1405,,,-97.0,
135.1843,,,,-97.0
135.2031,-87.0,,,
135.4127,,,,-96.0
135.4205,-79.0,,,
135.6322,,,,-95.0
135.6409,-79.0,,,
135.7294,,-90.0,,
135.8165,-91.0,,,
136.1269,,-93.0,,
136.2412,-86.0,,,
136.4538,-78.0,,,
136.6502,,,,-95.0
136.6802,-78.0,,,
137.3969,,,-94.0,
138.3142,-89.0,,,
138.5387,-88.0,,,
138.5918,,-93.0,,
138.6698,,,,-94.0
138.7246,-79.0,,,
138.8737,,,,-94.0
138.9313,-78.0,,,
139.1215,-92.0,,,
139.4201,,,-95.0,
139.5731,-88.0,,,
139.6305,,,-95.0,
139.7015,,,,-96.0
139.7408,-88.0,,,
139.9311,,,,-95.0
139.9565,-79.0,,,
140.1554,-79.0,,,
140.6731,,,-95.0,
140.765,-87.0,,,
140.8632,,-91.0,,
140.8851,,,-96.0,
140.9766,-78.0,,,
141.1866,-77.0,,,
141.3905,,,,-92.0
142.4146,-89.0,,,
142.638,-89.0,,,
143.0588,-90.0,,,
143.0957,,-95.0,,
143.1887,,,,-93.0
143.3948,,,,-91.0
143.5124,,-92.0,,
143.5907,,,,-97.0
143.6716,-92.0,,,
143.7022,,-95.0,,
143.8821,-90.0,,,
144.0025,,,,-91.0
144.0937,-83.0,,,
144.1029,,-92.0,,
144.2012,,,,-95.0
144.4126,,,,-86.0
144.5249,,-91.0,,
144.6133,,,,-93.0
144.7174,-85.0,,,
145.0957,-92.0,,,
145.1401,,-89.0,,
145.5326,-81.0,,,
146.2459,,,,-87.0
146.4618,,,,-84.0
146.5529,-91.0,,,
146.7607,-97.0,,,
147.0925,,,,-84.0
147.1594,-93.0,,,
147.2104,,-96.0,,
147.3919,-92.0,,,
147.4826,,,,-83.0
147.5872,-85.0,,,
147.6965,,,,-91.0
147.7945,-88.0,,,
147.8072,,-93.0,,
147.9986,-92.0,,,
148.3229,,,,-89.0
148.3873,-90.0,,,
148.5186,,,,-90.0
148.5906,-97.0,,,
148.8031,-92.0,,,
148.9322,,,,-88.0
149.2247,-94.0,,,
150.2766,-95.0,,,
150.2953,,-96.0,,
150.5558,,,,-85.0
150.9699,,,,-89.0
151.2069,,,,-91.0
151.27,-95.0,,,
151.6062,,,,-83.0
151.7942,,,,-92.0
152.0009,,,,-84.0
152.0836,-94.0,,,
152.1897,,,,-92.0
152.401,,,,-88.0
152.5023,-91.0,,,
152.6048,,,,-81.0
152.7161,-89.0,,,
153.0134,,,,-82.0
153.824,,,,-79.0
154.2398,,,,-83.0
154.5232,-90.0,,,
155.4861,,,,-83.0
155.8974,,,,-85.0
156.1409,-96.0,,,
156.275,,,,-75.0
156.7387,,,,-77.0
156.9153,,,,-74.0
157.5176,,,,-83.0
157.7186,,,,-86.0
158.1293,,,,-73.0
158.5424,,,,-90.0
158.7415,,,,-77.0
158.966,,,,-94.0
159.1559,,,,-84.0
159.3739,,,,-85.0
159.5723,,,,-75.0
159.9777,,,,-88.0
160.1834,,,,-83.0
160.6062,,,,-89.0
161.0214,,,,-86.0
161.2002,,,,-82.0
161.8157,,,,-83.0
162.035,,,,-80.0
162.2448,,,,-79.0
162.4408,,,,-92.0
162.6354,,,,-88.0
162.8388,,,,-88.0
163.4667,,,,-88.0
164.1004,,,,-85.0
164.2955,,,,-86.0
164.4949,,,,-91.0
165.5145,,,,-90.0
165.7167,,,,-88.0
166.3525,,,,-93.0
166.5303,,,,-95.0
166.7199,,,,-87.0
166.9455,,,,-86.0
167.3402,,,,-98.0
167.9383,,,,-94.0
168.1382,,,,-92.0
168.7602,,,,-90.0
