AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:58,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:64,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:01:74,wifi_rssi_20:23:00:00:01:75,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:87,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:01:94,wifi_rssi_20:23:00:00:01:96,wifi_rssi_20:23:00:00:01:98,wifi_rssi_20:23:00:00:02:01,wifi_rssi_20:23:00:00:02:54,wifi_rssi_20:23:00:00:03:16,wifi_rssi_20:23:00:00:03:21,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:27,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:58,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:64,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:01:74,wifi_freq_20:23:00:00:01:75,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:87,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:01:94,wifi_freq_20:23:00:00:01:96,wifi_freq_20:23:00:00:01:98,wifi_freq_20:23:00:00:02:01,wifi_freq_20:23:00:00:02:54,wifi_freq_20:23:00:00:03:16,wifi_freq_20:23:00:00:03:21,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:27
48.6571,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,-63.0,,,,,,-90.0,-89.0,,-91.0,,,-85.0,,-85.0,-86.0,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,2462.0,,2462.0,,,2412.0,,2412.0,2412.0,,,,,,,,2437.0,
52.654,-83.0,,,,,,,,,,,,,-89.0,,,,,,-74.0,,,,,,,,,,,,,,,,-65.0,,,,,,,,,,,-91.0,-85.0,,-85.0,-86.0,,,,,,,,,,2437.0,,,,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,2462.0,2412.0,,2412.0,2412.0,,,,,,,,,
56.6602,-87.0,,,,,,,,,,,,,-90.0,,,,,,-77.0,,,,,,,,,,,,,,,,-64.0,,,,,,-91.0,,,,,,-86.0,,-85.0,,,,,,,,,-84.0,,2437.0,,,,,,,,,,,,,2437.0,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,2462.0,,,,,,2412.0,,2412.0,,,,,,,,,2437.0,
60.6642,,,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,-64.0,,,,,,,-86.0,,,,,-86.0,,-86.0,-87.0,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,,2462.0,,,,,2412.0,,2412.0,2412.0,,,,,,,,2437.0,
64.6632,,,,,,,,,,,,,,,,,-92.0,,,-74.0,,,,,,,,,,,,,,,,-58.0,,,,,,,,,,,,-86.0,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,2412.0,,2412.0,2412.0,,,,,,,,,
68.6618,-75.0,,,-85.0,-90.0,,,,-87.0,,,,,,,,,-85.0,,-69.0,,,,,,,,,,,,,,,,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,,,2452.0,2462.0,,,,2462.0,,,,,,,,,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,
72.6789,-78.0,,,-82.0,,,,-89.0,-83.0,,,,,-85.0,,,-85.0,-84.0,,-71.0,,,,,,,,,,,,,,,,-62.0,,-89.0,,,,,,,,,-88.0,-94.0,,,,-87.0,,,,,,,-81.0,,2437.0,,,2452.0,,,,2412.0,2462.0,,,,,2437.0,,,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,2437.0,,2462.0,,,,,,,,,2462.0,2412.0,,,,5500.0,,,,,,,2437.0,
76.6587,-74.0,,,-76.0,,,,-86.0,,-81.0,,,,-89.0,,,-81.0,-85.0,-88.0,-69.0,,,,,,,,,,,,,,,,-69.0,,-84.0,,-82.0,,-83.0,,,,-85.0,-89.0,,-90.0,,,,,,,,,,-70.0,,2437.0,,,2452.0,,,,2412.0,,2427.0,,,,2437.0,,,2462.0,2462.0,2452.0,2437.0,,,,,,,,,,,,,,,,2437.0,,2462.0,,5500.0,,2462.0,,,,5620.0,2462.0,,2462.0,,,,,,,,,,2437.0,
80.7107,-70.0,,,,,-87.0,,,,-80.0,,,,,-88.0,-89.0,-81.0,-85.0,,-73.0,,,,,,,,-91.0,,,,,,,,-77.0,,-80.0,,,,-79.0,-79.0,-78.0,-84.0,-84.0,-85.0,,,,,,-85.0,,,-85.0,,,-64.0,-83.0,2437.0,,,,,2412.0,,,,2427.0,,,,,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,5500.0,,,,,,,,2437.0,,2462.0,,,,2462.0,2462.0,2462.0,2462.0,5620.0,2462.0,,,,,,2412.0,,,5500.0,,,2437.0,2412.0
84.6844,-69.0,-79.0,,-70.0,,,-79.0,-79.0,,-76.0,,,,,-86.0,,,-77.0,,-81.0,,,,,-88.0,,,,,,,-88.0,,,,,,-79.0,,-83.0,,-79.0,-79.0,,,,,,,,,,,,,-83.0,,,-61.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,,,,5200.0,,,2462.0,,2437.0,,,,,2462.0,,,,,,,2437.0,,,,,,2462.0,,5500.0,,2462.0,2462.0,,,,,,,,,,,,,5500.0,,,2437.0,
88.6741,-73.0,-81.0,,-74.0,,,-76.0,-82.0,-86.0,-74.0,,-79.0,,-81.0,-86.0,-85.0,,-72.0,,-82.0,,,,-87.0,,-90.0,-91.0,-90.0,,,,,-86.0,-92.0,,-83.0,,-88.0,,-83.0,,-83.0,-82.0,,,,,,,,,,,,,-84.0,,,-59.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,,2462.0,,2437.0,,,,5500.0,,5500.0,5500.0,5500.0,,,,,2462.0,2412.0,,2437.0,,2462.0,,5500.0,,2462.0,2462.0,,,,,,,,,,,,,5500.0,,,2437.0,
92.6743,-63.0,-78.0,,-66.0,,,-72.0,-82.0,,-69.0,,,-87.0,-80.0,-80.0,-80.0,-71.0,-75.0,,,,,,-87.0,,,,,-85.0,,,,,,,,,-80.0,-86.0,-83.0,-85.0,-85.0,-84.0,,,,,,,,,,-85.0,,,-84.0,,,-52.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,,5500.0,,,,,5500.0,,,,,,,,,2462.0,5260.0,5500.0,2412.0,2462.0,2462.0,,,,,,,,,,2412.0,,,5500.0,,,2437.0,
96.6932,-67.0,-78.0,,-63.0,,,-72.0,-77.0,,-72.0,,-75.0,,-74.0,-79.0,-79.0,,-71.0,,-84.0,,,-84.0,-86.0,-81.0,-86.0,-85.0,-85.0,-83.0,,-81.0,,-84.0,,,,,-77.0,,-84.0,-85.0,-84.0,-84.0,,,,,,,,,,,,,,,,-45.0,,2437.0,5200.0,,2452.0,,,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,,2462.0,,2437.0,,,5500.0,5500.0,2462.0,5500.0,5500.0,5500.0,5500.0,,2462.0,,2462.0,,,,,2462.0,,5500.0,2412.0,2462.0,2462.0,,,,,,,,,,,,,,,,2437.0,
100.7235,-63.0,-78.0,-86.0,-65.0,,-83.0,-68.0,-75.0,,-64.0,-94.0,-73.0,,-67.0,-76.0,-77.0,-64.0,-69.0,,-84.0,,,-82.0,-83.0,,-82.0,-84.0,-83.0,-83.0,-89.0,,-84.0,-84.0,-85.0,-86.0,,-85.0,,,-84.0,,,,,,,,,,,,,,,,-87.0,-83.0,,-55.0,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,2412.0,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2437.0,,2437.0,2462.0,2412.0,2412.0,,2412.0,,,5500.0,,,,,,,,,,,,,,,,5500.0,2462.0,,2437.0,
104.6586,-71.0,-77.0,,-53.0,,-83.0,-58.0,-70.0,,-68.0,,-71.0,-77.0,-63.0,-63.0,-64.0,-57.0,-65.0,,-84.0,-91.0,,-84.0,-84.0,,-83.0,-84.0,-84.0,-84.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,,2437.0,5200.0,,2452.0,,2412.0,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,2437.0,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.0,
108.6598,-65.0,-78.0,,-49.0,-84.0,,-61.0,-68.0,,-62.0,,-62.0,-83.0,-72.0,-66.0,-66.0,-62.0,-59.0,,-82.0,,,,,-90.0,-90.0,,-86.0,-89.0,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,-60.0,,2437.0,5200.0,,2452.0,2462.0,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,2462.0,5500.0,,5500.0,5500.0,,,,,,,,,2462.0,,,,,,,,,,,,,,,,,,,,,2437.0,
112.6816,-64.0,-78.0,-82.0,-49.0,,-85.0,-57.0,-60.0,,-54.0,,-66.0,-83.0,-67.0,-60.0,-60.0,-57.0,-59.0,,-81.0,,,,,,,,,,,,,,,,,,,,-92.0,,-83.0,-83.0,,,,,,,,,,-90.0,,,,,,-61.0,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,5500.0,,2462.0,2462.0,,,,,,,,,,2412.0,,,,,,2437.0,
116.6552,-63.0,-78.0,-83.0,-52.0,,,-55.0,-56.0,,-53.0,,-69.0,-82.0,-63.0,-62.0,-62.0,-55.0,-60.0,,-82.0,,,,,,,,,,,,,,-91.0,,-88.0,,,,-88.0,,-86.0,-86.0,,,,,,,,,,-90.0,,,,,,-66.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,2412.0,,2437.0,,,,5500.0,,2462.0,2462.0,,,,,,,,,,2412.0,,,,,,2437.0,
120.6743,-62.0,-76.0,,-56.0,-85.0,,-54.0,-59.0,-86.0,-52.0,,-69.0,-82.0,-68.0,-61.0,-61.0,-56.0,-63.0,,-84.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,-62.0,,2437.0,5200.0,,2452.0,2462.0,,2462.0,2412.0,2462.0,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
124.6983,-62.0,-76.0,-81.0,-53.0,,,-54.0,-57.0,-84.0,-52.0,,-68.0,,-65.0,-60.0,-59.0,-54.0,-61.0,,-82.0,,,-87.0,-87.0,,-91.0,-86.0,-92.0,,,,,-86.0,,,-89.0,,,,-86.0,,,,,,,,,,,,,,,,,,,-66.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,5500.0,5500.0,,5500.0,5500.0,5500.0,,,,,2462.0,,,2437.0,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
128.6867,-61.0,-78.0,-79.0,-55.0,,,-54.0,-59.0,,-52.0,,-67.0,,-68.0,-60.0,-59.0,-53.0,-61.0,,,,,-85.0,-87.0,,-91.0,-90.0,-87.0,-86.0,,,,,,,,,,,-86.0,,-88.0,,,,,,,,,,,,,,,,,-62.0,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,,,,5500.0,5500.0,,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,5500.0,,2462.0,,,,,,,,,,,,,,,,,2437.0,
132.6477,-61.0,-78.0,-81.0,-55.0,,-81.0,-55.0,-54.0,-86.0,-52.0,,-68.0,,-67.0,-60.0,-61.0,-53.0,-60.0,,-83.0,,,,,,,,,,-86.0,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,-66.0,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,2437.0,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,2437.0,
136.7018,-62.0,-79.0,-79.0,-58.0,,-84.0,-56.0,-58.0,-86.0,-53.0,,-66.0,,-67.0,-61.0,-62.0,-56.0,-61.0,,-83.0,,,,,,,,,,,,,,,,,,,,-90.0,,,-87.0,,,,,,,,,,,,,,,,-61.0,,2437.0,5200.0,2417.0,2452.0,,2412.0,2462.0,2412.0,2462.0,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,,,5500.0,,,2462.0,,,,,,,,,,,,,,,,2437.0,
140.675,-60.0,-77.0,,-58.0,-83.0,-83.0,-54.0,-62.0,-86.0,-51.0,,-66.0,-84.0,-68.0,-61.0,-61.0,-55.0,-61.0,,-85.0,,,,,,,,,,,,,,,,,,-86.0,,,,-87.0,,,,,,,,,,,,,,,,,-63.0,,2437.0,5200.0,,2452.0,2462.0,2412.0,2462.0,2412.0,2462.0,2427.0,,2437.0,2422.0,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,,2462.0,,,,2462.0,,,,,,,,,,,,,,,,,2437.0,
144.6739,-63.0,,,-61.0,,,-56.0,-60.0,,-51.0,,-66.0,,-70.0,-61.0,-61.0,-55.0,-62.0,,-85.0,,,,,,,,,,,,,-87.0,,,,,-86.0,,-87.0,,-87.0,,,,,,,,,,,,,,,,,-64.0,,2437.0,,,2452.0,,,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,,,,,,,,,2462.0,,,,,2462.0,,5500.0,,2462.0,,,,,,,,,,,,,,,,,2437.0,
148.6459,-67.0,,,-53.0,-88.0,,-59.0,-56.0,,-50.0,,-75.0,,-69.0,-66.0,-66.0,-59.0,-63.0,,-86.0,,,,,-92.0,,,,,,-93.0,,,,,,,,,-86.0,,,,,,,,,,,,,,,,-90.0,,,-56.0,,2437.0,,,2452.0,2462.0,,2462.0,2412.0,,2427.0,,2437.0,,2437.0,5200.0,5200.0,2462.0,2462.0,,2437.0,,,,,2462.0,,,,,,2462.0,,,,,,,,,5500.0,,,,,,,,,,,,,,,,5500.0,,,2437.0,
