AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:62,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_rssi_20:23:00:00:01:84,wifi_rssi_20:23:00:00:01:86,wifi_rssi_20:23:00:00:01:88,wifi_rssi_20:23:00:00:01:89,wifi_rssi_20:23:00:00:01:91,wifi_rssi_20:23:00:00:01:92,wifi_rssi_20:23:00:00:01:93,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:62,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82,wifi_freq_20:23:00:00:01:84,wifi_freq_20:23:00:00:01:86,wifi_freq_20:23:00:00:01:88,wifi_freq_20:23:00:00:01:89,wifi_freq_20:23:00:00:01:91,wifi_freq_20:23:00:00:01:92,wifi_freq_20:23:00:00:01:93,wifi_freq_20:23:00:00:03:25
84.6844,-69.0,,-70.0,,,,-76.0,,,,,,-77.0,,,-79.0,,,,,,,,,,-61.0,2437.0,,2452.0,,,,2427.0,,,,,,2462.0,,,2462.0,,,,,,,,,,2437.0
88.6741,-73.0,,-74.0,-76.0,,,-74.0,,,,,,-72.0,,,,,,,,,,,,,-59.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,,2462.0,,,,,,,,,,,,,2437.0
92.6743,-63.0,,-66.0,-72.0,,,-69.0,,,,,-71.0,,,,,,,,,,,,,,-52.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
96.6932,-67.0,,-63.0,-72.0,,,-72.0,,,,,,-71.0,,,,,,,,,,,,,-45.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,,2462.0,,,,,,,,,,,,,2437.0
100.7235,-63.0,,-65.0,,,,-64.0,,-67.0,,,-64.0,,,,,,,,,,,,,,-55.0,2437.0,,2452.0,,,,2427.0,,2437.0,,,2462.0,,,,,,,,,,,,,,2437.0
104.6586,,,-53.0,-58.0,,,,,-63.0,-63.0,,-57.0,,,,,,,,,,,,,,-63.0,,,2452.0,2462.0,,,,,2437.0,5200.0,,2462.0,,,,,,,,,,,,,,2437.0
108.6598,,,-49.0,-61.0,,,-62.0,-62.0,,,,,-59.0,,,,,,,,,,,,,-60.0,,,2452.0,2462.0,,,2427.0,2437.0,,,,,2462.0,,,,,,,,,,,,,2437.0
112.6816,,,-49.0,-57.0,-60.0,,-54.0,,,,,-57.0,-59.0,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,,,,
116.6552,,,-52.0,-55.0,-56.0,,-53.0,,,,,-55.0,-60.0,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,,,,
120.6743,,,-56.0,-54.0,-59.0,,-52.0,,,-61.0,,-56.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,5200.0,,2462.0,,,,,,,,,,,,,,
124.6983,,,-53.0,-54.0,-57.0,,-52.0,,,,-59.0,-54.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,5200.0,2462.0,,,,,,,,,,,,,,
128.6867,,,-55.0,-54.0,-59.0,,-52.0,,,,-59.0,-53.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,5200.0,2462.0,,,,,,,,,,,,,,
132.6477,,,-55.0,-55.0,-54.0,,-52.0,,,,,-53.0,-60.0,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,,,,
136.7018,,,-58.0,-56.0,-58.0,,-53.0,,,,,-56.0,-61.0,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,,,,
140.675,-60.0,,-58.0,-54.0,,,-51.0,,,,,-55.0,-61.0,,,,,,,,,,,,,,2437.0,,2452.0,2462.0,,,2427.0,,,,,2462.0,2462.0,,,,,,,,,,,,,
144.6739,,,-61.0,-56.0,-60.0,,-51.0,,,-61.0,,-55.0,,,,,,,,,,,,,,,,,2452.0,2462.0,2412.0,,2427.0,,,5200.0,,2462.0,,,,,,,,,,,,,,
148.6459,,,-53.0,-59.0,-56.0,,-50.0,,,,,-59.0,,,,,,,,,,,,,,-56.0,,,2452.0,2462.0,2412.0,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
152.6819,-62.0,,-56.0,-61.0,,,-62.0,,,,,-60.0,,,,,,,,,,,,,,-50.0,2437.0,,2452.0,2462.0,,,2427.0,,,,,2462.0,,,,,,,,,,,,,,2437.0
156.6815,-61.0,,-61.0,,-70.0,,-62.0,,-70.0,,,,,,,,,,,,,,,,,-56.0,2437.0,,2452.0,,2412.0,,2427.0,,2437.0,,,,,,,,,,,,,,,,,2437.0
160.6568,-63.0,-73.0,-73.0,-75.0,,,-71.0,,,,,,,,,,,,,,,,,,,-55.0,2437.0,5200.0,2452.0,2462.0,,,2427.0,,,,,,,,,,,,,,,,,,,2437.0
164.6817,-60.0,-77.0,-73.0,,,-77.0,-75.0,,,,,,,,,,,,,,,,,,,-55.0,2437.0,5200.0,2452.0,,,2462.0,2427.0,,,,,,,,,,,,,,,,,,,2437.0
168.6548,-67.0,-79.0,,-81.0,,,,,,,,,,-77.0,,,,-84.0,,,,,,,,-67.0,2437.0,5200.0,,2462.0,,,,,,,,,,2437.0,,,,2462.0,,,,,,,,2437.0
172.6791,-67.0,-81.0,,,,,-82.0,,,,,,,-76.0,,,,-81.0,,,,,,,,-70.0,2437.0,5200.0,,,,,2427.0,,,,,,,2437.0,,,,2462.0,,,,,,,,2437.0
176.6684,-70.0,,-82.0,,,-77.0,,,,,,,,-68.0,-77.0,,,,,,,,,,,-73.0,2437.0,,2452.0,,,2462.0,,,,,,,,2437.0,2437.0,,,,,,,,,,,2437.0
180.6848,-71.0,,,,,,-82.0,,,,,,,-78.0,-76.0,,,,,,,,,,-84.0,-80.0,2437.0,,,,,,2427.0,,,,,,,2437.0,2437.0,,,,,,,,,,2412.0,2437.0
184.6681,-78.0,,,,,,,,,,,,,-77.0,-65.0,,,,,,,-82.0,,,-82.0,-82.0,2437.0,,,,,,,,,,,,,2437.0,2437.0,,,,,,,2412.0,,,2412.0,2437.0
