AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:03:25
70.3453,-68.0,,-47.0,,-55.0,-61.0,-57.0,,,,-67.0,-69.0,-54.0,-52.0,,,,,,,,,,,-64.0,2437.0,,2452.0,,2462.0,2412.0,2427.0,,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
74.3158,,,-47.0,,-53.0,-61.0,-56.0,-69.0,,,-64.0,-65.0,-54.0,-52.0,,,,,,,,,,,-61.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
78.3241,-63.0,,-47.0,,-61.0,-64.0,-56.0,,,,-63.0,-63.0,-59.0,-55.0,,,,,,,,,,,-65.0,2437.0,,2452.0,,2462.0,2412.0,2427.0,,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
82.3336,-68.0,,-58.0,,-63.0,-64.0,-61.0,-62.0,,,-68.0,,-63.0,-55.0,,,,,,,,,,,-65.0,2437.0,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5200.0,,2462.0,2462.0,,,,,,,,,,,2437.0
86.3259,,,-60.0,,-68.0,-68.0,-67.0,-62.0,-66.0,,-70.0,-69.0,-68.0,-53.0,,,,,,,,,,,,,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,
90.3038,-75.0,,-61.0,,-72.0,,-65.0,-62.0,-72.0,,-73.0,-73.0,-72.0,-57.0,,,,,,,,,,,,2437.0,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,
94.3315,,-73.0,-65.0,,-71.0,-75.0,-71.0,-64.0,-65.0,,,,-71.0,-63.0,,,,,,,,,,,-71.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,2437.0
98.3304,-77.0,,-66.0,,-75.0,,-79.0,-64.0,-69.0,,,,-74.0,-67.0,,,,,,,-75.0,,,,-77.0,2437.0,,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,2462.0,,,,2437.0
102.2951,-81.0,-71.0,-73.0,,-75.0,,-75.0,-69.0,-66.0,,,,-76.0,-69.0,,,,,,,-79.0,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,2462.0,,,,
106.2858,-81.0,-68.0,-77.0,,,,,-71.0,-66.0,,,,-76.0,-73.0,,-78.0,,,,,-82.0,,,-83.0,,2437.0,2417.0,2452.0,,,,,2437.0,2422.0,,,,2462.0,2462.0,,2437.0,,,,,2462.0,,,5500.0,
110.3002,-81.0,-65.0,-78.0,,,,-82.0,-76.0,-67.0,,,,,-73.0,,-82.0,-78.0,,,,-83.0,,,,,2437.0,2417.0,2452.0,,,,2427.0,2437.0,2422.0,,,,,2462.0,,2437.0,2437.0,,,,2462.0,,,,
114.303,,-65.0,-79.0,,-83.0,,-84.0,,-77.0,,,,,-73.0,,,-80.0,-80.0,,,-76.0,,-83.0,,,,2417.0,2452.0,,2462.0,,2427.0,,2422.0,,,,,2462.0,,,2437.0,2437.0,,,2462.0,,5520.0,,
118.3006,,-67.0,,,-78.0,,,,-77.0,,,,,-73.0,-78.0,-77.0,-76.0,-76.0,-78.0,,-76.0,,,,,,2417.0,,,2462.0,,,,2422.0,,,,,2462.0,2412.0,2437.0,2437.0,2437.0,2412.0,,2462.0,,,,
122.3021,,-72.0,,-77.0,,,,,,,,,,-73.0,-77.0,-76.0,-77.0,,-75.0,,-79.0,-79.0,-77.0,,,,2417.0,,2412.0,,,,,,,,,,2462.0,2412.0,2437.0,2437.0,,2412.0,,2462.0,5520.0,5520.0,,
126.3099,,-60.0,-79.0,-77.0,,,-75.0,,,-74.0,,,,,-75.0,-80.0,,-76.0,-78.0,,,,-80.0,,,,2417.0,2452.0,2412.0,,,2427.0,,,2437.0,,,,,2412.0,2437.0,,2437.0,2412.0,,,,5520.0,,
130.3008,,-60.0,-76.0,,-77.0,-77.0,-71.0,,,-77.0,,,-79.0,,,-73.0,-75.0,-73.0,,,,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,,,2437.0,,,2462.0,,,2437.0,2437.0,2437.0,,,,,,,
134.2963,,,-77.0,,-79.0,,-83.0,,,,,,-80.0,,-80.0,-75.0,-77.0,-76.0,-79.0,,,-83.0,,,,,,2452.0,,2462.0,,2427.0,,,,,,2462.0,,2412.0,2437.0,2437.0,2437.0,2412.0,,,5520.0,,,
138.299,-71.0,-67.0,-82.0,,-80.0,,-83.0,,,,,,-80.0,,,-82.0,-82.0,-82.0,-83.0,,,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,,,,,,2462.0,,,2437.0,2437.0,2437.0,2412.0,,,,,,
142.3041,-73.0,-63.0,,,-76.0,,-77.0,,,-79.0,-83.0,-84.0,-76.0,,-81.0,,,,-83.0,,,,,,,2437.0,2417.0,,,2462.0,,2427.0,,,2437.0,5200.0,5200.0,2462.0,,2412.0,,,,2412.0,,,,,,
146.3467,-73.0,-62.0,-76.0,,-77.0,,-77.0,,,-78.0,,,-78.0,,-81.0,-81.0,-82.0,,,,,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,,,2437.0,,,2462.0,,2412.0,2437.0,2437.0,,,,,,,,
150.2996,-74.0,-60.0,-78.0,-82.0,-74.0,,-79.0,,-82.0,-78.0,,,-76.0,,,-83.0,,,,,,,,,,2437.0,2417.0,2452.0,2412.0,2462.0,,2427.0,,2422.0,2437.0,,,2462.0,,,2437.0,,,,,,,,,
154.2965,-74.0,-65.0,,-83.0,,-84.0,,,-83.0,-77.0,,-85.0,-76.0,,-82.0,,,,-83.0,,,,,,,2437.0,2417.0,,2412.0,,2412.0,,,2422.0,2437.0,,5200.0,2462.0,,2412.0,,,,2412.0,,,,,,
158.2813,-73.0,-66.0,-80.0,,,,-82.0,,-81.0,-77.0,,,-77.0,,-82.0,-82.0,-83.0,,,,,,,,,2437.0,2417.0,2452.0,,,,2427.0,,2422.0,2437.0,,,2462.0,,2412.0,2437.0,2437.0,,,,,,,,
162.3195,-77.0,-65.0,-76.0,,-79.0,,,,-81.0,-75.0,,,-79.0,,,,,-84.0,-83.0,-84.0,,,,,,2437.0,2417.0,2452.0,,2462.0,,,,2422.0,2437.0,,,2462.0,,,,,2437.0,2412.0,2472.0,,,,,
166.324,-79.0,,-82.0,,-76.0,,-80.0,-80.0,-81.0,-78.0,,,,,,-81.0,-80.0,-81.0,,,,,,,,2437.0,,2452.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,,2437.0,2437.0,2437.0,,,,,,,
170.3611,,,-70.0,-78.0,,-76.0,-74.0,-79.0,,-74.0,-80.0,-79.0,-77.0,,,,-80.0,,,,,,,,,,,2452.0,2412.0,,2412.0,2427.0,2437.0,,2437.0,5200.0,5200.0,2462.0,,,,2437.0,,,,,,,,
174.3072,,-64.0,-74.0,,-74.0,,-78.0,,,,,,-75.0,,-78.0,-77.0,-78.0,-75.0,,,-78.0,,,,,,2417.0,2452.0,,2462.0,,2427.0,,,,,,2462.0,,2412.0,2437.0,2437.0,2437.0,,,2462.0,,,,
178.3034,,-67.0,-78.0,,,,-80.0,,-80.0,,,,,-78.0,,-74.0,-78.0,-77.0,-78.0,,-77.0,,,,,,2417.0,2452.0,,,,2427.0,,2422.0,,,,,2462.0,,2437.0,2437.0,2437.0,2412.0,,2462.0,,,,
182.3104,-82.0,-68.0,-70.0,,-80.0,,-77.0,,-82.0,,-83.0,,,-70.0,,-78.0,,,,,-76.0,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,,2422.0,,5200.0,,,2462.0,,2437.0,,,,,2462.0,,,,
186.2964,-82.0,-68.0,-71.0,,-77.0,,-77.0,-77.0,-75.0,,,-85.0,,-66.0,,,,,,,-81.0,,,,,2437.0,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,5200.0,,2462.0,,,,,,,2462.0,,,,
190.3102,,-61.0,-71.0,,-79.0,,-79.0,-74.0,-77.0,,,-81.0,-79.0,-70.0,,,,,,,-78.0,,,,,,2417.0,2452.0,,2462.0,,2427.0,2437.0,2422.0,,,5200.0,2462.0,2462.0,,,,,,,2462.0,,,,
194.2969,,-65.0,-68.0,,,-81.0,-75.0,-74.0,-70.0,,-77.0,-77.0,-75.0,-62.0,,,,,,,,,,,,,2417.0,2452.0,,,2412.0,2427.0,2437.0,2422.0,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,
198.2819,,-73.0,-68.0,,-73.0,-71.0,-69.0,-66.0,-66.0,,,,-73.0,-59.0,,,,,,,-72.0,,,,,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,2462.0,,,,
202.3015,,-74.0,-68.0,,-69.0,-70.0,-67.0,-70.0,-66.0,,,,-69.0,-64.0,,,,,,,,,,,-72.0,,2417.0,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,2437.0
206.2977,-71.0,,-64.0,,-68.0,-68.0,-68.0,-64.0,-67.0,,,,-69.0,-65.0,,,,,,,,,,,-66.0,2437.0,,2452.0,,2462.0,2412.0,2427.0,2437.0,2422.0,,,,2462.0,2462.0,,,,,,,,,,,2437.0
210.3254,,,-59.0,,-65.0,-62.0,-64.0,-64.0,,,-69.0,-69.0,-67.0,-62.0,,,,,,,,,,,-63.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
214.3148,,,-51.0,,-57.0,-58.0,-59.0,-60.0,,,-65.0,-65.0,-59.0,-51.0,,,,,,,,,,,-59.0,,,2452.0,,2462.0,2412.0,2427.0,2437.0,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
218.3481,-61.0,,-51.0,,-57.0,-65.0,-51.0,,,,-63.0,-63.0,-59.0,-57.0,,,,,,,,,,,-62.0,2437.0,,2452.0,,2462.0,2412.0,2427.0,,,,5200.0,5200.0,2462.0,2462.0,,,,,,,,,,,2437.0
