AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:03:11
21.325,,-54.0,,-85.0,,,-82.0,-86.0,-79.0,,,-85.0,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,,
23.3421,,-54.0,-88.0,,,,-83.0,-78.0,-87.0,,,,-90.0,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,,2437.0,,
25.3661,,-53.0,-82.0,,,,-83.0,-86.0,-81.0,,,,-86.0,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,,2437.0,,
27.3479,,-48.0,,,,,-79.0,-80.0,-80.0,-87.0,,-87.0,,,,,2417.0,,,,,2437.0,2422.0,2437.0,5220.0,,2462.0,,,
29.3275,,,-85.0,,,-86.0,-82.0,-82.0,-74.0,,,,-87.0,,,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,
31.3788,,-62.0,,,,-82.0,-85.0,,-81.0,,,-86.0,,-84.0,,,2417.0,,,,2427.0,2437.0,,2437.0,,,2462.0,,2437.0,
33.4263,,-62.0,,-85.0,,,-82.0,-84.0,-77.0,,,-85.0,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,,
35.3694,,-60.0,,,,,-78.0,-85.0,-74.0,,,-86.0,-87.0,,,,2417.0,,,,,2437.0,2422.0,2437.0,,,2462.0,2437.0,,
37.3481,,-58.0,-82.0,,,-87.0,-80.0,-86.0,-72.0,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,
39.3416,,-60.0,,,,-82.0,-80.0,,-73.0,,-88.0,-88.0,,,,,2417.0,,,,2427.0,2437.0,,2437.0,,5220.0,2462.0,,,
41.3273,,-60.0,,,,-83.0,-80.0,-88.0,-74.0,,-88.0,,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,
43.3603,-86.0,-64.0,,,,-85.0,-80.0,-84.0,-72.0,,,,,,,2437.0,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,,,
45.317,,-56.0,-81.0,-86.0,,-84.0,-81.0,,-74.0,,,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,,2437.0,,,,,,
47.3546,,-55.0,,,,,-82.0,-85.0,-76.0,-86.0,,-87.0,,,,,2417.0,,,,,2437.0,2422.0,2437.0,5220.0,,2462.0,,,
49.3531,,-54.0,,-85.0,,-82.0,,-86.0,-72.0,,,-86.0,,,,,2417.0,,2462.0,,2427.0,,2422.0,2437.0,,,2462.0,,,
51.343,,-55.0,,,,-85.0,-80.0,,-72.0,,-87.0,,-87.0,,,,2417.0,,,,2427.0,2437.0,,2437.0,,5220.0,,2437.0,,
53.3375,,-55.0,-86.0,,,-82.0,-80.0,-87.0,-75.0,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,
55.3588,-87.0,,-85.0,,,-85.0,-81.0,-86.0,-75.0,,,,,,,2437.0,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,,,
57.3811,,,-85.0,,,-81.0,-82.0,-88.0,-72.0,,,,-87.0,,,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,
59.3351,,-57.0,,,,-85.0,-80.0,-87.0,-76.0,,,,,,-86.0,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,,,2462.0
61.3451,,-58.0,-85.0,,,,-82.0,-87.0,-74.0,,,,-84.0,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,,2437.0,,
63.361,,-53.0,,,,,-80.0,-81.0,-77.0,,,-86.0,,,-85.0,,2417.0,,,,,2437.0,2422.0,2437.0,,,2462.0,,,2462.0
65.3605,,-62.0,,,,-84.0,-80.0,-86.0,-81.0,,,,,,-82.0,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,,,2462.0
67.3141,,-61.0,-87.0,,,,,-78.0,-78.0,,-86.0,,,,-84.0,,2417.0,2452.0,,,,,2422.0,2437.0,,5220.0,,,,2462.0
69.3432,,-57.0,,,,,-81.0,,-70.0,-85.0,,-84.0,,,-85.0,,2417.0,,,,,2437.0,,2437.0,5220.0,,2462.0,,,2462.0
71.3622,,-53.0,,,,-81.0,-79.0,-79.0,-71.0,,,,-81.0,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,
73.353,,-49.0,-82.0,-82.0,,,,,-75.0,-80.0,-80.0,,,,,,2417.0,2452.0,2462.0,,,,,2437.0,5220.0,5220.0,,,,
75.3568,,-56.0,,,,,-78.0,,-78.0,-80.0,-80.0,,-75.0,,,,2417.0,,,,,2437.0,,2437.0,5220.0,5220.0,,2437.0,,
77.3674,,-52.0,,,,,-74.0,-77.0,-69.0,-80.0,,-78.0,,,,,2417.0,,,,,2437.0,2422.0,2437.0,5220.0,,2462.0,,,
79.3241,,-50.0,,-78.0,,,,-75.0,-70.0,-77.0,-77.0,,,,,,2417.0,,2462.0,,,,2422.0,2437.0,5220.0,5220.0,,,,
81.3585,,-48.0,,,,-78.0,-77.0,-79.0,-69.0,,-79.0,,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,5220.0,,,,
83.363,,-51.0,,,,,,-75.0,-73.0,-77.0,-76.0,-76.0,,,,,2417.0,,,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,
85.3222,,-52.0,,-76.0,,,-77.0,-75.0,-66.0,,-77.0,,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,,,,
87.3484,,-57.0,,,,,-72.0,,-69.0,-74.0,-74.0,-74.0,,,,,2417.0,,,,,2437.0,,2437.0,5220.0,5220.0,2462.0,,,
89.3438,,-59.0,,,,-75.0,-74.0,-74.0,-73.0,,,,-76.0,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,,2437.0,,
91.3327,,,-81.0,,-85.0,-76.0,,-75.0,-74.0,,,-80.0,,,,,,2452.0,,2412.0,2427.0,,2422.0,2437.0,,,2462.0,,,
93.3413,,,-75.0,-81.0,,,-75.0,-77.0,-71.0,,,-82.0,,,,,,2452.0,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,,
95.3417,,-56.0,,,,,-83.0,-77.0,-65.0,,-83.0,-81.0,,,,,2417.0,,,,,2437.0,2422.0,2437.0,,5220.0,2462.0,,,
97.3279,,-57.0,,-71.0,,,,-74.0,-60.0,-76.0,-76.0,,,,,,2417.0,,2462.0,,,,2422.0,2437.0,5220.0,5220.0,,,,
99.3636,,-63.0,,-72.0,,,,-73.0,-61.0,,-75.0,-71.0,,,,,2417.0,,2462.0,,,,2422.0,2437.0,,5220.0,2462.0,,,
101.3692,,-62.0,,-70.0,,,,-73.0,-63.0,,,-70.0,-66.0,,,,2417.0,,2462.0,,,,2422.0,2437.0,,,2462.0,2437.0,,
103.3465,,-57.0,,-72.0,,,-74.0,,-66.0,,-75.0,-72.0,,,,,2417.0,,2462.0,,,2437.0,,2437.0,,5220.0,2462.0,,,
105.346,,,,-72.0,,,,-75.0,-65.0,-74.0,-75.0,-70.0,,,,,,,2462.0,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,
107.3404,,-65.0,,-75.0,,,,-75.0,-65.0,-75.0,,-76.0,,,,,2417.0,,2462.0,,,,2422.0,2437.0,5220.0,,2462.0,,,
109.3361,,-67.0,,-71.0,,,,-73.0,-60.0,,-74.0,-71.0,,,,,2417.0,,2462.0,,,,2422.0,2437.0,,5220.0,2462.0,,,
111.4117,,-68.0,,-74.0,,,,-73.0,-63.0,,-75.0,-75.0,,,,,2417.0,,2462.0,,,,2422.0,2437.0,,5220.0,2462.0,,,
113.334,,-68.0,,-72.0,,,,-76.0,-63.0,-75.0,-74.0,,,,,,2417.0,,2462.0,,,,2422.0,2437.0,5220.0,5220.0,,,,
115.351,,-68.0,,-70.0,,,-75.0,,-63.0,-74.0,,-72.0,,,,,2417.0,,2462.0,,,2437.0,,2437.0,5220.0,,2462.0,,,
117.3586,,-65.0,,-72.0,,,,,-63.0,-75.0,-75.0,-72.0,,,,,2417.0,,2462.0,,,,,2437.0,5220.0,5220.0,2462.0,,,
119.34,,-66.0,,-72.0,,-75.0,-73.0,-75.0,-62.0,,,,,,,,2417.0,,2462.0,,2427.0,2437.0,2422.0,2437.0,,,,,,
121.3434,,-65.0,,-75.0,,,,-75.0,-65.0,,-75.0,-72.0,,,,,2417.0,,2462.0,,,,2422.0,2437.0,,5220.0,2462.0,,,
123.3374,,-65.0,,-72.0,,,-75.0,-75.0,-65.0,,-75.0,,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,,,,
125.378,,-72.0,-76.0,,,,-72.0,-75.0,-64.0,,,,-78.0,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,,,2437.0,,
127.3674,,,,-80.0,,-77.0,,-66.0,-68.0,,-80.0,,-78.0,,,,,,2462.0,,2427.0,,2422.0,2437.0,,5220.0,,2437.0,,
129.3203,,-56.0,-71.0,,,,-69.0,-70.0,-65.0,,-75.0,,,,,,2417.0,2452.0,,,,2437.0,2422.0,2437.0,,5220.0,,,,
131.3365,,-63.0,,,,-77.0,-75.0,-74.0,-72.0,-78.0,,,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,,,
133.3226,,-47.0,-80.0,,,-81.0,,-77.0,-73.0,-83.0,,,,,,,2417.0,2452.0,,,2427.0,,2422.0,2437.0,5220.0,,,,,
135.3593,,,-84.0,,,-83.0,-81.0,-79.0,-71.0,,,-83.0,,,,,,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,
137.3316,,-54.0,,,,-83.0,-81.0,-77.0,-79.0,,,-84.0,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,
139.3394,,-51.0,,-82.0,,,-83.0,-77.0,-81.0,,,,-80.0,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,,2437.0,,
141.3288,,-61.0,,-84.0,,,-78.0,-82.0,-69.0,,,-85.0,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,,2462.0,,,
143.348,,-57.0,,,,-83.0,-80.0,-80.0,-82.0,,,-85.0,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,
145.4468,,-59.0,,,,-83.0,-81.0,-83.0,-80.0,,,-84.0,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,
147.3565,,-62.0,,,,,,-84.0,-73.0,-83.0,,-84.0,,,-82.0,,2417.0,,,,,,2422.0,2437.0,5220.0,,2462.0,,,2462.0
149.3304,,-62.0,,,,-78.0,-78.0,-80.0,-71.0,,,-81.0,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,
151.3551,,-60.0,-88.0,,,-85.0,,-85.0,-76.0,-87.0,,,,,,,2417.0,2452.0,,,2427.0,,2422.0,2437.0,5220.0,,,,,
153.3336,,-63.0,,-82.0,,,-82.0,-82.0,-74.0,,-84.0,,,,,,2417.0,,2462.0,,,2437.0,2422.0,2437.0,,5220.0,,,,
155.3252,,,,,,-84.0,,-87.0,-71.0,-84.0,,-84.0,-84.0,,,,,,,,2427.0,,2422.0,2437.0,5220.0,,2462.0,2437.0,,
